;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;city_Екатеринбург;city_Москва;city_Новосибирск;city_Санкт-Петербург;city_Тюмень;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; JavaScript;PHP; MySQL; Git; PHP; ООП;MySQL; PHP5; Linux; HTML;Другие навыки
10;95;Web-программист (Middle)/ PHP-программист (возможна удаленная работа);2.0;3.0;Boxberry;2019-11-12T16:29:26+0300;"Boxberry работает на российском рынке с 2010 года как служба доставки для интернет-магазинов и других компаний дистанционной торговли. На данный момент:  клиентами Boxberry являются более 5000 интернет-магазинов, в числе которых ТОП-200 Российского и Западного рынка e-commerce; территория присутствия - более 3000 отделений, в 550 городах России и зарубежья; ежедневно компания обрабатывает и выдает в среднем 30 000 посылок; Boxberry входит в тройку лидеров рынка услуг по доставке товаров дистанционной торговли; в направлении доставки для интернет-магазинов Boxberry выполняет как доставку по России, так и международную доставку.  Boxberry разрабатывают ПО, в котором работают одновременно сотни внутренних пользователей и внешние веб-клиенты (сайт, личный кабинет, апи и все дружит с 1С через веб-сервисы). Команда разработки Боксберри РФ приглашает веб-разработчика для реализации различных проектов, в том числе с возможностью УДАЛЕННОЙ работы О задачах:  Оптимизация, развитие и поддержка существующего программного кода;   Разработка новых и поддержка существующих сервисов, развитие функционала ( личный кабинет пунктов выдачи заказов, личный кабинет интернет-магазинов); Интеграция со сторонними сервисами (сайты интернет-магазинов, логистические программки и сервисы и др.). Участие в написании и обсуждении функциональных требований по продуктам    Мы ожидаем, что вы:  Обладаете уверенными знаниями PHP 7 (ООП), JavaScript (ES 6 +); Имеете опыт оптимизации сложных SQL запросов (MySQL, MariaDB); Знаете и имеете опыт работы в GitLab; Имеете опыт работы с API; Работали с PHP фрейм-ворком Yii 2; Хорошо знаете JS фреймворки jQuery, VUE, всякие реакты и прочие ангуляры; Обладаете знаниями верстки (адаптивной), CSS3, HTML5; Умеете быстро разбираться в чужом коде и оперативно решать задачи; Любите оставлять комментарии в коде и покрывать его автотестами.    Условия:  Комфортный офис в БК Квартал Екатеринбург или УДАЛЕНКА Трудоустройство по ТК РФ (больничные, отпуска и прочий соц.пакет) Дружный коллектив и адекватное руководство (группа веб-разработки состоит из 7 специалистов) График работы: пятидневная рабочая неделя, 8-часовой рабочий день; Возможна УДАЛЕННАЯ работа; Поездки на ИТ-конференции (в том числе спикером, ну если хотите), митапы, учебные курсы за счет компании,; Частичная компенсация ДМС, спорта после испытательного срока, а так же печеньки, кофе, подарки для детей на НГ и прочее ДО окончания испытательного срока).   ";"  Комфортный офис в БК Квартал Екатеринбург или УДАЛЕНКА Трудоустройство по ТК РФ (больничные, отпуска и прочий соц.пакет) Дружный коллектив и адекватное руководство (группа веб-разработки состоит из 7 специалистов) График работы: пятидневная рабочая неделя, 8-часовой рабочий день; Возможна УДАЛЕННАЯ работа; Поездки на ИТ-конференции (в том числе спикером, ну если хотите), митапы, учебные курсы за счет компании,; Частичная компенсация ДМС, спорта после испытательного срока, а так же печеньки, кофе, подарки для детей на НГ и прочее ДО окончания испытательного срока).   ";Обладаете уверенными знаниями PHP 7 (ООП), JavaScript (ES 6 +). Имеете опыт оптимизации сложных SQL запросов (MySQL, MariaDB). ;Оптимизация, развитие и поддержка существующего программного кода. Разработка новых и поддержка существующих сервисов, развитие функционала ( личный кабинет пунктов выдачи заказов...;"PHP; Yii; Управление проектами; Ajax; Yii2; Git; JavaScript";97;0.2962962962962963;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11;93;PHP разработчик / Middle PHP developer;2.0;3.0;Bazon;2019-11-20T09:52:06+0300;"Ты хороший программист и хочешь работать в активно растущей компании? Хочешь быть не просто рядовым сотрудником, выполняющим скучные технические задачки, а полноценным активным членом команды, со своими идеями, которые будут услышаны, и со своим мнением, которое будут уважать? Тогда давай знакомиться! Мы Bazon – развивающаяся быстрыми темпами, специализированная учетная система для продавцов б/у автозапчастей, и мы ищем именно тебя! Мы не зацикливаемся на старых технологиях, постоянно совершенствуемся и используем новые, современные способы для решения поставленных задач. Наши клиенты – это компании, продающие контрактные и б/у автозапчасти. Сейчас мы обслуживаем более 400 компаний от Москвы до Владивостока, и являемся лидером в своей сфере. Тебя ждут интересные задачи, огромное поле для идей и новшеств, дружный коллектив, который не только поддержит, но и направит, если вдруг сбился с курса, а ещё просторный офис с видом на реку, и другие плюшки, которые мы обсудим с тобой при личной встрече!   Что мы уже делаем: Развиваем и сопровождаем крупный нагруженный проект с бизнес-логикой на PHP, MySQL и NodeJS, развитым фронтендом на JS, внешними API (сервисы и мобильные приложения). Мы активно используем CI/CD, Docker. И все это работает в Kubernetes.   Что ты точно будешь делать:  Решать задачи самого разного плана: начиная от исправления небольшого бага до разработки и внедрения сложных бизнес-процессов компании; Рефакторить, оптимизировать и искать узкие места в уже существующем коде; Предлагать и обсуждать идеи, внедрять свои собственные решения.    Чего тебе делать не придется:  Скучать и раскладывать Косынку от нечего делать :) Сидеть на долгих и нудных совещаниях – все решения мы принимаем быстро.    Требования:  Опыт разработки проектов на PHP + MySQL не менее 3 лет; Знание любого современного фреймворка (Yii2, Laravel, Symfony); Понимание принципов построения HighLoad-сервисов с высоким SLA; Хорошее знание любой СУБД (MySQL, PostgreSQL и т.д.); Понимание и опыт применения паттернов проектирования (понимание принципов SOLID и MVC); Знание UNIX-подобных ОС (уровень продвинутого пользователя); Опыт командной разработки с использованием Git или Mercurial; Опыт разработки коммерческих продуктов; Ориентация на результат, а не процесс.    Условия:  Официальное трудоустройство; Работа в небольшой команде; Просторный офис с видом на реку; Современное рабочее место; Гибкий график работы; Только полная занятость и работа в офисе; Перспективы для профессионального и карьерного роста.    Уровень заработной платы по результатам собеседования.";"  Официальное трудоустройство; Работа в небольшой команде; Просторный офис с видом на реку; Современное рабочее место; Гибкий график работы; Только полная занятость и работа в офисе; Перспективы для профессионального и карьерного роста.    Уровень заработной платы по результатам собеседования.";Опыт разработки проектов на PHP + MySQL не менее 3 лет. Знание любого современного фреймворка (Yii2, Laravel, Symfony). ;Решать задачи самого разного плана: начиная от исправления небольшого бага до разработки и внедрения сложных бизнес-процессов компании. ;"PHP; MySQL; JavaScript; Ajax; HTML; jQuery; CSS";102;0.0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
12;36;Middle Fullstack программист (PHP/JS);3.0;3.0;Симикон;2019-11-20T17:08:10+0300;Обязанности:   Разработка клиент-серверного программного обеспечения(PHP / JavaScript) для аппаратно-программных комплексов, осуществляющих контроль за соблюдением правил дорожного движения: нарушения по скорости, нарушения на перекрестках, нарушение правил парковки и другие.   Поддержка существующего(PHP 5.3, PHP 7.3) программного обеспечения.   Разработка нового кроссплатформенного клиента для аппаратно-программных комплексов   Требования: - Профессиональное владение PHP / JavaScript- Опыт разработки на VanillaJS или TypeScript, Angular2+ / NodeJS / VueJS (или другой современный фреймворк).- Опыт разработки на любом PHP фреймворке: Laravel, Symfony или Yii2- Знание объектно-ориентированного-программирования.- Знание шаблонов проектирования: способность объяснить своими словами, что такое фабрика, фасад, репозиторий.- Знание принципов проектирования: SOLID / DRY- Знание Git Преимуществом будет:   Опыт разработки клиент-серверных приложений.   Знание Linux.   Опыт разработки на любом php фреймворке: Laravel, Symfony или Yii2   Опыт разработки на VanillaJS, Angular 2+, Angular 7+   Опыт работы с WebSocket   Опыт реализации REST API    Опыт реализации RPC   Знание Git, SVN.   Возможность показать пример кода на GitLab / GitHub   Общий стаж работы на соответствующей должности от 2 лет   Используемые инструменты:   Основная архитектура - ARM.   Angular 7+   PHP 5.3, PHP 7.3   GIT.   JIRA.   Jenkins.   GitLab   Процесс разработки строится на методологии Agile(Kanban).   Условия:   Белая заработная плата.   Дополнительное премирование по результатам работы.   ДМС (сразу после прохождения испытательного срока).   Участие во всероссийских и международных конференциях.   Гибкий график работы. 40 часов в неделю. Обязательное присутствие с 11 до 17.  ;   Белая заработная плата.   Дополнительное премирование по результатам работы.   ДМС (сразу после прохождения испытательного срока).   Участие во всероссийских и международных конференциях.   Гибкий график работы. 40 часов в неделю. Обязательное присутствие с 11 до 17.  ;Опыт разработки клиент-серверных приложений. Знание Linux. Опыт разработки на любом php фреймворке: Laravel, Symfony или Yii2. ;Разработка клиент-серверного программного обеспечения(PHP / JavaScript) для аппаратно-программных комплексов, осуществляющих контроль за соблюдением правил дорожного движения: нарушения по...;"PHP; JavaScript; Angular 2+; Git; SVN; PHP5; Linux; Angular; Laravel";107;0.0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
13;95;Web-разработчик (javascript , PHP);3.0;2.0;ПэйКипер;2019-11-20T11:55:05+0300;В платежную платформу PayKeeper требуются на удалённую работу веб-разработчики для развития основного программного продукта компании - платёжной платформы, а также внутренних систем компании. Задачи будут как в области front-end разработки, так и на стороне backendа. Нашими клиентами являются средние и крупные компании, ведущие бизнес в интернете. Наши партнёры – крупнейшие банки России, присутствующие на рынке интернет-эквайринга – ВТБ, Промсвязьбанк, Банк Русский Стандарт, Московский Кредитный Банк, Открытие и др. Центральный офис компании находится в Москве, но на удаленную работу мы рассматриваем соискателей из любых регионов. Обязанности:  Развитие веб-интерфейса пользователя и веб-интерфейса личного кабинета ПО PayKeeper (Angular.JS, Vue.js, чистый JS) Развитие внутренних информационных систем компании, веб-интерфейсов для банков-партнёров. Участие в разработке backend-части ПО PayKeeper (MySQL, PHP), интеграций с различными внутренними и внешними сервисами  Требования:  Знание современных HTML, CSS, Javascript Опыт работы с одним из javascript-фреймворков Angular, React либо Vue.js Знакомство с backend-разработкой в стэке Linux+MySQL+Apache+PHP Уверенное использование ОС Linux  Плюсами будут являться опыт работы с Laravel, CSS-фреймворком Bootstrap, наличие опыта разработки веб-приложения с нуля, опыт работы как во frontend, так в backend-разработке с перечисленными технологиями. Условия:  Удалённая работа в режиме Home Office Оклад по результатам собеседования и испытательного срока Испытательный срок – 2 месяца Оклад на испытательный срок – 90 000 рублей в месяц Вакансия доступна для соискателей из любого города РФ Рабочий график: полная занятость, полный день, с 10:00 по 19:00 по Московскому времени, с понедельника по пятницу. После испытательного срока возможен сдвиг рабочего графика на 1-3 часа. Предоставляем доступ к нашей SIP телефонии    После отклика на вакансию соискателю будет предложен тест (13 вопросов из предметной области) для оценки владения необходимыми навыками. После прохождения теста соискатель будет приглашён на телефонное собеседование, по результатам которого будет выноситься предложение о работе.;  Удалённая работа в режиме Home Office Оклад по результатам собеседования и испытательного срока Испытательный срок – 2 месяца Оклад на испытательный срок – 90 000 рублей в месяц Вакансия доступна для соискателей из любого города РФ Рабочий график: полная занятость, полный день, с 10:00 по 19:00 по Московскому времени, с понедельника по пятницу. После испытательного срока возможен сдвиг рабочего графика на 1-3 часа. Предоставляем доступ к нашей SIP телефонии    После отклика на вакансию соискателю будет предложен тест (13 вопросов из предметной области) для оценки владения необходимыми навыками. После прохождения теста соискатель будет приглашён на телефонное собеседование, по результатам которого будет выноситься предложение о работе.;Знание современных HTML, CSS, Javascript. Опыт работы с одним из javascript-фреймворков Angular, React либо Vue.js. Знакомство с backend-разработкой...;Развитие веб-интерфейса пользователя и веб-интерфейса личного кабинета ПО PayKeeper (Angular.JS, Vue.js, чистый JS). Развитие внутренних информационных систем компании...;"MySQL; JavaScript; PHP; CSS3; HTML5; Linux";119;0.0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
14;72;Middle PHP-developer (full-stack) php программист;1.0;2.0;Банк горящих туров, Туристическая компания;2019-11-20T11:30:11+0300;Банк Туров - активно развивающаяся международная компания по продаже туристических путевок. Делаем упор на продажи в мобильных устройствах и онлайн в целом (на это направлена существенная часть разработки), также у нас самописная CRM-система (тот же стэк технологий, что и для сайта). Задач и работы много. В связи с переходом отдела разработки на удаленный режим работы, укомплектовываем команду заново. Полный рабочий день. 80% задач связаны с бэкендом (задачи правки верстки, текстов, создания статичных страничек тоже бывают) Стэк технологий: ubuntu+nginx+mysql+php7.2+symfony2.8+memcached+redis+sphinx От Вас мы ждем опыта в веб-проектах, опыт работы с одним из популярных php-фреймворков, если быть точнее:- опыт работы от 1 года работы с одним из фрейемворков: laravel, codeinteger, symfony, zend, phalcon, cakephp, yui- опыт работы с composer-packagist- понимание принципов работы с распределенной системой контроля версий (git, mercurial)- умение верстать и оживлять html-странички (html-css-js-jquery)- умение самостоятельно развернуть рабочее место (ubuntu с необходимым стэком, наличие подходящего рабочего места соответственно) В замен за ответственную работу предлагаем достойную ЗП с возможностью работать удаленно, гибкое начало рабочего дня (выбираете заранее и придерживаетесь согласованного графика, в рабочее время важно быть онлайн) Рекомендации для сопроводительного письма: - указать логин в скайпе - приготовиться к собеседованию по скайпу с трансляцией вашего экрана 30-60 минут, включая техническую часть, сразу с непосредственным руководителем. - в сопроводительном должны быть отражены результаты вашей работы (примеры, которые можно посмотреть вживую, с подробным указанием вашего личного вклада в этот проект);;От Вас мы ждем опыта в веб-проектах, опыт работы с одним из популярных php-фреймворков, если быть точнее: - опыт...;80% задач связаны с бэкендом (задачи правки верстки, текстов, создания статичных страничек тоже бывают). Рекомендации для сопроводительного письма: - приготовиться к...;"MySQL; JavaScript; ООП; PHP7";124;0.0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
15;13;Программист PHP/ Web программист;1.0;2.0;Юверст;2019-11-20T09:04:24+0300;"Драйв Проджект - современная компания - более 7 лет успешной работы в Екатеринбурге в сфере разработки интернет решений автомобильной тематики, военной министерства обороны и других областях. Приглашаем на работу человека для работы в должности веб программиста. Совместно будем создавать интересные и нужные людям и государству проекты. Мы предлагаем достойную оплату труда и дополнительные финансовые бонусы за максимальное погружение в работу. Обязанности:  Разработка современных решений на современных языках программирования; Работа с базами данных, написание запросов.  Требования:  Знание HTML‚ PHP, CSS, JS, AJAX, XML, JSON Опыт разработки на PHP, MySQL или альтернативные варианты Фраймворки любые  Условия:  5-и или 6-и дневная рабочая неделя Расположение в центре города Современный офис Несколько графиков работы Возможность зарабатывать больше и не ограничивать себя Рост зарплаты за выслугу лет ";  5-и или 6-и дневная рабочая неделя Расположение в центре города Современный офис Несколько графиков работы Возможность зарабатывать больше и не ограничивать себя Рост зарплаты за выслугу лет ;Знание HTML‚ PHP, CSS, JS, AJAX, XML, JSON. Опыт разработки на PHP, MySQL или альтернативные варианты. Фраймворки любые.;Разработка современных решений на современных языках программирования. Работа с базами данных, написание запросов.;"MySQL; JavaScript; HTML; CSS; jQuery; PHP; Bootstrap; JSON API; HTML5; PHP5";154;0.0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
16;73;WEB Разработчик, PHP Программист YII 2;2.0;2.0;Вимос, торговый дом;2019-11-20T15:31:21+0300;"Обязанности:  Задачи по доработке функционала интернет магазина. Доработка корпоративного портала. Интеграция с различными системами и сервисами по API.   Требования:  Ищем PHP программиста в штат со знанием фреймворка YII 2 Опыт работы с JQuery. Опыт совместной работы, умение быстро понимать чужой код, комментировать свой  У нас Git (Bitbucket) JSON API Опыт тестирования и документирования. Желательно опыт работы с Интернет магазинами, а так же Bitrix продуктами, но не обязательно. Работа в офисе не удаленная на постоянной основе. Опыт работы не менее 2 лет.    Условия:  Работа в крупной, динамично развивающейся федеральной сети; Светлый просторный офис Молодая дружная команда профессионалов Оформление в соответствии с Трудовым Кодексом РФ Льготное питание график работы 5/2 (выходные суббота и воскресенье), с 10*00 до 18*00 100% белая заработная плата, выплата 2 раза в месяц ";"  Работа в крупной, динамично развивающейся федеральной сети; Светлый просторный офис Молодая дружная команда профессионалов Оформление в соответствии с Трудовым Кодексом РФ Льготное питание график работы 5/2 (выходные суббота и воскресенье), с 10*00 до 18*00 100% белая заработная плата, выплата 2 раза в месяц ";Ищем PHP <highlighttext>программиста</highlighttext> в штат со знанием фреймворка YII 2. Опыт работы с JQuery. Опыт совместной работы, умение быстро понимать...;Задачи по доработке функционала интернет магазина. Доработка корпоративного портала. Интеграция с различными системами и сервисами по API.;" JavaScript;PHP; MySQL; Git; PHP";166;0.0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
17;18;Web-программист / Web-разработчик / PHP-программист Junior;1.0;1.0;РусВент МСК;2019-11-20T16:46:41+0300;"Обязанности:  Сопровождение сайта компании и административной панели; Поддержка старого и разработки нового функционала; Настройки обменов системы с внутренними и сторонними (1С, Яндекс.Касса и т.п.) Работа с контентом, подразумевающая знание SQL.  Требования:  Опыт работы в области web-программирования от полугода; Желание и умение разбираться в чужом коде; Владение PHP7, умение писать компактный, соответствующий PSR ООП код, придерживаясь принципов KISS, DRY, SOLID; PosgreSQL - иметь представление сложных, вложенных запросах, агрегатных функциях, регулярных выражениях, знать, что такое индексы, триггеры, функции, материализованные представления; HTML, CSS - кросс-браузерная адаптивная верстка; JavaScript – нативный JS и jQuery, замыкания, прототипы; Умение растащить макет в Adobe Photoshop; Способность решать нестандартные задачи, хорошая обучаемость, организованность, грамотное планирование своей работы, выполнение поставленных задач в срок.  Плюсом будет:  опыт в адаптивной вёрстке и Bootstrap; знание базовых паттернов программирования и желание их использовать; базовые знания unix-систем (bash).  Условия:  Работа в динамично развивающейся торговой оптово-розничной компании место работы – м. Тушинская (от метро выделенная полоса, 5-10 мин. общественным транспортом), м. Волоколамская (15 мин. пешком) или м. Мякинино (20 мин. пешком); график работы: 5/2 (с 9:30 до 18); окончательная заработная плата, по результатам собеседования; испытательный срок (1 мес.); оформление по ТК РФ; оплата 2 раза в месяц; система бонусов. ";"  Работа в динамично развивающейся торговой оптово-розничной компании место работы – м. Тушинская (от метро выделенная полоса, 5-10 мин. общественным транспортом), м. Волоколамская (15 мин. пешком) или м. Мякинино (20 мин. пешком); график работы: 5/2 (с 9:30 до 18); окончательная заработная плата, по результатам собеседования; испытательный срок (1 мес.); оформление по ТК РФ; оплата 2 раза в месяц; система бонусов. ";Опыт работы в области web-программирования от полугода. Желание и умение разбираться в чужом коде. Владение PHP7, умение писать...;Сопровождение сайта компании и административной панели. Поддержка старого и разработки нового функционала. Настройки обменов системы с внутренними и сторонними (1...;" JavaScript;PHP; MySQL; Git; PHP";170;0.0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
18;14;PHP-программист (Junior);1.0;1.0;ИОМ Анкетолог;2019-11-18T14:46:46+0300;Anketolog - сервис для создания онлайн-опросов и проведения исследований. Наша компания является Новосибирским инновационным интернет-проектом существующим с 2010 года. Мы ищем целеустремленного, ответственного разработчика на PHP, который способен быстро подключиться к работе над проектом. Необходимые навыки и знания:  Хорошие знания PHP 5+ Понимание ООП (классы, наследование, интерфейсы, трейты, паттерны и пр.) Понимание принципов MVC Знание HTML, CSS и Javascript Знание SQL (индексы, джоины и пр.)  Будет плюсом:  Знание фреймворков Yii, Symfony Опыт работы с mongodb, sphinx, elasticsearch Опыт работы с Javascript библиотеками: backbonejs, marionettejs, react Опыт работы с системами правления версиями (git)  Мы можем предложить:  Собственный крупный интернет-проект Молодой, дружный коллектив Много интересных задач Работа в офисе в центре города Своевременная и в полном объеме выплата заработной платы Стабильная компания с хорошим опытом работы Заработная плата по договоренности в зависимости от вашей квалификации (внимательно выслушаем ваши пожелания на счет оплаты и рабочего графика).  Качества:  Пунктуальность, ответственность. Готовность выполнить небольшое тестовое задание. ;;Необходимые навыки и знания: Хорошие знания PHP 5+. Понимание ООП (классы, наследование, интерфейсы, трейты, паттерны и пр.). ;;"Yii; PHP; CSS3; JavaScript; jQuery; Backbone";182;0.07407407407407407;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
19;88;PHP-разработчик;1.0;1.0;Хоум Пицца;2019-11-18T12:20:01+0300;В команду разработки собственных проектов службы доставки Хоум-Пицца требуется PHP-разработчик. Ты нам подходишь, если: - Имеешь опыт разработки на PHP (мы используем 7) - Знаком с любым PHP фреймворком, например, Symfony или Laravel - Знаешь, как писать правильные SQL запросы (у нас MySQL) - Имеешь знакомство с AngularJS, JS, HTML, CSS - Понимаешь для чего нужен Git и как им пользоваться - Готов разбираться в чужом коде Что предстоит делать: - Сопровождение и модернизация существующих проектов компании - Участие в проектировании и разработке новых сервисов Мы предлагаем: - Молодой дружный коллектив - Удобный график работы - Официальное трудоустройство согласно ТК РФ - Достойный уровень заработной платы, выплачивается своевременно, 2 раза в месяц  ; - Молодой дружный коллектив - Удобный график работы - Официальное трудоустройство согласно ТК РФ - Достойный уровень заработной платы, выплачивается своевременно, 2 раза в месяц  ;Имеешь опыт разработки на PHP (мы используем 7). - Знаком с любым PHP фреймворком, например, Symfony или Laravel. - Знаешь, как писать...;Что предстоит делать: - Сопровождение и модернизация существующих проектов компании. - Участие в проектировании и разработке новых сервисов.;"MySQL; Git; AngularJS; JavaScript; PHP";191;0.07407407407407407;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
20;53;Веб-разработчик / PHP-программист;1.0;3.0;DREMIN.ORG;2019-11-19T05:55:51+0300;Требуется php-программист для разработки веб-сайтов (back-end).   Обязанности:  В обязанности сотрудника входит: разработка функционала на PHP, интеграция сверстанных макетов с системой управления сайтом, доработка сайтов клиентов, в том числе на популярных CMS.    Требования:  Образование: значения не имеет Опыт работы: наличие в портфолио реализованных / доработанных проектов приветствуется    Основные навыки, которыми должен владеть кандидат:  Понимать код верстки HTML+CSS PHP+MySQL+ООП AJAX иметь представление о работе основных CMS: Wordpress, Bitrix, Opencart и т.п. знакомство с одним из PHP-фрейморков будет плюсом способность к самообучению    Условия работы:  В офисе Полный рабочий день Гибкий график работы    Все резюме (можно в свободной форме) направлять на адрес электронной почты.;;Образование: значения не имеет. Опыт работы: наличие в портфолио реализованных / доработанных проектов приветствуется. Понимать код верстки HTML+CSS. PHP+MySQL+ООП. AJAX. ;В обязанности сотрудника входит: разработка функционала на PHP, интеграция сверстанных макетов с системой управления сайтом, доработка сайтов клиентов, в том...;"HTML5; MySQL; JavaScript; PHP; CSS3; Ajax";236;0.037037037037037035;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
21;77;PHP-разработчик Backend;1.0;3.0;iQteco;2019-11-20T13:57:38+0300;Ищем в команду Backend разработчика с опытом разработки продуктов с использованием PHP, JavaScript (Ajax, jQuery). Мы дадим вам кусок продукта (без чужого кода), который дает ценность для клиента и имеет метрики. Вы будете полностью отвечать за этот кусок и вести его с нуля. Желательно иметь опыт работы в небольшой команде и удаленной разработки. Мы продуктовая компания: развиваем несколько собственных продуктов для России и США.  Вы будете работать над новым продуктом:   apps.shopify.com/answers-chat — продукт для рынка США. Чат для сайта на базе Facebook Messenger, в котором клиент интернет магазина может прочитать FAQ, проверить статус своего заказа и получить информацию от чат-бота.    Что мы даем  Оформление по ТК РФ Гибкий график работы ;;Ищем в команду Backend <highlighttext>разработчика</highlighttext> с опытом разработки продуктов с использованием PHP, JavaScript (Ajax, jQuery). Желательно иметь опыт работы в...;Вы будете работать над новым продуктом: Apps.shopify.com/answers-chat — продукт для рынка США. Чат для сайта на базе Facebook Messenger...;"PHP; MySQL; MongoDB";249;0.0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
22;1;PHP-программист;2.0;3.0;Светодиоды России;2019-11-20T11:55:39+0300;"Кто Мы?Мы группа компаний Опт Холдинг. Мы занимаемся разработкой рекламных видео систем, электронной очередью и веб интеграциями. И сейчас нашей команде необходим PHP-программист. Что будет входить в задачи?  Поддерживать несколько проектов компании; Вносить правки в существующий код и разрабатывать новые модули; Общаться с молодым дружным коллективом.  Что мы ждём от кандидата?  Уверенное знание основ PHP; Владение JS, HTML, CSS на уровне Backend разработчика; Знание SQL (индексы, джоины и пр.); Понимание ООП (классы, наследование, интерфейсы, трейты, паттерны и пр.); Опыт работы с CMS Wordpress или других; Желание и готовность целенаправленно и упорно развиваться в веб-разработке.  Будет плюсом:  Знание фреймворков Yii и другие; Опыт работы с системами контроля версиями (git).  Что мы предлагаем?  Офис в центре Новосибирска (ул. Ядринцевская); Комфортный график (начало рабочего дня с 10:00); Молодой, дружный коллектив; Комфортное рабочее место и персональный ноутбук; Постоянное обучение за счет компании; Официальное трудоустройство; Испытательный срок 2 месяца; Оклад от 60 т.р. + Премия; Рост дохода по результатам работы.  Если Вас заинтересовала наша вакансия, мы ждём Ваше резюме!";;Уверенное знание основ PHP. Владение JS, HTML, CSS на уровне Backend <highlighttext>разработчика</highlighttext>. Знание SQL (индексы, джоины и пр.). ;Поддерживать несколько проектов компании. Вносить правки в существующий код и разрабатывать новые модули. Общаться с молодым дружным коллективом.;"Git; CSS; JavaScript; PHP5; ООП";263;0.0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
23;27;PHP-программист / Администратор;2.0;2.0;МАГУС;2019-11-20T09:26:00+0300;"В связи с расширением производства наши ряды программистов нуждаются в оперативном пополнении. Для разработки и поддержки системы электронного обучения мы ищем разработчика, готового разбираться в чужом коде и оперативно решать нестандартные задачи. Обязанности:  Улучшение всего, что можно улучшить; Исправление всего, что нужно исправить; Разработка нового функционала СДО (написание плагинов); Администрирование и поддержка сайтов сервиса.  Требования:  Уверенные знания верстки HTML и CSS;  Владение кросс-браузерной версткой;   Уверенное знания и опыт работы на PHP;   Хорошее знание MySQL;   Опыт работы в команде.   Большим плюсом будет:  Опыт работы с LMS Moodle; Опыт разработки модулей для Moodle; Базовые навыки работы с Linux (CentOS), Apache, nginx; Хорошее владение техническим английским.  Условия:   Офис в центре города;   Дружный коллектив;   Удобный график.  ";"   Офис в центре города;   Дружный коллектив;   Удобный график.  ";Уверенные знания верстки HTML и CSS. Владение кросс-браузерной версткой. Уверенное знания и опыт работы на PHP. Хорошее знание MySQL. ;Улучшение всего, что можно улучшить. Исправление всего, что нужно исправить. Разработка нового функционала СДО (написание плагинов). Администрирование и поддержка сайтов...;"PHP; HTML; Moodle; Git; CSS3; Bootstrap; MySQL";267;0.0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
