;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; CSS; JavaScript; HTML; Git; HTML5; CSS3;JavaScript; jQuery; MySQL; Node.js; ООП; PHP; Ajax; SQL; React; Кроссбраузерная верстка;Git; Bootstrap; Верстка; Redux;Другие навыки
61;16;Frontend-разработчик;3.0;4.0;iBrush;2019-12-11T12:02:26+0300;"Разыскиваем в нашу команду frontend-разработчика на полный рабочий день в офис (г.Москва) или регионы РФ. Мы ориентированы на работу в e-commerce сегменте. Занимаемся разработкой и развитием интернет-магазинов, каталогов, внутренних интранет-систем и интеграциями различных сервисов. Совмещаем в работе методологии Kanban, Scrum и здравый смысл. Мы молодые и успешные. С нами комфортно для тела и полезно для головы :)   Что нужно будет делать:  Разрабатывать новые веб-проекты; Поддерживать существующие.    Что мы используем в работе и чего ждём от соискателя:  Основной стек HTML + SCSS. Также периодически попадаются проекты с LESS или Stylus; JS-фреймворк - React+Redux. Нужно понимать, что за зверь, как работает и как его использовать. Требуется показать свои наработки в этой сфере; jQuery там, где нужно попроще; Для анимации - все средства хороши, но плюсом будет опыт применения GSAP; GIT; Gulp - как минимум на уровне применения, в идеале - написания своих тасков.  Плюсами будет:  Опыт работы с бэкендом сайтов; Знание других JS-фреймворков; Опыт работы с разными API, особенно карт.    Условия работы:  С понедельника по пятницу с 10 до 19; Стабильная заработная плата без задержек по итогам технического собеседования; Оплачиваемый отпуск и больничный лист; Возможность карьерного и профессионального развития; Доступ к обширной базе знаний + возможность посещать различные конференции и курсы; Веселые корпоративы и съезды 2 раза в год.    Бонусы:  Офис в 50 метрах от метро Алексеевская; Нет формальностей, условностей и прочих дресс-кодов; Крупные проекты, способствующие росту; Опытные тимлиды/коллеги под боком.    Дополнительные инструкции:Отклик → Общее собеседование с HR → Тестовое задание → Техническое собеседование   В откликах не забудьте указать ожидаемый уровень зарплаты.";Опыт работы с бэкендом сайтов. Знание других JS-фреймворков. Опыт работы с разными API, особенно карт.;Разрабатывать новые веб-проекты. Поддерживать существующие.;;" CSS; JavaScript; HTML; Git; HTML5";316;0.16666666666666666;Web;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;18;Backend разработчик (Node.js);4.0;4.0;Qavala;2019-12-10T17:21:25+0300;Qavala - платежный сервис, поддерживающий операции с долларами, евро, фунтами с возможностью выпуска пластиковой карты. Мы опытная команда выпускников из МГУ, МФТИ и МГТУ запустили сервис объединяющий на одной платформе валюты, акции, залоговое кредитование и собственную торговую площадку для трейдинга. У нас большое количество идей, как сделать наш сервис еще удобнее и помочь пользователям покупать и использовать финансовые инструменты еще удобнее и быстрее. В нашей команде ты можешь высказать свою идею по улучшению продукта и реализовать ее. Каждый день нужно: • Активно участвовать в процессе разработки, начиная с проектирования и заканчивая запуском и поддержкой. • Исследовать и улучшать производительность приложений. Наш кандидат:  Опыт разработки node.js от 1 года. Опыт работы с БД MySQL, MariaDB, MongoDB. Умеет качественно и эффективно программировать, используя существующие наработки и с прицелом на результат Знает системы сборки web pack, системы контроля версий (Git) Имеет законченные проекты.  Будет плюсом:  Знание современных frontend фреймворков - Vue, React. Знание PHP 7+  Мы предлагаем:  Интересные и непростые задачи Зарплату от 80 000 руб , все зависит от Ваших умений Комфорт: Рабочее место в современном офисе около м. Павелецкая. ;Опыт разработки node.js от 1 года. Опыт работы с БД MySQL, MariaDB, MongoDB. Будет плюсом: Знание современных frontend фреймворков - Vue...;Qavala - платежный сервис, поддерживающий операции с долларами, евро, фунтами с возможностью выпуска пластиковой карты. Активно участвовать в процессе разработки, начиная...;"Node.js; MySQL; web pack; PHP; MongoDB; MariaDB";  Интересные и непростые задачи Зарплату от 80 000 руб , все зависит от Ваших умений Комфорт: Рабочее место в современном офисе около м. Павелецкая. ;318;0.16666666666666666;Web;1;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
63;20;Front end мидл разработчик (react);7.0;4.0;Шаресофт;2019-12-10T16:42:19+0300;Мы ищем мидл разработчика в команду для разработки решений для крупного проекта (интранет портал) Состав проектной команды: руководитель проекта, архитектор, 2 разработчика. Мы ищем разработчика: - со знанием веб-технологий и опытом современной frontend разработки с использованием библиотеки React и языков TypeScript или ES6 - знание c# желательно. - навыки работы с CSS версткой (или препроцессором SASS) и макетами будет плюсом. - опыт коммерческой фронтенд разработки обязателен, только учебных проектов не достаточно.  Что мы предлагаем: - Работа в офисе (м.Полежаевская), возможность частично работать удаленно - Возможно как проектное оформление по договору ГПХ на период проекта, так и оформление в штат по ТК с перспективой работы на других проектах (в основном фулстек разработка) - мы гибкие и готовы обсудить разные варианты сотрудничества - Оклад фиксированный, хороший ДМС, ноутбук, оплата мобильного, 31 календарный день отпуска. - Мы создаем комфортные условия работы, дружный коллектив, у нас адекватное руководство, гибкие условия работы - Возможность обучения и профессионального роста, оплачиваемую сертификацию по продуктам Microsoft.  ;со знанием веб-технологий и опытом современной frontend разработки с использованием библиотеки React и языков TypeScript или ES6. - ;;"CSS; Sass; HTML5; CSS3; HTML; react; JavaScript; C#";" CSS; JavaScript; HTML; Git; HTML5";320;0.3333333333333333;Web;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;24;Веб-программист;4.0;4.0;ЭФКО, Управляющая компания;2019-12-10T10:02:26+0300;"Обязанности:  разработка новых и развитие существующих веб-приложений Компании по техническому заданию; осуществление поддержки по реализованным веб-проектам; составление технического задания на разработку модулей информационной системы; составление технической документации по разработанным системам.  Требования:  высшее техническое образование; программирование front-end и back-end корпоративных сайтов, знание JavaScript, jQuery, PHP, Yii2, и верстка html, CSS, bootscrap; проектирование и разработка БД для сайта (MySQL); способность самостоятельно выполнять весь цикл разработки сайта: от постановки задачи до конечной реализации.  Условия:  рабочее место: Москва, ул. Овчинниковская набережная (м.Новокузнецкая); своевременная заработная плата (обсуждается по результатам интервью); сплоченная команда; возможность последующего развития и роста. ";Высшее техническое образование. Программирование front-end и back-end корпоративных сайтов, знание JavaScript, jQuery, PHP, Yii2, и верстка html...;Разработка новых и развитие существующих веб-приложений Компании по техническому заданию. Осуществление поддержки по реализованным веб-проектам. Составление технического задания...;"JavaScript; jQuery; MySQL; CSS; HTML";"  рабочее место: Москва, ул. Овчинниковская набережная (м.Новокузнецкая); своевременная заработная плата (обсуждается по результатам интервью); сплоченная команда; возможность последующего развития и роста. ";324;0.3333333333333333;Web;1;1;0;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
65;26;Frontend-разработчик (Middle);4.0;4.0;Manzana Group;2019-12-12T11:03:32+0300;"   1 из 4 наиболее успешных партнеров Microsoft в мире для ритейла (по признанию штаб-квартиры Microsoft) Более 13 лет на рынке. Мы умеем слаженно работать и с отрывом веселиться.  Приглашаем присоединиться к нам, чтобы помочь российскому ритейлу стать супер-удобным и эффективным. Это отличная возможность для вас видеть в повседневной жизни реальные результаты вашей работы и гордиться ими. Есть интересная работа для Frontend-разработчика! Что надо делать:  разрабатывать новые Web-приложения на Vue, поддерживать и развивать существующие проекты, писать новые компоненты; (все это на самом современном стеке технологий); проводить рефакторинг существующих проектов; участвовать в проектировании UI-интерфейсов совместно с Product-менеджерами направлений; искать и предлагать новые решения!  Что мы ждем:  владение кроссбраузерной вёрсткой с использованием HTML5 и CSS3 + верстка с макетов из Figma или Adobe XD; уверенное владение и хороший опыт работы с Vue.js. Доп. знание React будет плюсом; стандартный зоопарк Frontend-разработки: jquery, json, view-press, SCSS, webpack, JavaScript, Bootstrap; хорошее понимание асинхронной обработки запросов к серверу для обновления контента без перезагрузки страницы, взаимодействие с REST-сервисами; опыт работы с Git или другими системами контроля версий; способность работать в команде и высокие коммуникативные навыки; умение оптимизировать свое время работы (читай поиск готовых решений в интернетах)); если умеет настраивать nginx – большущий плюс.  Вместе с резюме присылайте ссылки на все, чем вы можете похвастаться. Что мы предлагаем:  оформление по условиям трудового кодекса; собственный график работы – время работы выбираете сами; возможность проявить себя на проектах в ритейле, здравоохранении, e-commerce, банковской сфере; офис в шаговой доступности от ст. м. Нагатинская; а еще у нас ДМС (в том числе льготные условия для членов семей), кикер, печеньки и чай/кофе и много разных полезных и не очень активностей (от марафонов и покера до выездов в другие города и страны).  Клиентов много, задач еще больше. Обещаем – скучать точно не будете!  ";Владение кроссбраузерной вёрсткой с использованием HTML5 и CSS3 + верстка с макетов из Figma или Adobe XD. ;"Разрабатывать новые Web-приложения на Vue, поддерживать и развивать существующие проекты, писать новые компоненты; (все это на самом современном стеке...";"JavaScript; jQuery; Git; HTML5; CSS3; Vue; Webpack";" CSS; JavaScript; HTML; Git; HTML5";326;0.0;Web;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;27;Web-программист (разработка на MODx);6.0;4.0;Технолайт;2019-12-10T16:51:55+0300;Обязанности:  Программирование сайтов компании на базе MODx Внедрение на сайты доработок Создание скриптов обработки данных посредством API различных сервисов  Требования:  Высшее техническое образование Хороший опыт разработки на фреймворках PHP Опыт программирования от 2 лет Навыки работы с Wordpress Базовые знания js/jquery Желание создавать качественный продукт Готовность изучить технологию (фреймворк MODx) на наш конкретный проект Умение искать решения  Условия:  Работа в офисе/удаленно График работы: 5/2 с 10 до 18 часов Парковка и обеды бесплатно От метро «Тёплый стан» корпоративный автобус (утром и вечером доставка от/до метро, в пути 15 мин) Заработная плата по итогам собеседования Оформление и социальные гарантии по ТК РФ Скидки на продукцию компании ;Высшее техническое образование. Хороший опыт разработки на фреймворках PHP. Опыт программирования от 2 лет. Навыки работы с Wordpress. ;Программирование сайтов компании на базе MODx. Внедрение на сайты доработок. Создание скриптов обработки данных посредством API различных сервисов.;;  Работа в офисе/удаленно График работы: 5/2 с 10 до 18 часов Парковка и обеды бесплатно От метро «Тёплый стан» корпоративный автобус (утром и вечером доставка от/до метро, в пути 15 мин) Заработная плата по итогам собеседования Оформление и социальные гарантии по ТК РФ Скидки на продукцию компании ;327;0.16666666666666666;Web;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
67;29;Frontend-разработчик;4.0;3.0;СОТБИ;2019-12-12T09:30:32+0300;"В связи с ростом и увеличением количества проектов требуется автоматизация и мониторинг бизнес процессов. Для чего в компании стартовала и активно развивается разработка собственного ПО, как для локального использования, так и для внешнего применения. Стек технологий: Server - Linux/MySQL/Golang, FrontEnd - Angular/Typescript/Clarity. В связи с этим мы ищем Frontend разработчика. Проект: Разработка внутренней ERP-системы - специализированного решения для управления процессами юридической компании. Клиентская часть – SPA (Angular), серверная Golang + MySQL Обязанности:  Участие в командной работе по разработке корпоративных продуктов юридической/финансовой направленности; Разработка корпоративного SPA-приложения; поддержка существующего кода на Angular 2+; Создание отдельных модулей с нуля; Верстка под современные браузеры; Написание unit-тестов; Взаимодействие с заказчиком.    Требования:  хорошие знания Javascript/Typescript (включая es2015+) ; уверенные знания HTML, CSS/SCSS/Stylus; опыт использования Git/Git flow; навыки написания устойчивого к изменениям кода. Не только JS, но и стили; опыт разработки сложных проектов; знание классических алгоритмов и структур данных; хорошие коммуникативные навыки.  Плюсом будет:  Опыт разработки ERP/CRM-систем; Опыт общения с бизнес-заказчиком из сферы финансов, юриспруденции, консалтинга, желание погрузиться в процессы; Опыт работы по Agile методологиям (jira); Опыт работы с Node.js.    Условия:  Офис в 10 метрах от метро Спортивная; График: 5/2, с 9:00 до 18:00, либо с 10.00 до 19.00; Чай/кофе в офисе; Корпоративный спорт (футбол, волейбол, баскетбол, выезды на природу); ЗП по результатам собеседования; Испытательный срок 2 месяца. ";Хорошие знания Javascript/Typescript (включая es2015+) . Уверенные знания HTML, CSS/SCSS/Stylus. Опыт использования Git/Git flow. ;Участие в командной работе по разработке корпоративных продуктов юридической/финансовой направленности. Разработка корпоративного SPA-приложения. Поддержка существующего кода на Angular...;;"  Офис в 10 метрах от метро Спортивная; График: 5/2, с 9:00 до 18:00, либо с 10.00 до 19.00; Чай/кофе в офисе; Корпоративный спорт (футбол, волейбол, баскетбол, выезды на природу); ЗП по результатам собеседования; Испытательный срок 2 месяца. ";329;0.0;Web;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
68;32;Frontend-разработчик;6.0;4.0;Новолабсистем;2019-12-10T13:36:41+0300;Обязанности:  Разработка пользовательских интерфейсов медицинских ERP-систем на React, JavaScript, HTML, CSS Поддержка существующих и разработка новых решений  Требования:  Хорошие знания JavaScript, HTML, CSS Владение библиотекой React Умение работать в команде  Плюсом будет:  Опыт модульного тестирования Знание паттернов проектирования и умение применять их на практике  Условия:  Работа в молодом дружном коллективе Оформление по ТК РФ Местонахождение офиса – Кутузовский проспект, 7 мин от метро «Парк Победы» ;Хорошие знания JavaScript, HTML, CSS. Владение библиотекой React. Умение работать в команде. Опыт модульного тестирования. Знание паттернов проектирования и умение...;Разработка пользовательских интерфейсов медицинских ERP-систем на React, JavaScript, HTML, CSS. Поддержка существующих и разработка новых решений.;"React; JavaScript; HTML; CSS";  Работа в молодом дружном коллективе Оформление по ТК РФ Местонахождение офиса – Кутузовский проспект, 7 мин от метро «Парк Победы» ;332;0.3333333333333333;Web;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
69;37;HTML-верстальщик/Frontend разработчик;4.0;2.0;Extyl-pro;2019-12-10T15:40:15+0300;Extyl набирает супергероев.  Присоединяйся к нам для покорения digital. За 16 лет в клиентском production собрали слаженную команду, автоматизировали рутину и обзавелись собственным баром :) Лидеры рынка интеграторов/production. Личный кабинет для «Роснефти», документооборот для Volkswagen, дилерский портал для Cordiant, проекты для Сбербанка и Ростелекома — громкие проекты делаются здесь, внутри. Старт карьеры. Новому сотруднику выделяется наставник, проводится адаптация внутри команды и компании. Рост в компании. Растем на 50-100% в год: сотрудники вырастают как внутри своего отдела или возглавляя новые направления. Всегда есть чем заняться. Жизнь внутри. У нас есть настольный теннис, комната отдыха с массажным креслом, кальян и свой бар. Регулярные мероприятия: пейнтбол, картинг и прочие активности.Каждую пятницу в офисе проходят посиделки. Бонусы сотрудникам. Свежие фрукты в офисе, , корпоративная библиотека, курсы и обучение. Что делать:  Верстка макетов Доработка макетов и скриптов Развитие направления frontend (SPA)  Что уметь:  Опыт аналогичной работы (с web-проектами) со стороны Заказчика или Студии не менее 1-го года Опыт адаптивной верстки Знание html, css, jQuery, javascript Знание основ и архитектуры Битрикс, равно как и опыт работы с ним — приветствуется Знание одного их популярных JS фреймворков (React, Angular 4+, Vue) Сложные анимации  Что вас ждет:  Офис у метро Павелецкая, возможность гибкого графика. Рабочий ноутбук и периферия. Свой бар, кальян и массажное кресло. Корпоративная библиотека. Субсидии для обучения и роста сотрудников. Субсидированная парковка для сотрудников. Наставничество  семинары. Заработная плата: оклад Возможность обучиться верстке/программирование/тестированию для интересующихся. Для всех сотрудников и их семей действует партнерская программа Extyl-Club - скидки в Аэрофлоте, X-Fit, re:store и еще десятке партнеров и клиентов компании.  Перспективы:  Рост до тимлида (руководителя команды) ;Опыт аналогичной работы (с web-проектами) со стороны Заказчика или Студии не менее 1-го года. Опыт адаптивной верстки. ;Верстка макетов. Доработка макетов и скриптов. Развитие направления frontend (SPA).;;" CSS; JavaScript; HTML; Git; HTML5";337;0.3333333333333333;Web;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;42;Web-программист;4.0;4.0;Радиус, Группа компаний;2019-12-09T15:14:50+0300;Обязанности: - написание панели управления для биллинговой системы- разработка пользовательского интерфейса- взаимодействие с дизайнерами, программистами аналитиками в целях создания удобного и востребованного продукта. Требования:  уверенное знание языков HTML5, Css3, JavaScript, PHP знание фреймворков  Условия:  график работы 5/2 с 10.00 до 18.30 работа в дружном коллективе офис в центре заработная плата обсуждается индивидуально по результатам собеседования ;Уверенное знание языков HTML5, Css3, JavaScript, PHP. Знание фреймворков.;написание панели управления для биллинговой системы. - разработка пользовательского интерфейса. - взаимодействие с дизайнерами, <highlighttext>программистами</highlighttext> аналитиками в целях создания удобного и востребованного...;"JavaScript; Git; PHP; Bootstrap; AngularJS; HTML; CSS3; Java; jQuery; HTML5; Yii";  график работы 5/2 с 10.00 до 18.30 работа в дружном коллективе офис в центре заработная плата обсуждается индивидуально по результатам собеседования ;342;0.5;Web;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
71;48;Frontend-разработчик Vue.js;4.0;4.0;ПАРИТЕТ РДЦ;2019-12-11T15:38:06+0300;Мы разрабатываем интересный проект в области ФинТех. Главная задача - сделать лучший продукт в нашей нише и мы двигаемся к этой цели. Команда 7 человек, которым нравится то, что они делают, помогают друг другу, осваивают новые технологии, стремятся сделать приложение не только удобным снаружи, но и красивым внутри. Работаем по методологии гибкой разработки SCRUM, большинство сотрудников работает удаленно. Используем современные инструменты и методологии разработки. Backend yнаписан на C#, Frontend - JavaScript, JQuery, Vue. В качестве репозитария кода и bug tracker – GitLab, оперативное общение в Slack, прототипирование и дизайн - Figma. В настоящее время переводим frontend на Vue.js. Постепенно перестраиваем frondend под SPA. Требуется fronend разработчик на Vue.js, который сможет элегантно и красиво реализовать наши задумки и привнести новые идеи. Полностью удаленная работа, в офис ездить не нужно, но всегда быть на связи. Участие в ежедневных утренних SCRUM оперативках и сессиях планирования/демонстрации обязательно - по skype. Работа постоянная. Стабильная компания, на рынке более 20 лет.Описание проекта:В настоящее время первая версия системы находится в production. Идет расширение системы, наращивание полезной функциональности, привлечение новых пользователей. Проект построен на основе микросервисной архитектуры. Подробности при обсуждении.Требования к кандидату: - Желание разобраться в новой предметной области!!!- HTML5 / CSS3 / JavaScript- Vue.js, Vuex- Sass- Git, Gitlab- Желательно знание механизмов сборки frontend - Webpack, Gulp- Желателен опыт работы в команде по методологии SCRUM- Необходим опыт работы в удаленном режиме, хорошая самоорганизация и дисциплина;Желание разобраться в новой предметной области!!! - HTML5 / CSS3 / JavaScript. - Vue.js, Vuex. - Sass. - Git, Gitlab. - Желательно знание механизмов сборки...;Работаем по методологии гибкой разработки SCRUM, большинство сотрудников работает удаленно. Используем современные инструменты и методологии разработки. Backend yнаписан на C#...;"HTML5; CSS3; JavaScript; Ajax; Sass; Vue.js; SPA";" CSS; JavaScript; HTML; Git; HTML5";348;0.16666666666666666;Web;1;0;0;1;0;0;0;1;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;51;Java разработчик / Back-end Java;4.0;4.0;ITFB Group;2019-12-10T15:14:46+0300;"Компания ITFB Group специализируется на разработке и внедрении уникальных информационных технологий и сервисов. Мы предоставляем полный спектр услуг: проведение необходимого обследования бизнес-процессов, разработка, внедрение и сопровождение информационных систем, оптимизация затрат и повышение эффективности IT-систем. На данный момент, мы ищем к себе в команду Java разработчиков. Основные обязанности:  Участие в разработке backend; Code review.    Что мы ждем от вас:  Отличное знание Java; Отличное знание Hibernate, Spring, Spring Boot; Понимание работы фронтенда, Vue или Angular или React; Знание SQL, опыт работы с MySQL или PostgreSQL; Отличное знание Linux и Git; Представление о современных методологиях разработки (Unit-тестирование, непрерывная интеграция, итеративная разработка).    Мы предлагаем:  Офис: ст. м. Электрозаводская (7 минут пешком); График работы: 5/2 с гибким началом рабочего дня (с 8 до 10); Оформление сотрудника происходит с первого рабочего дня, согласно ТК РФ; З/п полностью белая, ее размер зависит от ваших навыков; ДМС после прохождения испытательного срока; Профессиональное развитие: приветствуем инициативу, внедряем твои предложения, поощряем саморазвитие, организовываем обучение; В офисе есть спортивный уголок, чай, кофе, печеньки, фрукты; Команду профессионалов, которые любят не только работать, но и учиться, отдыхать и веселиться вместе; Корпоративные мероприятия. ";Отличное знание Java. Отличное знание Hibernate, Spring, Spring Boot. Понимание работы фронтенда, Vue или Angular или React. Знание SQL, опыт...;Участие в разработке backend. Code review.;"Java; Git; Hibernate ORM; Spring Framework; SQL";"  Офис: ст. м. Электрозаводская (7 минут пешком); График работы: 5/2 с гибким началом рабочего дня (с 8 до 10); Оформление сотрудника происходит с первого рабочего дня, согласно ТК РФ; З/п полностью белая, ее размер зависит от ваших навыков; ДМС после прохождения испытательного срока; Профессиональное развитие: приветствуем инициативу, внедряем твои предложения, поощряем саморазвитие, организовываем обучение; В офисе есть спортивный уголок, чай, кофе, печеньки, фрукты; Команду профессионалов, которые любят не только работать, но и учиться, отдыхать и веселиться вместе; Корпоративные мероприятия. ";351;0.3333333333333333;Web;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
73;60;Web-программист (JavaScript / React);4.0;4.0;Syntellect (Синтеллект);2019-12-11T14:57:25+0300;Сфера деятельности компании Syntellect – разработка и внедрение решений по автоматизации документооборота и бизнес-процессов на платформе TESSA - самой быстрой СЭД на рынке Среди текущих заказчиков - Банк ВТБ, Allianz, ГК Дикси, Peugeot Citroen, JTI, НПФ Сбербанка, СМП Банк, Мособлбанк, СК Транснефть, Л`Этуаль и др.   Обязанности:  Разработка Front-end решений, развитие легкого клиента платформы TESSA (React, mobx, TypeScript)    Требования (обязательные):  Высшее\неполное высшее образование в сфере ИТ Знание технологий и опыт работы с JavaScript, TypeScript, React, html, css Умение работать в команде  Требования (желательные):  Mobx, React.Native, SQL, C#    Условия:  Профессиональный и карьерный рост Обучение в процессе работы Оформление по ТК РФ Заработная плата - по результатам собеседования Бонусная система ;Высшее\неполное высшее образование в сфере ИТ. Знание технологий и опыт работы с JavaScript, TypeScript, React, html, css. ;Разработка Front-end решений, развитие легкого клиента платформы TESSA (React, mobx, TypeScript).;"JavaScript; TypeScript; React; HTML; CSS; Разработка ПО";  Профессиональный и карьерный рост Обучение в процессе работы Оформление по ТК РФ Заработная плата - по результатам собеседования Бонусная система ;360;0.16666666666666666;Web;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
74;73;JavaScript разработчик;10.0;4.0;Эйчэфти Арбитраж;2019-12-10T18:22:19+0300;Расширяем команду, и ищем JavaScript разработчика, с широким кругозором и опытом работы в нагруженных проектах, готового принять участие в создании и разработки клиентской архитектуры.На данном этапе у нас есть серверный код, документированный в Open API, мы активно работаем над UX и дизайном проекта. С чем предстоит работать?  Сложные интеграционные задачи Есть возможность заняться архитектурными задачами    Что мы ждем от вас?  Уверенный опыт в JavaScript, TypeScript от 3 лет Отличные практические знания React стека ( Redux, Saga, Reselect, Styled Components ) Создавать качественную кроссбраузерную и адаптивную верстку Желание развиваться и самообучаться Грамотно оценивать свои задачи и ставить корректные сроки их реализации    Будет круто, если есть:  Опыт написания тестов для компонентов React Опыт работы с системами сборки (Webpack, Gulp и т.п.) Опыт использования WebScoket в проектах.    Мы предлагаем  Много интересных задач из разных направлений, есть, куда расти вместе с нами Офис в центре Москвы (Новокузнецкая) Гибкое начало рабочего дня Новые MacBook Pro для работы Хорошая ЗП от 200 000 рублей   ;Уверенный опыт в JavaScript, TypeScript от 3 лет. Отличные практические знания React стека ( Redux, Saga, Reselect, Styled Components ). ;С чем предстоит работать? Сложные интеграционные задачи.;"JavaScript; HTML5; Кроссбраузерная верстка; React";" CSS; JavaScript; HTML; Git; HTML5";373;0.16666666666666666;Web;1;0;0;1;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;86;Senior Front-end разработчик (React);10.0;4.0;Comagic;2019-12-11T15:06:47+0300;"  Немного о нас: Мы работаем на российском рынке с 1999 г. и представлены двумя брендами: UIS и CoMagic. CoMagic — сервис сквозной аналитики рекламы с интегрированными каналами коммуникации. CoMagic вошел в тройку сервисов России в сфере аналитики рекламы, следом за Google Analytics и Яндекс.Метрика и является самым устанавливаемым сервисом в России. UIS — бизнес-телефония для персональной работы с каждым клиентом. Телефония UIS занимает 4-ое место в Москве на рынке услуг местной телефонной связи и 3-е место в России по количеству клиентов в сегменте Виртуальной АТС. Офисы компании - в Москве, Санкт-Петербурге и Туле. Нам нужен фронтенд разработчик с опытом создания библиотеки компонентов и построения больших spa приложений. Что предстоит делать: Глобальная задача - необходимо осуществить перевод внутренней системы управления сервисами с ExtJS на react+mobx. Система представляет собой 30+ интерфейсов (отчеты, списки сущностей, страницы редактирования сущностей) В обязанности будет входить: 1) разработка и поддержание библиотеки компонентов2) разработка интерфейсов 3) разработка архитектуры приложения. Ты – «наш человек» если у тебя:   опыт коммерческой разработки на React.js от 2-х лет.   знание Redux или MobX, Webpack, SCSS.   опыт проектирования пользовательских интерфейсов.   отличное знание HTML, CSS, JavaScript.   Git.   мышление исходя из позиции Честно и выигрышно для всех заинтересованных сторон   Плюсом будет:   знание SQL.   знание Python.   ведение разработки через тестирование (TDD).   опыт работы в Linux   Взамен предлагаем:   Конкурентную заработную плату: мы знаем, что хороший специалист стоит дорого. Приходи, обсудим.   Гибкое начало рабочего дня с 08.00 до 11.00.   Демократичная атмосфера в коллективе.   Посещение семинаров, конференций и тренингов за счет компании из Кафетерия льгот;   Покупку техники и профессиональной литературы на выбор сотрудника;   Удобный офис в шаговой доступности от (метро Нахимовский проспект).  ";Опыт коммерческой разработки на React.js от 2-х лет. Знание Redux или MobX, Webpack, SCSS. Опыт проектирования пользовательских интерфейсов. ;UIS — бизнес-телефония для персональной работы с каждым клиентом. Телефония UIS занимает 4-ое место в Москве на рынке услуг...;"react; JavaScript; Git; webpack; redux";" CSS; JavaScript; HTML; Git; HTML5";386;0.16666666666666666;Web;1;0;0;1;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
