;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; CSS; JavaScript; HTML; Git; HTML5; CSS3;JavaScript; jQuery; MySQL; Node.js; ООП; PHP; Ajax; SQL; React; Кроссбраузерная верстка;Git; Bootstrap; Верстка; Redux;Другие навыки
21;16;Веб-разработчик;4.0;4.0;Ленинград Медиа;2019-12-11T11:24:02+0300;"Требуемый опыт работы: 1–3 года Полная занятость, полный день Обязанности:  Поддержка текущих и разработка новых проектов компании. Участие в принятии технических решений. Ищем дополнительного разработчика WordPress в нашу команду.  Требования:  Образование высшее (профильное/техническое); Хорошее знание PHP (опыт разработки от 2 лет); Уверенный уровень HTML5/CSS/JS; Опыт работы с PHP-фреймворками и CMS (Wordpress); Умение работать с СУБД (MySQL); Навыки работы со сторонними API; Опыт кроссбраузерной адаптивной верстки; Наличие знаний, для работы с Git; Активность, энергичность, заряженность на успех; Уметь делать качественный код, а также умение разбираться в чужом коде; Наличие действующего портфолио.  Преимуществом будет:  Опыт работы с JS-фреймворками; Опыт работы с CSS-препроцессорами; Знание особенностей разработки под мобильные устройства; Full-stack опыт.  Условия:  Конкурентоспособная заработная плата и полная занятость; Гибкая рабочая среда и отсутствие бюрократии; Возможности личного роста и развития; Стабильная зарплата и премии.   ";"  Конкурентоспособная заработная плата и полная занятость; Гибкая рабочая среда и отсутствие бюрократии; Возможности личного роста и развития; Стабильная зарплата и премии.   ";Образование высшее (профильное/техническое). Хорошее знание PHP (опыт разработки от 2 лет). Уверенный уровень HTML5/CSS/JS. ;Поддержка текущих и разработка новых проектов компании. Участие в принятии технических решений. Ищем дополнительного <highlighttext>разработчика</highlighttext> WordPress в нашу команду.;"Git; HTML5; MySQL; CSS3; CSS";116;0.16666666666666666;Web;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
22;21;Менеджер по web-разработке/Web-программист;1.0;1.0;StayOnDay.ru;2019-12-11T15:50:27+0300;"Требования:  Базовые знания html, css; Базовые знания php; Базовые знания SEO и поисковой оптимизации - как плюс; Умение оперативно находить необходимую информацию в интернете; Ответственность, работоспособность и нацеленность на результат; Навыки разработки и верстки дизайн-макетов (веб-дизайн) - ОБЯЗАТЕЛЬНО.  Обязанности:  Работа с CMS (simple CMS, bitrix, wordpress и др.) Информационное и контентное наполнение веб-сайтов и порталов компании Создание новых сайтов и поддержание их работоспособности Участие в разработке новых онлайн-проектов компании Разработка дизайнов для сайтов в программе Adobe Photoshop и их верстка  Условия:  График работы 5/2, с 10 до 19 Заработная плата: оклад + премии. Обсуждается с успешным кандидатом Оформление в соответствии с ТК РФ Молодой и дружный коллектив Обучение и возможность карьерного роста Место работы: станция метро Селигерская (5 мин. пешком), Бизнес-центр ";  График работы 5/2, с 10 до 19 Заработная плата: оклад + премии. Обсуждается с успешным кандидатом Оформление в соответствии с ТК РФ Молодой и дружный коллектив Обучение и возможность карьерного роста Место работы: станция метро Селигерская (5 мин. пешком), Бизнес-центр ;Базовые знания html, css. Базовые знания php. Базовые знания SEO и поисковой оптимизации - как плюс. Умение оперативно находить необходимую информацию...;Работа с CMS (simple CMS, bitrix, wordpress и др.). Информационное и контентное наполнение веб-сайтов и порталов компании. ;"CSS; Adobe Photoshop; Joomla CMS; Веб-программирование; Веб-дизайн; Верстка; Графический дизайн; Дизайн; Adobe Illustrator; Ведение переговоров; Web Design; Web-дизайн; JavaScript; HTML5; Администрирование сайтов";121;0.16666666666666666;Web;1;1;0;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
23;25;Программист Node.JS;4.0;4.0;Агентство Медицинских Технологий;2019-12-11T15:05:52+0300;"Требуемый опыт работы: 3–6 лет Полная занятость, полный день Обязанности:  Проектирование и разработка API высокотехнологичной медицинской информационной системы; Документирование/тестирование/логирование собственного кода.  Требования:  Техническое образование; Понимание асинхронной модели JavaScript/Node.js; Знание ООП; Знание JavaScript (ES6+); Знание HTTP, REST, опыт проектирование/документирования API; Понимание принципов построения и опыт разработки высоконагруженных масштабируемых систем; Организация безопасность веб-приложений, авторизации, системы распределения прав доступа;   Обязательный опыт работы backend-разработчиком от 3-х лет; Обязательный опыт разработки на Node.js от 2-х лет (приветствуются Express и другие сопутствующие фреймворки); Обязательный опыт работы с Redis, MySQL, WebSocket/Socket.IO;   Умение самостоятельно разбираться с техническими проблемами различной степени сложности; Умения планировать свое рабочее время; Опциональный опыт, WebRTC;  Ответственность и выполнение данных ранее обещаний, подразумевается по умолчанию :) Условия:  Оформление по ТК РФ. График 5\2 (кроме аварийных ситуаций); ЗП белая, строго 2 раза в месяц; Достойное рабочее место (оборудование обсуждается с успешным кандидатом); Офис в центре Москвы (3 минуты ходьбы от метро); Офис в центре Санкт-Петербурга;   Удаленная работа и открытие офисов в других городах возможны по предварительной договоренности.       ";"  Оформление по ТК РФ. График 5\2 (кроме аварийных ситуаций); ЗП белая, строго 2 раза в месяц; Достойное рабочее место (оборудование обсуждается с успешным кандидатом); Офис в центре Москвы (3 минуты ходьбы от метро); Офис в центре Санкт-Петербурга;   Удаленная работа и открытие офисов в других городах возможны по предварительной договоренности.       ";Организация безопасность веб-приложений, авторизации, системы распределения прав доступа. Обязательный опыт работы backend-<highlighttext>разработчиком</highlighttext> от 3-х лет. ;Проектирование и разработка API высокотехнологичной медицинской информационной системы. Документирование/тестирование/логирование собственного кода.;"Redis; JavaScript; Node.js; ООП; CSS; NoSQL; HTML; jQuery; Ajax";125;0.16666666666666666;Web;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
24;30;Front end разработчик (ГИС);4.0;4.0;РеИнформ Инт.;2019-12-12T10:38:20+0300;Обязанности:· Проектирование архитектуры приложений· Разработка и поддержка frontend части для наших сервисов на Angular· Разработка SPA-приложения для работы с геоданными: визуализация, анализ, редактирование· Работа с картографическими API (Mapbox, Cesium) Требования· Высшее техническое образование· Уверенные знания JavaScript, HTML5, CSS(SCSS), ES6 (модули, классы), хорошее знание DOM-модели, API браузера· Понимание принципов работы web - ГИС приложений· Опыт разработки SPA-приложений с использованием какого-либо из фреймворков: Angular, React, Vue.js· Git· Владение английским языком на уровне чтения технической документации Будет плюсом:· Опыт разработки на Angular· Опыт использования картографических библиотек (какой-либо или нескольких из): Mapbox, Cesium, Leaflet, OpenLayers и др. Условия м.Автозаводская (близость метро) Комфортный офис Официальная з/плата (белая) Отличный коллектив (профессиональный и дружелюбный);;Высшее техническое образование. Уверенные знания JavaScript, HTML5, CSS(SCSS), ES6 (модули, классы), хорошее знание DOM-модели, API браузера. ;Проектирование архитектуры приложений. Разработка и поддержка frontend части для наших сервисов на Angular. Разработка SPA-приложения для работы с геоданными...;" CSS; JavaScript; HTML; Git; HTML5";130;0.0;Web;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;34;Web-программист;4.0;5.0;МКДГ;2019-12-09T18:25:40+0300;Обязанности:  работа в команде по развитию большого онлайн проекта  Требования:  успешный опыт работы высокие профессиональные качества знание php, mysql, а также всех необходимых технологий для разработки портала Опыт работы с высоконагруженными и распределенными системами Опыт работы с фреймворками, обязательно Zend Framework. Приветствуется знание Symphony, laravel. пунктуальность аккуратность точность порядочность  Условия:  работа в новом офисе класса А белая з/п полный рабочий день ;  работа в новом офисе класса А белая з/п полный рабочий день ;Успешный опыт работы. Высокие профессиональные качества. Знание php, mysql, а также всех необходимых технологий для разработки портала. Опыт работы с...;;"MySQL; HTML; PHP; REST";134;0.3333333333333333;Web;1;0;0;0;1;0;1;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
26;36;Frontend разработчик (Vue.js);3.0;3.0;BR Lab;2019-12-09T19:40:50+0300;"Мы - молодая IT компания, которая делает успешные проекты в сфере онлайн - медиа. Наши издания о спорте и ставках на спорт лидеры рынка в России и СНГ. За последние 2 года мы выросли в 4 раза. Сейчас холдинг насчитывает более 230 сотрудников, 3 офиса - Москва, Краснодар и Ереван, и еще мы занимаемся международной экспансией в США.   Что мы от тебя ждем:   Опыт работы по фронтенду от 1 года   Отличные знания JavaScript, CSS, HTML, JQuery, JSON   Будет плюсом умение работать с Vue.js, SCSS, Webpack, возможностями ES6   Желательны базовые знания PHP, MySQL   Мы предлагаем:  удаленная работа, или в офисе в Москве, или Краснодаре помощь с релокацией Свобода творческой самореализации инженерных мыслей Интересные, незаурядные, вдохновляющие задачи каждый день; Гибкое начало рабочего дня, которое подходит как для жаворонков, так и для сов; Корпоративное обучение, компенсация курсов, тренингов, семинаров; Корпоративные курсы английского с носителями языка; Чай, кофе, печенье, компенсация обедов; Мощный компьютер или ноутбук по вашему выбору. Выходные с командой вне офиса (мы иногда собираем выезды или просто посиделки) Достойная и всегда своевременная оплата труда; ";"  удаленная работа, или в офисе в Москве, или Краснодаре помощь с релокацией Свобода творческой самореализации инженерных мыслей Интересные, незаурядные, вдохновляющие задачи каждый день; Гибкое начало рабочего дня, которое подходит как для жаворонков, так и для сов; Корпоративное обучение, компенсация курсов, тренингов, семинаров; Корпоративные курсы английского с носителями языка; Чай, кофе, печенье, компенсация обедов; Мощный компьютер или ноутбук по вашему выбору. Выходные с командой вне офиса (мы иногда собираем выезды или просто посиделки) Достойная и всегда своевременная оплата труда; ";Опыт работы по фронтенду от 1 года. Отличные знания JavaScript, CSS, HTML, JQuery, JSON. Будет плюсом умение работать с Vue.js...;;"HTML; HTML5; CSS3; CSS; VueJs; Vue";136;0.3333333333333333;Web;1;0;1;0;0;0;0;1;1;0;0;0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;40;Frontend-разработчик в Tripster (Vue, Webpack, SSR);7.0;4.0;Трипстер;2019-12-11T13:57:04+0300;Ищем сильного frontend-разработчика с опытом работы над массовыми интернет-сервисами Мы – Tripster. Делаем необычные экскурсии с местными жителями в 500+ городах мира.  Мы интернет-сервис, все бронирования экскурсий происходят через наш сайт, путешественники связываются напрямую с гидами Большие: каждый месяц на наши экскурсии ходит больше 30 000 человек Делаем классный продукт, за что нас любят путешественники  Задачи Предстоит заниматься построением фронтенда системы бронирования экскурсий мирового уровня. У нас много разных непростых интерфейсов – фильтры, сложные формы, календари доступности, чаты гида и путешественника, поиск, поисковые выдачи etc. Требования  Отличный JavaScript, от двух лет разработки на Vue, React или Angular (у нас Vue)  Webpack, SSR   HTML/CSS, верстка   Git   Плюсом будут знание Pug, Sass, Backbone   Что предлагаем  Работу в небольшой, но быстрой и сильной команде Сложные и интересные задачи Фул-тайм в нашем московском офисе в 10 минутах от ст.м. Добрынинская/Павелецкая Занятость 5/2, адекватную вам и рынку зарплату   ;;Ищем сильного frontend-<highlighttext>разработчика</highlighttext> с опытом работы над массовыми интернет-сервисами. Отличный JavaScript, от двух лет разработки на Vue, React...;Предстоит заниматься построением фронтенда системы бронирования экскурсий мирового уровня. У нас много разных непростых интерфейсов – фильтры, сложные формы, календари доступности...;"JavaScript; Git; vue.js; webpack; HTML; CSS; Sass; Pug; SSR; Node.js";140;0.16666666666666666;Web;1;0;0;1;0;0;1;0;1;0;0;0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
28;42;Front-end разработчик;8.0;4.0;ВебМани.Ру;2019-12-10T15:52:13+0300;Обязанности: 1. Разработка клиентской части web-приложений 2. Поддержка и частичный рефакторинг существующего кода   Требования и пожелания: 1. JavaScript, js-фреймворки 2. HTML5, CSS3, опыт кроссбраузерной верстки 3. Знание систем управления версиями файлов (GIT) 5. Готовность разбираться в чужом коде   Ключевые навыки: - Обязательные: Angular, Vanilla JS, HTML5, CSS3, SPA, AJAX, кроссбраузерная верстка, адаптивная верстка - Желательные: GIT, Gulp, npm / Yarn, Bower, SignalR, REST     Личные качества: 1.Ответственность, самостоятельность, увлечённость профессией 2. Умение строить правильную программную архитектуру 3. Открытость к новым технологиям 4. Исполнительность 5. Стремление к повышению профессионального уровня / самосовершенствованию / профессиональному росту / развитию   Условия: 1. Полный рабочий день c гибким подходом 2. Офис расположен рядом с м. Шаболовская 3. Оформление согласно ТК РФ 4. Стартовая зарплата в зависимости от опыта 5. Работа в команде 6. Испытательный срок 1 месяца  ; 1. Полный рабочий день c гибким подходом 2. Офис расположен рядом с м. Шаболовская 3. Оформление согласно ТК РФ 4. Стартовая зарплата в зависимости от опыта 5. Работа в команде 6. Испытательный срок 1 месяца  ;2. HTML5, CSS3, опыт кроссбраузерной верстки. 3. Знание систем управления версиями файлов (GIT). 5. Готовность разбираться в чужом...;1. Разработка клиентской части web-приложений. 2. Поддержка и частичный рефакторинг существующего кода. 1. JavaScript, js-фреймворки.;"Angular; VanillaJS; HTML5; CSS3; SPA; Ajax; Кроссбраузерная верстка; Адаптивная верстка; JavaScript";142;0.3333333333333333;Web;1;0;1;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
29;45;Full-Stack Web-программист;4.0;4.0;Вижион Классик;2019-12-11T17:27:40+0300;"Обязанности:  Проектировать и разрабатывать сайты на CMS, самописные сайты, интернет-магазины и лендинги Дорабатывать и технически поддерживать существующие сайты разной сложности Осуществлять интеграцию интернет-эквайрингов и API  Требования:  Опыт в разработке от 4-х лет Отличное знание HTML, CSS, jQuery Уверенные знание PHP и Javascript Понимание принципов и опыт работы с REST API Опыт работы с системами контроля версий (Git) Работа в тесной связке с дизайнерами и менеджерами Умение разбираться в чужом коде Умение оценивать трудоемкость задач и контролировать дедлайны Наличие портфолио сайтов и примеры кодов в резюме или сопроводительном письме  Условия:  Официальная заработная плата; График работы: полный рабочий день; Трудоустройство в соответствии с ТК РФ. Комфортабельный офис (БЦ Москва Сити). ";"  Официальная заработная плата; График работы: полный рабочий день; Трудоустройство в соответствии с ТК РФ. Комфортабельный офис (БЦ Москва Сити). ";Опыт в разработке от 4-х лет. Отличное знание HTML, CSS, jQuery. Уверенные знание PHP и Javascript. Понимание принципов и...;Проектировать и разрабатывать сайты на CMS, самописные сайты, интернет-магазины и лендинги. Дорабатывать и технически поддерживать существующие сайты разной сложности. ;"jQuery; JavaScript; Git; CSS; HTML";145;0.0;Web;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
30;50;Front-end разработчик JavaScript;5.0;4.0;Два Облака;2019-12-10T13:47:45+0300;"Требуется JavaScript-разработчик сервиса проектирования и расчета инженерных систем HVACR (Heating, Ventilation, Air conditioning, Refrigeration). Сервисом ежедневно пользуются более тысячи сотрудников заводов-производителей оборудования, более 10000 сотрудников проектных и монтажных организаций. Обязанности:  Разработка Front-end части крупного web-приложения для проектирования инженерных систем зданий в браузере, см видео на hvacr.cloud; Написание модулей с новым функционалом и встраивание их в текущие проекты; Поддержка и рефакторинг существующего кода (своего и чужого); Написание валидного читабельного кода; Документирование кода  Требования:  Уверенные знания JavaScript, ООП, наследование, замыкания, контекст, клиентская шаблонизация; Уверенные знания HTML5, CSS3, JQuery; Понимание архитектуры REST, знание HTTP протокола; Понимание и опыт работы с адаптивным дизайном; Понимание особенностей асинхронного программирования, замыкания; Опыт командной разработки Git; Знание базовой математики: векторы, графы, матрицы, интерполяция и прочее; Знание алгоритмов: бинарный поиск, рекурсия, сортировки, О-нотация и прочее; Знание базовых типов и структур данных: строка, целое число, вещественное число, списки, массивы, словари и прочее  Условия:  Достойная заработная плата по итогам собеседования; Дружелюбный коллектив; Офис в трех минутах от метро Свиблово; Просторное рабочее место ";"  Достойная заработная плата по итогам собеседования; Дружелюбный коллектив; Офис в трех минутах от метро Свиблово; Просторное рабочее место ";Уверенные знания JavaScript, ООП, наследование, замыкания, контекст, клиентская шаблонизация. Уверенные знания HTML5, CSS3, JQuery. Понимание архитектуры REST, знание...;Разработка Front-end части крупного web-приложения для проектирования инженерных систем зданий в браузере, см видео на hvacr.cloud. ;"jQuery; JavaScript; Git; ООП; HTML5; MySQL; Разработка ПО; SaaS; CSS3";150;0.3333333333333333;Web;1;0;0;1;0;0;1;0;1;0;0;0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
31;59;Фронтенд-разработчик HTML + Vue;0.0;4.0;ПИК-БРОКЕР;2019-12-11T15:38:42+0300;"Требуется опытный разработчик для создания большой информационной системы компании (в том числе BPM и CRM систем)Обязанности:  Участие в командной разработке; Участие в проектировании архитектуры приложения (фронтальная часть); Верстка под десктопные и мобильные устройства; Написание JS-кода как отдельного front-end проекта так и добавления динамики в существующие простые сайты: Внедрение результата своей работы (верстки + js) в код проекта; Интеграция со сторонними сервисами и плагинами; Тестирование кода и проверка его на соответствие требованиям; Самостоятельная нарезка дизайна; Работа с системой контроля версий (git);  Требования:  Опыт работы от 5 лет; Опыт проектирования архитектуры приложения; Уверенные знания HTML5 и CSS3; Понимание ES5, ES6 и jQuery Уверенные знания VueJS; Глубокое понимание возможностей современных браузеров; Умение внедрять результат своей работы (верстку + js) в код проекта; Организованность и соблюдение договоренностей; Умение нести ответственность за свои решения и действия; Знание английского языка на уровне чтения технической документации;  Дополнительные пожелания к кандидату:  Знакомство с Symfony4 и YII2 Умение правильно и полно взаимодействовать с PHP Опыт работы с VuetifyJS;  Условия:  Удаленная работа с возможностью выбрать график; Привязка к московскому часовому поясу; Достойная оплата с возможностью роста; ";"  Удаленная работа с возможностью выбрать график; Привязка к московскому часовому поясу; Достойная оплата с возможностью роста; ";Опыт работы от 5 лет. Опыт проектирования архитектуры приложения. Уверенные знания HTML5 и CSS3. Понимание ES5, ES...;Участие в командной разработке. Участие в проектировании архитектуры приложения (фронтальная часть). Верстка под десктопные и мобильные устройства. Написание JS-кода...;"CSS3; HTML5; VueJS; VuetifyJS";159;0.16666666666666666;Web;1;0;0;1;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
32;70;Frontend-разработчик (html и javascript);3.0;2.0;Avenue-pro;2019-12-12T12:02:03+0300;"Обязанности:  Разработка проектов (front-end части) с нуля; доработка существующих проектов; кроссбраузерная и адаптивная верстка HTML5/CSS3.  Требования:  Опыт работы по специальности от 2-х лет VUE.js, React - желательно (или другая аналогичная библиотека) JS, HTML5, CSS3 - обязательно  Условия:  график с 13:00 до 21:00 (пятидневка) офис м. Семеновская оклад по итогам собеседования (60 000 - 100 000 на руки)   ";  график с 13:00 до 21:00 (пятидневка) офис м. Семеновская оклад по итогам собеседования (60 000 - 100 000 на руки)   ;Опыт работы по специальности от 2-х лет. VUE.js, React - желательно (или другая аналогичная библиотека). JS, HTML5, CSS3...;Разработка проектов (front-end части) с нуля. Доработка существующих проектов. Кроссбраузерная и адаптивная верстка HTML5/CSS3.;"CSS3; HTML5; jQuery; Кроссбраузерная верстка";170;0.0;Web;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
33;72;Начинающий Web – разработчик (Node.JS, JS);1.0;1.0;Студия Ремонтов;2019-12-11T00:56:07+0300;"Сейчас нам в команду требуется начинающий разработчик с хорошими теоретическими знаниями и небольшим опытом разработки, имеющий желание развиваться в области WEB разработки. Проверять знания мы будем как на собеседовании, так и при помощи тестового задания. Обязанности:  Участие в разработке модулей информационной системы, начиная с проектирования логики, заканчивая кодингом и развертыванием; Поддержка и рефакторинг текущего кода;  Обязательны:  Хорошее владение JS (jQuery); Хорошее знание HTML и CSS;  Опыт работы с Node JS Опыт работы с Базами данных, желательно NoSQL Желание расти и развиваться.  Желательны:  Опыт адаптивной верстки; Знания современных технологий разработки; Опыт клиентской, серверной разработки для WEB; Умение работать с Git. Умение работать с AWS. Умение работать с Heroku  Помимо опыта нам важны:  Ответственность; Самостоятельность; Организованность.  Условия:  Полный рабочий день СТРОГО В ОФИСЕ; График работы: 5/2 с 10 до 18; Современный офис в Москва-сити; Бесплатный классный кофе, чай, сладости. ";"  Полный рабочий день СТРОГО В ОФИСЕ; График работы: 5/2 с 10 до 18; Современный офис в Москва-сити; Бесплатный классный кофе, чай, сладости. ";Хорошее владение JS (jQuery). Хорошее знание HTML и CSS. Опыт работы с Node JS. Опыт работы с Базами данных, желательно...;Участие в разработке модулей информационной системы, начиная с проектирования логики, заканчивая кодингом и развертыванием. Поддержка и рефакторинг текущего кода.;"jQuery; MongoDB; CSS; HTML; JavaScript; Node.js; Ajax";172;0.16666666666666666;Web;1;1;0;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
34;75;Junior Front-End разработчик;2.0;4.0;amoCRM;2019-12-10T13:02:31+0300;О компании: amoCRM - это SaaS-продукт, который позволяет автоматизировать работу отделов продаж для малого и среднего бизнеса. Мы разрабатываем и продаем передовые продукты для учета клиентов и потенциальных продаж (CRM), помогаем нашим клиентам вести их бизнес. Сервисом пользуется более 10 тыс. компаний в различных странах мира: Россия, СНГ, США, Европа, Австралия, Канада и пр. В числе наших клиентов такие бренды как: Mail.Ru Group, Яндекс, Re:Store, Деловой мир, Аргументы и Факты, Radio Records, Love Radio, БКС и другие. Кого мы ищем:  Начинающего frontend-разработчика (JavaScript + CSS + HTML) на разработку новых частей системы. Человека, которому нравится работать над интересными задачами и искать новые решения.  Для чего ищем:   Работа над нашим основным продуктом, CRM-системой с большим количеством интерфейсов: списки, воронки, карточки с динамическим таймлайном событий, почта, аналитика (работа с графикой) и прочие.   Комплексное решение задач на фронте от верстки отдельных UI-компонентов, до проработки взаимодействия с API микро-сервисов.   Участие как в разработке новых частей системы, так и поддержке уже существующих.   Требования:  Базовые знания JavaScript. Pixel-perfect и адаптивная верстка. Умение работать в команде. Желание учиться и расти вместе с командой.  От нас:  Работа на интересном международном проекте (офисы - в России и в США) в технически сильной команде. Офис в центре Москвы ст. м. Таганская, 5 минут от метро. Быстрый профессиональный рост при вашем желании работать. Внутренние собрания разработчиков, с обсуждением решений задач для обмена опытом и технического развития каждого участника команды. Нет бюрократии, дресс-кода. Печеньки, чай, кофе. Оформление по ТК с заведением трудовой книжки - оплачиваются отпуска и больничные, полностью белая зарплата (точные цифры обсуждаются с успешными кандидатами). ;;Базовые знания JavaScript. Pixel-perfect и адаптивная верстка. Умение работать в команде. Желание учиться и расти вместе с командой.;Начинающего frontend-<highlighttext>разработчика</highlighttext> (JavaScript + CSS + HTML) на разработку новых частей системы. Человека, которому нравится работать над интересными задачами...;"JavaScript; CSS; HTML5; Кроссбраузерная верстка";175;0.3333333333333333;Web;1;1;0;0;0;1;0;0;1;0;0;0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
35;81;Backend разработчик;7.0;5.0;Инстатека;2019-12-09T17:29:44+0300;Мы ищем в нашу команду Backend разработчика, который возьмет на себя основной пул задач. Мы создаем финансовые B2B и B2C сервисы, которые объединяют клиентов, банки и партнеров. Основной проект связан с ипотечным кредитованием и рядом сопутствующих финансовых сервисов. Обязанности: Реализация новой функциональности и доработка существующих решений. Требования: - Опыт разработки серверной части на PHP Symphony 3.4- Опыт проектирования и понимание базовых принципов оптимизации БД (MySql )- Уверенный пользователь Git или аналогов (ветки, пул-реквесты, разрешение конфликтов)- Понимание и опыт интеграций с внешними сервисами - SOAP, REST, XML, JSON, Web-services- Способность разбираться в чужом коде- Ответственность за результат, самостоятельность, умение проверять свой код- Желание повышать свою квалификацию и создавать только лучшие продукты :) Плюсом будет:- Владение Bootstrap4 и jQuery (для админки)- Понимание архитектуры Single Page Application (SPA) Мы используем:- Backend: Symfony 3.4, MySQL- Frontend (сайт SPA): React (ReactRouter, Redux), Webpack, Bootstrap4, SASS- Frontend (бэкофис / админка): JavaScript, jQuery, Bootstrap4- Для управления репозиторием и деплоя используем Gitlab, коммуникация в Slack Условия:- Оформление по ТК- Офис в Москве, 2 минуты пешком от м. Южная;- Оформление по ТК- Офис в Москве, 2 минуты пешком от м. Южная;Опыт разработки серверной части на PHP Symphony 3.4. - Опыт проектирования и понимание базовых принципов оптимизации БД (MySql ). - ;Реализация новой функциональности и доработка существующих решений. - Frontend (сайт SPA): React (ReactRouter, Redux), Webpack, Bootstrap4, SASS. - Frontend (бэкофис / админка...;"Symfony; MySQL; PHP; SQL; Git";181;0.3333333333333333;Web;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
