;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; .NET Framework;C++;C#; C#; ООП; SQL; Linux; PostgreSQL; MS Visual Studio; Git; C++;Git; ASP.NET; MS SQL; WPF; Entity Framework;С#; MVC; Qt; Visual Studio C#;Другие навыки
20;32;Программист С++ (Linux);5.0;4.0;РДП.РУ;2019-12-12T10:38:10+0300;RDP RU - ведущий российский разработчик и поставщик интеллектуального оборудования для широкополосной передачи данных . RDP RU специализируется на разработке инновационного программного обеспечения и программно-аппаратных комплексов для высокопроизводительной обработки сетевого трафика. Продукция компании широко востребована в сетях операторского класса и отвечает мировым стандартам качества. Если ты увлеченный профессионал своего дела, любишь решать сложные и нестандартные задачи, то мы ждем тебя в нашей команде разработчиков Что необходимо делать:Разработка, поддержка, оптимизация и рефакторинг активно изменяющегося ПО для высокопроизводительных и отказоустойчивых телекоммуникационных устройств для x86_64 архитектур (С/С++ код, скрипты под linux, патчи к ядру, драйвера сетевых карт и др.) Что нужно знать:- C/С++ на уверенном уровне- Принципы работы ОС Linux- Знание межпроцессного взаимодействия, синхронизации, многопоточности и др. на многоядерных системах- Быть знакомым с аппаратной архитектурой x86_64- Опыт работы в POSIX окружении, с gсс, make, gdb, strace, perf, valgrind, командной строкой- Знание алгоритмов и структур данных- Опыт использования командных средств разработки (git, redmine, CI)- Технический английский, умение читать документацию и RFC- Знание нюансов работы приложения в реальном изменчивом мире- Умение писать чистый и надежный код, понимание принципов: ООП, DRY, KISS, YAGNI, паттерновБудет плюсом, если ты: - Имеешь представление об ethernet-кадрах, mac-адресах, arp, маршрутизации- Умеешь пользоваться wireshark, tcpdump, docker, gns3- Имеешь опыт работы с DPDK, NetMap или PF_RING Немного о тебе:- Ответственный- Внимательный- Хочешь развиваться и получать новый опыт Что мы предлагаем:- Трудоустройство в соответствии с ТК РФ- Белую заработную плату, размер которой обсуждается с успешным кандидатом- Профессиональный, дружный коллектив- Высокий уровень инженерных практик, автоматизирующих рутину, и оставляющих больше времени для творческих задач- Пятидневная рабочая неделя, с возможностью выбрать удобное время начала рабочего дня- Комфортный офис с кабинетами на 4-6 человек- Возможности для профессионального развития- Современное техническое оборудование для работы;;Что нужно знать: - C/С++ на уверенном уровне. - Принципы работы ОС Linux. - Знание межпроцессного взаимодействия, синхронизации, многопоточности и др. ;Что необходимо делать: Разработка, поддержка, оптимизация и рефакторинг активно изменяющегося ПО для высокопроизводительных и отказоустойчивых телекоммуникационных устройств для x86...;"Git; Linux; ООП; C++; C/C++";132;0.0;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
21;41;Программист С++/Qt;5.0;4.0;Топ Системы;2019-12-10T19:41:33+0300;"Требования:  опыт разработки кроссплатформенных программ на C++ (среда Astra Linux/Win); опыт разработки оконного графического пользовательского интерфейса; владение библиотекой Qt или аналогом; высшее техническое или математическое образование; опыт создания многоуровневых систем управления данными на платформах PostgreSQL/Oracle.  Обязанности:  разработка сложного проекта на C++; разработка графического пользовательского интерфейса с использованием библиотеки Qt или схожих;  разработка программных компонентов для описания и реализации прикладных сценариев пользовательского интерфейса.     Условия:  гибкий график работы; оформление с соблюдением Трудового кодекса Российской Федерации; место работы: район м. Дмитровская, современный комфортный офис в БЦ “Премьер” в 10 минутах ходьбы от станции метро и ж/д станции «Дмитровская». ";"  гибкий график работы; оформление с соблюдением Трудового кодекса Российской Федерации; место работы: район м. Дмитровская, современный комфортный офис в БЦ “Премьер” в 10 минутах ходьбы от станции метро и ж/д станции «Дмитровская». ";Опыт разработки кроссплатформенных программ на C++ (среда Astra Linux/Win). Опыт разработки оконного графического пользовательского интерфейса. Владение библиотекой Qt или...;Разработка сложного проекта на C++. Разработка графического пользовательского интерфейса с использованием библиотеки Qt или схожих. Разработка программных компонентов для описания...;"C++; Qt; Astra Linux";141;0.16666666666666666;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
22;46;Программист .Net (full-stack);6.0;4.0;Гарант;2019-12-12T12:06:13+0300;Крупной российской стабильной (29 лет на рынке) IT-компании для работы в Финансовом управлении требуется программист .Net. Функционал: - Участие в реализации решений для юридически значимого электронного документооборота и сдачи регламентированной отчетности в электронном виде. - Разработка клиент-серверных (full-stack) приложений средствами .net (.net.core). - Поддержка и модернизация аналогичных существующих приложений. Требования к кандидатам: - Высшее образование (математическое, техническое). - Опыт разработки программного обеспечения по данному направлению от 3-х лет. - Знание .Net C# 4.7, ANSI SQL, XML, XSL, ОПП. - Желательны знакомство с WPF, MVC, SVN и опыт работы с многопоточными приложениями. - Способность разбираться в чужом коде, структурировать свой код, оценивать и соблюдать сроки выполнения работ. Условия работы: - Работа в офисе. 8-ми часовой рабочий день. График работы обсуждается. - Офис в шаговой доступности от м. Ломоносовский проспект (территория МГУ). - Оформление в штат компании. Соблюдение ТК РФ. Белая заработная плата. - Заработная плата осуждается индивидуально с каждым кандидатом.  ;;Высшее образование (математическое, техническое). - Опыт разработки программного обеспечения по данному направлению от 3-х лет. - Знание .Net C# 4.7...;Функционал: - Участие в реализации решений для юридически значимого электронного документооборота и сдачи регламентированной отчетности в электронном виде. - Разработка клиент-серверных...;" .NET Framework;C++;C#; C#; ООП";146;0.0;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;48;Junior разработчик C++;5.0;4.0;Айти Прайм;2019-12-10T00:55:20+0300;"ООО Айти Прайм Для реализации нового проекта в HFT-торговле нашей команде необходимо расширение, и мы ищем амбициозного junior разработчика C++. Мы хотим видеть в своей команде начинающего специалиста, желающего развиваться в области разработки торговых систем и приложений, работающих с биржевой инфраструктурой по всему миру. О нас: Мы занимаемся разработкой программных продуктов в сфере высокочастотной торговли на биржевых и крипто рынках. Кандидат, которого мы ищем:  Должен иметь представление о разработке многопоточных сетевых приложений на C++ под Linux Знать С++11, STL, metaprogramming, Atomic, POSIX API, IPC; Знать фундаментальные структуры данных и алгоритмы; В состоянии прочитать техническую документацию на английском языке.  Будет плюсом:  Опыт в разработке ПО в сфере финансовых рынков (FOREX, акции, ценные бумаги); Знание fix/fast протоколов; Опыт работы со средствами отладки и профилирования под Linux; Опыт администрирования Linux.  Чем предстоит заниматься:  Развитие систем для алгоритмической торговли  Условия:  Бонусы по результатам реализации поставленных задач; Конкурентная заработная плата по результатам собеседования; Гибкий рабочий график (полная занятость). ";"  Бонусы по результатам реализации поставленных задач; Конкурентная заработная плата по результатам собеседования; Гибкий рабочий график (полная занятость). ";Знать С++11, STL, metaprogramming, Atomic, POSIX API, IPC. Знать фундаментальные структуры данных и алгоритмы. В состоянии прочитать техническую документацию...;Должен иметь представление о разработке многопоточных сетевых приложений на C++ под Linux.;" .NET Framework;C++;C#; C#; ООП";148;0.3333333333333333;C#_C++;1;0;1;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;51;Ведущий программист C++ (Embedded Linux);5.0;4.0;Эрвиай Групп;2019-12-12T10:01:46+0300;  RVi Group – это Российский разработчик и производитель систем безопасности для объектов любой сложности и направленности. Профессиональная команда разработчиков RVi Group занимается разработкой комплексного решения в области видеонаблюдения. Требуется ведущий разработчик для команды по разработке встроенных систем. Обязанности:  Разработка приложений и программных модулей Linux для встроенных систем Взаимодействие с периферийными устройствами Разработка встроенного backend Интеграция программных модулей сторонних авторов  Требования:   Опыт работы с Linux на ARM   C/С++   умение работать в команде, готовность к большим интеллектуальным (умственным) нагрузкам   умение разбираться в чужом коде   Желательно:   Языки автоматизации Lua, Python, Go   Понимание внутреннего устройства Linux системы   Знание архитектуры процессоров ARM   Знание аппаратной и программных составляющих интерфейсов Ethernet, I2C, SSI, SPI, USB, RS-232/485, SD   Git, Jira   Опыт работы в команде   Условия:  Гибкий график работы Бесплатные проезд в офис и из офиса от/до ближайших станций метро (Яндекс.Такси) Бесплатная охраняемая стоянка для личного транспорта Частичная оплата питания достойная заработная плата - обсуждается индивидуально ;  Гибкий график работы Бесплатные проезд в офис и из офиса от/до ближайших станций метро (Яндекс.Такси) Бесплатная охраняемая стоянка для личного транспорта Частичная оплата питания достойная заработная плата - обсуждается индивидуально ;Опыт работы с Linux на ARM. C/С++. Умение работать в команде, готовность к большим интеллектуальным (умственным) нагрузкам. ;Разработка приложений и программных модулей Linux для встроенных систем. Взаимодействие с периферийными устройствами. Разработка встроенного backend. Интеграция программных модулей сторонних...;"C++; Linux; ARM; UART; GPIO; STM; Lua; ООП; Databases; backend; Node.js; Bash";151;0.0;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25;54;Программист-математик С++;5.0;4.0;Топ Системы;2019-12-11T12:50:19+0300;"Ищем математиков - программистов в команду, работающую в области твердотельного геометрического моделирования (Computer-aided Geometric Design). Перед нами стоит обширный класс задач:  вычислительная математика (интерполяция, аппроксимация кривых и поверхностей, работа со сплайнами, численное решение дифференциальных уравнений и многое другое); вычислительная геометрия (повороты, нормали, системы координат, генерация поверхностей, нахождение ограничивающих примитивов и т.д.); оптимизация алгоритмов и параллельные вычисления.  Необходимо понимание и уверенное использование линейной алгебры, алгоритмов и структур данных. Важной частью работы является постоянный поиск новых идей и решений существующих задач в технических журналах и монографиях. Требования к кандидату:   высшее физико-математическое или техническое образование; знание линейной алгебры и математического анализа; опыт написания программ с применением численных методов; уверенное владение C++ умение разбираться в чужом коде и математических методах.  Обязанности:  разработка сложного проекта на C++; решение задач, связанных с геометрией; решение вычислительных задач.  Условия:  гибкий график работы; оформление с соблюдением Трудового кодекса Российской Федерации; место работы: район м. Дмитровская, современный комфортный офис в БЦ “Премьер” в 10 минутах ходьбы от станции метро и ж/д станции «Дмитровская».   ";"  гибкий график работы; оформление с соблюдением Трудового кодекса Российской Федерации; место работы: район м. Дмитровская, современный комфортный офис в БЦ “Премьер” в 10 минутах ходьбы от станции метро и ж/д станции «Дмитровская».   ";Высшее физико-математическое или техническое образование. Знание линейной алгебры и математического анализа. Опыт написания программ с применением численных методов. ;Вычислительная математика (интерполяция, аппроксимация кривых и поверхностей, работа со сплайнами, численное решение дифференциальных уравнений и многое другое). Вычислительная геометрия (повороты...;"C++; Математический анализ; Вычислительная математика; Линейная алгебра; Параллельные вычисления; Оптимизация алгоритмов; Вычислительная геометрия";154;0.16666666666666666;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
26;68;Программист VB / C# / C++;5.0;4.0;Меркор-ПРУФ;2019-12-11T17:31:50+0300;"Основные задачи:   написание и внедрение надстроек к ПО Inventor, Vault; обеспечение бесперебойной работы программ между двумя офисами в Москве и в производственном Филиале в городе Туле; разработка внутреннего программного обеспечения для автоматизации проектирования противопожарных клапанов и систем дымоудаления на базе Visual Basic (Inventor); создание параметрических моделей клапанов и систем дымоудалеия на базе Inventor;  Основные пожелания :  знание языков программирования VB или C# или C++  Опыт работы с программами Autodesk (Inventor)  Условия работы:  работа временная, проектная (удаленно); график работы, оплата и порядок взаимодействия обсуждается; оформление официальное по договору оказания услуг   ";;Знание языков программирования VB или C# или C++. Опыт работы с программами Autodesk (Inventor).;Написание и внедрение надстроек к ПО Inventor, Vault. Обеспечение бесперебойной работы программ между двумя офисами в Москве и в производственном...;"Autodesk Inventor; MS Visual Basic; Visual Basic; MS Visual Studio; C++; С#";168;0.0;C#_C++;1;0;1;0;0;0;0;1;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;78;Unity3D C# Developer (Разработчик Unity3D);3.0;5.0;Hello Computer;2019-12-10T14:11:33+0300;Привет! Все пишут, что они опытные, профессиональные и творческие. В Hello Computer мы и правда такие. Чем докажем? Уже более 5 лет мы создаем смелые инновации в сфере развлечений и рекламы, разрабатываем уникальные phygital-аттракционы для event-бизнеса, PR-кампаний, выставок и городских событий. Мы лидеры российского рынка интерактивных проекционных пространств. На нашем счету более 100 проектов в самых разных категориях: от светового интерактивного маппинга на ВДНХ до знаменитого на весь мир олимпийского автомата в метро (билетик в метро за приседания) и первого VR-квеста с перемещением человека в пространстве. Наши интерактивные парки открыты по всему миру, в том числе в странах Европы, в Китае и Корее. Полный список наших парков и аттракционов есть на сайте hello-park.ru Кого мы ищем? Талантливых разработчиков разного уровня: от джуниоров до сеньоров, которые вдохновятся, полюбят наши проекты и станут членами дружной команды. Чем предстоит заниматься:  Разрабатывать и улучшать игровые механики Участвовать в проектировании архитектуры игровых проектов Заниматься разработкой интерактивных парков Работать над интерактивными инсталляциями (Kinect, Leap Motion, Magic Leap, XR, Нейросети и тп)    Что для этого требуется:  Уверенное знание Unity3D, C#  Опыт разработки на Unity не менее 2-х лет   Английский язык на уровне чтения технической литературы   Желание развиваться   Инициативность     Большими плюсами будут:  Проекты с Kinect, XR, Нейросетями, Распознанием лиц  Опыт работы с частыми релизами (Git flow или аналоги, CI, автотесты)   Хорошее знание Архитектуры (SOLID, DI, грамотное построение проекта в Unity)   Реализованные проекты в Unity3D     Чем отличается наш workflow:  Code-review, Unit Tests, CI, Release workflow.  Отдел тестирования, Сапорта и менеджеры защищают разработчиков от назойливых багов и клиентов.   Свой отдел креатива, продуманные задачи на прототипирование и разработку.     Что мы предлагаем:  Уровень компенсационного пакета: от 70 000 до 200 000 р. (в зависимости от уровня специалиста)  Интересную работу в динамично развивающейся компании   Участие в амбициозных, крупных проектах   Внутреннее и внешнее обучение   Возможность развития и карьерного роста   Оформление по ТК РФ, выплата зарплаты дважды в месяц   Отсутствие бюрократии и лишнего формализма   Офис в центре города   Фрукты, сладкое  ;;Уверенное знание Unity3D, C#. Опыт разработки на Unity не менее 2-х лет. Английский язык на уровне чтения...;Code-review, Unit Tests, CI, Release workflow. Отдел тестирования, Сапорта и менеджеры защищают <highlighttext>разработчиков</highlighttext> от назойливых багов и клиентов. ;"C#; Kinect; Oculus; C++; Unity";178;0.3333333333333333;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
28;83;Программист C/С++;10.0;4.0;Сирена-Трэвел;2019-12-08T11:57:08+0300;"Сирена-трэвел - лидер рынка в области разработки и внедрения IT систем для авиаперевозчиков и туристических агентств. Наш основной продукт- полностью автоматизированная система бронирования, позволяющая нашим партнерам упорядочить внутренний подход к автоматизации бизнеса, получать наибольшую конверсию и эффективность в процессе совершения каждой сделки Дирекция информационных технологий — департамент разработки инновационного high-load продукта, со сложной гетерогенной структурой, агрегирующего весь контент travel рынка, согласно последним трендам e-commerce. Обязанности:​​​​​  проектирование и реализация алгоритмов в сфере логистики; взаимодействие с командой разработки продукта (C# backend, C++ , go); разработка backend-сервисов.  Требования:   опыт разработки на С++ от 6 лет;   отличное знание стандартов С++;   опыт разработки высоконагруженных приложений;   хорошая математическая подготовка.   Условия:   офис в пешей доступности от м. Динамо, м. Петровский парк, м. ЦСКА;   официальное трудоустройство;   ДМС со стоматологией.  ";"   офис в пешей доступности от м. Динамо, м. Петровский парк, м. ЦСКА;   официальное трудоустройство;   ДМС со стоматологией.  ";Опыт разработки на С++ от 6 лет. Отличное знание стандартов С++. Опыт разработки высоконагруженных приложений. Хорошая математическая подготовка.;Проектирование и реализация алгоритмов в сфере логистики. Взаимодействие с командой разработки продукта (C# backend, C++ , go). Разработка backend-сервисов.;" .NET Framework;C++;C#; C#; ООП";183;0.6666666666666666;C#_C++;1;0;0;0;1;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;92;Программист С#;5.0;4.0;СТОУН-XXI;2019-12-09T10:15:58+0300;В связи с развитием корпоративной информационной системы «СТОУН-XXI» расширяет команду IT разработки и ищет «Программиста С#» для участия в технологическом и функциональном совершенствовании ERP системы. Основные задачи:  Разработка новых модулей ERP системы на C# Рефакторинг кода и перевод существующих модулей с VB 6.0 на C#. Поддержка модулей на VB 6.0, работающих с базами MSSQL. Участие в тестировании и запуске новых фич, проектов и приложений. Обработка и анализ баг-репортов.  Необходимые качества:  Аналогичный опыт разработки приложений на С# от 1 года. Умение быстро разбираться в чужом коде, навыки рефакторинга. Умение самостоятельно и в срок решать поставленные задачи. Хорошие коммуникативные навыки. Здоровый перфекционизм. Внимание к деталям, ответственность, аналитический склад ума, умение справляться с рутиной.  Будет отлично, если вы:  Умеете самостоятельно писать рабочие SQL запросы. Умеете писать чистый и читаемый рабочий код. Имеете навыки использования GIT. Владеете английским языком на уровне чтения технической документации.  Мы предлагаем:  Оформление по ТК, социальные гарантии в полном объеме. Размер оклада обсуждается по результатам собеседования и оценки навыков. Комфортная и доброжелательная атмосфера в команде. Хорошие возможности профессионального роста, сложные задачи. Различные корпоративные активности и спортивные мероприятия. График работы 5/2, гибкое время начала рабочего дня. Офис в 2 минутах пешком от ст.м. «Нагатинская». ;  Оформление по ТК, социальные гарантии в полном объеме. Размер оклада обсуждается по результатам собеседования и оценки навыков. Комфортная и доброжелательная атмосфера в команде. Хорошие возможности профессионального роста, сложные задачи. Различные корпоративные активности и спортивные мероприятия. График работы 5/2, гибкое время начала рабочего дня. Офис в 2 минутах пешком от ст.м. «Нагатинская». ;Аналогичный опыт разработки приложений на С# от 1 года. Умение быстро разбираться в чужом коде, навыки рефакторинга. Умение самостоятельно и...;Разработка новых модулей ERP системы на C#. Рефакторинг кода и перевод существующих модулей с VB 6.0 на C#. ;"MS SQL; Git; SQL; VB 6.0; C#; C++; ASP.NET; PostgreSQL; VBA; Windows Forms";192;0.5;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
30;99;Программист С#;5.0;3.0;ЕТС груп;2019-12-10T11:23:46+0300;"Чем предстоит заниматься: • Разработка серверных и клиентских компонент/продуктов (WinForms, в перспективе ASP.NET MVC);• Взаимодействие с другими подразделениями, функциональными заказчиками;• Поддержка и доработка существующих программных продуктов. Что мы ожидаем от кандидата:• Опыт разработки на C#.• Опыт разработки с использованием DevExpress.• Опыт разработки с использованием EntityFramework.• Знание принципов объектно-ориентированного программирования• Знание основных паттернов проектирования• Базовые знания SQL (PostgreSQL)• Умение документировать результаты разработки ПО• Умение оптимизировать производительность приложений• Опыт командой разработки с использованием систем контроля версий Git• Способность читать чужой код и вносить в него коррективы Будет плюсом:• Опыт с Selenium Web Driver и page objects patterns• Знание принципов создания многопоточных приложений• Опыт использования баг-трекинг систем (Redmine, YouTrack, TFS)• Знание ASP.NET MVC Наши технологии: Платформа: .Net 4.7.2, 4.8 (C#)Доступ к данным: ADO.NET, EntityFrameworkПользовательский интерфейс: WinForms (DevExpress), ASP.NET MVCСУБД: MS SQL Server 2016, Postgres 10.7Инструменты: Visual Studio 2019, Git Мы предлагаем:• Уровень заработной платы обсуждается индивидуально по результатам собеседования.• Выплата заработной платы без задержек, два раза в месяц;• Работу в спокойной обстановке в команде разработчиков;• График работы 5/2 с 9:00 до 18:00.";"• Уровень заработной платы обсуждается индивидуально по результатам собеседования.• Выплата заработной платы без задержек, два раза в месяц;• Работу в спокойной обстановке в команде разработчиков;• График работы 5/2 с 9:00 до 18:00.";Опыт разработки на C#. Опыт разработки с использованием DevExpress. Опыт разработки с использованием EntityFramework. Знание принципов объектно-ориентированного программирования. ;Разработка серверных и клиентских компонент/продуктов (WinForms, в перспективе ASP.NET MVC). Взаимодействие с другими подразделениями, функциональными заказчиками. Поддержка и доработка...;"С#; Windows Forms; Developer Express; Entity Framework; SQL; PostgreSQL";199;0.3333333333333333;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
31;14;Программист (Qt \ C++ \ Linux);7.0;4.0;Атлас-Телеком;2019-12-11T10:40:30+0300;"Обязанности:  Участие в разработке высоконагруженных систем; Разработка десктопных приложений, работающих под управлением Linux;  Требования:  Опыт работы с Qt (C++) от 2 лет; Опыт работы с СУБД, (желательно PostgreSQL) от 2 лет; Опыт разработки под Linux; Опыт разработки приложений с пользовательским интерфейсом от 2 лет; Не обязательно но большим плюсом будет любой пункт из следующих:  Опыт проектирования вебсервисов; Опыт разработки на PHP; Опыт разработки на Node.js; Опыт разработки на Python.    Условия:  Белая заработная плата, оформление по ТК РФ; Окончательный размер заработной платы определяется по результатам собеседования; Полный рабочий день c 9:00-18:00; Офис в 5 минутах ходьбы от метро Марьина Роща; ";"  Белая заработная плата, оформление по ТК РФ; Окончательный размер заработной платы определяется по результатам собеседования; Полный рабочий день c 9:00-18:00; Офис в 5 минутах ходьбы от метро Марьина Роща; ";Опыт работы с Qt (C++) от 2 лет. Опыт работы с СУБД, (желательно PostgreSQL) от 2 лет. Опыт разработки под...;Участие в разработке высоконагруженных систем. Разработка десктопных приложений, работающих под управлением Linux.;"C++; Qt; Linux; PostgreSQL; Разработка ПО";214;0.16666666666666666;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
32;18;Программист C# .NET Core;10.0;4.0;Сирена-Трэвел;2019-12-08T11:56:59+0300;"Сирена-трэвел - лидер рынка в области разработки и внедрения IT систем для авиаперевозчиков и туристических агентств. Наш основной продукт- полностью автоматизированная система бронирования, позволяющая нашим партнерам упорядочить внутренний подход к автоматизации бизнеса, получать наибольшую конверсию и эффективность в процессе совершения каждой сделки Дирекция информационных технологий — департамент разработки инновационного high-load продукта, со сложной гетерогенной структурой, агрегирующего весь контент travel рынка, согласно последним трендам e-commerce. Обязанности:  решение сложных математических и алгоритмических задач в рамках разработки и сопровождения системы пассажирских сервисов транспортных компаний Разработка уникальных решений с нуля разработка ПО в соответствии с представленными спецификациями  Требования:  хорошая теоретическая подготовка (алгоритмы, структуры данных, паттерны проектирования); навыки самостоятельного построения архитектуры в рамках концепта архитектуры; знание .NET Framework, C#, ASP.NET Web API, SQL, RabbitMQ; желательно: PostgreSQL, HTML5, JavaScript, .NET Core 2, Docker значительным плюсом является умение работать с Git, разработка unit test, опыт командной работы  Условия:  офис в пешей доступности от м. Динамо, м. Петровский парк, м. ЦСКА официальное трудоустройство ДМС со стоматологией ";  офис в пешей доступности от м. Динамо, м. Петровский парк, м. ЦСКА официальное трудоустройство ДМС со стоматологией ;Хорошая теоретическая подготовка (алгоритмы, структуры данных, паттерны проектирования). Навыки самостоятельного построения архитектуры в рамках концепта архитектуры. Знание .NET Framework, C#...;Решение сложных математических и алгоритмических задач в рамках разработки и сопровождения системы пассажирских сервисов транспортных компаний. Разработка уникальных решений с...;".NET Framework; C#; .NET Core 2; Unit Testing; PostgreSQL; SQL";218;0.6666666666666666;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
