;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; .NET Framework;C++;C#; C#; ООП; SQL; Linux; PostgreSQL; MS Visual Studio; Git; C++;Git; ASP.NET; MS SQL; WPF; Entity Framework;С#; MVC; Qt; Visual Studio C#;Другие навыки
39;41;Scala Developer (Java / C++ / С# / Python);5.0;4.0;NAUMEN;2019-12-12T09:58:23+0300;"Naumen – ламповая IT-компания с генами open source и девизом Решаем истинные задачи, который неплохо отражает суть реализуемых нами проектов. Мы представляем направление разработки систем поддержки принятия решений и исследования данных, в которое ищем Scala-разработчика. Наша команда создает решения для интеллектуальной обработки документов: семантический поиск, мультиязычный поиск, поиск заимствований, поиск близких по смыслу документов и многое другое, а также мы автоматизируем бизнес-процессы работы с документами. В разработке мы стараемся применять микросервисный подход. Новые проекты делаем на Scala, упаковываем в Docker и размещаем в Kubernetes. Ищем специалиста не ниже middle, с опытом промышленной разработки и желающего разрабатывать на Scala, при этом опыт применения Scala не требуется, но будет плюсом. Нам не так важны глубокие знания каких-то определенных технологий, в первую очередь нам важно стремление к изучению новых технологий. Обязательные требования:  опыт промышленной разработки на одном из высокоуровневых языков: Scala, Java, C#, Python, Go и др.; опыт работы с базами данных - SQL; стремление к изучению используемых нами технологий; опыт работы в команде; опыт использования системы контроля версий; ответственность, стремление достигать результата.  Будет плюсом:  опыт работы с Linux, Docker; понимание принципов создания асинхронных приложений; опыт работы с Apache Kafka и ElasticSearch.  Используемые нами технологии:  Scala, Akka, Play, Slick; Github, Gitlab; Docker, Docker-compose, Kubernetes; PostgreSQL, MongoDB, ElasticSearch; Apache Kafka; Angular 4+.  А еще у нас:  достойный уровень дохода, обсуждается по результатам собеседования; в основе продуктов лежат современные исследовательские работы; частые тимбилдинги, где мы сбрасываем накопившееся напряжение; возможность гибкого графика работы; возможность участвовать во внешних и внутренних конференциях не только в качестве слушателя, но и в качестве спикера, обучать школьников и студентов программированию, проводить собственные образовательные программы; практикуется индивидуальное планирование карьеры, Performance Review 2 раза в год (80% ключевых сотрудников компании выросли внутри Naumen); возможна частичная компенсация занятий спортом, компенсация аренды футбольного зала в размере 50 %, проходят занятия по мини-футболу, есть спортивная зона с кикером; реализуемая компанией социальная программа:  хороший полис ДМС после испытательного срока; полис выезжающих за рубеж (покрытие весь мир); подарки в честь значимых событий в жизни сотрудников; скидки от страховой компании.   комфортабельный офис в отличной локации (в пешей доступности от м. Пролетарская / м. Крестьянская застава). Уютные зоны отдыха и питания для сотрудников на каждом этаже, лаунж-зона на крыше с видом на город. ";;Нам не так важны глубокие знания каких-то определенных технологий, в первую очередь нам важно стремление к изучению новых технологий. ;Возможность участвовать во внешних и внутренних конференциях не только в качестве слушателя, но и в качестве спикера, обучать школьников и...;" .NET Framework;C++;C#; C#; ООП";241;0.0;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;47;Программист С++;4.0;4.0;Cappasity Inc.;2019-12-06T11:49:48+0300;"Cappasity приглашает программиста C++ в команду. Разнообразные задачи - от подключения API для работы с внешними устройствами до написания импортеров/конвертеров графических форматов. Кроссплатформенная разработка. Мы занимаемся продуктами 3D визуализации для лакшери сегмента. Требования:  Отличное знание C++. Умение разбираться в чужом коде.  Условия:  работа в бизнес-центре класса B+; профессиональный, карьерный и финансовый рост; соблюдение ТК; заработная плата по результатам собеседования. ";"  работа в бизнес-центре класса B+; профессиональный, карьерный и финансовый рост; соблюдение ТК; заработная плата по результатам собеседования. ";Отличное знание C++. Умение разбираться в чужом коде.;Cappasity приглашает <highlighttext>программиста</highlighttext> C++ в команду. Разнообразные задачи - от подключения API для работы с внешними устройствами до написания импортеров/конвертеров...;"C/C++; ООП";247;1.0;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
41;57;Senior/middle .net Разработчик;7.0;7.0;Амахин Иван Юрьевич;2019-12-11T10:30:50+0300;"Компания: разрабатывает децентрализованные финансовые приложения на нескольких технологиях блокчейн (EOS, Ethereum, Polkadot). У приложения крутой и полностью выстроенный внутренней командой интерфейс для десктопных и мобильных устройств, взаимодействующий непосредственно с бизнес-логикой в блокчейне. Приложение уже функционирует в продакшн и требует разработки и внедрения новых функциональностей и возможностей, а также активной интеграции с партнёрами и другими приложениями экосистемы EOS. Обязанности:  Разработка/поддержка маркет мейкера - робота торгующего на биржах. Большие деньги, сложные алгоритмы; Разработка надстроек над нодами к блокчейну - высоконагруженный проект по разбору / анализу изменений блокчейна; Разработка небольших вспомогательных сервисов (мониторинги, админки - бэк апи).  Требования:   Уверенное владение C#, разработка под .NET 4.5+ от 3 лет;   Опыт работы с .NET Core от года (крайне желательно под Linux);  Знание шаблонов проектирования и принципов ООП, умение применять на практике; Опыт проектирования и разработки REST сервисов для .NET Core; Опыт работы с MSSQL Server или PostgreSQL; Опыт работы с EntityFramework 6.1+ и EF Core; Опыт написания unit - тестов; Опыт работы с git.  Плюсом будет:  Опыт работы с ts / js от года  Условия:  График работы с 10:30 до 19:30; Высокая заработная плата для успешных кандидатов; Уютный офис в бизнес-центре класса «А» (м. Павелецкая) со всем необходимым для комфортной работы и отдыха (бесплатные курсы йоги, свежие фрукты, снэки, турник, комнаты для сна, душ и прочее); 100% оплачиваемые больничные(14 дней в год), отпуск - 28 календарных дней. ";"  График работы с 10:30 до 19:30; Высокая заработная плата для успешных кандидатов; Уютный офис в бизнес-центре класса «А» (м. Павелецкая) со всем необходимым для комфортной работы и отдыха (бесплатные курсы йоги, свежие фрукты, снэки, турник, комнаты для сна, душ и прочее); 100% оплачиваемые больничные(14 дней в год), отпуск - 28 календарных дней. ";Уверенное владение C#, разработка под .NET 4.5+ от 3 лет. Опыт работы с .NET Core от года (крайне...;Разработка/поддержка маркет мейкера - робота торгующего на биржах. Большие деньги, сложные алгоритмы. Разработка надстроек над нодами к блокчейну - высоконагруженный проект...;"Git; PostgreSQL; Entity Framework; ООП; C#; .NET Framework";257;0.16666666666666666;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
42;65;Стажер-разработчик C# (Junior);2.0;2.0;ЕТС груп;2019-12-09T18:48:30+0300;"Обязанности:  Участие в разработке автономных программ по обработке структурированной и неструктурированной информации и сохранением в реляционную базу данных. Разработка пользовательского интерфейса для работы с базой данных Используемые технологии: MS SQL, PostgreSql, Visual Studio C# Создание UI на базе Web Forms и DevExpress    Требования:  Опыт разработки программ на C# (.NET) Опыт работы с SQL желательно   Знание принципов объектно-ориентированного программирования, многопоточных приложений. Базовые знание C# и .NetFramework Навык работы с базами данных: создание/изменение структуры базы данных; написание запросов/хранимых процедур Желателен опыт коммерческой разработки Опыт с Selenium Web Driver было бы преимуществом Успешное выполнение тестового задания    Условия:  Уровень заработной платы обсуждается индивидуально по результатам собеседования. Выплата заработной платы без задержек, два раза в месяц; Работу в спокойной обстановке в команде разработчиков; График работы 5/2 с 9:00 до 18:00 ";"  Уровень заработной платы обсуждается индивидуально по результатам собеседования. Выплата заработной платы без задержек, два раза в месяц; Работу в спокойной обстановке в команде разработчиков; График работы 5/2 с 9:00 до 18:00 ";Опыт разработки программ на C# (.NET). Опыт работы с SQL желательно. Знание принципов объектно-ориентированного программирования, многопоточных приложений. ;Участие в разработке автономных программ по обработке структурированной и неструктурированной информации и сохранением в реляционную базу данных. Разработка пользовательского интерфейса...;"C#; SQL; .NET Framework; Windows Forms; MS Visual Studio; MS SQL Server; ООП; Базы данных; Cистемы управления базами данных";265;0.3333333333333333;C#_C++;1;1;0;0;0;0;1;0;0;0;1;0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
43;68;Разработчик .NET (C#, ASP.NET/Core/MVC/API);5.0;4.0;DANYCOM;2019-12-11T15:47:47+0300;Наши преимущества:  Своя техническая книжная библиотека. Используем Linux в production. Используем только .NET Core, кроссплатформенные приложения. Используем последние библиотеки и фреймворки (.NET Core 2/3, C# 8.0, VS2019 + Resharper). Используем современные методологии и подходы SAO, DDD, MicroServices, Design By Contract, SOLID, KISS, DRY. Используем процесс CI/CD с юнит-, интеграционными-, приемочными-тестами. Используем в работе Agile, SCRUM. Работаем в gitlab, процесс по gitflow. Проводим Code Review.  Обязанности:  Участие в разработка технических дизайнов (модель данных, бизнес-объекты, интерфейс). Разработка модулей системы в соответствии с техническими спецификациями. Устранение ошибок в программном обеспечении. Разработка и выполнение модульных тестов (unit test).  Требования:  Опыт разработки на платформе .NET не менее 3 лет, желательно .NET Core. Знание ASP.NET MVC/Web API, ASP.NET Core/Web API. Понимание и применение на практике различных шаблонов проектирования. Понимание юнит и интеграционного тестирования, рефакторинга, TDD. Умение работать с git. Знание работы с БД, желательно PostgreSQL (оптимизация запросов, построение индексов). Базовый опыт работы с Linux.  Условия:  Работа в федеральной компании. Работа в центральном офисе в центре города. Официальное оформление согласно ТК РФ в штат компании. Полностью официальная заработная плата. Испытательный срок. Возможность развития, интересные задачи. Возможность участия в крупных ИТ-конференциях. Возможности для профессионального и карьерного роста. Корпоративные праздники, тимбилдинги. Подарки детям сотрудников на Новый год. Уровень заработной платы обсуждается на собеседовании. ;  Работа в федеральной компании. Работа в центральном офисе в центре города. Официальное оформление согласно ТК РФ в штат компании. Полностью официальная заработная плата. Испытательный срок. Возможность развития, интересные задачи. Возможность участия в крупных ИТ-конференциях. Возможности для профессионального и карьерного роста. Корпоративные праздники, тимбилдинги. Подарки детям сотрудников на Новый год. Уровень заработной платы обсуждается на собеседовании. ;Опыт разработки на платформе .NET не менее 3 лет, желательно .NET Core. Знание ASP.NET MVC/Web API, ASP.NET Core/Web...;Участие в разработка технических дизайнов (модель данных, бизнес-объекты, интерфейс). Разработка модулей системы в соответствии с техническими спецификациями. ;"Git; PostgreSQL; Unit Testing; ASP.NET MVC; Linux";268;0.16666666666666666;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
44;72;C# разработчик;0.0;0.0;Журавлев Николай;2019-12-09T17:29:23+0300;Мы ищем опытного C# разработчика под проект на контрактной основе (Создании DLL и API для успешно работающего REST сервиса), пока под одну конкретную задачу, но с перспективой постоянного сотрудничества в случае успеха, как part-time, так и full-time. Требования:  • Подтвержденный опыт C# от 5 лет • Опыт с .NET Core • Проектирование и создание GUI на основе WPF • Объектно-ориентированное программирование и проектирование, паттерны проектирования, умение закладывать архитектуру проекта на начальном этапе для последующего масштабирования • Практика написания логов, предоставляющих легко анализируемую диагностику без доступа к отладке клиентского приложения • Опыт создания клиент-серверных приложений, сетевого программирования, HTTP, REST API • Опыт создания, тестирования и документирования надежного API, для последующего использования в сторонних приложениях • Опыт написания подробной и хорошо воспринимаемой документации и примеров, чтобы другой разработчик мог как пользоваться API, так и расширять приложение • Опыт работы с Git и соответствующие практики контроля версий Задача: Задача, которую предстоит решить, заключается в создании DLL и API для существующего и успешно работающего REST сервиса, решающего задачи лицензирования приложений, и планируемое расширение функциональностью cloud computing. Уже существует клиент, написанный на C++/Qt, и в настоящий момент нам требуется клиент для .NET приложений. 100% совместимость с существующим клиентом не требуется, т.к. требования к API не сформулированы окончательно, API будет развиваться и дополняться, как формат запросов и откликов, так и бизнес-логика. Именно поэтому важно документирование проекта, чтобы можно было по необходимости вносить изменения. По существующему сервису есть полная спецификация протокола взаимодействия клиент-сервер, для начала разработки можно оттолкнуться от нее. Т.к. клиент будет частью сторонних приложений, особое внимание отказоустойчивости и диагностике, при невозможности выполнить запрос, необходимы внятные логи, на каком уровне находится проблема (недоступен сервер, ошибка на стороне сервера, ошибка SSL, неверный формата отклика и т.д.) Проект должен включать саму DLL, тестовое приложение, выводящее диагностику по каждому типу запроса и отклика, и набор blackbox тестов, покрывающих все кейсы клиент-серверного взаимодействия. На этой конкретной задаче предполагается работа в одиночку, но возможно также потребуется выступать в роли инструктора для менее опытного разработчика, то есть крайне желательно умение доносить сложные концепции простыми словами, проводить code review и обучатьпрактикам написания кода продуктового качества. Взаимодействие и оплата: Взаимодействие происходит посредством мессенджера Telegram. Оплата производится на банковский счет или кошелек Яндекс.Деньги, почасовой расчет (ставка по согласованию). Выплаты раз в неделю. Официальное оформление возможно (компания не РФ). Пожалуйста, сразу указывайте контакт в Telegram, где с вами можно связаться и задать вопросы.  ;;Опыт написания подробной и хорошо воспринимаемой документации и примеров, чтобы другой <highlighttext>разработчик</highlighttext> мог как пользоваться API, так и расширять приложение. ;По существующему сервису есть полная спецификация протокола взаимодействия клиент-сервер, для начала разработки можно оттолкнуться от нее. Т.к. ;"Git; C#; WPF; .NET Framework; HTTP; REST; API";272;0.3333333333333333;C#_C++;1;0;0;0;1;0;0;1;0;1;0;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
45;74;Web-разработчик back-end C#;6.0;4.0;ИнфоДиалог;2019-12-09T21:34:57+0300;"ООО Инфодиалог приглашает на работу Web-разработчика для участия в проектах по созданию и развитию собственных продуктов.   Web-разработчик, Web-developer, Web-программист, Back-End   Обязанности  Проектирование, разработка, рефакторинг веб-приложений, веб-служб; Анализ ранее реализованных решений и проведение рефакторинга имеющегося кода; Контроль качества реализованных решений (совместно с отделом тестирования).    Требования Back-End Разработка на ASP.Net (MVC, WebAPI)  Высшее / неполное высшее образование; Опыт разработки Web-приложений на платформе ASP.Net MVC в качестве программиста бэк-энд / полного цикла; Знания основных концепций разработки приложений и служб на платформе .Net Framework 4.5 / Core 1.x-2.x, принципов ООП, паттернов программирования; Знание C#, MVC 4, WebAPI 2; Знание MS SQL (T-SQL), понимание принципов построения реляционных баз данных; Умение и готовность работать в команде: как с разработчиками, так и с тестировщиками и аналитиками; Желательный опыт работы не менее 3х лет. Важны фактические навыки и опыт работы (срок, официально определяющий опыт работы, является формальностью).    Условия  Работа в офисе; Предоставление современного вычислительного оборудования; Оформление по ТК РФ; График работы с 09.00 до 18.00 (4 минуты ходьбы от метро Проспект Мира). График может быть согласован дополнительно.    Заработная плата  В штате по результатам прохождения испытательного срока (испытательный срок 2-3 месяца). Эффективная работа над проектом поощряется премиями (суммарная оплата труда может превышать указанный максимум). Итоговый уровень оплаты труда зависит от эффективности сотрудника в проектах и может не ограничиваться указанной верхней границей зарплаты. ";;Опыт разработки Web-приложений на платформе ASP.Net MVC в качестве <highlighttext>программиста</highlighttext> бэк-энд / полного цикла. Знания основных концепций разработки приложений...;Проектирование, разработка, рефакторинг веб-приложений, веб-служб. Анализ ранее реализованных решений и проведение рефакторинга имеющегося кода. Контроль качества реализованных решений...;"ASP.NET; .NET Framework; MS Visual Studio";274;0.3333333333333333;C#_C++;1;0;0;1;0;0;1;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
46;76;С# Программист (Gamedev);5.0;4.0;Студия Кефир;2019-12-10T00:55:40+0300;  Вакансия открыта в городе Волгоград. Для иногородних специалистов мы подбираем и всегда оплачиваем комфортное жилье, а также помогаем с переездом.Удаленное сотрудничество мы не практикуем. Вы - наш человек, если у вас есть:   опыт разработки ПО на C# или C++   опыт работы с системами контроля версий (Git или Mercurial), а также с системами баг-трекинга   понимание принципов клиент-серверной архитектуры   Значительным преимуществом будет:   опыт работы с NoSQL   знание таких методологий как Agile/Scrum и методов Kanban   желание и способность учиться   большой игровой опыт, интерес к гейм - индустрии   Задачи, которые ждут вас:  разработка игровой логики  клиент-серверное взаимодействие   проектирование БД   оценка и оптимизация производительности   Почему мы – идеальное место работы:  дружная команда творческих людей лояльный график работы, подходящий и совам и жаворонкам каждую среду - день саморазвития: вместо рабочих задач мы изучаем новые игры, читаем профессиональную литературу и осваиваем полезный в работе софт курсы английского, большая студийная библиотека возможность ездить на российские и международные профильные конференции каждый месяц живые лекции спикеров из IT-индустрии релокационный пакет (подбор и оплата комфортного жилья для иногородних сотрудников, помощь с переездом) отлично оборудованные рабочие места, красивый и уютный офис, в котором есть все для работы и отдыха персональное меню питания для каждого сотрудника оформление по ТК РФ ;;Опыт разработки ПО на C# или C++. Опыт работы с системами контроля версий (Git или Mercurial), а также с системами...;Разработка игровой логики. Клиент-серверное взаимодействие. Проектирование БД. Оценка и оптимизация производительности.;"C#; ООП; NoSQL; разработка игровой логики; клиент-серверная архитектура; система контроля версий; Git; Mercurial; баг-трекинг; проектирование БД";276;0.3333333333333333;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
47;78;Разработчик С++;5.0;4.0;АСТ;2019-12-11T14:53:43+0300;"Компания АО «АСТ» 17 лет на российском рынке, за это время мы реализовали более 300 проектов различного уровня сложности на базе самых разных технологических платформ. Основа стабильности и развития компании – это команда профессионалов, которая растёт благодаря постоянному расширению портфеля услуг и продуктов, открытию новых направлений, запуску и реализации новых интересных проектов. Каждый сотрудник для нас не только специалист в своей области, но и часть большого сплоченного коллектива, объединенного общими целями и ценностями Компании. Приглашаем к себе в команду Разработчика С++ Мы ищем человека, которого мотивируют интересные проекты. Работа в команде профессионалов. НЕОБХОДИМО:  Хорошее знание С/С++, знание ОС Windows/Linux, опыт работы с библиотеками STL и BOOST. Знание основ стека TCP/IP. Опыт разработки клиент-серверных приложений. Опыт разработки многопоточных/многопроцессорных программ Опыт коллективной разработки приложений (SVN/Mercirial/GIT)  Будет преимуществом:  знание языка Python знание языка SQL и опыт работы с СУБД  ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: Участвовать в самых разных проектах по разработке информационных систем и специального программного обеспечения. Проекты уникальные и их много! МЫ ПРЕДЛАГАЕМ:  Стабильность и надежность, наша компания работает на рынке более 17 лет; Прозрачную и понятную финансовую мотивацию; Офис в пешей доступности от метро (м. Волгоградский проспект/ МЦК Угрешская -15 мин.), при необходимости, парковка возле офиса; Гибкий график работы (40 часов в неделю); Хороший компьютер или два компьютера, с подбором конфигурации; ДМС; Полное соблюдение ТК РФ.     ";;Хорошее знание С/С++, знание ОС Windows/Linux, опыт работы с библиотеками STL и BOOST. Знание основ стека TCP/IP. ;НЕОБХОДИМО:;"C++; C/C++; Boost; STL";278;0.16666666666666666;C#_C++;1;0;1;0;0;1;0;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
48;85;C# .NET Developer (Relocation to Bangkok);0.0;0.0;2C2P;2019-12-12T06:57:07+0300;Responsibilities:  Design and develop the system based on requirement specifications  Test the developed software to meet the data, logical, functional requirements, and documents the test results according to Unit Test document.  Requirements:  3+ years of experience as a .NET developer. Strong knowledge of SOLID principal and OOP and the Microsoft stack: C#, .NET Core, ASP.NET, MVC5, WebAPI, Entity Framework. Sound knowledge of RDBMS (MSSQL, MySql, Aurora, etc.) and store procedures is a must. Knowledge of HTML5/CSS/JS is a plus. Knowledge of NoSQL is a plus. Knowledge of AngularJS and TypeScript is a plus. Knowledge of UML, Agile and Scrum is a plus. Good command of English, able to communicate with foreign partners and colleagues Bachelors Degree in Computer Science/ Engineering/ IT or related field  Benefit Package:  Air ticket plus reasonable personal effects to take up the position  Visa  Work permit provided upon passing probation. Health, Accident  Life Insurance  Annual Health Check-up (after probation period). Dental Allowance as per company policy (after probation period). Provident Fund (after probation period). Government Social Security Fund Distribution as required by Thai law. Actual expense reimbursement on relevant professional activities. Annual Leave and other leaves as per the Company’s policy. ;;3+ years of experience as a .NET <highlighttext>developer</highlighttext>. Strong knowledge of SOLID principal and OOP and the Microsoft stack...;Design and <highlighttext>develop</highlighttext> the system based on requirement specifications. Test the <highlighttext>developed</highlighttext> software to meet the data, logical, functional requirements...;"ASP.NET; C#; .Net core; MVC; .NET Framework; WebAPI";285;0.0;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
49;86;Разработчик C++ - Software Developer (Linux);5.0;4.0;Пи Джи групп;2019-12-11T12:25:46+0300;"Обязанности:  Разработка приложений для Linux (POS терминалы, вендинговое оборудование и платёжные решения); Работа со встроенным ПО под Linux, дистрибутив Poky (Yocto) Взаимодействие с окружением (остальной софт нашей компании)  Требования:  Опыт работы на С / C++ - обязательно, необходимы примеры реализованных проектов Опыт от 2 лет и выше Знание Linux на уровне опытного пользователя Опыт работы с embedded-устройствами на базе Linux (Raspberry, BeagleBone или др.) Английский язык на уровне чтения технической документации  Большими преимуществами являются:  Опыт работы с вендинговыми протоколами: MDB, EXE, EVA-DTS и прочими Опыт разработки на Qt или QML Опыт работы с Yocto, BitBake, OpenEmbedded Опыт работы с openssl, ЭЦП и алгоритмами шифрования Опыт разработки или модификации модулей ядра Linux Очень большой плюс - опыт работы с Linux ARM SecureBoot Приветствуется опыт работы со смарт картами (ISO7816, ISO/IEC 14443) Опыт работы TCP/IP стеком Понимание принципа работы GNU make, cmake, qmake Опыт работы с командными инструментами: система контроля версий (Git или другое), система управления проектом (Trello или другое).  Условия:  График работы 5/2; Официальная заработная плата обсуждается на собеседовании с успешными кандидатами; Испытательный срок 3 месяца или меньше по результатам собеседования; Чай, кофе, печеньки и прочие радости; Молодой дружный и весёлый коллектив. Офис в 300 метрах от метро Автозаводская (планируется переезд на м. Бутырская - 50 м. от метро) ";"  График работы 5/2; Официальная заработная плата обсуждается на собеседовании с успешными кандидатами; Испытательный срок 3 месяца или меньше по результатам собеседования; Чай, кофе, печеньки и прочие радости; Молодой дружный и весёлый коллектив. Офис в 300 метрах от метро Автозаводская (планируется переезд на м. Бутырская - 50 м. от метро) ";Опыт работы на С / C++ - обязательно, необходимы примеры реализованных проектов. Опыт от 2 лет и выше. Знание Linux на уровне...;Разработка приложений для Linux (POS терминалы, вендинговое оборудование и платёжные решения). Работа со встроенным ПО под Linux, дистрибутив Poky (Yocto). ;"Linux; C; C++; Embedded; Yocto; EVA-DTS; QML; NFC; EMV";286;0.16666666666666666;C#_C++;1;0;0;1;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
50;92;Программист C#/ .NET;4.0;4.0;Syntellect (Синтеллект);2019-12-10T02:56:37+0300;Сфера деятельности компании Syntellect – разработка и внедрение решений по автоматизации документооборота и бизнес-процессов на платформе TESSA - самой быстрой СЭД на рынке Среди текущих заказчиков - Банк ВТБ, Allianz, ГК Дикси, Peugeot Citroen, JTI, НПФ Сбербанка, СМП Банк, Мособлбанк, СК Транснефть, Л`Этуаль и др.   Обязанности:  Разработка и сопровождение программных решений в области автоматизации документооборота на базе платформы TESSA    Требования (обязательные):  Высшее\неполное высшее образование в сфере ИТ Знание технологий и опыт работы с C#/ .Net, T-SQL Умение работать в команде    Требования (желательные):  Опыт работы с WPF Опыт в автоматизации задач документооборота    Условия:  Профессиональный и карьерный рост Обучение в процессе работы Оформление по ТК РФ Заработная плата - по результатам собеседования Бонусная система ;  Профессиональный и карьерный рост Обучение в процессе работы Оформление по ТК РФ Заработная плата - по результатам собеседования Бонусная система ;Высшее\неполное высшее образование в сфере ИТ. Знание технологий и опыт работы с C#/ .Net, T-SQL. Умение работать в...;Разработка и сопровождение программных решений в области автоматизации документооборота на базе платформы TESSA.;"C#; Transact-SQL; SQL; MS SQL; .NET Framework; Разработка ПО";292;0.3333333333333333;C#_C++;1;0;1;0;0;0;1;0;1;0;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
51;97;С++ программист;4.0;4.0;TrueConf;2019-12-09T11:45:34+0300;"Мы являемся ведущей компанией разработчиком для видеоконференцсвязи в России. Когда-то мы начинали со стартапа, но спустя много лет стали стабильной и успешной компанией. Мы приглашаем в нашу команду активных людей, которые будут любить свое дело и получать удовольствие от работы. Сейчас у нас открыта вакансия Разработчика С++. Должностные обязанности:  Участие в разработке, усовершенствовании и отладке клиент-серверного ПО в области передачи аудио-видео данных.  Требования:  Хорошее знание ООП, С++, STL;  Желательно:  Опыт командной работы; Опыт участия в реальных проектах С/С++; Знание SIP или H.323; Английский язык технический Опыт разработки и отладки сетевых или многопоточных приложений;  Условия:  Оформление согласно ТК РФ, соц.пакет. Система мотивации и возможность профессионального роста. Гибкий рабочий график (с нами можно забыть про час пик и пробки); Возможность заниматься спортом и играть в футбол с коллегами! Весьма приятный коллектив, ну нам так кажется :) ";"  Оформление согласно ТК РФ, соц.пакет. Система мотивации и возможность профессионального роста. Гибкий рабочий график (с нами можно забыть про час пик и пробки); Возможность заниматься спортом и играть в футбол с коллегами! Весьма приятный коллектив, ну нам так кажется :) ";Хорошее знание ООП, С++, STL. Опыт командной работы. Опыт участия в реальных проектах С/С++. Знание SIP или H.323. ;Участие в разработке, усовершенствовании и отладке клиент-серверного ПО в области передачи аудио-видео данных.;"C++; C/C++; ООП; STL";297;0.5;C#_C++;1;1;0;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
