;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; MySQL; Git;PHP; ООП; PostgreSQL; PHP; JavaScript; HTML; jQuery; Yii; Ajax; Linux;MySQL; PHP7; CSS3; Yii2; Redis; 1С-Битрикс; SQL; Docker;Другие навыки
15;92;PHP Developer (PHP разработчик на проект Паркоматика);5.0;4.0;Интеллектуальные социальные системы;2019-12-12T08:12:26+0300;"Ищем новых людей в команду Backend разработки! Вам предстоит заниматься разработкой проекта «Паркоматика». Паркоматика - это сервис для оплаты парковки, который работает в 4х городах России. Ежемесячно нашим сервисом пользуется более 19 тыс. водителей из 200-х компаний (среди которых, например, водители DHL, Lamoda и других крупных компаний). Мы постоянно растём, подключая к сервису новые города и сервисы для автомобилистов. У нас сложный продукт, который постоянно бросает вызов бекенд разработке - если вы готовы погрузиться в разработку сложных решений для бизнеса, приходите к нам ;) Что мы ждём от вас:  Опыт разработки на PHP от 2х лет; Вы работали с MySQL или PostgreSQL; Вы работали с Yii2 или другим современным фреймворком (Laravel, Symfony, etc); Желание работать в команде, вносить идеи и предложение по совершенствованию продукта.  Кроме PHP и PostgreSQL (+ Postgis), в проекте мы используем Golang, Docker, RabbitMQ, Redis - будет плюсом, если вы имели опыт работы с чем-то из этого списка. Если нет - не расстраивайтесь, приходите к нам, мы научим ;) Что у нас есть:  минимум формальностей и множество возможностей проявить себя, стать лидером Backend команды; погружение в изучение и использование различных практик и инструментов современной разработки; молодую, дружную и целеустремленную команду профессионалов; работу над интересными и востребованными сервисами; полностью «белая» зарплата; гибкий график работы; современный удобный офис в 10 минутах ходьбы от станций метро «Тульская». ";;Опыт разработки на PHP от 2х лет. Вы работали с MySQL или PostgreSQL. Вы работали с Yii2 или...;Ищем новых людей в команду Backend разработки! Желание работать в команде, вносить идеи и предложение по совершенствованию продукта.;"PHP7; PHP; Docker; Yii2; Linux; MySQL; Yii; PostgreSQL; ООП; Nginx; Git; Redis; RabbitMQ; ElasticSearch; Zabbix; SQL; Sphinx";92;0.0;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0
16;95;Программист PHP;5.0;4.0;Джема;2019-12-12T12:54:04+0300;"Интернет-магазин MrSleep является одним из ведущих магазинов, осуществляющих продажу ортопедических матрасов, мебели и аксессуаров для сна. В связи с расширением штата и крупными проектами у нас открыта вакансия РНР разработчика для разработки frontend- и backend- функционала в офис на полный рабочий день. Обязанности:  Разработка, оптимизация и поддержка существующих и новых сайтов компании; Работа с системами контроля версий; Исправление багов, поиск неисправностей;  Требования:  Опыт PHP от года; Опыт работы с PHP 5.6-7.* (ООП), Yii2, MySQL, JS, HTML, CSS3, JQuery, AJAX; Навыки работы с системами контроля версий (git); Знание принципов MVC  Приветствуются:  знания: gulp, composer, bower, webpack 4 опыт разработки интернет-магазина на 1c-bitrix; опыт работы с bugtrack-системами.  Условия:  Молодой коллектив и руководство График работы оговаривается: с 09-00 до 18-00, либо с 10-00 до 19-00 Заработная плата оговаривается на собеседование. Офис в 3 минутах пешком от ст. метро Нагатинская! ";  Молодой коллектив и руководство График работы оговаривается: с 09-00 до 18-00, либо с 10-00 до 19-00 Заработная плата оговаривается на собеседование. Офис в 3 минутах пешком от ст. метро Нагатинская! ;Опыт PHP от года. Опыт работы с PHP 5.6-7.* (ООП), Yii2, MySQL, JS, HTML, CSS3, JQuery...;Разработка, оптимизация и поддержка существующих и новых сайтов компании. Работа с системами контроля версий. Исправление багов, поиск неисправностей.;"PHP; MySQL; Yii; Ajax; ООП; HTML; CSS3; Git; jQuery; Gulp";95;0.0;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
17;1;PHP-разработчик / PHP Developer;7.0;4.0;Линкс-Медиа;2019-12-11T12:48:31+0300;"Мы - IT-компания, занимаемся разработкой и онлайн-маркетингом с 2016 года. Мы ищем PHP-разработчика с уровнем не ниже уверенного middle, который будет заниматься разработкой нового функционала в уже запущенных нами проектах, а так же проектировать и создавать новые коммерческие продукты. Если ты готов совершенствовать себя, изучая и улучшая каждый процесс, к которому причастен, ждем твой отклик на вакансию. Требования:   Уверенные знания PHP 7;   Большой опыт работы с реляционными СУБД (Postgresql / MySQL и тд);   Обязателен большой опыт работы с Symfony 4. Так же желателен опыт работы с Yii2;   Опыт проектирования и разработки RESTfull API;   Владение средствами коллективной разработки, системами контроля версий (git);   Наличие опыта коммерческой разработки ПО;   Мы используем Clickhouse, Sphinxsearch, Redis - будет плюсом, если есть опыт работы с данными технологиями.   Условия: • Работа в комфортном офисе в центре Москвы, м. Тверская/Пушкинская/Чеховская;• График работы 5/2 с 10:00 до 19:00;• Заработная плата обсуждается с успешным кандидатом по итогам собеседований, выплата 2 раза в месяц;• Бонусы по итогам успешной работы от 6 мес.: фитнес или обучение;• Высокая корпоративная культура, дружный коллектив и PS4. Нам важны следующие навыки, помимо профессиональных:  Умение работать в команде; Взаимовыручка и взаимопомощь коллегам; Доведение начатой работы до конца; Системный подход к работе, самоорганизованность; Стремление делать вещи, которыми можно гордиться.  У нас каждый сможет найти реализацию своих идей.И мы способствуем воплощению этих идей в жизнь.";" • Работа в комфортном офисе в центре Москвы, м. Тверская/Пушкинская/Чеховская;• График работы 5/2 с 10:00 до 19:00;• Заработная плата обсуждается с успешным кандидатом по итогам собеседований, выплата 2 раза в месяц;• Бонусы по итогам успешной работы от 6 мес.: фитнес или обучение;• Высокая корпоративная культура, дружный коллектив и PS4. Нам важны следующие навыки, помимо профессиональных:  Умение работать в команде; Взаимовыручка и взаимопомощь коллегам; Доведение начатой работы до конца; Системный подход к работе, самоорганизованность; Стремление делать вещи, которыми можно гордиться.  У нас каждый сможет найти реализацию своих идей.И мы способствуем воплощению этих идей в жизнь.";Уверенные знания PHP 7. Большой опыт работы с реляционными СУБД (Postgresql / MySQL и тд). Обязателен большой опыт работы с Symfony...;Доведение начатой работы до конца.;"PHP; Redis; PostgreSQL; MySQL; Yii; API; Git; Yii2; PHP7";101;0.16666666666666666;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
18;4;Разработчик PHP / Backend Developer;5.0;4.0;Лаборатория Инноваций;2019-12-11T21:28:44+0300;Вакансий много, а ты один, и мы хотим, чтобы ты был с нами! Хочешь стать частью мирового бренда? Ты Командный игрок, вовлечен в работу и жаждешь развиваться? Ты идешь в ногу со временем и веришь в безграничные возможности технического прогресса? Предлагаем тебе стать проводником в мир инноваций, трендов и исключительного сервиса. Кого мы ищем? Ищем в команду крутого разработчика на PHP на поддержку и развитие интернет-магазина известного бренда. Твои задачи:  Участие в fullstack-разработке новых возможностей системы (фичи для магазина, админка, отчеты) Развитие инфраструктуры системы (сервисы, api, интеграции). Обеспечение бесперебойной работы системы, работы по повышению отказоустойчивости Участие в выборе технологий и принятии ключевых технических решений  Что требуется от тебя:  Высшее образование Опыт программирования на PHP / MySQL от 2х лет PHP 7.3, ООП, паттерны Опыт работы с Symfony 4/Doctrine 2 Знание смежных технологий (AJAX, XML, JSON, HTML, CSS, JavaScript, jQuery, Vue.js) Уверенные знания систем контроля версий (GIT) Умение разрабатывать архитектуру новых модулей, интеграций по REST API Опыт написания автотестов  Что предлагаем мы:  Постоянная работа, 5-дневная рабочая неделя, полный день Офис в современном БЦ класса B+ в 10 минутах ходьбы от метро Ленинский проспект Оформление по ТК РФ, выплаты 2 раза в месяц Заработная плата обсуждается индивидуально Оплачиваемые отпуска Дружный молодой коллектив Возможность приобретать товары компании со скидкой Заработная плата обсуждается индивидуально по итогам собеседования.  С нами ты узнаешь, как это – приходить на работу с удовольствием!;;Высшее образование. Опыт программирования на PHP / MySQL от 2х лет. PHP 7.3, ООП, паттерны. Опыт работы с Symfony...;Участие в fullstack-разработке новых возможностей системы (фичи для магазина, админка, отчеты). Развитие инфраструктуры системы (сервисы, api, интеграции). ;"JavaScript; Git; jQuery; MySQL; PHP; ООП; Symfony; Doctrine 2; Ajax; XML; JSON API; HTML5; CSS3; Vue.js; REST";104;0.0;PHP;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
19;5;Веб-программист PHP, CMS;5.0;4.0;Техническая поддержка HARDKOD;2019-12-12T13:18:48+0300;"О НАС Работаем с 2010 года. В год через нас проходит порядка 16 000 задач различной сложности: от установки счетчиков до создания крупных порталов недвижимости. Нашими клиентами были или являются известные бренды, такие как Космик, Бест Недвижимость, РостАгроКомплекс (сырки Александров), VestaBank и многие другие.Программист, который проработал в Хардкоде год, может разобраться с любым чужим кодом и выполнить практически любую задачу. Наш технический директор имеет 16 летний опыт работы в веб-программировании, поэтому Вам точно будет с ним интересно :) Он проводит еженедельное обучение и лекции.   ОБЯЗАТЕЛЬНЫЕ ТРЕБОВАНИЯ:   ГЛАВНОЕ ТРЕБОВАНИЕ - отличное знание 1С-Битрикс на уровне ядра, написания компонентов, темизации.   Опытный пользователь Linux (LAMP/LEMP);   PHP5 (OOP), Простые запросы MySQL, Базовые знания JavaScript, HTML, CSS;   Протокол HTTP (GET/POST);   Чтение документации на английском языке.   БОЛЬШИМ ПРЕИМУЩЕСТВОМ БУДЕТ:   Наличие опыта работы с системами на уровне написание модулей: Wordpress, Drupal, OpenCart, Joomla, Prestashop и др.Если такого опыта нет, то в процессе работы необходимо будет изучить минимум 2 дополнительных CMS.   Адаптивная верстка (bootstrap 3-4, foundation)   СУТЬ РАБОТЫ:   Постоянное профессиональное развитие: большое количество задач и работы с чужим кодом (техподдержка сайтов).   Мы понимаем, что все знать невозможно, поэтому проводим систематическое обучение.   Вы самостоятельно оцениваете сроки выполнения задач.   На испытательном сроке (3 месяца) есть опытный наставник, однако мы ищем разработчика с опытом, с минимальным стажем от 3 лет.   КАК МЫ ВИДИМ БУДУЩЕГО ЧЛЕНА НАШЕЙ КОМАНДЫ:   Имеет ответственный подход- к рабочему процессу: нельзя просто пропадать и не выходить на связь без предупреждения, таким образом подводить всюкоманду и клиентов.- к оценке задач (очень важно еще до приемки задачи в реализацию понимать, хватает ли навыков, чтобы выполнить работукачественно и уложиться в срок);   Пунктуален и внимателен;   Умеет выполнять взятые на себя обязательства (если задачу уже взяли в реализацию, то нужно выполнять работу качественно и не срывать сроков сдачи);   Обладает культурой разработки: всегда тестирует результат перед сдачей, исправляет ошибки до размещения на боевом сервере;   Хочет и готов профессионально учиться и расти (возможности для этого мы предоставим в режиме реального времени);   Перед тем как задать вопрос, постарается найти ответ самостоятельно (умеет думать и гуглить).   УСЛОВИЯ РАБОТЫ:   Удаленная работа, полная занятость;   График 5х2, с 9:00 до 18:00 по Москве, поэтому максимальная разница во времени для регионов не более 2 часов;   Оплачиваемый отпуск и больничный;   Возможность дополнительного заработка.  ";;На испытательном сроке (3 месяца) есть опытный наставник, однако мы ищем <highlighttext>разработчика</highlighttext> с опытом, с минимальным стажем от 3 лет. ;Постоянное профессиональное развитие: большое количество задач и работы с чужим кодом (техподдержка сайтов). Обладает культурой разработки: всегда тестирует результат перед...;"PHP; HTML; Linux; CSS; MySQL; JavaScript; ООП; jQuery; CMS Wordpress; 1С-Битрикс; Drupal API; OpenCart; ModX; Joomla CMS; NetCat; Magento";105;0.0;PHP;1;0;1;0;0;0;0;1;1;0;0;0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
20;10;Бэкенд-разработчик PHP;0.0;4.0;ПИК-БРОКЕР;2019-12-11T15:25:57+0300;"Обязанности:  Участие в командной разработке; Участие в проектировании архитектуры приложения; Работа с системой контроля версий (git); Интеграция со сторонними сервисами; Написание кода серверного ПО на фреймворках Symphony4 (в основном) и на Yii2 Тестирование кода и проверка его на соответствие требованиям, создание unit-тестов; Умение нести ответственность за свои решения и действия;  Требования:  Опыт работы от 5 лет; Квалификация на уровне выше middle Опыт проектирования архитектуры приложения; Уверенные знания PHP 7+ Опыт работы с PostgreSQL / MySQL хранилищами данных:- Понимание нормализации;- Умение построить внятную архитектуру БД;- Умение писать и отлаживать сложные запросы с удобоваримым быстродействием;- Понимание принципов работы индексов, блокировок, транзакций; Опыт разработки масштабируемых, отказоустойчивых распределенных систем: Понимание распределенных архитектур и их отличий; Понимание принципов разработки микросервисной системы; KISS, SOLID; Понимание принципов построения API (REST, RPC); Опыт работы с нереляционными хранилищами данных; Опыт командной работы над проектами; Организованность и соблюдение договоренностей; Знание английского языка на уровне чтения технической документации;  Дополнительные пожелания к кандидату:  Symfony4 (Желательны так же знания по Yii2); Знания или опыт работы с брокерами сообщений по протоколу AMQP (RabbitMQ); Умение писать на NodeJS; Опыт разработки сложных информационных систем в области big data — большой плюс;    Условия:  Удаленная работа с возможностью выбрать график в разумных пределах; Привязка к московскому часовому поясу; Достойная оплата с возможностью роста; ";"  Удаленная работа с возможностью выбрать график в разумных пределах; Привязка к московскому часовому поясу; Достойная оплата с возможностью роста; ";Опыт работы от 5 лет. Квалификация на уровне выше middle. Опыт проектирования архитектуры приложения. Уверенные знания PHP 7+. ;Участие в командной разработке. Участие в проектировании архитектуры приложения. Работа с системой контроля версий (git). Интеграция со сторонними сервисами. ;"PostgreSQL; ООП; PHP7; Symfony4; RabbitMQ; Nginx; Redis; Yii2";110;0.16666666666666666;PHP;1;0;0;0;1;0;0;1;1;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
21;20;PHP-программист/Front Vue.js;3.0;4.0;Флекскор;2019-12-12T14:41:43+0300;"Требуются Front и Back разработчики. Удаленная работа не рассматривается!!! Требуется сотрудник в офис. Обязанности:  Написание новых программных модулей; Поддержка текущего функционала. Для Front: Полный перенос имеющегося проекта на vue.js Работа с мобильными приложениями(Ionic View 3)  Требования:  Html5 + Сss3; Отличные знания Javascript, PHP5.6+, MySQL, ООП; Опыт работы с git Знание Python и Unix систем как преимущество; Для Front: Отличные знания vue.js + опыт разработки коммерческих проектов на vue.js Опыт работы с Ionic View 3 как преимущество Работа в ОС Linux(Дистрибутив выбираете самостоятельно); Желание развиваться в сфере IT.  Условия:  Динамично развивающаяся компания; Инновационные, прогрессивные проекты; Дружный коллектив; Понедельник-пятница с 10-00 до 19-00 ";"  Динамично развивающаяся компания; Инновационные, прогрессивные проекты; Дружный коллектив; Понедельник-пятница с 10-00 до 19-00 ";Html5 + Сss3. Отличные знания Javascript, PHP5.6+, MySQL, ООП. Опыт работы с git. ;Написание новых программных модулей. Поддержка текущего функционала. Для Front: Полный перенос имеющегося проекта на vue.js. Работа с мобильными приложениями(Ionic...;" MySQL; Git;PHP; ООП; PostgreSQL";120;0.0;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;27;PHP-программист;5.0;4.0;Адалт Трейд;2019-12-12T13:29:09+0300;"Наша компания более 10 лет работает в сфере e-commerce и оптовой торговли. Сегодня мы являемся уникальной компанией предоставляющей сервис Настоящий Drop Shipping своим клиентам. Мы растём в полтора раза каждый год. Такой рост требует непрерывного развития IT-систем. Мы ищем ещё одно программиста в нашу команду. Мы ищем человека, который будет принимать активное участие в развитие новых проектов, и поддержке существующих.Требования:  Опыт веб-разработки от 3-х лет;  Отличное знание PHP, MySQL;  Работа в системе контроля версий; Базовые навыки работы в Unix-системах; Опыт системного администрирования приветствуется.  Обязанности:  Поддержка и развитие существующих проектов; Реализация новых процессов в рамках существующей системы.  Условия:  График: 5 дней в неделю с 9:00 до 18.00; Оплачиваемый отпуск; Оплачиваемые обеды; Возмещение 50% стоимости билетов в театр/музей; Возможность обучения иностранными языкам за счёт компании; Возможность обучения (конференции/курсы/литература) за счёт компании; Офис в районе метро Автозаводская. ";"  График: 5 дней в неделю с 9:00 до 18.00; Оплачиваемый отпуск; Оплачиваемые обеды; Возмещение 50% стоимости билетов в театр/музей; Возможность обучения иностранными языкам за счёт компании; Возможность обучения (конференции/курсы/литература) за счёт компании; Офис в районе метро Автозаводская. ";Опыт веб-разработки от 3-х лет. Отличное знание PHP, MySQL. Работа в системе контроля версий. Базовые навыки работы в...;Поддержка и развитие существующих проектов. Реализация новых процессов в рамках существующей системы.;"PHP; MySQL; JavaScript; jQuery; Git";127;0.0;PHP;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;35;PHP-разработчик;8.0;5.0;Plovpoint.ru;2019-12-10T15:51:06+0300;"Мы — фудтех стартап, с новой моделью доставки еды. Компания создана в 2018 году.Наша цель — завоевать рынок Москвы, всей России, СНГ! В 2020 году планируется открытие шести своих Dark kitchen, расширение линейки продукции. Сумма инвестиций получена. Согласовано 100 млн. руб. Ищем самостоятельного PHP разработчика. Требования: Важно отличное знание PHP. Желание быстро и качественно решать задачи, улучшать продукт, предлагать нестандартные решения и способы их реализации. Задачи:   Предстоит интереснейшая работа над внутренними модулями и их взаимосвязью;   Разработка алгоритмов доставки для пеших курьеров и интеграция маршрутов с общественным транспортом.   Готовность модулей системы для:   клиента ~ 85%   курьера ~ 90%   менеджера по курьерам ~ 70%   менеджера по клиентам ~ 85%   партнера ~ 20%   инвестора ~ 15%   управления ~ 50%   Стэк: система написана на PHP, фреймворк Yii2, база данных MySQL Этапы собеседования: Вас ждет собеседование с двумя фаундерами и HR, затем техническое интервью, после которого мы примем финальное решение. Условия:   Зарплата выше рынка;   Официально оформление с первого дня работы;   Оплачиваем посещение профильных конференций и курсов;   Реальную возможность для развития и роста;   Отличный офис на м. Белорусская. Бесплатный кофе, печеньки и крафтовое пиво / сидр после 17 :)  ";"   Зарплата выше рынка;   Официально оформление с первого дня работы;   Оплачиваем посещение профильных конференций и курсов;   Реальную возможность для развития и роста;   Отличный офис на м. Белорусская. Бесплатный кофе, печеньки и крафтовое пиво / сидр после 17 :)  ";Важно отличное знание PHP. Желание быстро и качественно решать задачи, улучшать продукт, предлагать нестандартные решения и способы их реализации. ;В 2020 году планируется открытие шести своих Dark kitchen, расширение линейки продукции. Предстоит интереснейшая работа над внутренними модулями и их...;"MySQL; PHP; Yii2";135;0.3333333333333333;PHP;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
24;53;PHP Backend разработчик;4.0;3.0;NappyClub;2019-12-11T16:14:05+0300;"Мы используем Slack, Jira, работаем по Agile спринтам. Cтэк: PHP7 (Yii2), Docker, MySql, RabbitMQ, Redis, React (в процессе перехода), Git. Ищем Backend разработчика PHP7 (Yii2), который:1. Знает и применяет на практике ООП, SOLID, DesignPattern2. Имеет опыт интеграции веб-сайтов и сторонних сервисов;3. Умеет и покрывает тестами свой код;4. Соблюдает PSR и документирует свой код;5. Понимает сильные/слабые стороны PHP7.6. Дружит с docker7. Будет плюсом, если есть успешный опыт работы с другими фреймворками (Symfony2+, Zend2) Задачи:1. Разрабатывать и поддерживать работоспособность сайта nappyclub.ru, интегрированных сервисов и мобильных приложений;2. Писать код, адаптированный к высоким нагрузкам, обеспечивать масштабируемость;3. Поддерживать существующий код и развивать функционал;4. Внедрение новых решений, вместо легаси кода; Бонусы:У нас можно работать удаленно и с подходящим графиком + 20 000 рублей бонус за своевременно закрытые задачи";;1. Знает и применяет на практике ООП, SOLID, DesignPattern. 2. Имеет опыт интеграции веб-сайтов и сторонних сервисов. 3. ;4. Соблюдает PSR и документирует свой код. 1. Разрабатывать и поддерживать работоспособность сайта nappyclub.ru, интегрированных сервисов и мобильных приложений. 2. ;"PHP; Yii; Atlassian Jira; Git; CRM; Системная интеграция";153;0.16666666666666666;PHP;1;0;0;1;0;0;1;0;1;0;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25;63;Backend-разработчик (PHP);2.0;4.0;Волков Сергей Валерьевич;2019-12-10T17:35:27+0300;В команду backend разработки требуется разработчик со знанием PHP для работы над новым перспективным проектом с дальнейшей поддержкой. Функционал проекта подразумевает хранение и обработку денежных данных, реализацию личных кабинетов пользователей, создание чатов и др. Условия:  Стильный офис у метро Китай-город Стабильная зарплата дважды в месяц Рабочее место с компьютером Mac Разносторонние задачи в связи с созданием нового продукта Занятость на полный день Премии после успешных завершений этапов реализации проекта  Требования:  PHP (=7.0) MySQL 5.*, 8 Опыт работы с фреймворком PHP (Laravel/Lumen, Yii2) Умение пользоваться системой контроля версий Git Базовые знания работы с командой строкой Будет плюсом: умение работать с Docker, настройка CI/CD ;  Стильный офис у метро Китай-город Стабильная зарплата дважды в месяц Рабочее место с компьютером Mac Разносторонние задачи в связи с созданием нового продукта Занятость на полный день Премии после успешных завершений этапов реализации проекта  Требования:  PHP (=7.0) MySQL 5.*, 8 Опыт работы с фреймворком PHP (Laravel/Lumen, Yii2) Умение пользоваться системой контроля версий Git Базовые знания работы с командой строкой Будет плюсом: умение работать с Docker, настройка CI/CD ;"PHP (&gt;=7.0). MySQL 5.*, 8. Опыт работы с фреймворком PHP (Laravel/Lumen, Yii2). Умение пользоваться системой контроля версий...";В команду backend разработки требуется <highlighttext>разработчик</highlighttext> со знанием PHP для работы над новым перспективным проектом с дальнейшей поддержкой. ;"MySQL; Git; PHP";163;0.16666666666666666;PHP;1;1;0;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;79;Backend Developer PHP;9.0;7.0;ТолкФинанс;2019-12-10T15:01:28+0300;Мы создали первый чат-бот банк в мире. У нас нет отделений, call-центра и мобильного приложения. Клиент пользуется услугами банка исключительно через чат-бот. Если тебя интересуют технологии будущего (робоэдвайзинг, искусственный интеллект, голосовые помощники), создание удобного сервиса и сложные задачи, приходи к нам. Ищем Senior разработчиков в связи с масштабированием проекта — подключаем новые банки и крупных партнёров. Что нужно делать:  Разработка чат-бота с поддержкой NLP/NLU Проектирование микросервисов и БД Интеграция с банками Интеграция с внешними сервисами (API)  Что ждём от кандидата:  Отличное знание и применение ООП Опыт разработки от 3 лет Стек: RabbitMQ, PHP 7.* (Symfony), PostgreSQL, MongoDB Опыт работы с Git (сами работаем с GitLab) Обязателен опыт завершенных проектов  Что предлагаем:  Офис между Курской и Таганской станциями метро Гибкий график Оформление в штат компании, соблюдение ТК, стабильная заработная плата Возможность посещать конференции за счет компании Корпоративная библиотека Оклад обсуждаем, предлагаем от ожиданий и уровня навыков и опыта ;;Отличное знание и применение ООП. Опыт разработки от 3 лет. Стек: RabbitMQ, PHP 7.* (Symfony), PostgreSQL, MongoDB. Опыт работы с...;Разработка чат-бота с поддержкой NLP/NLU. Проектирование микросервисов и БД. Интеграция с банками. Интеграция с внешними сервисами (API).;"PHP; Symfony; Git; PostgreSQL; ООП";179;0.3333333333333333;PHP;1;0;0;1;0;1;0;0;1;0;0;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;5;Программист Backend PHP+SQL Middle;4.0;4.0;U'CANN;2019-12-11T15:03:10+0300;"В связи с открытием новых долгосрочных проектов и необходимостью усиления команды, компания UCANN объявляет набор на должность ведущего разработчика направления Backend. Требуемый уровень - уверенный Middle, желающий в ближайшее время прокачаться до Senior-а. Обязанности:  Разработка в качестве backend-программиста существующих и новых долгосрочных проектов, как для крупных корпоративных заказчиков, так и на себя; Выполнение обязанностей ответственного разработчика по какому-либо проекту или его существенной части; Личное подчинение техническому директору, играющему роли Team Lead и архитектора; Ежедневный профессиональный рост по индивидуальному плану, переход через год на грейд Senior и позицию лида небольшой команды.  Вы сможете с нами работать, если:  Знаете современные версии языка PHP (мы работаем на 7.2 и 7.3, тестовые стенды запускаем на 7.4); Разбираетесь в системе типов языка; Владеете современной ООП-парадигмой в PHP; Понимаете, что PHP не интерпретатор и не скрипты; Хорошо знаете и ежедневно практикуете хотя бы один современный PHP-фреймворк (Laravel, Symfony etc), знакомы с остальными распространенными фреймворками;  Кроме PHP нам интересно:  Уверенное владение SQL, опыт работы с современными версиями Postgres или MySQL; Практический опыт с системами контроля версий, особенно git: вы никогда не работаете без VCS, даже один; Опыт ежедневного практического использования TDD; Знакомство с основными понятиями DDD; Отсутствие боязни работы - у нас нужно писать много качественного кода.  Со своей стороны предлагаем работу над интересными проектами (мы не делаем сайты, вам не придется заниматься фронтом и мы никогда не занимаемся битриксом!), отличный дружелюбный коллектив, адекватную вашим знаниями зарплату. Работаем по четким воркфлоу, в команде есть выделенный аналитик, тестировщики, dev-ops. Никакого бардака, никаких менеджеров, нормальная рабочая инженерная атмосфера :) Для сотрудника составляется индивидуальный план развития с метриками успешности. Цель - за год прокачаться до уровня Senior и занять позицию руководителя команды. Гарантировано плотное менторство на этом пути. Условия:  Офис в трех минутах от метро Семеновская; 8 часов в день, 5 дней в неделю, выходные и праздники в соответствии с производственным календарем РФ; По согласованию с руководством часть дней недели можно работать из дома; Дружная распределенная команда; Достойный уровень оплаты труда и внятные перспективы роста. ";"  Офис в трех минутах от метро Семеновская; 8 часов в день, 5 дней в неделю, выходные и праздники в соответствии с производственным календарем РФ; По согласованию с руководством часть дней недели можно работать из дома; Дружная распределенная команда; Достойный уровень оплаты труда и внятные перспективы роста. ";Знаете современные версии языка PHP (мы работаем на 7.2 и 7.3, тестовые стенды запускаем на 7.4). ;"...backend-<highlighttext>программиста</highlighttext> существующих и новых долгосрочных проектов, как для крупных корпоративных заказчиков, так и &quot;на себя&quot;. Выполнение обязанностей ответственного <highlighttext>разработчика</highlighttext>...";"PHP; PHP7; MySQL; Git; PostgreSQL; ООП; Symfony; Laravel; Linux; Yii; MVC; Cистемы управления базами данных; Jetbrains Phpstorm; Docker";205;0.16666666666666666;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
