;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; MySQL; Git;PHP; ООП; PostgreSQL; PHP; JavaScript; HTML; jQuery; Yii; Ajax; Linux;MySQL; PHP7; CSS3; Yii2; Redis; 1С-Битрикс; SQL; Docker;Другие навыки
40;23;Ведущий PHP разработчик;8.0;5.0;АСНА, Сеть аптек;2019-12-10T09:22:38+0300;"Обязанности:  Разработка и поддержка крупного hi-load интернет-магазина; Разработка нового и модификация старого функционала; Документирование разработки; Интеграция с внешними системами (API).  Требования:  Знание PHP версии 7.1 и выше, MYSQL; Опыт написания своих компонентов/модулей; Уверенное владение ООП; Понимание SOLID, паттернов проектирования и архитектурных шаблонов; Опыт работы с системами контроля версий (GIT); Хорошие знания Unix / Linuх; Опыт интеграций со сторонними системами через Rest, SOAP, JSON, AJAX, XML; Дополнительные пожелания: опыт работы с фреймворком Laravel, умение писать Unit и автотесты.  Условия:  Официальная («белая») заработная плата, уровень дохода готовы обсуждать с успешным кандидатом; Трудоустройство согласно ТК РФ с первого дня работы; Компенсация питания; Месторасположение офиса - м. «Ботанический сад» (10 минут пешком). ";Знание PHP версии 7.1 и выше, MYSQL. Опыт написания своих компонентов/модулей. Уверенное владение ООП. Понимание SOLID, паттернов проектирования...;Разработка и поддержка крупного hi-load интернет-магазина. Разработка нового и модификация старого функционала. Документирование разработки. Интеграция с внешними системами...;"PHP; SQL; ООП; MS SQL; JSON API; SOAP; Ajax; REST";"  Официальная («белая») заработная плата, уровень дохода готовы обсуждать с успешным кандидатом; Трудоустройство согласно ТК РФ с первого дня работы; Компенсация питания; Месторасположение офиса - м. «Ботанический сад» (10 минут пешком). ";323;0.3333333333333333;PHP;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
41;36;Web-разработчик PHP fullstack developer;6.0;4.0;НОУ СОШ НАШИ ПЕНАТЫ;2019-12-12T11:58:17+0300;"На базе частной школы (крупного провайдера заочного обучения) построена образовательная онлайн платформа и система управления обучением (learning management system): IBLS (international blended lerning school) - http://ibls.pro/ Международная школа смешанного обучения *(очная, заочная и семейная формы обучения)..Мы ищем Full Stack Web разработчика со знаниями PHP, умеющего работать в команде и подходить творчески к решению поставленных задач.   Чем придётся заниматься   Написания проекта с нуля под руководством Team Lead   Участие в обсуждении построения будущей архитектуры БД и приложения   Поддержка существующей системы   Стек технологий   PHP 7.x   MySQL   Git / Bitbucket   Yii2   Vue   Bootstrap 4   Требования   Знание языка PHP   Опыт работы с MySQL;   Yii2 ( либо знание другого фреймворка и готовность перейти на Yii2 )   Опыт работы с ORM   Понимание принципов ООП‚ SOLID   Знание принципов Front End разработки   Знание верстки, Bootstrap 4   Уметь соблюсти срок или вовремя сигнализировать о проблемах     Приветствуются   Знание front End фреймворков желательно Vue.js   Опыт написания REST API   Наличие github аккаунта с примерами Вашего кода (или возможность его предоставить).   Условия   Официальное трудоустройство по ТК РФ   Возможность гибкого графика работы   Интересный, востребованный на рынке, динамично развивающийся уже несколько лет проект - есть возможность себя проявить   Белая зарплата   Комфортабельный офис в современном дизайнерском бизнес-центре   Свободная атмосфера в офисе, дружелюбный коллектив и адекватное руководство   Чай, кофе, сладости  ";Знание языка PHP. Опыт работы с MySQL. Yii2 ( либо знание другого фреймворка и готовность перейти на Yii2 ). ;Написания проекта с нуля под руководством Team Lead. Участие в обсуждении построения будущей архитектуры БД и приложения. Поддержка существующей системы.;"JavaScript; Bootstrap; MySQL; Yii; PHP; REST";" MySQL; Git;PHP; ООП; PostgreSQL";336;0.0;PHP;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;41;PHP программист;4.0;3.0;Дуотек;2019-12-10T12:35:15+0300;"Ищем php разработчика уровня middle. Чем заниматься: Работа с несколькими продуктами для автоматизации бизнес-процессов, реализованных на внутреннем фреймворке (документация есть). Стек php7 / mysql. Выборки, формы, бизнес-логика. О нас:  Мы проектируем, разрабатываем и развиваем кастомные программные решения (интернет-проекты, автоматизация бизнес-процессов, сервисы, и другие). У нас нет бюрократии, многоуровневого менеджмента и других особенностей, присущих большим компаниям. Мы понятно ставим задачи, приветствуем самостоятельность и про-активность в их решении, стараемся дать понятные метрики работы. Мы не стартап. Мы сами зарабатываем и растем на свои деньги. Нам нужны хорошие специалисты, способные разрабатывать и развивать современные качественные продукты, и как следствие, расти вместе с нами. Среди наших клиентов есть как небольшие, так и крупные компании (S7, tele2, Rhenus Logistics и другие)  Требования:  Опыт в коммерческой/продуктной разработке; Понимание и применение ООП / MVC на PHP7; Пунктуальность и системное отношение к работе; Отсутствие аллергии на легаси-код; Опыт с Laravel будет плюсом    Условия:  Просторный светлый офис в 10-ти минутах ходьбы от метро Бутырская; Хорошее рабочее место, где есть 2 монитора и SSD диски; Вода, Кофе, Чай, Печеньки, Кола, Пиво/Виски по пятницам; Устройство по ТК, белая оплата; ДМС; Оплата обучения / посещения тематических мероприятий; ";Опыт в коммерческой/продуктной разработке. Понимание и применение ООП / MVC на PHP7. Пунктуальность и системное отношение к работе. ;Работа с несколькими продуктами для автоматизации бизнес-процессов, реализованных на внутреннем фреймворке (документация есть). Стек php7 / mysql. ;"PHP; Ajax; MySQL; SVN; ООП; MVC; php7";"  Просторный светлый офис в 10-ти минутах ходьбы от метро Бутырская; Хорошее рабочее место, где есть 2 монитора и SSD диски; Вода, Кофе, Чай, Печеньки, Кола, Пиво/Виски по пятницам; Устройство по ТК, белая оплата; ДМС; Оплата обучения / посещения тематических мероприятий; ";341;0.3333333333333333;PHP;1;1;0;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
43;43;Back-end разработчик PHP;5.0;4.0;Два Облака;2019-12-10T13:57:08+0300;"Требуется PHP-разработчик сервиса https://hvacr.cloud проектирования и расчета инженерных систем HVACR (Heating, Ventilation, Air conditioning, Refrigeration). Сервисом ежедневно пользуются более тысячи сотрудников заводов-производителей оборудования, более 10000 сотрудников проектных и монтажных организаций. Обязанности:  Разработка Back-end части крупных web-приложений для проектирования инженерных систем зданий и подбора оборудования в браузере, см видео на hvacr.cloud; Написание модулей с новым функционалом и встраивание их в текущие проекты; Поддержка и рефакторинг существующего кода (своего и чужого); Написание валидного читабельного кода; Документирование кода  Требования:  PHP с глубокими знаниями ООП и опытом написания отказоустойчивых приложений; Уверенное знание реляционных баз данных (СУБД MySQL), умение оптимизировать медленные запросы; Системы контроля версий (GIT) - понимание и использование на практике; Linux (shell/bash) на уровне пользователя, знание основных команд; Умение разбираться в чужом коде; Умение работать в команде; Опыт работы с какими-либо из популярных фреймворков (Yii, Laravel, Symfony); Опыт работы с NoSQL приветствуется, в частности MongoDB; Опыт интеграции с внешними информационными системами; Знание математики: векторы, графы, матрицы, интерполяция и прочее; Знание алгоритмов: бинарный поиск, рекурсия, сортировки, О-нотация и прочее; Знание базовых типов и структур данных: строка, целое число, вещественное число, списки, массивы, словари и прочее  Условия:  Достойная заработная плата по итогам собеседования; Дружелюбный коллектив; Офис в трех минутах от метро Свиблово; Просторное рабочее место; ";PHP с глубокими знаниями ООП и опытом написания отказоустойчивых приложений. Уверенное знание реляционных баз данных (СУБД MySQL), умение оптимизировать медленные...;Разработка Back-end части крупных web-приложений для проектирования инженерных систем зданий и подбора оборудования в браузере, см видео на...;"MySQL; ООП; MongoDB; Git; Linux; PHP7; MVC; Yii";"  Достойная заработная плата по итогам собеседования; Дружелюбный коллектив; Офис в трех минутах от метро Свиблово; Просторное рабочее место; ";343;0.3333333333333333;PHP;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
44;57;Разработчик PHP (Full stack);6.0;4.0;Электронные торговые системы;2019-12-12T14:55:25+0300;"«НЭП-Фабрикант» - IT-компания, мы создаем площадку, которая позволяют сделать закупки эффективными, а снабжение предприятий - удобным и оперативным. Наш продукт помогает тысячам клиентов находить друг друга и заключать выгодные контракты. Среди наших клиентов: Росатом, Роскосмос, Русал, En+, НОРНИКЕЛЬ, Melon Fashion Group, СОГАЗ, ГЛОНАСС и другие. Наш стек технологий:  Backend PHP 7.2 и Symfony 4. За чистотой кода следим с помощью PHPMetrics и PHPInspections. Для тестов используем PHPUnit. Для сбора и отображения логов используем Prometheus, Graylog, Kibana. Frontend на React.  Как мы работаем:  У нас Kanban; Задачи ставим в Jira; Кодом управляем через Git; При написании кода пользуемся PSR, SOLID, KISS, DRY.  Чем интересен проект:  Используем микросервисы; Совершенствуем технологии и инструменты; Отлаженные процессы разработки от ТЗ до результата.  Ваши задачи:  Разработка новых продуктов и поддержка существующих; Рефакторинг, улучшение сервисов;  Что готовы предложить:  Полностью белую заработную плату; Крутой onboarding и адаптацию с наставником; Позитивную молодую команду; Оплату питания, корпоративные скидки на занятия в фитнес-клубе и ДМС; Теннисный стол, дартс, турник, зерновой кофе и снеки; Посещение конференций за счет компании; Гибкое начало рабочего дня и без овертаймов; Несколько уютных Lounge zone. ";Backend PHP 7.2 и Symfony 4. При написании кода пользуемся PSR, SOLID, KISS, DRY.;За чистотой кода следим с помощью PHPMetrics и PHPInspections. Для тестов используем PHPUnit. Для сбора и отображения логов используем Prometheus...;"Git; Symfony; SQL; PHP; Atlassian Jira; ООП; React; Symfony 4; PHPUnit; PHPMetrics; PHPInspections; PSR; SOLID; KISS; DRY";" MySQL; Git;PHP; ООП; PostgreSQL";357;0.0;PHP;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;59;PHP-программист/PHP-developer;4.0;4.0;Агентство страховых технологий;2019-12-11T12:57:34+0300;PHP-программист, PHP-developer (удаленно) Мы ищем в команду PHP-программиста на задачи развития и поддержки кредитно-страхового B2B-агрегатора (работа удаленно) Обязанности:  Развитие существующих и создание новых модулей системы Разработка документации по системам.  Требования:  Опыт разработки на PHP от 3-х лет Уверенное знание PHP7, MySQL 5.7, Yii2, JS Опыт работы с системами контроля версий Git Опыт работы с API (SOAP, REST, JSON) Общее понимание frontend-технологий Обязательно наличие опыта в saas/коробочных проектах Личные качества: ответственность, нацеленность на результат, стрессоустойчивость, умение работать в команде  Будет преимуществом:  Опыт работы с Javasript фреймворками (VueJS) Знание linux-систем Опыт работы в финансовом секторе (страховые, брокеры, банки, МФО и тд) или ИТ-компаниях  Что мы можем предложить:  Постоянная удаленная работа понедельник-пятница 09.00-18.00/10.00-19.00 МСК ИЛИ постоянная работа с графиком 2/2 или 5/2 по выходным дням Испытательный срок 3 месяца Оформление по ТК РФ (либо договор с ИП, ГПХ, юридическим лицом - на выбор)  Конкурентный уровень заработной платы, который мы готовы обсудить на собеседовании.  Готовность выполнить небольшое тестовое задание ;Опыт разработки на PHP от 3-х лет. Уверенное знание PHP7, MySQL 5.7, Yii2, JS. ;Развитие существующих и создание новых модулей системы. Разработка документации по системам.;"PHP5; MySQL; Yii; Bootstrap; API; Git; JavaScript; HTML; CSS; jQuery; Веб-программирование; Разработка ПО; Web Application Development; Atlassian Jira; Atlassian Confluence; PHP; php7; REST; SOAP; JSON API";" MySQL; Git;PHP; ООП; PostgreSQL";359;0.16666666666666666;PHP;1;0;0;1;0;0;0;1;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46;62;PHP-разработчик;4.0;3.0;Айпи Сервер;2019-12-09T23:29:22+0300;"Обязанности:  Разработка новой версии сайта, API - основная цель. Обслуживание текущей версии сайта (10-15% от всего времени) Back-end. Front-end по договорённости. Обслуживание кода и устранение неисправностей.  Требования: — Опыт работы с PHP 7, Laravel;— Опыт работы с базами данных (MySQL);— Понимание принципов ООП, паттернов разработки и архитектуры приложений;— Опыт работы с VCS (GIT);— Опыт работы JavaScript; Дополнительным преимуществом будут знания по работе с GraphQL API, Zend Framework 1 и vue.js Условия:  График работы с ПН по ПТ, примерно с 9:00 (10:00) до 18:00 (19:00) с перерывом час на обед. Полностью дистанционная работа. Принимаем соискателей из разных городов. Оформление по ТК РФ или договору подряда. Для иностранных граждан оформление через шотландскую юрисдикцию. ";Опыт работы с PHP 7, Laravel. — Опыт работы с базами данных (MySQL). — Понимание принципов ООП, паттернов разработки и архитектуры приложений. — ;Обслуживание текущей версии сайта (10-15% от всего времени). Back-end. Front-end по договорённости. Обслуживание кода и устранение неисправностей. ;"JavaScript; MySQL; Git; PHP; Работа с базами данных; ООП";  График работы с ПН по ПТ, примерно с 9:00 (10:00) до 18:00 (19:00) с перерывом час на обед. Полностью дистанционная работа. Принимаем соискателей из разных городов. Оформление по ТК РФ или договору подряда. Для иностранных граждан оформление через шотландскую юрисдикцию. ;362;0.3333333333333333;PHP;1;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
47;66;PHP программист (Full stack);4.0;3.0;ИМК;2019-12-11T13:55:06+0300;"Удаленная работа в команду разработчиков. У нас более 10 лет опыта разработки и монетизации высоконагруженных проектов.Сейчас в работе несколько систем, с десятками миллионов обращений в сутки и мы продолжаем расти. Нам нужен опытный и талантливый разработчик, для поддержки и развития. Ключевые обязанности:   Участвовать в процессе разработки (с возможностью влиять на все составляющие процесса разработки для достижения результата), начиная с проектирования и заканчивая запуском и поддержкой.   Поддержка и доработка существующих проектов.   Требования:   Опыт коммерческой работы в команде, от 2 лет;   Опыт с PHP7 и уверенное знание Laravel и опыт работы с другими фреймворками;   Хорошие знания HTML, CSS. Опыт работы с современными фреймворками Vue, Angular, React;   Умение самостоятельно выбирать оптимальные технологии и библиотеки для реализации поставленных задач;   SQL, лучше если есть опыт с MySQL. Плюсом будет - опыт работы с Redis как с БД, а не кешем;   Linux вас не пугает. Это ваша рабочая ОС или вы плотно с ним работали.   Хорошо, если:   Есть опыт написания unit и функциональных тестов;   Решение проблем вы сразу ищете в английское части интернета;   Дружите с git и умеете разбираться с чужим кодом.   Условия:  Мы работаем в московском часовом поясе, используем slack, redmine, gitlab, wiki, agile со спринтами и code-review.  Стабильная ЗП. На выбор - работа в Московском офисе либо Удаленная работа. Гибкий график. Адекватный менеджмент. ";Опыт коммерческой работы в команде, от 2 лет. Опыт с PHP7 и уверенное знание Laravel и опыт работы с...;Участвовать в процессе разработки (с возможностью влиять на все составляющие процесса разработки для достижения результата), начиная с проектирования и заканчивая...;"Высоконагруженные системы; Git; MySQL; PHP; Redis; PHP7; Laravel; PHP5; HTML; CSS; HTML5; jQuery; Linux; JavaScript";  Мы работаем в московском часовом поясе, используем slack, redmine, gitlab, wiki, agile со спринтами и code-review.  Стабильная ЗП. На выбор - работа в Московском офисе либо Удаленная работа. Гибкий график. Адекватный менеджмент. ;366;0.16666666666666666;PHP;1;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
48;75;PHP-разработчик;8.0;4.0;Айти Прайм;2019-12-09T17:56:50+0300;ООО Айти Прайм (Бренд Alfa-Forex) является современной высокотехнологичной компанией с масштабными разработками в различных областях бизнеса, продвинутой инфраструктурой и широким набором различных сервисов. Для реализации крупных проектов в финансовой сфере нам в команду требуются разработчики PHP. Мы внедряем современные технологии разработки ПО и реализуем уникальные технические решения. Решение сложных задач возможно только командой единомышленников, в которую мы Вас и приглашаем. Чем Вы будете заниматься:- Проектированием и разработкой новых систем- Развитием и поддержкой внутренних систем- Проводить code review Что нужно знать и уметь:- Уверенные знания PHP 7.3- Уверенное владение SQL- Понимание и следование принципам SOLID- Опыт работы с Symfony или Laravel- Умение разбираться в чужом коде, писать чистый код- Git- Пользоваться командной строкой Linux Дополнительным плюсом будет если Вы:- Работали с Apache Kafka- Работали с PostgreSQL- Готовы проектировать и создавать- Работали над архитектурой микро-сервисных приложений- Умеете предложить и обосновать эффективное архитектурное решение Мы используем:PHP 7.3, Symfony 4.3, PHPUnit, nginx, MySQL, PostgreSQL, redis, Git Мы Вам предлагаем: - Конкурентную зарплату по итогам собеседования- Белая заработная плата, оформление по ТК- Работа в стратегически важном для компании направлении- Заботу о здоровье: полис ДМС и страховку от несчастных случаев- Работу в комфортном офисе с современной техникой в 10 минутах пешком от м.Проспект Мира.- Дружелюбная команда, готовая в любой момент прийти на помощь- Совместное посещение митапов, тимбилдинг     ;Что нужно знать и уметь: - Уверенные знания PHP 7.3. - Уверенное владение SQL. - Понимание и следование принципам SOLID. - ;Проектированием и разработкой новых систем. - Развитием и поддержкой внутренних систем. - Проводить code review. - Готовы проектировать и создавать. - Работали над архитектурой...;"MySQL; Git; PostgreSQL; Symfony; Linux";" MySQL; Git;PHP; ООП; PostgreSQL";375;0.3333333333333333;PHP;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;78;Senior PHP Developer;6.0;5.0;Холдинг Монастырев;2019-12-11T03:27:49+0300;"Расширяем IT - команду (возможна удаленная работа). Если 80% из нижеследующего - это про вас, мы подходим друг другу на все 100%.  Вы понимаете устройство оперативной памяти, что такое адресация, чем отличается статическое выделение памяти от динамического; Вы можете описать, что происходит на низком уровне при вызове функции и как в этом участвует стек; Понимание процессов и потоков у вас глубже, чем просто понимание того, что потоки являются частью процессов; Вы знаете, что есть общего у файлов, сокетов и потоков ввода вывода, а также на практике можете подменить одно другим; Фраза “PHP рожден, чтобы умирать” - для вас скорее проверенная ложь, а реализация долгоживущего демона - посильная задача; (?!\d) и ([^0-9]) для вас разные выражения и не только потому, что написаны по-разному, а жадность для вас это не качество человека, а технический термин; Вы видите плюсы деревьев не только в их красоте, но и в ускорении поиска, а фраза “префиксное дерево” не ставит вас в тупик; Вы знаете, в чем отличие между понятиями “инверсия управления” и “внедрение зависимости” и можете объяснить, когда нужно использовать абстрактную фабрику, а когда фабричный метод и почему; Вы в деталях понимаете что происходит в моменте между вводом URI в адресной строке браузера и отображением результата; PSR для вас это больше, чем просто 3 буквы, и вы знаете и используете несколько его вариантов; Вы в курсе устройства ZVAL и в связи с этим понимаете, в чем состоит важное изменение в PHP7 после PHP5, а также какие преимущества это дало; У вас есть опыт написания и оптимизации сложных запросов в MySQL или PostgreSQL, и вы понимаете для чего нужны и как устроены индексы; Транзакции для вас это не просто последовательность команд, и вы знаете, что такое ACID и уровень изоляции; Вы видите в нормализации и денормализации инструменты решения соответствующих задач и понимаете, каких; Все эти аббревиатуры SOLID, KISS, DRY, DDD, EDA, CQRS, SOA для вас не просто умные сочетания букв, необходимые для прохождения собеседования, а часть жизненного опыта, который вы во многом прошли самостоятельно.  Обязанности:  Разработка высоконагруженных, масштабируемых, безопасных сайтов и веб-сервисов. Выбор стэка технологий и разработка архитектуры проекта. Проведение код-ревью и ревью дизайна проектов на соответствие архитектурным стандартам.  Требования:  Опыт в разработке архитектуры, выборе стэка технологий и проектировании сайтов и веб-сервисов. Опыт работы с PostgreSQL/MySQL/NoSQL и BigData. Опыт работы Redis. Опыт работы с одним из PHP фреймворков Symfony/Yii/Laravel. Опыт работы с одним из фронтэнд фрэймворков Angular/React/Ember.  Преимущества работы в нашей команде:  работаем в белую: 28 дней отпуска, полностью официальная зарплата; удобный рабочий график + в пятницу уходим с работы на час раньше; современные рабочие места, комфортные бытовые условия; компенсация 100% внешнего обучения и бесплатное участие во внутренних корпоративных тренингах; активная корпоративная жизнь: спортивные мероприятия, тимбилдинги, праздники и участие в благотворительных акциях; интересные и амбициозные задачи. ";Опыт в разработке архитектуры, выборе стэка технологий и проектировании сайтов и веб-сервисов. Опыт работы с PostgreSQL/MySQL/NoSQL и...;Разработка высоконагруженных, масштабируемых, безопасных сайтов и веб-сервисов. Выбор стэка технологий и разработка архитектуры проекта. Проведение код-ревью и ревью...;"PHP5; MySQL; Symfony; PostgreSQL; AngularJS";" MySQL; Git;PHP; ООП; PostgreSQL";378;0.16666666666666666;PHP;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;80;PHP-программист;3.0;2.0;СИЭСДИ;2019-12-12T15:36:33+0300;Обязанности:  Работа со сайтами компании Создание новых сайтов, так и отдельных разделов и элементов.  Требования:  уверенные знания PHP, MySQL опыт работы с 1С Bitrix опыт работы с фреймворками Yii2, Symfony и Laravel будет плюсом знание основ html, css, javascript, jQuery опыт работы и умение настраивать nginx приветствуется Умение разбираться с чужим кодом  Условия:  ДМС Офис м.Минская   ;Уверенные знания PHP, MySQL. Опыт работы с 1С Bitrix. Опыт работы с фреймворками Yii2, Symfony и Laravel будет...;Работа со сайтами компании. Создание новых сайтов, так и отдельных разделов и элементов.;"MySQL; JavaScript; jQuery; PHP; CSS";  ДМС Офис м.Минская   ;380;0.0;PHP;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
51;88;PHP-программист;4.0;4.0;Передовые Решения;2019-12-11T16:11:24+0300;В молодую digital-компанию требуется PHP-программист. Мы делаем сайты и мобильные приложения. Компании 3 года, уверенно себя ощущаем и растем быстрыми темпами. Пул клиентов: ОТП Банк, Bayer, Ростелеком. Средний возраст – 26 лет. В команде 15 человек. В идеале, нужен человек, способный закрыть технические вопросы., отвечать, что реально, а что не реально, и разрабатывать. Учиться и развиваться придется самостоятельно. Мы сможем дать полный простор для реализации умений и классные коммерческие проекты. Обязанности:  Оценка ТЗ и трудозатрат на бекенд Разработка бекенда для сайтов Поддержка текущих проектов на PHP (как правило Bitrix)  Требования:  Отличные знания PHP и SQL HTML, CSS, JS Самостоятельность: можно отдать задачу и забыть. Укладываться в срок без напоминаний. Не делать ошибки по невнимательности. Видеть картину в целом, погружаться в детали.  Условия:  Офис в 3-х минутах пешком от м. Серпуховская/Добрынинская Молодой коллектив амбициозных ребят 0 токсичности Гибкий график: приход в офис с 10:00 до 12:00 Испытательный срок 2 месяца Зарплата по результатам собеседования ;Отличные знания PHP и SQL. HTML, CSS, JS. Самостоятельность: можно отдать задачу и забыть. Укладываться в срок без напоминаний. ;Оценка ТЗ и трудозатрат на бекенд. Разработка бекенда для сайтов. Поддержка текущих проектов на PHP (как правило Bitrix).;"PHP; CMS Wordpress; SQL; PHP5; HTML; 1С-Битрикс";  Офис в 3-х минутах пешком от м. Серпуховская/Добрынинская Молодой коллектив амбициозных ребят 0 токсичности Гибкий график: приход в офис с 10:00 до 12:00 Испытательный срок 2 месяца Зарплата по результатам собеседования ;388;0.16666666666666666;PHP;1;1;0;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
52;89;PHP-программист Yii;4.0;4.0;Интернет-агентство BINN;2019-12-12T12:58:40+0300;"Коротко о главном:1. Заработная плата после успешного прохождения испытательного срока от 95 000 руб.;2. Командная работа над проектами на базе фреймворка Yii;3. Участие в разработке высоконагруженных проектов;4. Возможность работать удалённо. Экосистема BINN позволит иначе взглянуть на рабочий процесс;5. Доступ к библиотеке BINN (бумажные и электронные книги). Интернет-агентство BINN стабильно занимает ведущие позиции на рынке веб-разработок с 2001 года. За это время были разработаны более 450 веб-сайтов и порталов различной степени сложности и направленности. Клиенты: Volvo, БМВ Банк, РН Банк, Росбанк, Газпромбанк, ВТБ Страхование, сайт легендарного путешественника Фёдора Конюхова и много других интересных проектов.   ОБЯЗАННОСТИ:  Командная работа над проектами на базе фреймворка Yii1/Yii2, Участие в разработке высоконагруженных проектов.    ТРЕБУЕТСЯ:  Опыт работы по направлению от 3-х лет; Отличное знание PHP и основных принципов ООП; Понимание и применение на практике основных паттернов проектирования; Опыт работы с фреймворком Yii1/Yii2 (или других MVC-фреймворков); Отличное знание языка запросов SQL (MySQL, MS SQL); Отличное знание JavaScript (AJAX, фреймворк jQuery), XML, JSON, HTML, CSS; Опыт работы с системой контроля версий GIT; Умение быстро разбираться в чужом коде; Наличие успешно реализованных проектов, примеров кода, резюме; Выполнить тестовое задание; Пройти два этапа собеседований; Твёрдые знания принципов и технологий работы Веб-сайтов; Усидчивость, внимательность, самостоятельность; Умение работать в команде.  ПРИВЕТСТВУЕТСЯ:  Высшее техническое образование; Опыт разработки высоконагруженных приложений; Опыт написания автоматических тестов (Unit, functional и т.п.); Работа с NoSql БД (Redis, MongoDb); Опыт интеграции различных систем, посредством API, в т.ч. написание собственных API; Знания в области администрирования web-серверов.    УСЛОВИЯ:  Работа в офисе на период испытательного срока: Москва, Проспект Андропова,БЦ Нагатинский, м. Коломенская. Возможность удаленного прохождения испытательного срока; После прохождения испытательного срока: работа в офисе или удалённая работа; Оформление: по ТК РФ; Испытательный срок: 3 месяца; Заработная плата: от 95 000 руб.; График работы: 5/2, 09.00-18.00 или 10.00-19.00 ";Опыт работы по направлению от 3-х лет. Отличное знание PHP и основных принципов ООП. Понимание и применение на практике...;Командная работа над проектами на базе фреймворка Yii1/Yii2. Участие в разработке высоконагруженных проектов.;;" MySQL; Git;PHP; ООП; PostgreSQL";389;0.0;PHP;1;0;0;1;0;0;0;1;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
