; 1С: Бухгалтерия; 1C: Бухгалтерия; Java; Android SDK; ООП;Java; C++;Python; HTML; CSS3; vue;PostgreSQL; Redis; C#;C#;C++;SQL; Delphi; Diasoft;Разработка, сопровождение и реинжиниринг программного обеспечения Компании.;JavaScript; AngularJS; TypeScript; Bootstrap;HTML5; MongoDB; MySQL;Разрабатывать высоконагруженные системы в банковском и страховом секторе в роли fullstack Java <highlighttext>разработчика</highlighttext>. Осуществлять интеграцию продукта с различными внешними системами. ;Разработка высоконагруженных сервисов. Разработка новых сервисов и оптимизация существующих компонентов.; PHP; Objective-C; Swift;Objective-C; iOS SDK; swift; Spring Framework; Atlassian Jira;Spring Framework;PHP; Yii; Oracle Pl/SQL;, &quot;CSS; Графический дизайн; Python;Разработка и сопровождение. Работа в команде над интересным проектом. Использование git, jira, pycharm, webstorm и других инструментов.;разработка программного обеспечения для программируемого логического контроллера (PLC), для верхнего уровня (HMI – панели оператора, SCADA – системы). - участие в подготовке документации...;Участие в доработке системы в качестве консультанта SAP ABAP. Разработка и поддержка модулей SD, MM, FI, HR, CRM. ;Разработка инструментов для оптимизации создания рекламных материалов в рекламных системах.;1C_key_skills;group;predicted_group;factual_group;gr
10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
14;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
16;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
18;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1.0;0.0;0;0.0;0.0;0.0;1.0;0;0;1.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;14;0;1C
22;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;11;0;1C
24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;11;0;1C
25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;11;0;1C
27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
31;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
36;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;1.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;1.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;10;0;1C
37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
40;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
43;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
44;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
55;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;11;0;1C
57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;11;0;1C
58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
60;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
65;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
68;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;11;0;1C
70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;1.0;0;0;0;1C
71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;11;0;1C
