;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; CSS; JavaScript; HTML; HTML5;JavaScript; Git; CSS3; Node.js; ООП; React; jQuery; Ajax; Redux; Кроссбраузерная верстка; Frontend;HTML; webpack;Git; Vue; Sass;Другие навыки
10;40;Frontend-разработчик в Tripster (Vue, Webpack, SSR);7.0;4.0;Трипстер;2019-12-11T13:57:04+0300;Ищем сильного frontend-разработчика с опытом работы над массовыми интернет-сервисами Мы – Tripster. Делаем необычные экскурсии с местными жителями в 500+ городах мира.  Мы интернет-сервис, все бронирования экскурсий происходят через наш сайт, путешественники связываются напрямую с гидами Большие: каждый месяц на наши экскурсии ходит больше 30 000 человек Делаем классный продукт, за что нас любят путешественники  Задачи Предстоит заниматься построением фронтенда системы бронирования экскурсий мирового уровня. У нас много разных непростых интерфейсов – фильтры, сложные формы, календари доступности, чаты гида и путешественника, поиск, поисковые выдачи etc. Требования  Отличный JavaScript, от двух лет разработки на Vue, React или Angular (у нас Vue)  Webpack, SSR   HTML/CSS, верстка   Git   Плюсом будут знание Pug, Sass, Backbone   Что предлагаем  Работу в небольшой, но быстрой и сильной команде Сложные и интересные задачи Фул-тайм в нашем московском офисе в 10 минутах от ст.м. Добрынинская/Павелецкая Занятость 5/2, адекватную вам и рынку зарплату   ;;Ищем сильного frontend-<highlighttext>разработчика</highlighttext> с опытом работы над массовыми интернет-сервисами. Отличный JavaScript, от двух лет разработки на Vue, React...;Предстоит заниматься построением фронтенда системы бронирования экскурсий мирового уровня. У нас много разных непростых интерфейсов – фильтры, сложные формы, календари доступности...;"JavaScript; Git; vue.js; webpack; HTML; CSS; Sass; Pug; SSR; Node.js";140;0.16666666666666666;Frontend;1;0;0;1;0;0;1;0;1;0;0;0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0
11;42;Front-end разработчик;8.0;4.0;ВебМани.Ру;2019-12-10T15:52:13+0300;Обязанности: 1. Разработка клиентской части web-приложений 2. Поддержка и частичный рефакторинг существующего кода   Требования и пожелания: 1. JavaScript, js-фреймворки 2. HTML5, CSS3, опыт кроссбраузерной верстки 3. Знание систем управления версиями файлов (GIT) 5. Готовность разбираться в чужом коде   Ключевые навыки: - Обязательные: Angular, Vanilla JS, HTML5, CSS3, SPA, AJAX, кроссбраузерная верстка, адаптивная верстка - Желательные: GIT, Gulp, npm / Yarn, Bower, SignalR, REST     Личные качества: 1.Ответственность, самостоятельность, увлечённость профессией 2. Умение строить правильную программную архитектуру 3. Открытость к новым технологиям 4. Исполнительность 5. Стремление к повышению профессионального уровня / самосовершенствованию / профессиональному росту / развитию   Условия: 1. Полный рабочий день c гибким подходом 2. Офис расположен рядом с м. Шаболовская 3. Оформление согласно ТК РФ 4. Стартовая зарплата в зависимости от опыта 5. Работа в команде 6. Испытательный срок 1 месяца  ; 1. Полный рабочий день c гибким подходом 2. Офис расположен рядом с м. Шаболовская 3. Оформление согласно ТК РФ 4. Стартовая зарплата в зависимости от опыта 5. Работа в команде 6. Испытательный срок 1 месяца  ;2. HTML5, CSS3, опыт кроссбраузерной верстки. 3. Знание систем управления версиями файлов (GIT). 5. Готовность разбираться в чужом...;1. Разработка клиентской части web-приложений. 2. Поддержка и частичный рефакторинг существующего кода. 1. JavaScript, js-фреймворки.;"Angular; VanillaJS; HTML5; CSS3; SPA; Ajax; Кроссбраузерная верстка; Адаптивная верстка; JavaScript";142;0.3333333333333333;Frontend;1;0;1;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
12;50;Front-end разработчик JavaScript;5.0;4.0;Два Облака;2019-12-10T13:47:45+0300;"Требуется JavaScript-разработчик сервиса проектирования и расчета инженерных систем HVACR (Heating, Ventilation, Air conditioning, Refrigeration). Сервисом ежедневно пользуются более тысячи сотрудников заводов-производителей оборудования, более 10000 сотрудников проектных и монтажных организаций. Обязанности:  Разработка Front-end части крупного web-приложения для проектирования инженерных систем зданий в браузере, см видео на hvacr.cloud; Написание модулей с новым функционалом и встраивание их в текущие проекты; Поддержка и рефакторинг существующего кода (своего и чужого); Написание валидного читабельного кода; Документирование кода  Требования:  Уверенные знания JavaScript, ООП, наследование, замыкания, контекст, клиентская шаблонизация; Уверенные знания HTML5, CSS3, JQuery; Понимание архитектуры REST, знание HTTP протокола; Понимание и опыт работы с адаптивным дизайном; Понимание особенностей асинхронного программирования, замыкания; Опыт командной разработки Git; Знание базовой математики: векторы, графы, матрицы, интерполяция и прочее; Знание алгоритмов: бинарный поиск, рекурсия, сортировки, О-нотация и прочее; Знание базовых типов и структур данных: строка, целое число, вещественное число, списки, массивы, словари и прочее  Условия:  Достойная заработная плата по итогам собеседования; Дружелюбный коллектив; Офис в трех минутах от метро Свиблово; Просторное рабочее место ";"  Достойная заработная плата по итогам собеседования; Дружелюбный коллектив; Офис в трех минутах от метро Свиблово; Просторное рабочее место ";Уверенные знания JavaScript, ООП, наследование, замыкания, контекст, клиентская шаблонизация. Уверенные знания HTML5, CSS3, JQuery. Понимание архитектуры REST, знание...;Разработка Front-end части крупного web-приложения для проектирования инженерных систем зданий в браузере, см видео на hvacr.cloud. ;"jQuery; JavaScript; Git; ООП; HTML5; MySQL; Разработка ПО; SaaS; CSS3";150;0.3333333333333333;Frontend;1;0;0;1;0;0;1;0;1;0;0;0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
13;59;Фронтенд-разработчик HTML + Vue;0.0;4.0;ПИК-БРОКЕР;2019-12-11T15:38:42+0300;"Требуется опытный разработчик для создания большой информационной системы компании (в том числе BPM и CRM систем)Обязанности:  Участие в командной разработке; Участие в проектировании архитектуры приложения (фронтальная часть); Верстка под десктопные и мобильные устройства; Написание JS-кода как отдельного front-end проекта так и добавления динамики в существующие простые сайты: Внедрение результата своей работы (верстки + js) в код проекта; Интеграция со сторонними сервисами и плагинами; Тестирование кода и проверка его на соответствие требованиям; Самостоятельная нарезка дизайна; Работа с системой контроля версий (git);  Требования:  Опыт работы от 5 лет; Опыт проектирования архитектуры приложения; Уверенные знания HTML5 и CSS3; Понимание ES5, ES6 и jQuery Уверенные знания VueJS; Глубокое понимание возможностей современных браузеров; Умение внедрять результат своей работы (верстку + js) в код проекта; Организованность и соблюдение договоренностей; Умение нести ответственность за свои решения и действия; Знание английского языка на уровне чтения технической документации;  Дополнительные пожелания к кандидату:  Знакомство с Symfony4 и YII2 Умение правильно и полно взаимодействовать с PHP Опыт работы с VuetifyJS;  Условия:  Удаленная работа с возможностью выбрать график; Привязка к московскому часовому поясу; Достойная оплата с возможностью роста; ";"  Удаленная работа с возможностью выбрать график; Привязка к московскому часовому поясу; Достойная оплата с возможностью роста; ";Опыт работы от 5 лет. Опыт проектирования архитектуры приложения. Уверенные знания HTML5 и CSS3. Понимание ES5, ES...;Участие в командной разработке. Участие в проектировании архитектуры приложения (фронтальная часть). Верстка под десктопные и мобильные устройства. Написание JS-кода...;"CSS3; HTML5; VueJS; VuetifyJS";159;0.16666666666666666;Frontend;1;0;0;1;0;0;0;1;1;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14;70;Frontend-разработчик (html и javascript);3.0;2.0;Avenue-pro;2019-12-12T12:02:03+0300;"Обязанности:  Разработка проектов (front-end части) с нуля; доработка существующих проектов; кроссбраузерная и адаптивная верстка HTML5/CSS3.  Требования:  Опыт работы по специальности от 2-х лет VUE.js, React - желательно (или другая аналогичная библиотека) JS, HTML5, CSS3 - обязательно  Условия:  график с 13:00 до 21:00 (пятидневка) офис м. Семеновская оклад по итогам собеседования (60 000 - 100 000 на руки)   ";  график с 13:00 до 21:00 (пятидневка) офис м. Семеновская оклад по итогам собеседования (60 000 - 100 000 на руки)   ;Опыт работы по специальности от 2-х лет. VUE.js, React - желательно (или другая аналогичная библиотека). JS, HTML5, CSS3...;Разработка проектов (front-end части) с нуля. Доработка существующих проектов. Кроссбраузерная и адаптивная верстка HTML5/CSS3.;"CSS3; HTML5; jQuery; Кроссбраузерная верстка";170;0.0;Frontend;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
15;72;Начинающий Web – разработчик (Node.JS, JS);1.0;1.0;Студия Ремонтов;2019-12-11T00:56:07+0300;"Сейчас нам в команду требуется начинающий разработчик с хорошими теоретическими знаниями и небольшим опытом разработки, имеющий желание развиваться в области WEB разработки. Проверять знания мы будем как на собеседовании, так и при помощи тестового задания. Обязанности:  Участие в разработке модулей информационной системы, начиная с проектирования логики, заканчивая кодингом и развертыванием; Поддержка и рефакторинг текущего кода;  Обязательны:  Хорошее владение JS (jQuery); Хорошее знание HTML и CSS;  Опыт работы с Node JS Опыт работы с Базами данных, желательно NoSQL Желание расти и развиваться.  Желательны:  Опыт адаптивной верстки; Знания современных технологий разработки; Опыт клиентской, серверной разработки для WEB; Умение работать с Git. Умение работать с AWS. Умение работать с Heroku  Помимо опыта нам важны:  Ответственность; Самостоятельность; Организованность.  Условия:  Полный рабочий день СТРОГО В ОФИСЕ; График работы: 5/2 с 10 до 18; Современный офис в Москва-сити; Бесплатный классный кофе, чай, сладости. ";"  Полный рабочий день СТРОГО В ОФИСЕ; График работы: 5/2 с 10 до 18; Современный офис в Москва-сити; Бесплатный классный кофе, чай, сладости. ";Хорошее владение JS (jQuery). Хорошее знание HTML и CSS. Опыт работы с Node JS. Опыт работы с Базами данных, желательно...;Участие в разработке модулей информационной системы, начиная с проектирования логики, заканчивая кодингом и развертыванием. Поддержка и рефакторинг текущего кода.;"jQuery; MongoDB; CSS; HTML; JavaScript; Node.js; Ajax";172;0.16666666666666666;Frontend;1;1;0;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
16;75;Junior Front-End разработчик;2.0;4.0;amoCRM;2019-12-10T13:02:31+0300;О компании: amoCRM - это SaaS-продукт, который позволяет автоматизировать работу отделов продаж для малого и среднего бизнеса. Мы разрабатываем и продаем передовые продукты для учета клиентов и потенциальных продаж (CRM), помогаем нашим клиентам вести их бизнес. Сервисом пользуется более 10 тыс. компаний в различных странах мира: Россия, СНГ, США, Европа, Австралия, Канада и пр. В числе наших клиентов такие бренды как: Mail.Ru Group, Яндекс, Re:Store, Деловой мир, Аргументы и Факты, Radio Records, Love Radio, БКС и другие. Кого мы ищем:  Начинающего frontend-разработчика (JavaScript + CSS + HTML) на разработку новых частей системы. Человека, которому нравится работать над интересными задачами и искать новые решения.  Для чего ищем:   Работа над нашим основным продуктом, CRM-системой с большим количеством интерфейсов: списки, воронки, карточки с динамическим таймлайном событий, почта, аналитика (работа с графикой) и прочие.   Комплексное решение задач на фронте от верстки отдельных UI-компонентов, до проработки взаимодействия с API микро-сервисов.   Участие как в разработке новых частей системы, так и поддержке уже существующих.   Требования:  Базовые знания JavaScript. Pixel-perfect и адаптивная верстка. Умение работать в команде. Желание учиться и расти вместе с командой.  От нас:  Работа на интересном международном проекте (офисы - в России и в США) в технически сильной команде. Офис в центре Москвы ст. м. Таганская, 5 минут от метро. Быстрый профессиональный рост при вашем желании работать. Внутренние собрания разработчиков, с обсуждением решений задач для обмена опытом и технического развития каждого участника команды. Нет бюрократии, дресс-кода. Печеньки, чай, кофе. Оформление по ТК с заведением трудовой книжки - оплачиваются отпуска и больничные, полностью белая зарплата (точные цифры обсуждаются с успешными кандидатами). ;;Базовые знания JavaScript. Pixel-perfect и адаптивная верстка. Умение работать в команде. Желание учиться и расти вместе с командой.;Начинающего frontend-<highlighttext>разработчика</highlighttext> (JavaScript + CSS + HTML) на разработку новых частей системы. Человека, которому нравится работать над интересными задачами...;"JavaScript; CSS; HTML5; Кроссбраузерная верстка";175;0.3333333333333333;Frontend;1;1;0;0;0;1;0;0;1;0;0;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;85;Frontend разработчик Python;3.0;3.0;АО НППКТ;2019-12-12T11:35:14+0300;"Обязанности:  Проектирование и разработка frontend части приложений Поддержка и оптимизация существующих проектов Адаптивная кросс-браузерная верстка    Требования:  Техническое образование Знание протокола HTTP Навыки работы с виртуальными машинами на платформах VirtualBox или подобных Уверенное знание HTML5, CSS3, js Опыт работы с Babel, webpack, sass Уверенное владение одного из фреймворков (ReactJS, Angular, ...) Умение разбираться в чужом коде Продвинутый пользователь Linux Технический английский — свободное чтение документации  Приветствуется:Опыт разработки высоконагруженных проектов;  Знакомство с целевыми ОС: Debian, семейство RedHat, Windows    Условия:  Оформление в соответствии с ТК РФ График работы 5/2, с 9.00 до 18.00 часов ДМС после испытательного срока Уровень заработной платы обсуждается с успешным кандидатом.   ";  Оформление в соответствии с ТК РФ График работы 5/2, с 9.00 до 18.00 часов ДМС после испытательного срока Уровень заработной платы обсуждается с успешным кандидатом.   ;Техническое образование. Знание протокола HTTP. Навыки работы с виртуальными машинами на платформах VirtualBox или подобных. Уверенное знание HTML5, CSS...;Проектирование и разработка frontend части приложений. Поддержка и оптимизация существующих проектов. Адаптивная кросс-браузерная верстка.;" CSS; JavaScript; HTML; HTML5;JavaScript";185;0.0;Frontend;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;94;Frontend разработчик;7.0;4.0;Фонд стратегического развития энергетики Форсайт;2019-12-11T16:12:48+0300;"Обязанности:  Проектирование архитектуры и разработка сложного фронтенда платформы IoT (Internet of Things), объединяющая системы мониторинга, анализа больших данных и интеллектуального управления энергетикой и энергетическими активами промышленных предприятий и объектов недвижимости. Платформа адаптирована под использование как аналитиками, требующими различную визуализацию больших массивов данных, так и руководителями направлений подключенных к ней предприятий и объектов, что с другой стороны налагает требования к простому и понятному отображению ключевой информации  Требования: Отличный JavaScript, от двух лет разработки на Vue, React или Angular (у нас Vue (VueJS 2 с Vuex, vue-router; Vuetify, Quasar)) • HTML/CSS, верстка • Понимание RESTFul, JSON, Websocket • опыт работы с Webpack, npm • Разработка с учетом требований собственной Дизайн-системы (ее адаптация и доработка при необходимости) • Разработка проектов (frontend-части) с нуля • Понимание принципов работы современных front-end и back-end фреймворков • Опыт командной разработки • Опыт разработки SPA приложений • Работа с Git • Желательно наличие примеров собственных работ";;Отличный JavaScript, от двух лет разработки на Vue, React или Angular (у нас Vue (VueJS 2 с Vuex, vue-router...;Проектирование архитектуры и разработка сложного фронтенда платформы IoT (Internet of Things), объединяющая системы мониторинга, анализа больших данных и интеллектуального управления...;"AngularJS; Git; JavaScript; CSS; HTML";194;0.16666666666666666;Frontend;1;0;0;1;0;1;0;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
19;6;Frontend-разработчик (Vue);4.0;4.0;Qavala;2019-12-10T17:24:53+0300;Qavala - платежный сервис, поддерживающий операции с долларами, евро, фунтами с возможностью выпуска пластиковой карты. Мы опытная команда выпускников из МГУ, МФТИ и МГТУ запустили сервис объединяющий на одной платформе валюты, акции, залоговое кредитование и собственную торговую площадку для трейдинга. У нас большое количество идей, как сделать наш сервис еще удобнее и помочь пользователям покупать и использовать финансовые инструменты еще удобнее и быстрее. В нашей команде ты можешь высказать свою идею по улучшению продукта и реализовать ее.   Каждый день нужно: • Активно участвовать в процессе разработки, начиная с проектирования и заканчивая запуском и поддержкой. • Исследовать и улучшать производительность приложений. Наш кандидат:  Опыт разработки Vue от 1 года. Умеет качественно и эффективно программировать, используя существующие наработки и с прицелом на результат Имеет навыки сложной кроссбраузерной верстки с использованием HTML/CSS, JavaScript. Знает системы сборки web pack, системы контроля версий (Git) Умеет быстро и качественно делать удобный интерфейс Будет плюсом знание node.js Имеет законченные проекты.  Мы предлагаем:  Интересные и непростые задачи Зарплату от 80 000 руб , все зависит от Ваших умений Комфорт: Рабочее место в современном офисе около м. Павелецкая.   ;  Интересные и непростые задачи Зарплату от 80 000 руб , все зависит от Ваших умений Комфорт: Рабочее место в современном офисе около м. Павелецкая.   ;Опыт разработки Vue от 1 года. Умеет качественно и эффективно программировать, используя существующие наработки и с прицелом на результат. ;Qavala - платежный сервис, поддерживающий операции с долларами, евро, фунтами с возможностью выпуска пластиковой карты. Активно участвовать в процессе разработки, начиная...;"Git; Vue; JavaScript; ES6; HTML5; CSS3; Node.js";206;0.16666666666666666;Frontend;1;0;1;0;0;1;0;0;1;0;0;0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
20;11;Программист (Front-end);4.0;4.0;Pac Group;2019-12-10T09:05:13+0300;"  В лидирующем туроператоре PAC GROUP, открыта вакансия Программист – (Front-end). PAC GROUP- туроператор по Европе, существует и успешно развивается на российском рынке туризма уже 29 лет. На данный момент численность компании составляет больше 500 человек, мы ведем работу в Москве, в 23 регионах по России, а так же в зарубежных представительствах. Условия:    Офис расположен в самом центре Москвы, в 1 минуте ходьбы от ст.м. Китай город; В офисе есть кухня, и зона отдыха; Кандидата ищем в связи с большим количеством задач. Есть сильный Тeam Lead, который введет в курс дела, и не оставит в сложных рабочих ситуациях; В команде 7 разработчиков, существует четкое распределение задач; Оплата: Оклад – 180 тысяч рублей на руки, плюс KPI – 20% от оклада ежемесячно; Оформление в соответствии с Трудовым законодательством с первого рабочего дня; Оплата больничных и отпусков (28 календарных дней); Испытательный срок 3 месяца, но по результату вашей успешной работы, может сократиться до месяца; Хорошие условия по ДМС; График работы: 5/2 - время начала и окончания рабочего дня обсуждается; возможен удаленный формат работы, с возможностью периодически присутствовать в офисе после полугода работы в компании.    Должностные обязанности:    Разработка и адаптивная верстка пользовательских интерфейсов вебсайтов; Программирование на JavaScript / TypeScript (ES2015+); Тестирование и оптимизация интерфейсов.    Требования:    Опыт работы от 3 х лет в сфере web-технологии; Отличные знания JavaScript (TypeScript), JQuery, Ajax, JSON, CSS (LESS), HTML Кроссбраузерная, валидная верстка (IE 11+); Знание и опыт работы с фреймворком Vue; Знание и опыт работы с Webpack, Gulp; Владение графическими редакторами (Photoshop, Illustrator и т.д.); Владение английским языком на уровне переписки.    Ждем вас в нашу команду!  ";"    Офис расположен в самом центре Москвы, в 1 минуте ходьбы от ст.м. Китай город; В офисе есть кухня, и зона отдыха; Кандидата ищем в связи с большим количеством задач. Есть сильный Тeam Lead, который введет в курс дела, и не оставит в сложных рабочих ситуациях; В команде 7 разработчиков, существует четкое распределение задач; Оплата: Оклад – 180 тысяч рублей на руки, плюс KPI – 20% от оклада ежемесячно; Оформление в соответствии с Трудовым законодательством с первого рабочего дня; Оплата больничных и отпусков (28 календарных дней); Испытательный срок 3 месяца, но по результату вашей успешной работы, может сократиться до месяца; Хорошие условия по ДМС; График работы: 5/2 - время начала и окончания рабочего дня обсуждается; возможен удаленный формат работы, с возможностью периодически присутствовать в офисе после полугода работы в компании.    Должностные обязанности:    Разработка и адаптивная верстка пользовательских интерфейсов вебсайтов; Программирование на JavaScript / TypeScript (ES2015+); Тестирование и оптимизация интерфейсов.    Требования:    Опыт работы от 3 х лет в сфере web-технологии; Отличные знания JavaScript (TypeScript), JQuery, Ajax, JSON, CSS (LESS), HTML Кроссбраузерная, валидная верстка (IE 11+); Знание и опыт работы с фреймворком Vue; Знание и опыт работы с Webpack, Gulp; Владение графическими редакторами (Photoshop, Illustrator и т.д.); Владение английским языком на уровне переписки.    Ждем вас в нашу команду!  ";Опыт работы от 3 х лет в сфере web-технологии. Отличные знания JavaScript (TypeScript), JQuery, Ajax, JSON, CSS (LESS), HTML. ;Разработка и адаптивная верстка пользовательских интерфейсов вебсайтов. Программирование на JavaScript / TypeScript (ES2015+). Тестирование и оптимизация интерфейсов.;"JavaScript; jQuery; Less; CSS; HTML";211;0.3333333333333333;Frontend;1;0;0;1;0;0;1;0;1;0;0;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
21;19;Junior Fronted Developer;2.0;2.0;Изибук;2019-12-09T17:23:32+0300;"Обязанности: - Написания отдельных функций; - Верстка Требования: - Желательно знания CSS, React или Vue, NodeJS  Адекватно относиться к критике. Желание учиться; Умение работать с документацией.  Условия:  Работа в офисе; ст. метро Парк Культуры (3 минуты пешком); График работы: 5/2 Пн-пт с 9:00 до 19:00 (обсуждается); Своевременная выплата заработной платы; Работа в соответствии с ТК; Перспективы профессионального роста. ";"  Работа в офисе; ст. метро Парк Культуры (3 минуты пешком); График работы: 5/2 Пн-пт с 9:00 до 19:00 (обсуждается); Своевременная выплата заработной платы; Работа в соответствии с ТК; Перспективы профессионального роста. ";Желательно знания CSS, React или Vue, NodeJS. Адекватно относиться к критике. Желание учиться. Умение работать с документацией.;Написания отдельных функций. - Верстка.;"CSS; Грамотность; Корпоративная этика; JavaScript";219;0.3333333333333333;Frontend;1;1;0;0;0;0;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
22;29;Frontend-разработчик;3.0;8.0;24Н Софт;2019-12-08T18:49:14+0300;"Мы специализируемся на разработке программного обеспечения больших, высоко-нагруженных и производительных систем, созданием сервисов и клиентских приложений. Обязанности:Разработка и поддержка сайтов, веб-приложений.Требования:* опыт работы не менее 1 года;* любовь к решению сложных задач;* желание работать в коллективе единомышленников;* решение тестового задания (для junior и middle);* опыт коммерческой разработки;* прохождение личного собеседования; только граждане РФ.Используем в работе:* JavaScript;* TypeScript;* ReactJS;* AJAX;* HTML5;* CSS3;* SASS;* GIT;* WebStorm.Условия:* оформление по ТК;* комфортный офис;* персональный гибкий график;* бизнес-ланч в ресторане БЦ;* еженедельное посещение спортзала. Любые виды удалённой работы не рассматриваем.            ";"* оформление по ТК;* комфортный офис;* персональный гибкий график;* бизнес-ланч в ресторане БЦ;* еженедельное посещение спортзала. Любые виды удалённой работы не рассматриваем.            ";опыт работы не менее 1 года. * любовь к решению сложных задач. * желание работать в коллективе единомышленников. * решение тестового задания (для...;Разработка и поддержка сайтов, веб-приложений. Используем в работе:;" CSS; JavaScript; HTML; HTML5;JavaScript";229;0.5;Frontend;1;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;31;Программист на React / Javascript (Frontend developer / Фронтенд разработчик);6.0;4.0;Адвего;2019-12-10T08:54:08+0300;"Привет. Меня зовут Сергей, компания Адвего. Мы - лидирующая система в рунете по покупке/продаже контента. Мы расширяемся, у нас новые планы, мы не успеваем делать функционал, поэтому ищем в команду опытного профессионального разработчика на ReactJS, отлично знающего javascript, html и css, понимающий все аспекты удобного и качественного интерфейса. У нас современный стэк, интересная работа и интересный проект. Если вы неопытный, но гениальный разработчик - тоже пишите. Предстоит интересная работа в команде разработчиков, работа над большим проектом - разработка клиентской части сайта.   Требования:  отличное знание React, Redux; отличное знание JavaScript; отличное знание HTML5/CSS3; знание ES 6, 7, 8, 9; умение работать со сборщиками (Webpack); понимание функционального программирования; уверенное понимание принципов ООП; умение работы в команде разработчиков (git, redmine и т.п.; работа с ветками, решение конфликтов); высшее техническое образование.  Обязанности: Основная задача - разработка клиентской части системы на React + JSON:API на основе готового UI/UX.  разработка новых компонентов; верстка для desktop и мобильных браузеров; участие в разработке и внедрении новых сервисов и технологий; взаимодействие с командой backend-разработчиков; дополнение и разработка общего style guide компании; оптимизация работы текущего UI.    От нас:  работа на полный рабочий день в офисе в Москве, в одной минуте ходьбы от метро/МЦК Окружная, и в 7 минутах от метро Владыкино / Петровско-Разумовская; заработная плата - от 130 тысяч рублей, определяется по результатам собеседования на основе знаний, умений и опыта.    Дополнительно:  сильная профессиональная команда разработчиков; ваше участие в принятии технологических решений по дальнейшему развитию проекта; профессиональный рост; необходимое для работы оборудование (linux/mac os/windows); бесплатные обеды; удобный график работы - c 8, 9 или 10 утра.  Обязательно указывайте в сопроводительном письме ссылки на проекты и исходные коды, где можно в достаточной мере оценить ваш код. Ждем ваше резюме.----------------------  Мы ищем работника на полный рабочий день в офисе в Москве. Удаленную работу не рассматриваем ни в каком виде. Спасибо. ";;"Понимание функционального программирования. Уверенное понимание принципов ООП. Умение работы в команде <highlighttext>разработчиков</highlighttext> (git, redmine и т.п.; работа с ветками...";Участие в разработке и внедрении новых сервисов и технологий. Взаимодействие с командой backend-<highlighttext>разработчиков</highlighttext>. Дополнение и разработка общего style guide...;"CSS; CSS3; HTML5; JavaScript; ООП; ReactJS; Sass; Redux; HTML; React; фронтенд; Frontend";231;0.3333333333333333;Frontend;1;0;0;1;0;0;1;0;1;0;0;0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0
24;36;Web-разработчик / Front, JS;2.0;2.0;Флекскор;2019-12-11T18:15:16+0300;Удаленная работа не рассматривается!!! Требуется сотрудник в офис. Обязанности:  Интеграции готовых шаблонов / дизайн-макетов с функционалом CMS Поддержка и доработка текущих проектов Верстка сервисов, порталов и мобильных приложений (Ionic View 3)  Требования:  Отличные Знания Html5 + Сss3 Javascript (хорошие знания, jQuery, AJAX) Знания Adobe Illustrator, Photoshop (на уровне нарезать) Знания PHP5-7, MySQL, Front-End Frameworks как преимущество Желание развиваться в сфере IT  Условия:  Система контроля версий (Git Lab), Динамично развивающаяся компания, Инновационные, прогрессивные проекты, Дружный коллектив, Чай, кофе, печеньки и музыка, Понедельник-пятница с 10-00 до 19-00 ;  Система контроля версий (Git Lab), Динамично развивающаяся компания, Инновационные, прогрессивные проекты, Дружный коллектив, Чай, кофе, печеньки и музыка, Понедельник-пятница с 10-00 до 19-00 ;Отличные Знания Html5 + Сss3. Javascript (хорошие знания, jQuery, AJAX). Знания Adobe Illustrator, Photoshop (на уровне нарезать). ;Интеграции готовых шаблонов / дизайн-макетов с функционалом CMS. Поддержка и доработка текущих проектов. Верстка сервисов, порталов и мобильных приложений (Ionic...;"HTML5; CSS3; PHP5; jQuery; MySQL; Ajax; Git; Vue.js; Ionic View";236;0.0;Frontend;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
