;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; C#;C#;C++; ООП; ASP.NET; MS SQL; Git; C++; Entity Framework; .NET Framework; Linux; SQL; STL;.NET Framework; MS SQL Server; Qt; MVC; .NET Core; LINQ; MS Visual Studio;Другие навыки
93;16;Middle developer C#;2.0;4.0;ИнСистем;2019-12-11T09:13:14+0300;Основные обязанности:  Разработка высоконагруженных систем. Поддержка и сопровождение текущих проектов.  Для нас важно: :  Опыт разработки более 2х лет. Знание C#, RabbitMQ, LINQ, Git, MySQL, MongoDB, WCF, .NET Framework Опыт работы с реляционными базами данных.  Будет плюсом:  Опыт: Mysql, MongoDB, RabbitMQ, ClickHouse, ElasticSearch. Знания: Machine Learning, Blockchain technology, математическая статистика и теория вероятностей.  Мы предлагаем:  Итоговый уровень ЗП зависит от пожеланий и профессионально уровня кандидата. Комфортный, современный офис. Оформление по ТК РФ. Гибкое начало рабочего дня. Интересные и сложные и задачи. Удобное, оборудованное всем необходимым, рабочее место. Перспективы материального и профессионального роста. Корпоративные обеды + безлимитные: чай, кофе. Современный подход к управлению, постановке задач, процессам. ;Опыт разработки более 2х лет. Знание C#, RabbitMQ, LINQ, Git, MySQL, MongoDB, WCF, .NET Framework. Опыт работы с реляционными...;Разработка высоконагруженных систем. Поддержка и сопровождение текущих проектов.;".NET Framework; C#; LINQ; SQL; WPF";  Итоговый уровень ЗП зависит от пожеланий и профессионально уровня кандидата. Комфортный, современный офис. Оформление по ТК РФ. Гибкое начало рабочего дня. Интересные и сложные и задачи. Удобное, оборудованное всем необходимым, рабочее место. Перспективы материального и профессионального роста. Корпоративные обеды + безлимитные: чай, кофе. Современный подход к управлению, постановке задач, процессам. ;816;0.034482758620689655;C#_C++;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
94;17;Математик-программист С++;3.0;3.0;Бриксис Текноледжис Раша;2019-12-10T06:57:56+0300;Активно развивающийся российский центр разработки Bricsys (часть международной мультибрендинговой группы Hexagon с годовым оборотом 3 млрд евро) ищет талантливых программистов, готовых применить на практике знания математики при разработке инновационного ПО для инженеров и архитекторов. Познакомим с предметной областью, гарантируем интересные творческие задачи. Опыт промышленного программирования не обязателен - мы рассматриваем и студенческие резюме с примерами оригинального кода на С++. Обязанности:  участие в коллективной разработке BricsCAD, популярной системы автоматизации проектных работ (САПР) в архитектурно-строительной и машиностроительной областях разработка конечно-пользовательских инструментов параметрического и прямого моделирования трёхмерных тел и поверхностей, генерации чертёжных видов по трёхмерным моделям реализация эффективных алгоритмов, создание и тестирование нового кода сопровождение существующего кода  Требования:  уверенные базовые знания С++ , см. например B. Stroustrup: The C++ Programming Language (4th Edition) хорошая математическая подготовка: аналитическая геометрия, дискретная математика технический английский (устно и письменно)  Будет плюсом:  опыт промышленного программирования в составе команды разработчиков, знание процессов коллективной разработки ПО, владение средствами разработки, системами контроля версий опыт самостоятельного проектирования программных архитектур и организации межмодульного взаимодействия в рамках программного приложения опыт работы с библиотеками STL (контейнеры, алгоритмы, multithreading), boost, wxWidgets, знание шаблонов проектирования (Gang of Four) опыт разработки коммерческого ПО, обрабатывающего большие объёмы данных в реальном времени (САПР, ГИС, СУБД) опыт разработки вычислительных библиотек и приложений машинной графики опыт разработки параллельных алгоритмов и многопоточных приложений желание и умение разбираться с существующим кодом  Условия:  официальное трудоустройство (бессрочный трудовой договор, ведение трудовых книжек) конкурентная зарплата, выплачиваемая на 100% в белую со всеми положенными страховыми отчислениями ежегодная индексация зарплаты по итогам переаттестации возможности карьерного роста в рамках интенсивно развивающейся международной компании просторный современный офис в башне Технопарка Новосибирского Академгородка охраняемая парковка, напитки и закуски за счёт компании пять недель оплачиваемого отпуска в год ;Технический английский (устно и письменно). Опыт промышленного программирования в составе команды <highlighttext>разработчиков</highlighttext>, знание процессов коллективной разработки ПО, владение средствами разработки...;Участие в коллективной разработке BricsCAD, популярной системы автоматизации проектных работ (САПР) в архитектурно-строительной и машиностроительной областях. Разработка конечно-пользовательских...;" C#;C#;C++; ООП; ASP.NET";  официальное трудоустройство (бессрочный трудовой договор, ведение трудовых книжек) конкурентная зарплата, выплачиваемая на 100% в белую со всеми положенными страховыми отчислениями ежегодная индексация зарплаты по итогам переаттестации возможности карьерного роста в рамках интенсивно развивающейся международной компании просторный современный офис в башне Технопарка Новосибирского Академгородка охраняемая парковка, напитки и закуски за счёт компании пять недель оплачиваемого отпуска в год ;817;0.06896551724137931;C#_C++;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;22;Junior C++ разработчик алгоритмов геометрического моделирования;1.0;2.0;Ледас;2019-12-12T08:31:16+0300;Компания ЛЕДАС хорошо известна на международном рынке как ведущий разработчик САПР и инженерного ПО. Мы занимаемся наукоёмким программированием, разрабатываем продвинутые алгоритмы и уникальные приложения. География наших партнёров обширна, как обширна и область наших интересов. Нам нужен Программист на языке C++ для разработки и реализации алгоритмов вычислительной геометрии моделирования 3D тел в машиностроении и архитектуре и обработки сеточного представления поверхностей в области цифровой медицины. В качестве кандидатов мы готовы рассмотреть студентов без опыта работы в промышленной разработке ПО, имеющих хорошую математическую подготовку и уверенное владение C++. Для начинающих проект будет отличной школой: даст возможность узнать изнутри как устроена математика CAD приложений. Для более опытных разработчиков проект станет серьёзным вызовом: в разрабатываемом функционале будет необходимо сочетать высокое качество, отличную производительность, разумное потребление памяти, кроссплатформенность, при этом следить за чистотой кода и поддерживать работоспособность на тестовой базе размером до нескольких тысяч сценариев. Требования   Высшее техническое образование или обучение на последних курсах   Знание C++   Понимание и применение принципов ООП   Хорошее знание и понимание математики: аналитической геометрии, алгоритмов на графах, численных методов, мат. анализа   Плюсом будет Знание следующих технологий:   MS Visual Studio / GCC / CMake   Svn / Git / JIRA / Phabricator / Jenkins / TeamCity / Nunit / TestComplete / TestLink   C# / Python / JavaScript / TypeScript   OpenGL / DirectX / WebGL / three.js   Qt / WPF / WCF   Опыт программирования микроконтроллеров / станков с ЧПУ / CNC   Будет не лишним   Знание английского языка   Опыт работы с CAD-приложениями   Условия   Уютный и современный офис в технопарке Академгородка   Официальное трудоустройство согласно ТК РФ, белая зарплата, оплачиваемые больничные и отпуск   Полная (предпочтительно) или частичная занятость, гибкий график, возможность частично удаленной работы   Кофе, чай, конфеты, бутерброды и фрукты на кухне   Частичная компенсация затрат на спорт и изучение английского языка   Молодой дружный коллектив, играем в настольный теннис, знаем про Scrum/Agile и всё остальное, каждый пятый сотрудник - кандидат наук  ;В качестве кандидатов мы готовы рассмотреть студентов без опыта работы в промышленной разработке ПО, имеющих хорошую математическую подготовку и уверенное...;Для более опытных <highlighttext>разработчиков</highlighttext> проект станет серьёзным вызовом: в разрабатываемом функционале будет необходимо сочетать высокое качество, отличную производительность, разумное потребление...;C++;;822;0.0;C#_C++;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;24;Программист C#/MS SQL;3.0;3.0;Брокеркредитсервис;2019-12-10T12:05:56+0300;"Финансовая группа БКС занимает лидирующие позиции во многих сегментах российского финансового рынка, и наши информационные системы ежедневно обрабатывают миллионы сделок, совершаемых на различных торговых площадках. Мы ищем сильных разработчиков для развития высоконагруженного сервиса обработки данных, отвечающего всем требованиям быстро меняющегося бизнеса.   Требования:  опыт разработки приложений с использованием .NET(C#)/MS SQL от 2 года; уверенное знание принципов OOP, SOLID. Умение применять их на практике; аналитический склад ума; активная жизненная позиция.  Дополнительным плюсом будет:  опыт проектирование приложений «с нуля»; опыт проектирования высоконагруженных сервисов; участие в проектах по созданию ETL/MDM решений; наличие примеров исходного кода.  Обязанности:  взаимодействие с ИТ и бизнес специалистами для совместного создания требований к системе; проектирование ядра и компонентов системы с учетом нефункциональных требований; управление группой разработчиков в рамках реализации функциональных блоков системы: декомпозиция и планирование работы, постановка задач разработчикам и контроль выполнения; контроль качества кода и соблюдения архитектурных стандартов.  Условия:  конкурентный уровень заработной платы (обсуждается по итогам собеседования); оформление согласно ТК РФ; возможности профессионального и личного роста; расположение офиса - м. Площадь Ленина льготное приобретение фитнеса в компании Фитнес клуб Европа; X-FIT; обучение английскому языку со скидкой прямо в офисе и дистанционно; корпоративная столовая в офисе.   ";Опыт разработки приложений с использованием .NET(C#)/MS SQL от 2 года. Уверенное знание принципов OOP, SOLID. Умение применять их...;Управление группой <highlighttext>разработчиков</highlighttext> в рамках реализации функциональных блоков системы: декомпозиция и планирование работы, постановка задач <highlighttext>разработчикам</highlighttext> и контроль выполнения. ;"MS SQL Server; .Net; ООП; C#";"  конкурентный уровень заработной платы (обсуждается по итогам собеседования); оформление согласно ТК РФ; возможности профессионального и личного роста; расположение офиса - м. Площадь Ленина льготное приобретение фитнеса в компании Фитнес клуб Европа; X-FIT; обучение английскому языку со скидкой прямо в офисе и дистанционно; корпоративная столовая в офисе.   ";824;0.06896551724137931;C#_C++;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
97;37;Программист С++;2.0;3.0;СибСенсор;2019-11-26T10:34:17+0300;"В приборостроительную компанию требуется программист С++, для участия в проекте по разработке распределённой системы термометрии на основе волоконной оптики. Обязанности:  Разработка графических интерфейсов для визуализации данных и настройки приборов; Разработка и реализация алгоритмов обработки данных; Разработка приложений для проведения испытаний приборов; Участие в исследованиях и экспериментах.  Требования:  С/С++; STL, multithreading; Git; Опыт работы c библиотекой Qt; Владение английским языком на уровне чтения технической документации; Умение работать в команде, предлагать, обсуждать, аргументировать.  Будет плюсом:  Знание скриптового языка, на пример Python, bash; Опыт работы с промышленными протоколами.  Условия:  Официальное трудоустройство, (официальная заработная плата); Испытательный срок - 2 месяца; Уровень компенсации обсуждается с успешным кандидатом на собеседовании; Возможны командировки; Полный рабочий день; Полная занятость. ";С/С++. STL, multithreading. Git. Опыт работы c библиотекой Qt. Владение английским языком на уровне чтения технической документации. ;Разработка графических интерфейсов для визуализации данных и настройки приборов. Разработка и реализация алгоритмов обработки данных. Разработка приложений для проведения испытаний...;"C/C++; Git; Qt; STL";"  Официальное трудоустройство, (официальная заработная плата); Испытательный срок - 2 месяца; Уровень компенсации обсуждается с успешным кандидатом на собеседовании; Возможны командировки; Полный рабочий день; Полная занятость. ";837;0.5517241379310345;C#_C++;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
98;42;C++ разработчик алгоритмов геометрического моделирования;2.0;3.0;Ледас;2019-12-10T11:10:14+0300;Компания ЛЕДАС хорошо известна на международном рынке как ведущий разработчик САПР и инженерного ПО. Мы занимаемся наукоёмким программированием, разрабатываем продвинутые алгоритмы и уникальные приложения. География наших партнёров обширна, как обширна и область наших интересов. Нам нужен Программист на языке C++ для разработки и реализации алгоритмов вычислительной геометрии моделирования 3D тел в машиностроении и архитектуре, а также в обработке сеточного представления поверхностей в области цифровой медицины. Неизменным и необходимым условием является хорошая математическая подготовка. Для тех, кто не знаком со спецификой разработки инженерного ПО, проект даст возможность узнать изнутри устройство математики CAD приложений. В разрабатываемом функционале будет необходимо сочетать высокое качество, отличную производительность, разумное потребление памяти и кроссплатформенность, при этом следить за чистотой кода и поддерживать работоспособность на тестовой базе размером до нескольких тысяч сценариев. Требования   Высшее математическое или инженерное образование   Знание C/C++   Понимание и применение принципов ООП, паттернов проектирования   Хорошее знание и понимание математики: аналитической геометрии, алгоритмов на графах, численных методов, мат. анализа   Умение объяснить, почему выбранное решение или алгоритм является лучшим   Плюсом будет Знание следующих технологий:   MS Visual Studio / GCC / CMake   Svn / Git / JIRA / Phabricator / Jenkins / TeamCity / Nunit / TestComplete / TestLink   C# / Python / JavaScript / TypeScript   OpenGL / DirectX / WebGL / three.js   Qt / WPF / WCF   Опыт программирования микроконтроллеров / станков с ЧПУ / CNC   Будет не лишним   Знание английского языка   Опыт работы с CAD-приложениями   Условия   Уютный и современный офис в технопарке Академгородка   Официальное трудоустройство согласно ТК РФ, белая зарплата, оплачиваемые больничные и отпуск   Полная (предпочтительно) или частичная занятость, гибкий график, возможность частично удаленной работы   Частичная компенсация затрат на спорт и изучение английского языка   Кофе, чай, конфеты, бутерброды и фрукты на кухне   Молодой дружный коллектив, играем в настольный теннис, знаем про Scrum/Agile и всё остальное, каждый пятый сотрудник - кандидат наук  ;Высшее математическое или инженерное образование. Знание C/C++. Понимание и применение принципов ООП, паттернов проектирования. Хорошее знание и понимание математики...;Для тех, кто не знаком со спецификой разработки инженерного ПО, проект даст возможность узнать изнутри устройство математики CAD приложений. ;C++;;842;0.06896551724137931;C#_C++;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;53;Ведущий программист C++;6.0;8.0;Тензор;2019-11-14T13:00:54+0300;"Мы ищем людей, способных реализовывать крупные проекты от идеи до “продакшена”. Проекты, в которых могут быть занято несколько десятков человек - программисты, проектировщики, тестировщики, релиз-инженеры и тд. Задачи, которые вам предстоит реализовывать - многогранны и весомы. В основном это проекты федерального масштаба . Позиция ведущего программиста предполагает не просто кодирование, а управление кодом, проектирование архитектуры систем. Причем не только и не столько своими руками, сколько руками команды (от трех до десяти человек). Вы сможете попробовать применить на практике любые методики управления, но от вас всегда будет требоваться результат. Чтобы руководить разработкой вы должны быть сами отличным разработчиком. И всегда стремится изучать новое. Задавать себе вопрос: “Как сделать еще лучше?” … Мы ждем от Вас:  Знания в области C++ ; Понимание принципов ООП; Желание и умение писать красивый, структурированный, системный код; Опыт и желание руководить группой; Способность работать в команде; Опыт работы от 5 лет.  Мы предлагаем:  Интересные задачи, работа с BigData (анализ, получение, хранение); Заработная плата в зависимости от квалификации и уровня ответственности; Оформление по ТК РФ; ДМС после года работы в компании; Премии от 5 до 20% по итогам работы за месяц; Корпоративные праздники, совместные мероприятия, курсы иностранных языков.   ";Знания в области C++ . Понимание принципов ООП. Желание и умение писать красивый, структурированный, системный код. Опыт и желание руководить группой. ;Интересные задачи, работа с BigData (анализ, получение, хранение).;" C#;C#;C++; ООП; ASP.NET";"  Интересные задачи, работа с BigData (анализ, получение, хранение); Заработная плата в зависимости от квалификации и уровня ответственности; Оформление по ТК РФ; ДМС после года работы в компании; Премии от 5 до 20% по итогам работы за месяц; Корпоративные праздники, совместные мероприятия, курсы иностранных языков.   ";853;0.9655172413793104;C#_C++;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;59;Junior Unity разработчик (C#);3.0;3.0;Гейм Маверикс;2019-11-13T16:55:04+0300;Мы любим играть в игры и любим их создавать. Наши игры, это игры для настоящих мужчин. Среди наших хитов, такие как: Farm Simulator, Construction Company Simulator, Toy Commander, Offroad Driving Simulator, Rally Racer 4x4. Каждый день в них играют миллионы пользователей из разных стран мира.   Дружный коллектив и атмосфера стартапа. Опытные товарищи всегда придут на помощь, а твои идеи всегда будут услышаны. У нас нет бюрократии, в принятии важных решений участвуют все члены команды. Каждый может повлиять на то, какой будет игра или предложить идею своей игры.   Нам нравится делать хорошие игры, когда игроки говорят нам - «Спасибо за игру!», «Thanks for the game!» или даже «演奏に感謝». С каждым разом мы стараемся делать наши игры лучше и интереснее. Мы растем вместе с каждым членом команды и готовы вознаграждать этот рост регулярным повышением зарплаты.   Ищем в команду уверенного джуниора, имеющего опыт коммерческой разработки от 1 года.   Что мы ждем от тебя:  знание C# опыт работы с Unity 3D от 1 года Опыт работы с Jira (постановка и отслеживание задач), Git опыт работы в команде любовь к играм ответственность и самоорганизованность творческий подход желание расти профессионально    Что мы предлагаем:  комфортный офис рядом с метро охраняемая наземная и подземная стоянка бесплатный чай, кофе, печеньки, фрукты бесплатная пятничная пицца своевременная зарплата официальное трудоустройство полный соц. пакет: оплачиваемый отпуск, больничные гибкий график ;Ищем в команду уверенного джуниора, имеющего опыт коммерческой разработки от 1 года. Что мы ждем от тебя: Знание C#. ;;"ООП; 3D; С#; C++; Unity; Game Programming; Разработка компьютерных Игр";;859;1.0;C#_C++;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
101;70;C++ Developer;3.0;3.0;ANCOR FinTech;2019-12-12T14:23:00+0300;"Обязанности:  Разработка в команде кросс-платформенных приложений под Windows и Mac; Помощь в решении технических проблем другим членам команды  Требования:  Успешный опыт разработки приложений на C++; Знания C/C++, STL, Qt, boost, OpenGL/DirectX; Опыт работы с WinAPI.  Условия:  Дружная команда; Официальное трудоустройство с первого рабочего дня; Белая заработная плата; Удобный график работы; ДМС; Активная корпоративная жизнь. ";Успешный опыт разработки приложений на C++. Знания C/C++, STL, Qt, boost, OpenGL/DirectX. Опыт работы с WinAPI.;Разработка в команде кросс-платформенных приложений под Windows и Mac. Помощь в решении технических проблем другим членам команды.;"Qt; C++; STL; QML";"  Дружная команда; Официальное трудоустройство с первого рабочего дня; Белая заработная плата; Удобный график работы; ДМС; Активная корпоративная жизнь. ";870;0.0;C#_C++;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
102;77;C# разработчик приложения для автоматизации обработки деталей на лазерных станках;2.0;3.0;Ледас;2019-12-12T09:45:01+0300;Компания ЛЕДАС хорошо известна на международном рынке как ведущий разработчик САПР и инженерного ПО. Мы занимаемся наукоёмким программированием, разрабатываем продвинутые алгоритмы и уникальные приложения. География наших партнёров обширна, как обширна и область наших интересов.   Нам нужен Программист на языке C# в команду, разрабатывающую приложение, помогающее выполнять обработку деталей на лазерных станках. В приложении реализуются алгоритмы для самых разных направлений лазерной обработки: лазерная сварка, резка, 3D печать из металлического порошка, гравировка - по обычной фотографии выжигается текстура на металлической поверхности и многое другое. Пользователю достаточно загрузить 3D модель обрабатываемой детали и задать способ обработки, расчёт необходимых действий станка, создание управляющей программы и общение с контроллером станка выполняется автоматически. Мы готовы рассмотреть кандидатов любого уровня: от студентов до самых опытных разработчиков, неизменным и необходимым условием будет хорошая математическая подготовка. GUI, бизнес-логика: C#, WPF, MVVM, WCF.Вычислительные алгоритмы: C#/C++.Взаимодействие с контроллерами станков: индивидуально для каждого типа контроллеров.   Требования  Высшее техническое образование или обучение на последних курсах Знание C#. Понимание и применение принципов ООП. Хорошее знание и понимание математики: аналитической геометрии, алгоритмов на графах, численных методов, мат. анализа.    Плюсом будет Знание следующих вспомогательных и/или используемых в других наших проектах технологий:  MS Visual Studio / GCC / CMake Svn / Git / JIRA / Phabricator / Jenkins / TeamCity / Nunit / TestComplete / TestLink C / C++ / Python / JavaScript / TypeScript OpenGL / DirectX / WebGL / three.js Qt Опыт программирования микроконтроллеров / станков с ЧПУ / CNC.    Будет не лишним  Знание английского языка. Опыт работы с CAD-приложениями.    Условия  Офис в Академгородке. Официальное трудоустройство согласно ТК РФ, белая зарплата, оплачиваемые больничные и отпуск. Полная (предпочтительно) или частичная занятость, гибкий график, возможность удаленной работы. Частичная компенсация затрат на спорт и изучение английского языка. Бонусы, кофе-чай-конфеты-бутерброды-фрукты. Молодой дружный коллектив, играем в настольный теннис, знаем про Scrum/Agile и всё остальное, каждый пятый сотрудник - кандидат наук. ;Вычислительные алгоритмы: C#/C++. Высшее техническое образование или обучение на последних курсах. Знание C#. Понимание и применение принципов ООП. ;<highlighttext>Программист</highlighttext> на языке C# в команду, разрабатывающую приложение, помогающее выполнять обработку деталей на лазерных станках. В приложении реализуются алгоритмы для...;C#;;877;0.0;C#_C++;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;79;Middle Unity C# разработчик;3.0;3.0;Кадровое агентство Алексея Сухорукова;2019-12-12T07:06:21+0300;"Новосибирская компания, которая уже 15 лет находится на рынке разработки компьютерных и мобильных игр, требуется опытный Unity разработчик.Самые яркие проекты компании - casual квесты и time managment игры. В данный момент компания накопила богатый опыт и готова к новым экспериментам и открытиям. Ты будешь:   Работать над крутой игрой в жанре time managment.   От тебя ждут:   Опыт игровой разработки на Unity от 2 лет;   Отличное знание паттернов разработки C#;   Большой игровой опыт;   Умение работать в команде.   Ты получишь:   Комфортный офис в Академгородке;   Устройство согласно ТК РФ с конкурентным уровнем з/п;   Гибкий график;   Возможность изучать английский с носителем языка;   Корпоративную библиотеку с большим количеством профессиональных изданий;   Работу в молодом и дружном коллективе.     Почему стоит обратиться именно к нам? ✓Прежде всего наши услуги бесплатны для кандидатов! ✓Мы более 10 лет занимаемся подбором IT-специалистов для крупнейших российских и международных компаний. А наш опыт по подбору сотрудников позволяет решать вопросы любого уровня сложности. ✓Мы умеем находить для компаний самых подходящих и по духу, и по техническим навыкам кандидатов. ✓ Мы можем предложить вам выбор вакансий и работодателей не только в Новосибирске, но и в разных странах. ✓И сможем помочь успешно трудоустроиться в той из них, которая больше всего нравится именно вам и на которую вы лучше всего подходите. ✓Нет, мы не занимаемся тем, что даем шпаргалки и решаем за кандидатов тестовые задания. Но скажем, как лучше подготовиться к прохождению собеседований и решению технических задач.";Опыт игровой разработки на Unity от 2 лет. Отличное знание паттернов разработки C#. Большой игровой опыт. Умение работать в команде.;;"C#; Unity";;879;0.0;C#_C++;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
104;88;C# разработчик;3.0;5.0;Кадровое агентство Алексея Сухорукова;2019-12-12T07:06:22+0300;"Новосибирская компания, разрабатывающая собственную CAD систему ищет в свою команду опытного C# разработчика. Компания более 10 лет занимается разработкой ПО, широко использующегося при проектировании систем охраны, водоснабжения, канализации и т.д. В данный момент компания добилась значительных успехов на территории РФ и готовится выводить свой продукт на американский рынок. Вы будете:   Создавать новое поколение линейки продуктов;   Поддерживать существующий продукт компании.   От Вас ждут:   Опыт разработки на C#, .Net от 3 лет;   Опыт разработки на WPF.   Будет плюсом:   Знание и опыт работы на С++.   Компания предлагает:   Трудоустройство согласно ТК РФ с белой зарплатой;   Удобный офис в Академгородке;   Большие возможности для профессионального роста;   Гибкий график;   Молодую и дружную команду.   Почему стоит обратиться именно к нам? ✓Прежде всего наши услуги бесплатны для кандидатов! ✓Мы более 10 лет занимаемся подбором IT-специалистов для крупнейших российских и международных компаний. А наш опыт по подбору сотрудников позволяет решать вопросы любого уровня сложности. ✓Мы умеем находить для компаний самых подходящих и по духу, и по техническим навыкам кандидатов. ✓ Мы можем предложить вам выбор вакансий и работодателей не только в Новосибирске, но и в разных странах. ✓И сможем помочь успешно трудоустроиться в той из них, которая больше всего нравится именно вам и на которую вы лучше всего подходите. ✓Нет, мы не занимаемся тем, что даем шпаргалки и решаем за кандидатов тестовые задания. Но скажем, как лучше подготовиться к прохождению собеседований и решению технических задач.";Опыт разработки на C#, .Net от 3 лет. Опыт разработки на WPF. Знание и опыт работы на С++.;Создавать новое поколение линейки продуктов. Поддерживать существующий продукт компании.;"WPF; .NET Framework; C#; C++";;888;0.0;C#_C++;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
