;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; C#;C#;C++; ООП; ASP.NET; MS SQL; Git; C++; Entity Framework; .NET Framework; Linux; SQL; STL;.NET Framework; MS SQL Server; Qt; MVC; .NET Core; LINQ; MS Visual Studio;Другие навыки
40;36;.Net C# разработчик;3.0;3.0;Айфьючер;2019-12-12T14:57:14+0300;В нашем Петербургском офисе открыта вакансия .Net С# разработчика. Ищем себе в команду нового коллегу в связи c увеличением штата. Что мы делаем:  Наша команда занимается собственной разработкой highload сервисов и серии приложений, ориентированных на рынок Европы, СНГ и Азии В компании решается полный спектр задач от проектирования архитектуры до разработки и дальнейшего сопровождения продукта Мы стараемся всегда быть в курсе новых тенденций и технологий (используем C# 8 и .Net Core 3.0)  Обязанности:  Разработка и поддержка существующего ПО - как внутреннего, так и тиражируемого Разработка backendа для подключения WPF и Web-клиентов Проведение код-ревью Написание тех. документации  Требования:  Профильное высшее образование Хорошие знания C# Практический опыт программирования многопоточных приложений Хорошие знания алгоритмов, паттернов проектирования и структур данных Навыки использования средств разработки: систем контроля версий (Git), багтрекеров (Jira)  Плюсом будет:  Хорошие знания платформы ASP.NET Опыт работы с БД (Oracle, MSSQL) Знание HTML, gRPC, SignalR Опыт работы с Linux, Kafka, Reddis При необходимости всем дополнительным технологиям научим. :)  Условия:  Заработная плата обсуждается индивидуально. Оформление по ТК РФ с первого дня, испытательный срок до 3 мес. ДМС со стоматологией, оплата фитнеса. Еженедельно футбол, волейбол, баскетбол - рядом с офисом. Обучение иностранным языкам в рамках офиса в рабочее время. График работы: 5/2, 40 часовая рабочая неделя, присутственные часы с 11 до 17. Комфортный офис (не в open space) в 5-ти минутах от ст. м. Старая Деревня. ;  Заработная плата обсуждается индивидуально. Оформление по ТК РФ с первого дня, испытательный срок до 3 мес. ДМС со стоматологией, оплата фитнеса. Еженедельно футбол, волейбол, баскетбол - рядом с офисом. Обучение иностранным языкам в рамках офиса в рабочее время. График работы: 5/2, 40 часовая рабочая неделя, присутственные часы с 11 до 17. Комфортный офис (не в open space) в 5-ти минутах от ст. м. Старая Деревня. ;Профильное высшее образование. Хорошие знания C#. Практический опыт программирования многопоточных приложений. Хорошие знания алгоритмов, паттернов проектирования и структур данных. ;"Разработка и поддержка существующего ПО - как внутреннего, так и тиражируемого. Разработка backend&#39;а для подключения WPF и Web-клиентов. ";;336;0.0;C#_C++;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
41;49;Главный Разработчик С++;3.0;3.0;Газпром нефть;2019-12-11T09:10:35+0300;Обязанности:  Разработка технических кроссплатформенных решений и решений на платформе MS Windows Участие в проектной и сервисной деятельности Участие (экспертиза) в подготовке технических и рабочих документов.  Требования: Образование: Высшее (математика, информационные технологии). Опыт: Навыки разработки на С++ от 3 лет, опыт работы с STL/ATL/WTL, Boost. Навыки работы с шаблонами проектирования. Знание Python (как минимум на уровне понимания). Желательно: навыки работы с С#/.Net. Опыт работы в Scrum-команде, работы по методологии Agile. Хорошая математическая подготовка: опыт математического описания физических моделей, навыки математического моделирования физических процессов, хорошее знание алгоритмов Желателен опыт работы в области геологоразведки и нефтедобычи. Личные качества: Ответственность, порядочность, дисциплинированность, нацеленность на результат, умение работать в команде, инициативность. Условия: Работа в крупной компании, хороший компенсационный пакет (обсуждается с успешным кандидатом).; Работа в крупной компании, хороший компенсационный пакет (обсуждается с успешным кандидатом).;Образование: Высшее (математика, информационные технологии). Опыт: Навыки разработки на С++ от 3 лет, опыт работы с STL/ATL/WTL, Boost. ;Разработка технических кроссплатформенных решений и решений на платформе MS Windows. Участие в проектной и сервисной деятельности. Участие (экспертиза) в подготовке...;;349;0.034482758620689655;C#_C++;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
42;60;Разработчик С++/Qt (видеоконференцсвязь, индивидуальные и групповые видеотелефоны);3.0;3.0;Протей, НТЦ;2019-12-09T16:55:35+0300;НТЦ ПРОТЕЙ - российская IT-компания, более 15 лет работающая в сфере телекоммуникаций. Мы занимаемся разработкой и производством собственных программно-аппаратных продуктов и решений, которые используются операторами мобильной и фиксированной связи (в России и за рубежом), государственными структурами, силовыми ведомствами. Мы ищем коллегу-разработчика. Направление работы - ПО для оборудования нашего производства (видеоконференцсвязь, индивидуальные и групповые видеотелефоны). Основная часть задач связана с написанием приложений на Qt (как классический, так и QML).Что предстоит делать:  Поддержка и доработка существующего ПО, разработка нового Участие в разработке системы автоматического тестирования Взаимодействие с другими отделами разработки программного, отделом QA и технической поддержки  Работа в команде (8-10 человека). Разработка ведётся под Linux на С++. Наши ожидания:  Опыт в коммерческой разработке на Qt, С++ (11 стандарт и выше) Опыт разработки под Linux Опыт работы с системами контроля версий (SVN, Mercurial, Git)  Плюсом будут:  Опыт разработки на С Опыт сетевого программирования (TCP/UDP) Понимание сетевой модели OSI и умение работать с сокетами через POSIX API Опыт работы с Python Опыт работы с вводом/выводом аудиопотоков в linux (alsa / pulse) Понимание работы IP-телефонии, RTP, RTCP, RTSP, SIP, H.264  Мы предлагаем:  Гибкий график (40 часов в неделю) Белую заработную плату (размер которой обсуждается индивидуально) Современный офис в пешей доступности от Выборгской (зерновой кофе и оборудованная кухня) ДМС со стоматологией, доплату на питание, годовой бонус, корпоративные занятия йогой, футболом, волейболом ;  Гибкий график (40 часов в неделю) Белую заработную плату (размер которой обсуждается индивидуально) Современный офис в пешей доступности от Выборгской (зерновой кофе и оборудованная кухня) ДМС со стоматологией, доплату на питание, годовой бонус, корпоративные занятия йогой, футболом, волейболом ;Опыт в коммерческой разработке на Qt, С++ (11 стандарт и выше). Опыт разработки под Linux. Опыт работы с системами контроля...;Поддержка и доработка существующего ПО, разработка нового. Участие в разработке системы автоматического тестирования. Взаимодействие с другими отделами разработки программного, отделом...;"Python; Linux; Qt; SVN; Git";360;0.10344827586206896;C#_C++;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
43;64;Gameplay Programmer (С++/ Python);3.0;3.0;Wargaming;2019-12-10T09:43:10+0300;"Компания Wargaming Saint Petersburg (Lesta Studio) приглашает Gameplay Programmer (С++/ Python) для работы над новым игровым проектом студии. Обязанности:  Разработка боевых механик и мета составляющей проекта (C++, Python). Поиск оптимальной реализации для задач, выставляемых командой игрового дизайна. Постоянное улучшение процессов разработки.  Требования:  Отличное знание C++; Знание Python или желание научиться; Умение разбираться в чужом коде; Знание английского языка на уровне чтения технической документации; Навык работы в команде.  Приветствуется:  Опыт работы в геймдеве; Знание основных алгоритмов‚ скорости их работы; Опыт разработки логики, сети или интерфейсов; Свободное владение английским языком.  Мы предлагаем:  Интересную сложную работу над уникальными игровыми проектами мирового уровня в составе успешной, профессиональной и слаженной команды. Разнообразные интересные задачи, свободу в работе над ними. Возможность приобрести бесценный опыт, работая плечом к плечу с ведущими специалистами отрасли. Пятидневную рабочую неделю, время работы с 9:30 до 18:30. Комфортные условия труда в современном просторном офисе в шаговой доступности от ст. м. Ладожская. ДМС, корпоративный спорт. Корпоративное обучение по специальности, изучение английского языка. Реализацию ваших лучших качеств!     ";  Интересную сложную работу над уникальными игровыми проектами мирового уровня в составе успешной, профессиональной и слаженной команды. Разнообразные интересные задачи, свободу в работе над ними. Возможность приобрести бесценный опыт, работая плечом к плечу с ведущими специалистами отрасли. Пятидневную рабочую неделю, время работы с 9:30 до 18:30. Комфортные условия труда в современном просторном офисе в шаговой доступности от ст. м. Ладожская. ДМС, корпоративный спорт. Корпоративное обучение по специальности, изучение английского языка. Реализацию ваших лучших качеств!     ;Отличное знание C++. Знание Python или желание научиться. Умение разбираться в чужом коде. Знание английского языка на уровне чтения технической...;Разработка боевых механик и мета составляющей проекта (C++, Python). Поиск оптимальной реализации для задач, выставляемых командой игрового дизайна. ;;364;0.06896551724137931;C#_C++;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
44;68;Программист C#;2.0;3.0;АэроТур;2019-11-27T15:31:42+0300;Обязанности:  Техническая поддержка и развитие существующего ПО компании Участие в разработке крупного проекта по автоматизации бизнес-процессов  Требования:  Опыт работы от 3-х лет Уверенные знания C#, .NET Framework, ASP.NET Уверенные знания MS SQL, LINQ Опыт работы в MS VS, MS SQL SMS Опыт составления сложных SQL запросов Опыт работы с представлениями, функциями, процедурами Умение разбираться в существующем коде Умение работать в условиях многозадачности  Условия:  График работы 5/2 (10:00 - 19:00) Удобный офис рядом со ст.м.Московская Комфортные условия труда и современное оборудование Дружный коллектив, корпоративные мероприятия ;  График работы 5/2 (10:00 - 19:00) Удобный офис рядом со ст.м.Московская Комфортные условия труда и современное оборудование Дружный коллектив, корпоративные мероприятия ;Опыт работы от 3-х лет. Уверенные знания C#, .NET Framework, ASP.NET. Уверенные знания MS SQL, LINQ. Опыт работы в...;Техническая поддержка и развитие существующего ПО компании. Участие в разработке крупного проекта по автоматизации бизнес-процессов.;"LINQ; MS SQL; C#; MS Visual Studio; Git; .NET Framework";368;0.5172413793103449;C#_C++;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
45;71;C# разработчик;3.0;3.0;Auslogics Labs Pty Ltd;2019-12-09T16:35:05+0300;"На постоянную удаленную работу требуется разработчик на С# Обязанности:  Разработка продуктов, связанных с оптимизацией winOS; Активное участие в создании концепции и функционала продукта.  Желательные требования к опыту:  Хорошее знакомство с WPF (преимуществами будут также знакомство с WinForms, интеграцией WinForms с WPF и опыт разработки собственных компонентов, шаблонов и стилей WPF); Работа с фреймворком .Net версии 3.5 и выше, в том числе, 4.5+; Знание, как реализовать взаимодействия с нативными приложениями, библиотеками и системными компонентами, в том числе, с использованием WinAPI и технологий COM/ActiveX (плюсом будет опыт разработки драйверов); Уверенная работа с паттерном MVVM; Понимание принципов ООП и умение их применять; Разработка многопоточных приложений; Знание принципов проектирования ПО и оптимизации производительности; Владение английским языком на уровне technical read/write.  Мы предлагаем:  Достойная зарплата (в USD) плюс бонусы по результатам работы; Оплачиваемый отпуск; Удаленная работа с полная занятостью (5/2), гибкий график; Работа в дружном коллективе; Перспективы профессионального роста; Корпоративное обучение.  Отправляя резюме ОБЯЗАТЕЛЬНО в сопроводительном письме укажите свое ФИО, контактный e–mail и ссылку на примеры кода. При отсутствии релевантных требованиям примеров кода вы должны быть готовы выполнить тестовое задание.";"  Достойная зарплата (в USD) плюс бонусы по результатам работы; Оплачиваемый отпуск; Удаленная работа с полная занятостью (5/2), гибкий график; Работа в дружном коллективе; Перспективы профессионального роста; Корпоративное обучение.  Отправляя резюме ОБЯЗАТЕЛЬНО в сопроводительном письме укажите свое ФИО, контактный e–mail и ссылку на примеры кода. При отсутствии релевантных требованиям примеров кода вы должны быть готовы выполнить тестовое задание.";Хорошее знакомство с WPF (преимуществами будут также знакомство с WinForms, интеграцией WinForms с WPF и опыт разработки собственных компонентов, шаблонов...;Разработка продуктов, связанных с оптимизацией winOS. Активное участие в создании концепции и функционала продукта.;C#;371;0.10344827586206896;C#_C++;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
46;81;Программист С#;3.0;3.0;Saber Interactive;2019-11-26T17:20:37+0300;Мы – это американская компания Saber Interactive - одна из ведущих независимых студий по производству игр ААА-класса, существующая на международном рынке уже 18 лет, с производственным офисом в Санкт-Петербурге. Наша команда – это высококвалифицированные и талантливые специалисты в области разработки игр. Наша цель — постоянно улучшать качество наших технологий разработки, развивать команду и работать над игровыми проектами высочайшего класса! Мы работаем с удовольствием и предлагаем Вам присоединиться к нашей команде для работы над крупными и амбициозными проектами для издателей с мировым именем. Круг задач:  Создание инструментальных средств для разработки игр  Требования к кандидату:  Знание языка C# Знание основных алгоритмов и структур данных  Преимуществом будет:  Знание WPF Знание C++, WinApi, Python Опыт работы в игровой индустрии  Мы предлагаем:  Интересную работу в динамично развивающейся международной компании Достойную заработную плату Участие в амбициозных проектах Профессиональный рост и развитие Дружный молодой коллектив Оформление по ТК РФ Гибкий график работы Корпоративную скидку в фитнес-клуб/бассейн Бесплатное обучение английскому языку Демократичный дресс-код Возможность обучения за счет компании Оплату больничных в 100% размере ;  Интересную работу в динамично развивающейся международной компании Достойную заработную плату Участие в амбициозных проектах Профессиональный рост и развитие Дружный молодой коллектив Оформление по ТК РФ Гибкий график работы Корпоративную скидку в фитнес-клуб/бассейн Бесплатное обучение английскому языку Демократичный дресс-код Возможность обучения за счет компании Оплату больничных в 100% размере ;Знание языка C#. Знание основных алгоритмов и структур данных. Знание WPF. Знание C++, WinApi, Python. Опыт работы в игровой индустрии.;Создание инструментальных средств для разработки игр.;;381;0.5517241379310345;C#_C++;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
47;83;С# Developer;4.0;5.0;B2Broker;2019-12-09T18:39:32+0300;"Международная компания B2Broker — это финтех, разработчик и провайдер технологий для брокерских компаний, банков и инвестиционных фондов. Мы не занимаемся брокерской деятельностью — но предлагаем законченные решения для других компаний. С чем предстоит работать:   Торговая система на .Net Core под Linux;   С сервисной организацией;   И многопоточной обработкой.   Что мы ожидаем:   Опыт разработки C# от 3 лет;   Знание принципов ООП и паттернов программирования;   Желание расти и развиваться;   Наличие навыков работы с ASP.Net Core;   Опыт написания Unit и интеграционных тестов (NUnit, XUnit, MSTest);   Знание SQL и опыт оптимизации запросов;   Знание структур хранения данных и алгоритмов работы с ними;   Обладание аналитическими навыками и наличие технической грамотности.   Используемые технологии:   C# / ASP.NET Core;   PostgreSQL / и др. БД;   HTTP(S) / SignalR / gRPC;   Protobuf / JSON / XML / NATS;   Docker / AWS.   Мы предлагаем:   Оформление по ТК РФ;   Возможность оплачиваемой релокации в СПб;   ДМС со стоматологией после испытательного срока;   Возможность практики английского языка;   Неограниченный профессиональный рост и возможность работать в развивающейся международной компании;   Ресурсы на реализацию смелых идей;   Работу по гибкому графику в уютном офисе в центре города.  ";"   Оформление по ТК РФ;   Возможность оплачиваемой релокации в СПб;   ДМС со стоматологией после испытательного срока;   Возможность практики английского языка;   Неограниченный профессиональный рост и возможность работать в развивающейся международной компании;   Ресурсы на реализацию смелых идей;   Работу по гибкому графику в уютном офисе в центре города.  ";Опыт разработки C# от 3 лет. Знание принципов ООП и паттернов программирования. Желание расти и развиваться. Наличие навыков работы с...;Торговая система на .Net Core под Linux. С сервисной организацией. И многопоточной обработкой.;"C#; SQL; MS SQL; XML; Английский язык";383;0.06896551724137931;C#_C++;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
48;85;Программист С#;3.0;3.0;АО ЗАСЛОН;2019-12-05T16:30:20+0300;"Обязанности:  Разработка и сопровождение прикладного ПО в Solidworks PDM, CAD Solidworks на языке программирования C#; Разработка и написание запросов T-SQL. Сопровождение обмена данными JSON.  Требования:  Опыт разработки ПО в среде С#. Знание T-SQL. Понимание работы JSON.  Условия:  Уровень заработной платы устанавливается индивидуально и зависит от результатов собеседования. Стабильная работа на крупном предприятии. ст.м. Московские ворота (шаговая доступность, 5-7 минут). Конкурентный уровень заработной платы. Официальное оформление, предоставление льгот и гарантий в полном соответствии с ТК РФ. Широкий спектр мотивационных услуг (ДМС, спорт, материальная помощь, социальный и корпоративный пакет). Инвестирование в развитие и обучение персонала. Предоставление общежития и бесплатного питания (для рабочих профессий). Возможность устроить детей на летнюю оплачиваемую практику. Индивидуальный подход по парковочным местам рядом с работой ";  Уровень заработной платы устанавливается индивидуально и зависит от результатов собеседования. Стабильная работа на крупном предприятии. ст.м. Московские ворота (шаговая доступность, 5-7 минут). Конкурентный уровень заработной платы. Официальное оформление, предоставление льгот и гарантий в полном соответствии с ТК РФ. Широкий спектр мотивационных услуг (ДМС, спорт, материальная помощь, социальный и корпоративный пакет). Инвестирование в развитие и обучение персонала. Предоставление общежития и бесплатного питания (для рабочих профессий). Возможность устроить детей на летнюю оплачиваемую практику. Индивидуальный подход по парковочным местам рядом с работой ;Опыт разработки ПО в среде С#. Знание T-SQL. Понимание работы JSON.;Разработка и сопровождение прикладного ПО в Solidworks PDM, CAD Solidworks на языке программирования C#. Разработка и написание запросов T-SQL. ;"SQL; MS SQL; Обучение и развитие; Базы данных; Обучение; C#";385;0.2413793103448276;C#_C++;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
49;2;Программист игровой логики С++;3.0;5.0;Targem Games;2019-11-15T08:19:03+0300;Миссия Targem Games - «Делать игры с удовольствием!». Игры для нас - больше, чем работа. Нашу команду объединяет творческий подход к решению задач и высокая культура общения. Мы ищем талантливого программиста, который будет разделять нашу страсть к играм. Если вы делаете свою работу с максимальной отдачей, хотите работать в команде профессионалов и стремитесь к новым знаниям, то мы ищем именно вас! У нашего кандидата есть:  Любовь к компьютерным играм. Опыт программирования на C++. Хороший алгоритмический базис. Высокая обучаемость, желание осваивать новые технологии.  Бонусом будет:  Знание базовых основ работы компьютерных подсистем (процессора, памяти, кешей и т.п.). Знание основ векторной алгебры (вектора, матрицы, скалярное/векторное произведение и т.п.). Технический английский. Высшее техническое образование.  Чем вы будете заниматься:  Разработка компонент игры и инструментария разработки. По итогам собеседования возможны специализации: программист игровой механики, сетевой программист, программист интерфейсов и др.  Для начинающих программистов, обладающих всеми необходимыми нам навыками, но не имеющих большого практического опыта, мы готовы рассмотреть варианты взаимовыгодного сотрудничества. Работа в компании Targem Games - это:  Работа в крупнейшей компании-разработчике компьютерных и консольных игр на Урале. Разработка игр для современных платформ: PC, PS4, Xbox One, Linux, iOS, Android, VR и др. Творческая, демократичная обстановка, комфортные условия труда, регулярные корпоративные мероприятия. Уютный и современный офис недалеко от центра Екатеринбурга. Возможность профессионального роста. Оформление по ТК РФ, полный рабочий день с 10:00 до 19:00. Частичная компенсация питания, собственный тренажерный зал, при желании - частичная компенсация занятий в фитнес клубе Gymnasium. ;;Любовь к компьютерным играм. Опыт программирования на C++. Хороший алгоритмический базис. Высокая обучаемость, желание осваивать новые технологии. Знание базовых основ...;Разработка компонент игры и инструментария разработки. По итогам собеседования возможны специализации: <highlighttext>программист</highlighttext> игровой механики, сетевой <highlighttext>программист</highlighttext>, <highlighttext>программист</highlighttext> интерфейсов и др.;;402;0.9310344827586207;C#_C++;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
50;49;Senior.Net Developer;3.0;5.0;Aspose;2019-12-11T16:25:56+0300;"At Aspose we develop easy-to-use downloadable libraries (DLLs), cloud (REST) APIs and web applications to create or edit popular file formats. Now we are looking for a strong developer who will strengthen one of our teams. ​​ Requirements:   4 years minimum overall working experience as a software developer; 1.5 years minimum length of uninterrupted service at one place. Excellent skills in one of the following languages: C# or Java. Excellent skills in OOD, deep understanding of OOD paradigm, methodology, and principles. Excellent skills in basic algorithms and data structures (search and sorting). Strong inclination to write highly optimized code. Intermediate level of English.    Conditions:   Long term employment, fully remote work. Paid vacation and sick leaves. Competitive salary and regular salary reviews based on your performance. A friendly team of software development professionals. ";;Excellent skills in one of the following languages: C# or Java. Excellent skills in OOD, deep understanding of OOD paradigm...;" C#;C#;C++; ООП; ASP.NET";".NET Framework; C#; Java; ООП; Design Patterns; Unit Testing";449;0.034482758620689655;C#_C++;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;52;Инженер-программист C#;2.0;5.0;Тритон-ЭлектроникС;2019-12-11T09:44:57+0300;"В компанию Тритон-ЭлектроникС в связи с развитием новых проектов требуется Инженер-программист C# Тритон ЭлектроникС является одним из ведущих предприятий медицинского приборостроения. Мы разрабатываем наукоемкое медицинское оборудование; организуем высокотехнологичное радиоэлектронное производство; поставляем и обслуживаем наше оборудование по всей России и ближнему зарубежью. Обязанности: * Участие в проектах разработки ПО * Разработка, проектирование и тестирование текущих и предстоящих проектов Требования: * C#, ASP.NET Core * HTML/CSSJavascript (Vue, React) * Git * умение оформлять программную документацию в соответствии с требованиями стандартов Условия: * работа в стабильной компании с 30-ти летней историей и традициями * инновационность, оперативность принятия решений, интересные проекты для профессионального развития * заработная плата достойного уровня (оклад+ премии за участие в проектной работе) * гибкий график работы * дотация на питание, медобслуживание, годовые премии, праздники и подарки для сотрудников, детей и внуков сотрудников"; * работа в стабильной компании с 30-ти летней историей и традициями * инновационность, оперативность принятия решений, интересные проекты для профессионального развития * заработная плата достойного уровня (оклад+ премии за участие в проектной работе) * гибкий график работы * дотация на питание, медобслуживание, годовые премии, праздники и подарки для сотрудников, детей и внуков сотрудников;C#, ASP.NET Core. * HTML/CSSJavascript (Vue, React). * Git. * умение оформлять программную документацию в соответствии с требованиями стандартов.;Участие в проектах разработки ПО. * Разработка, проектирование и тестирование текущих и предстоящих проектов.;"C#; ASP.NET Core; HTML/CSSJavascript (Vue, React); Git";452;0.034482758620689655;C#_C++;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
52;84;.NET developer;3.0;5.0;Softline;2019-12-11T14:58:39+0300;"Мы развиваем внутренний продукт - корпоративную CRM систему. Система собирает и хранит данные о клиентах, а также историю взаимодействия и отношений с ними, на основании чего осуществляется прогноз, анализ и предпринимаются действия по улучшению работы. В команду продукта ищем .NET разработчика. Обязанности:  Участие в развитии и поддержке корпоративной системы Microsoft Dynamics CRM; Кастомизация системы, разработка плагинов, бизнес-процессов и отчетов; Поддержка и разработка интеграций и синхронизаций с различными внешними и внутренними сервисами; Написание юнит-тестов для разработанного функционала; Разработка веб-приложений и страниц, интегрированных в Microsoft Dynamics CRM; Работа по методологии Scrum в команде с аналитиками, администраторами, инженерами.  Требования:  Опыт работы в качестве разработчика от 2 лет; Опыт кастомизации систем, разработки клиентских скриптов, плагинов, бизнес-процессов, отчетов; Знание принципов ООП и шаблонов проектирования; Знание платформы .NET, языка программирования C#; Опыт разработки веб-приложений на базе ASP .NET, ASP .NET MVC, ASP .NET Core; Навыки разработки на языке JavaScript (TypeScript); Знание HTML, CSS; Знание современных фронтенд-фреймворков (предпочтительно React); Опыт работы с MS SQL Server 2008\2012\2014; Опыт написания сложных запросов и хранимых процедур; Понимание принципов клиент-серверной архитектуры приложений, протокола HTTP и архитектурного стиля REST; Умение рефакторить код и находить слабые места; Умение работать как самостоятельно, так и в команде; Ответственность к выполнению поставленных задач.  Условия:  Востребованный продукт с большими планами на его развитие; Возможность предлагать и реализовывать свои идеи; Полная занятость с гибким графиком; Обучение за счет компании. ";"  Востребованный продукт с большими планами на его развитие; Возможность предлагать и реализовывать свои идеи; Полная занятость с гибким графиком; Обучение за счет компании. ";Опыт работы в качестве <highlighttext>разработчика</highlighttext> от 2 лет. Опыт кастомизации систем, разработки клиентских скриптов, плагинов, бизнес-процессов, отчетов. ;Участие в развитии и поддержке корпоративной системы Microsoft Dynamics CRM. Кастомизация системы, разработка плагинов, бизнес-процессов и отчетов. ;;484;0.034482758620689655;C#_C++;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
