;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;Python; Django Framework; Git; PostgreSQL; SQL; Linux; JavaScript; MySQL; Python; ООП;CSS; HTML; Nginx; Redis; Java; Flask; Unit Testing;Высоконагруженные распределённые системы дистрибуции и кэширования данных. Кластерные системы обработки массивов данных. Web-сервисы (backend). Системы защиты веб-ресурсов от...;Разработка инструментов для оптимизации создания рекламных материалов в рекламных системах.;Python пакет/API разрабатывается на основе уже существующего питоновского OneTick API. Помощь <highlighttext>разработчикам</highlighttext> и клиентам пользоваться пакетом и улучшать его...;Другие навыки
20;70;Python разработчик;2.0;4.0;QIWI;2019-12-02T18:42:46+0300;"Обязанности:  Проектирование и разработка микросервисов на базе Python; Реализация API (REST, JSON-RPC) для микросервисов; Реализация бизнес-логики на основе DDD подхода; Написание unit-тестов, интеграционных тестов; Взаимодействие с другими командами в формате Agile; Работа по методологии Scrum.  Требования:  Знание Python (2 и 3). Опыт промышленной разработки на Python от года; Алгоритмы и структуры данных. Навык оценки сложности алгоритма (линейная, логарифмическая, квадратичная); Опыт работы с многопоточностью, асинхронным кодом или понимание их принципов; Хорошее знание устройства одного из фреймворков: Django, Flask, CherryPy, AioHTTP; Опыт работы с message queue брокерами (RMQ, ZeroMQ); Понимание принципов ООП; Опыт написания unit-тестов (unittest, pytest).  Желательно:  Опыт работы с реляционными БД (MySQL, PostgreSQL); Навыки работы в Linux; Понимание принципов построения высоконагруженных сервисов, балансировка нагрузки; Понимание REST, JSON-RPC; Навыки работы с Docker; Знание подходов в проектировании и разработке сервисов (TDD, DDD) и возможности применения их на практике.  Мы предлагаем:  Работу в динамичной ФинТех эко-системе; Работу в команде с лучшими профессионалами над сложными и интересными задачами; Возможность профессионального роста; Оформление по ТК РФ, конкурентоспособная заработная плата; Расширенный социальный пакет. ";Знание Python (2 и 3). Опыт промышленной разработки на Python от года. Алгоритмы и структуры данных. Навык оценки сложности алгоритма...;Проектирование и разработка микросервисов на базе Python. Реализация API (REST, JSON-RPC) для микросервисов. Реализация бизнес-логики на основе DDD...;"Python; Linux; MySQL; ООП; PostgreSQL";"  Работу в динамичной ФинТех эко-системе; Работу в команде с лучшими профессионалами над сложными и интересными задачами; Возможность профессионального роста; Оформление по ТК РФ, конкурентоспособная заработная плата; Расширенный социальный пакет. ";670;0.3103448275862069;Питон;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;93;Middle Python-разработчик;2.0;4.0;СКБ Контур;2019-12-03T11:14:13+0300;СКБ Контур — это 20 лет разработки, более 30 надежных и удобных для бизнеса программных продуктов, более 2 млн клиентов и 1 000 специалистов в IT. Каждый год бизнес вдохновляет нас на создание новых сервисов: сдача отчетности государству, документооборот с другими компаниями, автоматизация внутренних процессов, поиск полезной информации. В год мы запускаем не меньше трех новых проектов и развиваем инфраструктурную разработку.   О технологиях Многие привыкли ассоциировать СКБ Контур с .NET-разработкой, но с 2017 года мы активно занимается развитием сервисов на других технологиях: Python, Java, Go, Kotlin, PHP, Swift и др. Количество задач растет, и мы ищем Python-разработчика в команду Контур.Банк.   Контур.Банк Онлайн-банк для ИП и ЮЛ, способный работать и в интеграции с сервисами Контура, и как самостоятельный продукт. В команде разработки десять специалистов: ведущие разработчики, аналитик, проектировщик, тестировщик, менеджер разработки, менеджер проекта.   Чем предстоит заниматься?  Проработка архитектурных решений и разработка сервиса с «0» Разработка API для взаимодействия с frontend и мобильным приложением Разработка компонентов для взаимодействия с банковскими сервисами Разработка интеграции с продуктами Контура (Эльба, Бухгалтерия, Экстрен, Фокус)    Что ожидаем от вас?  Опыт разработки на Python от двух лет Опыт работы с Django, PostgreSQL, Redis, Docker Опыт разработки с single page application со стороны бэкенда Участие в продуктовой разработке будет плюсом    Технологии: Python 3, Django, GraphQL, PostgreSQL, Redis, React, Docker, Kubernetes. Раздельные backend- и frontend-приложения.   Условия:   Возможность поработать над проектами с гибким подходом к выбору технологий Возможность участвовать в принятии архитектурных решений и поработать над проектами с нуля Уровень заработной платы, который зависит от ваших технических знаний и навыков Поездки на IT-конференции, митапы, учебные курсы за счет компании Корпоративные мероприятия Гибкий график работы Мощный комп (i7, два монитора) Современный офис на Фурманова, 126 ;Опыт разработки на Python от двух лет. Опыт работы с Django, PostgreSQL, Redis, Docker. Опыт разработки с single page application...;Проработка архитектурных решений и разработка сервиса с «0». Разработка API для взаимодействия с frontend и мобильным приложением. Разработка компонентов для...;"Python; Django Framework; PostgreSQL; Redis";   Возможность поработать над проектами с гибким подходом к выбору технологий Возможность участвовать в принятии архитектурных решений и поработать над проектами с нуля Уровень заработной платы, который зависит от ваших технических знаний и навыков Поездки на IT-конференции, митапы, учебные курсы за счет компании Корпоративные мероприятия Гибкий график работы Мощный комп (i7, два монитора) Современный офис на Фурманова, 126 ;693;0.3103448275862069;Питон;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;16;Middle/senior Python разработчик;2.0;4.0;Центральный банк Российской Федерации;2019-11-29T14:55:46+0300;"Региональный центр развития Екатеринбург приглашает специалистов по тестированию ПО принять участие в конкурсе на вакансию разработчик Python С чем придется работать:  участвовать в разработке фреймворка тестирования разработка core-классов и дополнительных модулей; анализ результатов и подготовка дефектов по фреймворку, с последующим устранением; работа с Confluence; разработка внешних функций на языке Python; создание и настройка тестовых сред; работа с системами непрерывной интеграции (Jenkins); взаимодействие с подрядчиками и смежными подразделениями при согласовании документации; применение изменений, выработка мероприятий по их предотвращению и минимизации последствий; развитие и формализация/регламентирование процесса управления релизами для систем находящихся в зоне ответственности; обучение junior-разработчиков+ликбез коллег других подразделений; рефакторинг и оптимизация своих же наработок при необходимости; code-review реквестов, написание качественного фидбэка по результатам разработка дополнительных инструмеyтов ci/cd  Необходимые теоретические знания:  знание жизненных циклов и методологий разработки ПО; знание пирамиды тестирования. Виды и типы тестирования; понимание баг-трекинговых систем (заведение дефектов, контроль за жизненным циклом); навыки построения базовых SQL-запросов (insert, update, select), управление транзакциями, создание и восстановление дампов БД; навыки документирования найденных ошибок, написания тест репортов; понимание что такое автоматизация процессов и их суть; знание методологий BDD; понимание ООП, знание стандартных методологий разработки с использованием ООП; знание стандартных методологий (DRY, YAGNI и тд.); знание HTML/CSS и селекторов xPath+CSS; понимание JS; понимание работу ЭВМ и разницу работ разных архитектур; знание библиотек для работы с Gherkin (Behave, cucumber etc); знание и понимание сетей; понимание многопоточности, асинхронности и тд; умение быстро разбираться с новыми библиотеками с помощью документации; понимание работы интерпретатора и различия от компилятора;  Необходимые практические знания:  знание и понимание python; опыт и умение работать с системами контроля версий (Git); опыт работы с sql - простыми и сложными запросами; умение работать с Docker, Jenkins и любыми системами\по для непрерывной интеграции; уметь Async/multiprocessing/threading; опыт разработки с использованием ООП; уметь разбирать исходный код библиотек и дорабатывать их; разработка сложных кор-классов;  Мы предлагаем:  работу в крупной стабильной организации и получение опыта работы в МЕГАРЕГУЛЯТОРЕ; возможность профессионального развития в команде лучших экспертов своего направления; достойный уровень дохода, включающий систему премирования, надбавки, расширенный социальный пакет (ДМС после успешного прохождения испытательного срока); насыщенную корпоративную жизнь, наличие спортивного зала и организованного питания на территории места работы. ";Знание жизненных циклов и методологий разработки ПО. Знание пирамиды тестирования. Виды и типы тестирования. Понимание баг-трекинговых систем (заведение дефектов...;Участвовать в разработке фреймворка тестирования разработка core-классов и дополнительных модулей. Анализ результатов и подготовка дефектов по фреймворку, с последующим...;"Python; Django Framework; Git; PostgreSQL; SQL";"  работу в крупной стабильной организации и получение опыта работы в МЕГАРЕГУЛЯТОРЕ; возможность профессионального развития в команде лучших экспертов своего направления; достойный уровень дохода, включающий систему премирования, надбавки, расширенный социальный пакет (ДМС после успешного прохождения испытательного срока); насыщенную корпоративную жизнь, наличие спортивного зала и организованного питания на территории места работы. ";716;0.4482758620689655;Питон;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;32;Python разработчик;2.0;5.0;Точка;2019-11-27T11:26:07+0300;Ищем амбициозного питониста, который любит вызовы и готов покорять сложный сервис. Каждый день интернет-банком Точки пользуются сотни тысяч предпринимателей: они выставляют счета, переводят деньги контрагентам, выплачивают зарплату своим сотрудникам, и любые сбои становятся критичными. Тебе предстоит охранять бесперебойность бизнеса наших клиентов и совершенствовать основной продукт Точки. Что надо делать Ты будешь разрабатывать бэкенд интернет-банка, принимать архитектурные решения и участвовать в создании действительно масштабного проекта. Задачи по-настоящему разные: от маленьких тематических админочек до бэкендов больших сервисов и нагруженных систем. Ты сможешь сам выбрать, какой продукт будешь создавать — инфраструктурный или финансовый, нацеленный на оценку рисков или расчёт налогов, а может быть, тебе интересна тема машинного обучения, big data и нейронные сети. Ты подойдёшь, если   Работал с Python 3.6, asyncio (async/await), веб-фреймоворками (aiohttp, flask, Django), ORM (peewee, SQLAlchemy, Django ORM).   Знаешь классические алгоритмы и структуры данных, сортировки, алгоритмы на графах, динамическое программирование.   Понимаешь, что такое асинхронное программирование и как оно устроено в языке Python.   Разбираешься в новых библиотеках, пишешь тесты, в том числе нагрузочные, знаешь принципы работы очередей сообщений (RabbitMQ, ActiveMQ).   Какой будет Точка для тебя   Комфортная зарплата, которая оправдывает ожидания, медстраховка и всё, что обычно называют горами бесплатных печенек и кофе.   Удобный график: пятидневная рабочая неделя с гибким начало и окончанием рабочего дня.   Уютный офис в центре города, мягкие зоны в стиле коворкинга, бизнес-библиотека, тренажёрный зал и не только   Бесплатное обучение. Всячески способствуем развитию сотрудников, оплачиваем курсы и отправляем на конференции. Периодически митапимся и делимся опытом.   То самое чувство команды, которая летит впереди рынка и не перестаёт приятно удивлять своих клиентов. Кстати, посмотреть на людей, которые создают Точку, всегда можно в нашем инстаграме.   Уже чувствуешь, что команда мечты рядом? Ты знаешь, что делать :);Ты сможешь сам выбрать, какой продукт будешь создавать — инфраструктурный или финансовый, нацеленный на оценку рисков или расчёт налогов, а может...;Ты будешь разрабатывать бэкенд интернет-банка, принимать архитектурные решения и участвовать в создании действительно масштабного проекта. Задачи по-настоящему разные...;"Python; Django Framework; Git; PostgreSQL; SQL";;732;0.5172413793103449;Питон;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;64;Стажер-разработчик Python в Маркет;2.0;4.0;Яндекс;2019-11-25T13:20:51+0300;"Про Маркет Группа компаний Яндекс.Маркет — это сервисы, которыми пользуются миллионы пользователей:  Яндекс.Маркет — сервис для выбора и покупки товаров. Ежедневно market.yandex.ru посещают около 2 млн пользователей. Маркетплейс Беру, на котором сейчас можно найти более сотни тысяч товаров от более чем тысячи продавцов. Маркетплейс Bringly — сервис для покупок из-за границы с ассортиментом в несколько миллионов товаров.  Про людей Нас в Маркете уже больше 1000. Каждый день мы прокачиваем и развиваем рынок электронной коммерции. Мы хотим сделать процесс приобретения товаров в интернете простым и доступным для всех. Мы много экспериментируем, поэтому списки наших идей, проектов и потребностей в талантливых сотрудниках растут в геометрической прогрессии. У нас собрана отличная команда, и мы ищем начинающих разработчиков, с которыми могли бы поделиться своим опытом и научить их решать любые задачи. Про задачи Стажировки у нас — это целый маркетплейс возможностей, сложных, интересных задач и крутых наставников. У нас есть множество разных проектов, поэтому в ходе работы мы используем широкий спектр подходов и технологий. Мы любим работать со стажёрами и умеем это делать: знаем, как развивать, обучать и прокачивать скиллы — для этого у нас собрана целая команда наставников. Будет интересно! Примеры наших задач:  разбор статистических скриптов, причины падений; доработка карты сайта; доработка сервиса поиска трендов; доработка и анализ графиков по 404 ошибкам; доработка систем мониторинга и алертов по seo-ошибкам и резких изменений трафика.  Про скиллы Мы ждём, что у тебя есть:  хорошая алгоритмическая подготовка; знание Python или C++; хорошее знание математической статистики и теории вероятностей; знание основ машинного обучения; опыт участия в соревнованиях по машинному обучению (приветствуется).  Про то, что даём взамен  30 или 40-часовую стажировку длительностью 3-4 месяца в любое время года — всё обсуждаемо мы готовы переводить тебя в штат при успешном прохождении стажировки и при наличии открытых у нас вакансий; возможность пройти стажировку в одном или даже нескольких сервисах: Маркет, Беру, Bringly; стажировка за зарплату и бейдж в придачу, по которому компенсируется оплата питания; возможность быть вольным слушателем образовательных программ, лекций и митапов, которые проходят в Яндексе.   ";Хорошая алгоритмическая подготовка. Знание Python или C++. Хорошее знание математической статистики и теории вероятностей. Знание основ машинного обучения. ;Разбор статистических скриптов, причины падений. Доработка карты сайта. Доработка сервиса поиска трендов. Доработка и анализ графиков по 404 ошибкам. ;"Python; C++";;764;0.5862068965517241;Питон;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25;80;Middle/Senior Python-разработчик;2.0;4.0;IT-People.ru;2019-11-27T10:34:01+0300;"Наш клиент - системный интегратор в сфере информационной безопасности. За 12 лет работы компания успешно выполнила более 1000 проектов. Помимо инженерных решений, в компании есть направление собственной продуктовой разработки. Ребята уже реализовали несколько проектов, один из которых программно-аппаратный комплекс для мониторинга состояния безопасности автоматизированных систем. По-другому, это антивирус для крупных промышленных предприятий. Продукт находится в релизе, сейчас стадия активных продаж, доработки и развития системы. Команда состоит из 8 человек. Это руководитель проекта, ТимЛид, несколько разработчиков на бекенде, тестировщик, аналитик. Поддерживает проект большая группа сопровождения. Успешный старт продаж показал, что у продукта огромные перспективы. Поэтому для усиления команды открыта вакансия Python-разработчик уровня Middle/Senior.  Задач на проекте много, самых разнообразных: проектирование архитектуры, разработка сервисов, оптимизация, разработка новой функциональности. Специфика продукта такова, что это минимум фронтенда, максимум инженерных задач. Стек технологий: Python 3.7, часть микросервисов написана на Flask, часть с использованием python asyncio, 1 сервис на Go. БД — MySQL. Elasticsearch, Kibana, RabbitMQ, REST API. На фронте Angular 7. CI: Jenkins + Docker. От вас:    красивый код,   желание полностью погрузиться в проект,   максимум ответственности и самостоятельности в принятии решений.   Есть все возможности влиять на архитектуру проекта, быть идейным вдохновителем в построении принципов программирования в команде. От компании:   конкурентный уровень дохода, обсуждается индивидуально и зависит от уровня технических знаний кандидата;   оборудование рабочего места с учетом ваших пожеланий;   профильное обучение за счет компании;   корпоративный спорт (бассейн, баскетбол, фитнес, скалодром);   компенсация ДМС;   комфортный офис около парка Маяковского, всегда в наличии чай, кофе, вкусняшки;   классная и сильная команда, большое количество действительно интересных корпоративных мероприятий;   официальное трудоустройство в соответствии с требованиями ТК РФ.  ";От вас: Красивый код. Желание полностью погрузиться в проект. Максимум ответственности и самостоятельности в принятии решений.;;Python;;780;0.5172413793103449;Питон;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;98;Python Developer;2.0;4.0;Плейджендари Ру;2019-11-22T16:49:09+0300;"Мы ищем Python Developer, который усилит команду Playgendary и поможет создавать новые хиты. Для того, чтобы делать крутые игры, нам нужна крутая экосистема. Мы формируем отдел автоматизации, который будет разрабатывать, развивать и поддерживать внутренние сервисы.Playgendary сегодня — это 300+ сотрудников и сотни миллионов игроков по всему миру. Количество наших загрузок превысило 1 млрд — с 2018 года компания входит в топ-10 игровых разработчиков по скачиваниям. Среди хитов: Kick the Buddy, Polysphere, Bowmasters, Tank Stars, Tomb of the Mask. В разработке новые продукты. Процессы в команде построены гибко и понятно: нет долгих согласований, отнимающих время митингов и прочей бюрократии. Мы ценим простоту общения и качественные технические решения. Чем предстоит заниматься:   Тесное взаимодействие с отделами. От HR, до маркетинга;   Проектирование архитектуры и разработка новых сервисов;   Проектирование и разработка API;   Ведение документации;   Управление небольшой командой разработчиков.   Требования к кандидату:   Использование space в отступах;   Опыт коммерческой разработки на python3 от 3x лет;   Опыт в роли ведущего разработчика от года;   Умение (и понимание) работы с git;   Опыт с aiohttp/asyncio/Tornado;   Свободное общение как с sql, так и nosql;   Опыт работы с Docker;   Linux (Ubuntu, bash, утилиты);   Облака (aws\gcp);   Понимание полного цикла разработки: от анализа требований, до деплоя и мониторинга в проде;   Умение выражать свои мысли устно, в коде и документации.   Мы будем рады предложить:   Зарплату, защищенную от валютных колебаний;   Работу в дружной команде единомышленников;   Помощь в реализации ваших идей в рамках работы с командой;   Постоянное повышение квалификации (компания оплачивает образовательные программы и поездки на конференции);   График для тех, кто любит поспать;   Реферальную программу;   Денежные бонусы по случаю важных жизненных событий;   Оплату занятий спортом.    ";Опыт коммерческой разработки на python3 от 3x лет. Опыт в роли ведущего <highlighttext>разработчика</highlighttext> от года. Умение (и понимание...;От HR, до маркетинга. Проектирование архитектуры и разработка новых сервисов. Проектирование и разработка API. Ведение документации. Управление небольшой командой <highlighttext>разработчиков</highlighttext>.;"Python; Git; Linux; SQL; Bash";;798;0.6896551724137931;Питон;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;0;Middle/Senior Python Developer;4.0;4.0;Группа Компаний СТАРТЕКС;2019-12-12T09:09:07+0300;"Команда разработки крупного федерального интернет-магазина ищет опытного back-end (SQL + Django) разработчика: более 100 Гб медиа-данных, 10+ тыс. уникальных посетителей в сутки, 10+ млн. записей в основной БД проекта. Развитая клиентская и администраторская часть, автоматизация работы в ERP-системе, интеграции с внешними сервисами, а так же ряд других интернет-проектов внутри холдинга - все это гарантирует разносторонние и сложные задачи.   Фронт работ:  участие во всем процессе разработки, начиная с проектирования web-приложений и сервисов, заканчивая итоговой реализацией в команде более 10 человек, включающей как опытных, так и молодых и перспективных; реализация и поддержка REST-сервера и WEB-API на его основе; решения прикладных задач проекта как на стороне back-end, как на SQL, так и на Django; интеграция сторонних, но проверенных решений и технологий: Redis, RabbitMQ, Docker и др. постоянная оптимизация существующего и внедрение нового функционала для крупного интернет-магазина и ряда других интернет-проектов компании, в том числе с использованием нейронных сетей, технологий CDN, анализа big data и т.д.    Требования:  опыт программирования в любой среде — от 5 лет; опыт программирования на Python — от 3 лет; умение работать с Git; отличные знания SQL вообще, и PostgreSQL, в частности; знание less/grunt, nodejs, react, openfire — будет дополнительным плюсом; умение соблюдать сроки, сигнализировать о проблемах и конструктивно обсуждать пути их решения.    Условия работы:  заработная плата выше рынка; работа в компании, которая растет каждый год уже более 10 лет; возможности для серьезного профессионального и личного роста; современная техника на рабочем месте; корпоративные мероприятия за счет компании; комфортное рабочее место, новый офис; иногородним поможем с переездом. ";Опыт программирования в любой среде — от 5 лет. Опыт программирования на Python — от 3 лет. Умение работать с Git. ;Участие во всем процессе разработки, начиная с проектирования web-приложений и сервисов, заканчивая итоговой реализацией в команде более 10 человек...;"Python; SQL; Git; Django Framework; Nginx; Redis; REST";;800;0.0;Питон;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
28;12;Python разработчик (Django);2.0;3.0;Интернет Лид;2019-12-10T23:09:02+0300;"  Описание Компания-разработчик программного продукта для сферы образования «Интернет Лид» приглашает на работу активных людей для долгосрочного сотрудничества, материального и профессионального роста на позицию python full-stack разработчика в удаленную команду. О компании С 2011 года ООО “Интернет Лид” занимается разработкой и внедрением веб-сервисов для системы образования. Команда имеет опыт более 9 лет в проектировании систем и работе с образовательными организациями и пользователями образовательных услуг. О продукте Информационная система «Мапа.рус» - веб-сервис и мобильное приложение для дошкольных организаций: аналитические, коммуникационные и CRM-инструменты для садов и центров развития (сотрудников и родителей). Требования к кандидату:  Опыт работы с Python/Django от 1 года;    Будет плюсом:  Опыт работы с REST API; Знание Linux OS and Postgres DB; Опыт работа с Version Control Systems (Git); Хорошее знание HTML, CSS, JavaScript. Знакомство с PHP, MySQL, Wordpress. Опыт работы в команде; Хороший письменный и разговорный английский; Опыт в тестировании кода.    Наши условия работы:  Удаленная работа, частичная занятость с оговариваемым графиком или full-time ; Разносторонние интересные проекты; Развитие растущего многопользовательского сервиса.     ";Опыт работы с Python/Django от 1 года. Будет плюсом: Опыт работы с REST API. Знание Linux OS and Postgres...;О продукте. Информационная система «Мапа.рус» - веб-сервис и мобильное приложение для дошкольных организаций: аналитические, коммуникационные и CRM-инструменты для садов...;"CSS; Git; Linux; PostgreSQL; JavaScript; MySQL; Django Framework; HTML; Python";;812;0.034482758620689655;Питон;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;62;Python developer;3.0;4.0;Креатик Софт;2019-12-12T05:25:12+0300;"Привет! Мы CreaticSoft - международная компания, любящая свое дело! Сейчас нашей команде очень не хватает опытного Python разработчика и, возможно, твои знания и подход к работе - это именно то, что мы ищем!   Тебе предстоит быть лидером построения промышленного процесса разработки в условиях распределенной команды, в том числе в обязанности будет входить трансформация набора скриптов в стабильное high-load решение на инфраструктуре k8s-AWS-Jenkins. Помимо этого, разработка модулей для Odoo ERP (Python) - создание документации к модулю - тестирование созданных модулей.   Требования  Опыт объектно-ориентированного программирования на Python от 3х лет; Опыт работы в крупных проектах, стратегическое мышление; Опыт организации процесса разработки в стеке технологий Python (контроль кода, контроль изменения базы, работа в условиях автоматического CI/CD, опыт организации code-review); Must-have knowledge: Jira-GitHub; Английский на уровне Upper-Intermediate (B2) или выше;    Будет преимуществом:  SQL-ориентированные базы данных (PostgreSQL); Если ты сможешь прислать примеры кода, это тоже будет существенным плюсом. Также будет плюсом Java, JavaScript-фреймворки (React/Angular); Odoo 11.  P.S. Готовы рассмотреть кандидата без опыта программирования модулей для Odoo ERP, но при наличии опыта программирования на Python и других языках.   Условия работы: Официальное трудоустройство. Комфортные офисы – главный в Технопарке Академгородка, офис чуть меньше – на Речном вокзале. Испытательный срок, после которого ты сможешь выбрать наиболее удобное для работы место. Так как мы работаем с иностранными заказчиками, у нас есть курсы английского языка за счет компании в офисе, чтоб понимать друг друга. И, несомненно, интересные командировки в Европу, Китай и США. Если ты заинтересован, то быстрее откликайся на вакансию и отправляй нам свое резюме!            ";Опыт объектно-ориентированного программирования на Python от 3х лет. Опыт работы в крупных проектах, стратегическое мышление. Опыт организации процесса...;;"Python; AngularJS; Atlassian Jira; Английский язык; Jenkins; PostgreSQL; Java; JavaScript";;962;0.0;Питон;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
