;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;Python; Django Framework; Git; PostgreSQL; SQL; Linux; JavaScript; MySQL; Python; ООП;CSS; HTML; Nginx; Redis; Java; Flask; Unit Testing;Высоконагруженные распределённые системы дистрибуции и кэширования данных. Кластерные системы обработки массивов данных. Web-сервисы (backend). Системы защиты веб-ресурсов от...;Разработка инструментов для оптимизации создания рекламных материалов в рекламных системах.;Python пакет/API разрабатывается на основе уже существующего питоновского OneTick API. Помощь <highlighttext>разработчикам</highlighttext> и клиентам пользоваться пакетом и улучшать его...;Другие навыки
10;77;Младший аналитик / Python разработчик;1.0;5.0;Зифириум;2019-12-06T22:27:41+0300;"О нас Занимаемся мобильной интернет рекламой. Каждый день у нас копятся гигабайты данных, требующих анализа для ответа на повседневные бизнес-вопросы. Обрабатываем(Extract/Transform/Load) данные с помощью Python 3. Анализируем данные с помощью Python 3/Pandas. Храним данные в PostgreSQL на RDS Amazon Cloud Service. Работаем на виртуальной машине Ubuntu Server в EC2 AWS. Помимо технической части, каждая из задач требует понимания основ маркетинга(термины, метрики, типичные бизнес процессы). Работа будет интересна как аналитикам так и программистам. Дальнейший рост возможен как по первому так и по второму направлению. Обязанности:  Разработка скриптов для загрузки/обработки данных на языке Python (как с корпоративной БД в облаке, так и через сторонние API) Разработка скриптов для анализа данных на языке Python(для ответа на бизнес-вопросы) Представление результатов анализа данных в различных форматах(от Google Sheets/CSV файлов до мини HTML/JS приложений )  Требования:  Python; знание Pandas большой плюс. Знакомство с SQL, Unix системами, HTML/JS Также плюсом будет понимание терминов интернет маркетинга: mediabuying, CPI, CR и т.д.  Условия:  ​​​​​Официальное трудоустройство по ТК РФ; Работа в профессиональном и увлечённом коллективе; Социальный пакет (ДМС на корпоративных условиях); Комфортный офис в шаговой доступности от м. Горьковская; Корпоративная библиотека;   ";"  ​​​​​Официальное трудоустройство по ТК РФ; Работа в профессиональном и увлечённом коллективе; Социальный пакет (ДМС на корпоративных условиях); Комфортный офис в шаговой доступности от м. Горьковская; Корпоративная библиотека;   ";"Python; знание Pandas большой плюс. Знакомство с SQL, Unix системами, HTML/JS. Также плюсом будет понимание терминов интернет маркетинга: mediabuying...";Разработка скриптов для загрузки/обработки данных на языке Python (как с корпоративной БД в облаке, так и через сторонние API). ;"Analytical skills; Python";277;0.1724137931034483;Питон;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11;29;Python разработчик;2.0;3.0;Очень Интересно;2019-12-12T08:40:49+0300;Ищем разработчика веб-приложений на Python.   Про нас: У нас работают и общаются талантливые разработчики, опытные архитекторы и проектировщики, рациональные менеджеры, дизайнеры, инженеры, тестировщики, использующие современные технологии в создаваемых с нуля проектах. Мы решаем нетривиальные задачи, которые позже переезжают жить на Amazon AWS / Azure / Google Apps при помощи нашей блистательной DevOps-команды. Мы живем в разных странах, городах и часовых поясах, но совместно работаем над VR (Virtual Reality), AR (Augmented Reality), IoT (Internet of Things), веб-проектами и мобильными приложениями, Unity Gaming, Enterprise бизнес-приложениями. Мы профессионально говорим на разных языках - русском, английском, немецком, китайском, вьетнамском, фарси и ”в совершенстве” на Python, С#, PHP, Objective-C, JavaScript (React, Vue.js, Angular), Java, Swift. Мы находимся на трех континентах (Европа, Азия, Америка) и постоянно путешествуем между ними, по работе и просто так. Особое внимание мы уделяем таким вещам как, возможность самореализации и взаимодействия в команде. Важно, чтобы работа приносила удовольствие!   Про вас:   Отлично понимаете Python3, Python Internals, структуры и алгоритмы, шаблоны проектирования.   Предлагаете обдуманные и аргументированные решения и реализуете их с минимумом багов (или вообще без них)!   Планируете свое решение, прежде чем написать первую строчку кода.   Умеете тестировать свой собственный и чужой код (unit tests, integration tests, manual tests).   Понимаете, что такое сложность алгоритмов по O-нотации.   Плюсом будет:   Django  Django Rest Framework.   Оптимизация и профилирование Python кода.   Профилирование SQL / NoSQL запросов (explain - ваш лучший друг!).   Опыт работы с Vue (or React/Angular).   Хорошее понимание Frontend технологий: CSS3 / HTML / JavaScript / Webpack.   Опыт или интерес к работе с другими языками (Scala, Go, C).   Интерес к проектированию API / DB / Mobile apps.   Опыт работы и реализации real-time сервисов и приложений.   Опыт работы с Hadoop / HBase / Storm / Kafka / Spark / MapReduce.   TDD.   Умение общаться с другими разработчиками и анализировать собственные предлагаемые варианты решения (и идеи) с точки зрения ROI (Return on Investment) - большой плюс!   Какие задачи решать:   Создание API, Backend для мобильных, веб- и IoT- приложений.   Event stream processing (Kafka / Storm / Spark) и аналитика в реальном времени.   Разработка новых приложений и проектов.   Работа с проектами, которые уже живут в production и где растет количество пользователей, трафик, базы данных и нагрузка на инфраструктуру.     С чем работать:   Python3 / Django / Django Rest Framework.   PostgreSQL / MongoDB / DynamoDB / Redis / RabbitMQ.   Apache Kafka / Storm / Spark, Map/Reduce.   Amazon AWS (EC2, SQS, SNS, ELB, ECS, RDS, S3, DynamoDB).   Google Cloud.   Unit tests.   Docker.   Git / Linters / Jenkins / Upsource.   JavaScript apps (Vue.js).   Linux preferred (Mac is fine as well. No Windows :).     Мы ценим:   Как красивый код, так и минимум кода.   Понятный код, который покрыт тестами и содержит детальные комментарии.   Разработчиков, увеличивающих объем знаний и опыт команды.   Тех, кто не боится ответственности и работает на результат.   Разработчиков, не требующих микроменеджмента и постоянного мониторинга.   Людей, которые сказали, что все будет сделано в среду, и финишировали во вторник.   Документацию, которая обновляется (и тех, кто над ней работает).   Чувство юмора )     Мы предлагаем:   Официальное трудоустройство и “белую” заработную плату.   Лояльный график работы: гибкое начало и окончание дня, возможность работать удаленно по пятницам.   Офис в центре города в шаговой доступности от метро и с доступом к любому виду транспорта (бизнес-центр ЦМТЕ).   Ежегодное Performance Review.   Прозрачные процессы в компании и гибкий менеджмент.   Работу над международными проектами в разных сферах.   Занятия английским языком за счет компании.   Частичную компенсацию спорта (фитнес, бассейн, волейбол, танцы и пр.).   Команду, которая всегда готова поддержать, объяснить непонятное и просто пообщаться.   Спортивные тимбилдинги и корпоративные мероприятия.   Традиционную пиццу в офисе по четвергам (наша традиция :) )   Зону отдыха с кикером и Playstation 4.  ;   Официальное трудоустройство и “белую” заработную плату.   Лояльный график работы: гибкое начало и окончание дня, возможность работать удаленно по пятницам.   Офис в центре города в шаговой доступности от метро и с доступом к любому виду транспорта (бизнес-центр ЦМТЕ).   Ежегодное Performance Review.   Прозрачные процессы в компании и гибкий менеджмент.   Работу над международными проектами в разных сферах.   Занятия английским языком за счет компании.   Частичную компенсацию спорта (фитнес, бассейн, волейбол, танцы и пр.).   Команду, которая всегда готова поддержать, объяснить непонятное и просто пообщаться.   Спортивные тимбилдинги и корпоративные мероприятия.   Традиционную пиццу в офисе по четвергам (наша традиция :) )   Зону отдыха с кикером и Playstation 4.  ;Как красивый код, так и минимум кода. <highlighttext>Разработчиков</highlighttext>, увеличивающих объем знаний и опыт команды. Тех, кто не боится ответственности и...;Оптимизация и профилирование Python кода. Создание API, Backend для мобильных, веб- и IoT- приложений. Event stream processing (Kafka / Storm / Spark...;"Python; Django Rest Framework; Django";429;0.0;Питон;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
12;3;Middle Python Developer;2.0;4.0;DataArt;2019-12-10T11:44:51+0300;Middle Python Developer На эту позицию мы рассматриваем резюме от кандидатов из любого города. Тому, кто по итогам собеседований получит предложение о работе на DataArt и примет его, мы поможем с переездом в Воронеж. DataArt занимается IT-консалтингом и созданием ПО. С 1997 года мы проектируем, разрабатываем, модернизируем и поддерживаем решения, которые помогают расти бизнесу наших клиентов. DataArt начинался как компания друзей. Отсюда — особенная культура, которая отличает нас от других IT-аутсорсеров: — Плоская структура: нет прямых начальников и подчиненных. — Мы берем людей не в проект, а в компанию. Если работа на клиента закончилась, вы переходите в другой проект или в оплачиваемый idle. — Гибкий график, возможность менять проекты, работать из дома, пробовать себя в разных ролях. — Минимум бюрократии и микроменеджмента, удобные корпоративные сервисы. ТРЕБОВАНИЯ  Опыт программирования на Python не менее 2-х лет. Опыт коммерческой разработки. Базовое знание SQL. Базовое знание JavaScript, Bootstrap. Умение работать в команде. Проактивность, готовность к решению проблем. Способность адаптироваться к изменениям. Разговорный английский.  DATAART ПРЕДЛАГАЕТ Профессиональное развитие:- Опытные коллеги готовы делиться знаниями, внутренние профессиональные комьюнити.- Возможность менять проекты, технологии, пробовать себя в разных ролях.- Внутренний образовательный портал: более 150 технологических курсов и soft skills - тренингов.- Обучение английскому языку: курсы, общение с коллегами и клиентами из разных стран.- Поддержка докладчиков, выступающих на конференциях и встречах технологических сообществ.Отсутствие бюрократии, удобные корпоративные сервисы.Отсутствие дресс-кода, дружеская атмосфера, забота о комфорте специалистов.Гибкий график, ДМС, рабочее место в современном бизнес-центре.Возможность участвовать в конференциях как слушатель и выступающий.;;Опыт программирования на Python не менее 2-х лет. Опыт коммерческой разработки. Базовое знание SQL. Базовое знание JavaScript, Bootstrap. ;Обучение английскому языку: курсы, общение с коллегами и клиентами из разных стран. - Поддержка докладчиков, выступающих на конференциях и встречах технологических...;"Python; SQL; JavaScript; Bootstrap; Английский язык";503;0.06896551724137931;Питон;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
13;5;Python программист (middle);2.0;4.0;Строительный Двор;2019-12-10T14:44:10+0300;"Строительный Двор - крупнейший поставщик строительных и отделочных материалов с 1993 года!16 городов, 54 розничных магазинов, более 2 000 сотрудников.У нас микросервисная архитектура и agile подход к разработке,нет менеджеров и начальников, у нас есть самоорганизованные команды!Открытость экспериментам и новым инструментам!Мы любим web и у нас всегда есть интересные задачи! Требования:  опыт работы от 2+ года в разработке Python, или других языках; практический опыт работы с операционными системами семейства *nix; опыт использования какой-либо реляционной СУБД (MySQL, Postgre SQL, SQL Server, Oracle); использование тестов в процессе разработки, покрытие своего кода тестами; работа в команде разработчиков.  Обязанности:  качественное и своевременное исполнение задач web-проекта и непосредственного руководителя; поддержка и доработка уже существующих сайтов; разработка концепции развития веб-сервера; оптимизация БД и запросов‚ сопровождение существующего кода.  Условия:  официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска за каждый год работы в компании.  Стань частью нашей команды !Мы ждём твоё резюме!";"  официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска за каждый год работы в компании.  Стань частью нашей команды !Мы ждём твоё резюме!";...СУБД (MySQL, Postgre SQL, SQL Server, Oracle). Использование тестов в процессе разработки, покрытие своего кода тестами. Работа в команде <highlighttext>разработчиков</highlighttext>.;Качественное и своевременное исполнение задач web-проекта и непосредственного руководителя. Поддержка и доработка уже существующих сайтов. Разработка концепции развития веб...;"Python; MySQL; PostgreSQL";505;0.06896551724137931;Питон;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14;23;Программист Python;2.0;4.0;Тинькофф;2019-12-10T08:05:10+0300;"Мы работаем над новым RD проектом. Детали проекта пока не публичны, но можем сказать, что это самый амбициозный проект Тинькофф за последние несколько лет. Команда только собирается, поэтому люди в ней быстро растут - в карьере и навыках. Нам важен уровень кандидатов, поэтому гарантируем, что вокруг будут только опытные профессионалы. Разработка - в самом начале. В нашем распоряжении весь AWS-стек, свобода в принятии технических решений и отсутствие легаси. Обязанности:  Развитие технических решений от MVP до промышленной инфраструктуры, обеспечивающей надежность работы и масштабирования нагрузки; Писать работающий и стабильный код, который будет приятно поддерживать; Участие в проектировании приложений и ревью кода других разработчиков; Взаимодействовать с другими разработчиками, аналитиками и тестировщиками;  Требования:  Отличное знание Python (2.7 и 3.). Опыт промышленной разработки на Python от 2 лет; Опыт многопоточного, асинхронного программирования; Опыт работы и знание фреймворков Tornado, AIOHTTP, Flask, Django; Опыт работы с реляционными СУБД (PostgreSQL, Mysql); Знание и применение паттернов проектирования.  Желательно:  Опыт построения распределённых высоконагруженных сервисов; Наличие собственных разработок в open source; Опыт работы с PyPy; Знание JS, CSS; Опыт разработки на одном из языков: Java, C#, С++, Go  Условия:    Рабочее место на выбор (Mac/Win/Linux, Notebook/PC); Белая заработная плата, размер которой обсуждаем индивидуально на собеседовании; Добровольное медицинское страхование (ДМС); Офис в центре города в 10 мин. от м. пл. 1905 года в БЦ “Палладиум”; Компенсация на выбор: обедов, парковочного места; Компенсация 50% на спорт; Скидка 30% на КАСКО в СК Тинькофф; Поездки на конференции и обучающие курсы. ";"    Рабочее место на выбор (Mac/Win/Linux, Notebook/PC); Белая заработная плата, размер которой обсуждаем индивидуально на собеседовании; Добровольное медицинское страхование (ДМС); Офис в центре города в 10 мин. от м. пл. 1905 года в БЦ “Палладиум”; Компенсация на выбор: обедов, парковочного места; Компенсация 50% на спорт; Скидка 30% на КАСКО в СК Тинькофф; Поездки на конференции и обучающие курсы. ";Отличное знание Python (2.7 и 3.). Опыт промышленной разработки на Python от 2 лет. Опыт многопоточного, асинхронного программирования. ;...который будет приятно поддерживать. Участие в проектировании приложений и ревью кода других <highlighttext>разработчиков</highlighttext>. Взаимодействовать с другими <highlighttext>разработчиками</highlighttext>, аналитиками и тестировщиками.;"Python; Django Framework; PostgreSQL; MySQL; Linux";523;0.06896551724137931;Питон;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
15;24;Junior Python разработчик;2.0;4.0;Айдеко;2019-12-10T08:51:18+0300;"Компания «Айдеко» - ведущий разработчик программного обеспечения в области информационной безопасности и сетевых технологий. Наши продукты IDECO UTM - шлюз безопасности; система контентной фильтрации IDECO SELECTA; IDECO MESH - позволяет использовать интернет в любой точке покрытия Wi-Fi без потери качества сигнала. Нам нужен разработчик в команду разработки продукта Ideco UTM - это система предотвращения вторжений, контентная фильтрация, контроль приложений (DPI), антивирусная проверка трафика, система отчетов и многое другое. В основном разработка ведется на Python3, но также есть задачи на C, GoLang и Bash.   Языки программирования: Python3, C, GoLang, Bash. Обязанности:  Разработка бекендов и сервисов, в основном на Python; Работа в scrum-команде по разработке серийного ПО;    Требования:  Уверенные знания Python3; Опыт работы с ОС Linux; Умение работать с git; Понимание устройства сетей.  Дополнительными плюсами кандидата будут:  Базовые навыки администрирования Linux; Умение писать простой и понятный код; Опыт работы с Python3 Aiohttp; Опыт работы на C/C++, Golang, Bash.      Условия:  Конкурентная заработная плата (готовы обсуждать индивидуально, будет зависеть от скиллов), официальное трудоустройство, гуманный график работы; Бесплатное обучение английскому языку с преподавателем (в офисе); Чай, кофе, плюшки и сладости на оборудованной кухне, просторный современный офис. ";"  Конкурентная заработная плата (готовы обсуждать индивидуально, будет зависеть от скиллов), официальное трудоустройство, гуманный график работы; Бесплатное обучение английскому языку с преподавателем (в офисе); Чай, кофе, плюшки и сладости на оборудованной кухне, просторный современный офис. ";Уверенные знания Python3. Опыт работы с ОС Linux. Умение работать с git. Понимание устройства сетей. Базовые навыки администрирования Linux. ;Разработка бекендов и сервисов, в основном на Python. Работа в scrum-команде по разработке серийного ПО.;;524;0.06896551724137931;Питон;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
16;41;Программист Python, Go;2.0;4.0;Уральский центр систем безопасности;2019-12-09T16:37:54+0300;Приглашаем Программиста Python в команду по проекту DATAPK! DATAPK – один из ключевых продуктов Компании, средство для мониторинга состояния безопасности АСУ ТП (автоматизированная система управления технологическими процессами). Это интереснейший проект - сплав работы команды инженеров и программистов. Стек: Python, Go, Flask, Angular, ELK, Rabbit MQ, CI: Jenkins + Docker Ждем от Вас:  понимание Python3, Python internals, знание базовых структур данных и алгоритмов (queue, binary tree, etc) реализация решений с минимумом багов (или вообще без них :) )! планирование решений, прежде чем написать первую строчку кода умение тестировать свой собственный и чужой код (unit tests, integration tests, manual tests)  Задачи:  проектирование архитектуры компонентов, программных интерфейсов и методов интеграции с внешними сервисами, а также определение используемого технологического стека реализация проектов уровня RD, направленных на разработку перспективных программных продуктов, основанных на самых современных технологиях в области IT определение методик, формирование инфраструктуры для ведения разработки  Мы предлагаем:  профильное обучение за счет компании корпоративный спорт (бассейн, баскетбол, фитнес, скалодром) компенсация ДМС и занятий английским отличный комфортный офис около парка Маяковского (турник, массажное кресло, хороший кофе и вкусняшки) дружная и веселая команда, корпоративные мероприятия официальное трудоустройство в соответствии с требованиями ТК РФ ;  профильное обучение за счет компании корпоративный спорт (бассейн, баскетбол, фитнес, скалодром) компенсация ДМС и занятий английским отличный комфортный офис около парка Маяковского (турник, массажное кресло, хороший кофе и вкусняшки) дружная и веселая команда, корпоративные мероприятия официальное трудоустройство в соответствии с требованиями ТК РФ ;Понимание Python3, Python internals. Знание базовых структур данных и алгоритмов (queue, binary tree, etc). Реализация решений с минимумом багов...;Проектирование архитектуры компонентов, программных интерфейсов и методов интеграции с внешними сервисами, а также определение используемого технологического стека. Реализация проектов уровня...;"Python; Flask; AngularJS; RabbitMQ; Jenkins";541;0.10344827586206896;Питон;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
17;49;Программист Python;3.0;4.0;Тензор;2019-12-09T08:47:54+0300;"Систему СБИС придумали, создали и постоянно совершенствуют почти 1500 разработчиков в 11 центрах разработки по стране. У нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных. Мы ищем людей, способных реализовывать от идеи до “продакшна” крупные проекты по:  Разработке высоконагруженных сервисов (хорошие объемы данных, HA) Оптимизации выдачи данных    Присоединившись к нашей команде, у вас будет возможность усовершенствовать систему СБИС. Результатом вашей работы будут пользоваться более миллиона людей – на компьютерах, планшетах и смартфонах. Мы не работаем под заказ, мы создаем тиражные продукты. Используемый стек технологий: C++, Python, PostgreSQL, Javascript, NodeJS, Redis, ElasticSearch, Clickhouse. Вам не нужно знать буквально все наши технологии. Нужна светлая голова и страстное желание работать. Делать лучший продукт в России. Мы будем рады узнать о наличии у вас:  опыта разработки на указанных выше ЯП или любом диалекте SQL; способности чувствовать «красоту кода»; опыта командной разработки; профильного (ИТ/инженерного) образования; желания развиваться – как вместе с нами, так и самостоятельно.  Мы предлагаем:   заработная плата в зависимости от квалификации и уровня ответственности; оформление по ТК РФ; премии от 5 до 20% по итогам работы за месяц; социальные гарантии; дружный, весёлый молодой коллектив; корпоративные праздники и различные совместные мероприятия.   ";"   заработная плата в зависимости от квалификации и уровня ответственности; оформление по ТК РФ; премии от 5 до 20% по итогам работы за месяц; социальные гарантии; дружный, весёлый молодой коллектив; корпоративные праздники и различные совместные мероприятия.   ";Опыта разработки на указанных выше ЯП или любом диалекте SQL. Способности чувствовать «красоту кода». Опыта командной разработки. Профильного (ИТ/инженерного...;Разработке высоконагруженных сервисов (хорошие объемы данных, HA). Оптимизации выдачи данных.;;549;0.10344827586206896;Питон;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18;94;Python разработчик (SaaS платформа Ритейлика);2.0;4.0;Крона-КС;2019-12-09T07:57:52+0300;"Привет, будущий коллега! Мы специализируемся на разработке облачных сервисов и инновационных мобильных приложений для коммерческих структур, от небольших компаний до гигантов федерального уровня. В связи с интенсивным ростом клиентской базы и сопутствующих задач, ищем в свою команду толкового backend или fullstack разработчика на дальнейшее развитие нашей облачной платформы мобильного аудита и мониторинга RETAILIQA. RETAILIQA (Ритейлика) - это наша собственная разработка (связка web+mobile), развитием которой мы активно занимаемся более 5 лет с 2014 года. Платформа создана с нуля для решения задач по переходу бизнес-процессов компаний на безбумажные технологии и ориентирована на широкое использование мобильных устройств для выполнения различных видов аудитов, контроля качества работы, мониторинга цен конкурентов и сбора отзывов клиентов. За последние годы наша платформа совершила буквально революцию в области автоматизации проверок, инспекций, мониторингов и аудитов, обретя множество клиентов из числа компаний федерального и регионального уровня в России и странах СНГ. Впереди - Европа и другие западные страны :-) Среди наших клиентов М.Видео, DNS, Татнефть-АЗС, Инвитро, Аскона, Мираторг, Spar, Монетка, Аптечная сеть Вита, Московский ювелирный завод, Мотив, Globus, 220 Вольт, Галамарт, Супермаркеты Кировский и многие другие (всего уже более 200 корпоративных клиентов, от небольших ресторанов до крупнейших федеральных продуктовых сетей) Какой стек используем?  Python/Django MongoDB/MySql/SQLite RabbitMQ/Celery/Redis AngularJS/React Cordova Elixir  Система контроля версий – Git. Контейнеризация - Docker. Какие стоят задачи на текущий момент?   Доработка и развитие существующих сервисов; Оптимизационные задачи по производительности бэкенда; Доработки и кастомизация функционала наших сервисов под специфику и бизнес-процессы крупных клиентов; Разработка узкоспециализированных модулей в рамках платформы; Участие в разработке новых сервисов;  Чем предстоит заниматься в будущем? Задачи «на перспективу», связанные с использованием фреймворков и технологий машинного обучения (например, автоматическое распознавание ценников и пустот на товарных полках с помощью сверточных нейронных сетей). Основные двигатели прогресса и поставщики новых идей - это наши клиенты, известные федеральные и региональные ритейлеры, поэтому у нас впереди много разноплановых задач «на пике технологий», задачи непростые и очень интересные. Ожидаем:  Уверенное знание Python; Опыт работы с NoSQL СУБД (mongoDB) либо PostgreSQL/MySQL/SQLite;  Будет весомым плюсом:  Уклон в фулстек и опыт работы с js-фреймворками (Angular, React); Участие в проектах по разработке мобильных приложений;  Место работы: г. Екатеринбург, ул. Айвазовского 53 (район Южного автовокзала). От нас:  Официальное трудоустройство по ТК, 100% белая зарплата; Своевременное з/п-ревью по мере роста проф. уровня и приносимой компании пользы; Много челленджа от компаний-клиентов из различных сфер бизнеса и направлений деятельности; Дружный, амбициозный и талантливый коллектив, увлеченный своим делом; Комфортное рабочее место; Частичная компенсация питания; Гибкое начало рабочего дня; ";;"Уверенное знание Python. Опыт работы с NoSQL СУБД (mongoDB) либо PostgreSQL/MySQL/SQLite. Уклон в &quot;фулстек&quot; и опыт работы с...";Доработка и развитие существующих сервисов. Оптимизационные задачи по производительности бэкенда. Доработки и кастомизация функционала наших сервисов под специфику и бизнес...;"Python; JavaScript; Git; Django Framework; Linux; MongoDB; Celery; RabbitMQ; AngularJS; React; Docker; Android; iOS; Cordova; NoSQL; SaaS; MySQL; PostgreSQL; Kubernetes; Elixir";594;0.10344827586206896;Питон;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
19;20;Python teamlead / Ведущий разработчик;2.0;4.0;СкайДНС;2019-12-06T10:23:33+0300;"Компания SkyDNS приглашает на работу Python разработчика для управления командой разработчиков и активного улучшения крупного проекта компании. SkyDNS - ведущий российский разработчик и поставщик систем контент-фильтрации для операторов связи, органов власти, корпоративных клиентов и учебных заведений. Продукты и услуги компании успешно продаются на территории России, стран СНГ, США, Великобритании и других стран. Обязанности:  Руководство командой разработчиков, занимающимися сайтом и кабинетом пользователя; Планирование, декомпозиция и распределение поставленных задач в команде; Планирование релизов; Контроль стандартов разработки; На сегодня основными направлениями развития сервиса является переход на микросервисную архитектуру и последовательный рефакторинг бизнес логики.  Технические требования:  Знание *nix-систем; Middle/Senior Python; Опыт использования Django и Django CMS; Понимание промышленного цикла разработки ПО; Опыт в осуществлении контроля качества кода; Дебианизация, докеризация; Jira, Git Issues, либо другой таск трекер; Опыт построения REST API.    Условия:  Удобный офис в Пионерском районе (на Кулибина недалеко от ТЦ Современник); Возможность посещать мероприятия для профессионального развития; Большой и дружный коллектив; Возможность обучения английскому языку; Наличие обширной и пополняемой профессиональной библиотеки. ";Знание *nix-систем. Middle/Senior Python. Опыт использования Django и Django CMS. Понимание промышленного цикла разработки ПО. Опыт в осуществлении...;Руководство командой <highlighttext>разработчиков</highlighttext>, занимающимися сайтом и кабинетом пользователя. Планирование, декомпозиция и распределение поставленных задач в команде. Планирование релизов. ;"Python; Django Framework; Nginx";"  Удобный офис в Пионерском районе (на Кулибина недалеко от ТЦ Современник); Возможность посещать мероприятия для профессионального развития; Большой и дружный коллектив; Возможность обучения английскому языку; Наличие обширной и пополняемой профессиональной библиотеки. ";620;0.20689655172413793;Питон;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
