;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; Java; Android SDK; Kotlin; ООП; Android;Android;Java;Android SDK;Git; C++; SQL; Мобильность; kotlin;Разработка программного обеспечения для Android. Участие в проектах федерального масштаба на всех стадиях разработки (от проектирования до конечной реализации).;Руководство командой <highlighttext>разработчиков</highlighttext>. Организация процессов разработки, публикации и сопровождения мобильных приложений для Android. Участие в проектах федерального масштаба на всех...;Разрабатывать мобильные приложения под Android и улучшать уже существующие. Писать много новых фич, принимать участие в рефакторинге существующего кода и...;Разработка, поддержка и усовершенствование приложения АТИ-Поиск и грузы. Оценка времени и сложности реализации. Выбор оптимального пути решения. ;+ завершенные проекты.;Написание кода с комментариями.;Аккуратизм и идеализм в вопросах интерфейсов. Участие в разработке open-source проектов компании и активная работа с сообществом. ;Другие навыки
30;84;Android разработчик;2.0;5.0;СКБ-Банк;2019-11-25T06:55:21+0300;Команда смелых и решительных продактов, создающих продукт для людей дела, ищет креативного, профессионального, болеющего за дело Мобильного разработчика. Чем придется заниматься? Без устали совершенствовать мобильное приложение, давая возможность людям дела пользоваться услугами банка в телефоне где угодно и когда угодно. Писать чистый и красивый код, который оптимален и отказоустойчив. Функционал:  Оперативно разобраться в стороннем коде мобильного приложения для Android. Принимать участие в доработках приложения, внедрении нового функционала и интеграции с кассовой периферией и внешними онлайн сервисами. Принимать участие в анализе и исправлении багов, обнаруженных в ходе эксплуатации приложения.  Технологии:   Экспертный уровень знания языка разработки JavaAndroid и формата обмена данными JSON. Уверенное владение GITLAB, JENKINS, GSON, Realm, Retrofit, RxJava, Sl4j, JodaTime - Работа со временем в Java SE, SimpleXmlFramework, JUnit, EventBus, Butterknife, JSSC.  Необходимые навыки:  Навыки работы с чужим кодом. Умение работать в команде, коммуникабельность Умение осваивать новые технологии в сжатые сроки.  С нашей стороны мы: Можем обеспечить непрерывный поток историй для реализации, именно историй, а не задач, так как не отделяем разработчика от продуктовой команды. Очень важно, чтобы интеграции с периферийными устройствами не составляли никаких трудностей. И, конечно, не обойдется без вот этого всего:  Официальное трудоустройство согласно ТК РФ. Заработная плата по результатам собеседования. Уютный, комфортный и технологичный офис в центре города. Социальная политика: услуги СКБ-банка на льготных условиях, компенсация оплаты за бассейн, партнерские программы по спортзалу и мобильной связи, ДМС. ;Экспертный уровень знания языка разработки JavaAndroid и формата обмена данными JSON. Уверенное владение GITLAB, JENKINS, GSON, Realm, Retrofit, RxJava, Sl...;Оперативно разобраться в стороннем коде мобильного приложения для Android. Принимать участие в доработках приложения, внедрении нового функционала и интеграции с...;Android;;784;0.5862068965517241;Android;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;88;Product Owner| Business development (разработка приложения новостного мониторинга IOS, Android);2.0;5.0;Сбербанк;2019-11-24T22:15:22+0300;"Мы ищем руководителя проектов с business development опытом для запуска и развития сервиса Новостной мониторинг для внутренних и внешних Клиентов Банка.Вам предстоит запускать новые цифровые сервисы (приложение продукта Новостной мониторинг для iOS и Android), организовывать интеграцию сервисов в Экосистему Сбербанка, отвечать за доход и развитие сервисов. Требования:- опыт работы на руководящей позиции от 2 лет;- опыт в создании и развитии digital-сервисов;- способность к стратегическому мышлению и при этом - к оперативному руководству;- глубокие знания продуктового менеджмента;Плюсом будет:- опыт работы в fintech компаниях и банках;- понимание тенденций и перспектив развития fintech рынка;- опыт публичных выступлений. Личностные характеристики:- аналитическое мышление, способность быстро принимать решения;- умение чётко ставить цели и работать на результат;- способность вдохновлять на подвиги и руководить командой, вести её к успеху. Условия:- профессиональное обучение, семинары, тренинги, конференции- инновационные, амбициозные проекты и задачи- ДМС, льготные условия кредитования, программа лояльности для сотрудников.- работа в команде профессионалов;- место работы - г. Екатеринбург, ул. Гоголя 44.";опыт работы на руководящей позиции от 2 лет. - опыт в создании и развитии digital-сервисов. - способность к стратегическому мышлению и...;Вам предстоит запускать новые цифровые сервисы (приложение продукта Новостной мониторинг для iOS и Android), организовывать интеграцию сервисов в Экосистему Сбербанка...;" Java; Android SDK; Kotlin; ООП; Android";"- профессиональное обучение, семинары, тренинги, конференции- инновационные, амбициозные проекты и задачи- ДМС, льготные условия кредитования, программа лояльности для сотрудников.- работа в команде профессионалов;- место работы - г. Екатеринбург, ул. Гоголя 44.";788;0.5862068965517241;Android;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;91;Android-разработчик;2.0;6.0;ИТ-ЛИНК;2019-11-22T10:23:15+0300;Ищем профессиональных программистов в наш комфортабельный офис, который расположен в самом центре города в БЦ Панорама. Удаленной работы у нас нет! Что мы ждём: - Высшее техническое образование - Опыт программирования нативных Android-приложений на Java (включая некоммерческие и хобби-проекты) - Готовность разбираться в чужом коде и поддерживать единый стиль Будет плюсом: - Опыт самостоятельной разработки интерфейсов, понимание принципов работы 9-Patch и XML Drawable - Умение работать без ТЗ, с самостоятельной фиксацией задач в таск-трекер по результатам обсуждений - Готовность задавать вопросы и консультироваться с коллегами Что мы можем предложить: - Зарплату 2 раза в месяц без задержек - Быстрый компьютер, не сковывающий поток мысли - Кофе из кофемашины, чай, печеньки :-);Высшее техническое образование. - Опыт программирования нативных Android-приложений на Java (включая некоммерческие и хобби-проекты). - Готовность разбираться в чужом коде...;;"Java; Android SDK; Android; ООП";;791;0.6896551724137931;Android;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;86;Android/ iOS Developer;4.0;5.0;ANCOR FinTech;2019-12-12T14:21:43+0300;"Задача:  Разрабатывать мобильное приложение  Требования (Android):  Опыт программирования на Java/Kotlin; Знание Android API 4.3 и выше; Знание Git.  Будет плюсом, если Вы:  Используете в разработке DI; Знаете Dagger 2, RxJava, Architecture Components; Используете в работе MVP, MVVM, Clean Architecture; Имеете опыт применения Unit-тестирования, SOLID, CI.  Требования (iOS):  Опыт работы с Git; Objective-C/Swift; Опыт работы с iOS SDK, Xcode; Многопоточное программирование.  Будет плюсом:  Умение работать с CocoaPods; Опыт применения Unit-тестирования, SOLID, CI.  Компания по разработке софта для любительской обработки мультимедиа.    Условия:  Дружная команда профессионалов; Возможность работать в офисе и удаленно; Возможность участвовать в разработке проекта с 0; Белая заработная плата + компенсация питания и спорта; ДМС; Активная корпоративная жизнь ";Опыт программирования на Java/Kotlin. Знание Android API 4.3 и выше. Знание Git. Используете в разработке DI. ;Разрабатывать мобильное приложение.;"Git; Android; Kotlin; Java; iOS; Swift; Objective-C";"  Дружная команда профессионалов; Возможность работать в офисе и удаленно; Возможность участвовать в разработке проекта с 0; Белая заработная плата + компенсация питания и спорта; ДМС; Активная корпоративная жизнь ";886;0.0;Android;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
34;94;Android-разработчик;4.0;5.0;Совкомбанк;2019-12-12T09:08:47+0300;"Обязанности:   Участие в проектах Управления на позиции разработчика Android приложений   Анализ технических требований к проекту и разработка приложения по этим требованиям   Взаимодействие с другими членами команды по вопросам в рамках компетенций   Взаимодействие со смежными подразделениями в ходе проектов   Участие в оценке трудозатрат на реализацию технического решения   Консультация по решениям в процессе промышленной эксплуатации   Участие в создании проектной документации   Требования:  Опыт разработки под Android от 2ух лет Опыт работы с распределенными системами контроля версий (Git);  Навыки в порядке приоритетов: * Java/Kotlin * RxJava2 * Android SDK — основные компоненты (activity, fragment, view) * MVVM/MVP (ручная реализация или библиотека) * Сlean architecture  Умение работать с JSON, REST; Знание Android UI design guidelines; Знание современных подходов и практик в разработке мобильных приложений Опыт работы в команде.  Условия:  График работы 5/2; Оформление по ТК РФ, стабильная работа в крупном федеральном банке; Полностью белая заработная плата: Уровень дохода обсуждается с кандидатом на собеседовании; Расширенный соц. пакет (ДМС, фитнес, английский язык, обучение, ипотечная программа, доступный автомобиль, путешествия за наш счет за границу и по России ). Возможность участвовать в активной жизни банка (участие в федеральном проекте Лига Достижений с возможностью зарубежных поездок) Готовность банка к инновациям снизу и поощрение за рациональные предложения. ";Опыт разработки под Android от 2ух лет. Опыт работы с распределенными системами контроля версий (Git). Навыки в порядке приоритетов...;Участие в проектах Управления на позиции <highlighttext>разработчика</highlighttext> Android приложений. Анализ технических требований к проекту и разработка приложения по этим требованиям. ;" Java; Android SDK; Kotlin; ООП; Android";"  График работы 5/2; Оформление по ТК РФ, стабильная работа в крупном федеральном банке; Полностью белая заработная плата: Уровень дохода обсуждается с кандидатом на собеседовании; Расширенный соц. пакет (ДМС, фитнес, английский язык, обучение, ипотечная программа, доступный автомобиль, путешествия за наш счет за границу и по России ). Возможность участвовать в активной жизни банка (участие в федеральном проекте Лига Достижений с возможностью зарубежных поездок) Готовность банка к инновациям снизу и поощрение за рациональные предложения. ";894;0.0;Android;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;20;Android Developer (junior);4.0;5.0;ПаникАпп;2019-12-12T07:19:10+0300;Мы занимаемся разработкой корпоративных и клиентских мобильных приложений с 2012 года. Среди наших клиентов крупная сеть пиццерий Pizza Hut, Burger King, Whoosh, крупные сети медицинских учреждений. Также мы сотрудничаем со стартапами и сами разрабатываем приложения с использованием машинного обучения и компьютерного зрения. Планы у нас грандиозные, мы собираем команду увлеченных разработчиков, готовых расти и развиваться вместе с нами. Что предстоит:  Участие в анализе и обсуждении функционала будущих приложений Разработка нативных приложений на платформу Android    Наши требования:  Опыт коммерческой разработки на Kotlin/Java не менее 3 месяцев Знание и понимание принципов объектно-ориентированного подхода и паттернов проектирования Опыт работы со стандартными сервисами Android OS    Наш стэк технологий:  Паттерны MVC, MVVM Работа с Android DataBindings Android Architecture Components ( ViewModel, LiveData) Dagger2, Cicerone, RxJava Realm, OrmLite, SQLite Retrofit2 Kotlinx Picasso/Glide и многое другое)    Что мы предлагаем:    Регулярное Code review по проектам Возможность работать удаленно в дальнейшем после первого года работы или в офисе по желанию Гибкий график Дружелюбный, молодой коллектив Интересные проекты и задачи, высокий темп развития  ВАЖНО: ждем Ваши резюме со ссылкой на примеры работ/проекты (учебные или коммерческие);Опыт коммерческой разработки на Kotlin/Java не менее 3 месяцев. Знание и понимание принципов объектно-ориентированного подхода и паттернов проектирования. ;Участие в анализе и обсуждении функционала будущих приложений. Разработка нативных приложений на платформу Android.;" Java; Android SDK; Kotlin; ООП; Android";;920;0.0;Android;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;23;Android разработчик;4.0;5.0;ANCOR FinTech;2019-12-12T07:25:59+0300;Наш клиент, компания с рынка ФинТек, ищет в свою команду Android разработчика в связи с расширением команды и открытием офиса в Новосибирске. Обязанности:  Разработка нового функционала приложений. Написание кода, построение и переработка архитектуры приложения.  Требования:  Опыт нативной разработки для Android от 1 года. Уверенное знание Java, Android SDK. Мы используем: Kotlin, Cicerone, Toothpick, RxJava, Moxy, Retrofit и кое-что еще. Инструменты: YouTrack, Slack, UpSource, Zeplin. Умение работать с системой контроля версий, CI. Знание классических алгоритмов и структур данных. Желателен опыт реализации собственных проектов под Android. Знание любой другой из мобильных платформ приветствуется. Стремление повышать собственный уровень профессиональной квалификации. Знание технического английского языка.  Условия:  Заработная плата, которая будет радовать (уровень дохода зависит от ваших навыков и технических знаний). Премии (не только по итогам года). Даем простор в развитии «профессиональной мускулатуры», предлагая работу вместе с профессионалами. Мы можем доверить вам участие в развитии наших продуктов, возможность предлагать идеи и технологии. Предлагаем возможность участия в мероприятиях для профессионального развития. Конференции, тренинги, учебные курсы. Обустроим для вас удобное рабочее место с современной техникой. Компенсируем занятия спортом. Минимум бюрократии.  Буду рада ответить на ваши вопросы=);Опыт нативной разработки для Android от 1 года. Уверенное знание Java, Android SDK. Мы используем: Kotlin, Cicerone, Toothpick, RxJava, Moxy...;Разработка нового функционала приложений. Написание кода, построение и переработка архитектуры приложения.;"Android SDK; Java; Kotlin";  Заработная плата, которая будет радовать (уровень дохода зависит от ваших навыков и технических знаний). Премии (не только по итогам года). Даем простор в развитии «профессиональной мускулатуры», предлагая работу вместе с профессионалами. Мы можем доверить вам участие в развитии наших продуктов, возможность предлагать идеи и технологии. Предлагаем возможность участия в мероприятиях для профессионального развития. Конференции, тренинги, учебные курсы. Обустроим для вас удобное рабочее место с современной техникой. Компенсируем занятия спортом. Минимум бюрократии.  Буду рада ответить на ваши вопросы=);923;0.0;Android;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;46;Android-разработчик в Яндекс.Музыку;4.0;5.0;Яндекс;2019-12-12T08:12:35+0300;"Яндекс.Музыка ищет разработчика в команду Android-приложений. У вас будет возможность увидеть результаты своей работы в бесконечных лайках довольных подписчиков. Мы делаем самое музыкальное приложение Яндекса, которое приносит радость миллионам пользователей ежедневно. Поиск, анализ и проработка системных решений по программному коду, активное участие в code review и в технических встречах команды, наставничество — это те задачи, где вы сможете проявить свои таланты. Если вы не боитесь сложной, но интересной работы, то добро пожаловать! Что вас ждет:  репозиторий с более чем 200000 LOC; возможность применять и развивать свои профессиональные навыки; удовольствие быть частью команды талантливых программистов; проработка задач совместно с группой продуктовых менеджеров; гибкая система поощрений; работа в легендарном офисе Яндекса.  Важны:  опыт разработки Android-приложений на Java от двух лет; продвинутые знания в ООП; опыт применения MVC/MVP/MVVM-паттернов; знание классических алгоритмов и структур данных; опыт параллельного и многопоточного программирования; и, самое главное, понимание, как искать сложные баги.  Мы предлагаем:  белую зарплату и рост по результатам performance review; премирование акциями компании для сотрудников высоких грейдов; просторный и современный офис - можно работать в Технопарке или в центре города; ДМС, пожалуй, лучший на рынке: для сотрудников бесплатный, для членов семьи - Яндекс компенсирует 80% стоимости страхового полиса; компенсацию питания в ближайших к офису кафе и ресторанах; беспроцентную ссуду на покупку или ремонт квартиры; частичную компенсацию обучения иностранному языку; поездки на специализированные конференции в качестве как слушателей, так и докладчиков; сильную команду специалистов, с которой можно расти. ";Возможность применять и развивать свои профессиональные навыки. Опыт разработки Android-приложений на Java от двух лет. Продвинутые знания в ООП. ;Репозиторий с более чем 200000 LOC. Проработка задач совместно с группой продуктовых менеджеров. Поездки на специализированные конференции в качестве как...;"Java; Android";"  белую зарплату и рост по результатам performance review; премирование акциями компании для сотрудников высоких грейдов; просторный и современный офис - можно работать в Технопарке или в центре города; ДМС, пожалуй, лучший на рынке: для сотрудников бесплатный, для членов семьи - Яндекс компенсирует 80% стоимости страхового полиса; компенсацию питания в ближайших к офису кафе и ресторанах; беспроцентную ссуду на покупку или ремонт квартиры; частичную компенсацию обучения иностранному языку; поездки на специализированные конференции в качестве как слушателей, так и докладчиков; сильную команду специалистов, с которой можно расти. ";946;0.0;Android;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;55;Android-разработчик в Браузер;4.0;5.0;Яндекс;2019-12-12T08:12:35+0300;"Яндекс.Браузер — один из самых популярных браузеров в России и странах СНГ. Это технологичный и масштабный мультиплатформенный проект с большой распределенной командой талантливых разработчиков. За несколько лет мы создали многофункциональное удобное приложение, но не собираемся останавливаться на достигнутом: мы регулярно выпускаем новые релизы и стараемся радовать наших пользователей не реже раза в месяц. Сейчас мы ищем человека, который смог бы разделить с нами страсть к разработке качественного и востребованного продукта. Ему предстоит работать в распределенной команде в постоянной связи с разработчиками, менеджером, дизайнером и командой тестирования. Задачи предстоит решать самые разнообразные: от разработки новых режимов работы приложения и сложных визуальных компонентов до оптимизации производительности, увеличения стабильности и улучшения существующей архитектуры. Требования:  знание классических алгоритмов и структур данных; знание Java и Android SDK; опыт разработки приложений под Android; опыт создания многопоточных приложений; опыт создания сложных, но быстрых интерфейсов.  Приветствуются:  опыт юнит-тестирования и автоматического UI-тестирования; опыт разработки на Kotlin, C/C++, JavaScript, Python и платформах Windows, Linux, Mac; понимание, что такое современный веб и как работают браузеры (WebView, Chromium).  Мы высоко ценим:  самостоятельность, ответственность, инициативность, внимание к деталям в коде и в создаваемых интерфейсах; гибкий и системный подход к решению сложных задач, ориентированность на результат.  Мы предлагаем:  белую зарплату на уровне рынка и выше; просторный и современный офис - можно работать в Технопарке или в центре города; ДМС, пожалуй, лучший на рынке: для сотрудников бесплатный, для членов семьи - Яндекс компенсирует 80% стоимости страхового полиса; компенсацию питания в ближайших к офису кафе и ресторанах; беспроцентную ссуду на покупку или ремонт квартиры; частичную компенсацию обучения иностранному языку; поездки на специализированные конференции в качестве как слушателей, так и докладчиков; сильную команду специалистов, с которой можно расти. ";Знание классических алгоритмов и структур данных. Знание Java и Android SDK. Опыт разработки приложений под Android. Опыт создания многопоточных приложений. ;Поездки на специализированные конференции в качестве как слушателей, так и докладчиков.;"Android; Java; C++";"  белую зарплату на уровне рынка и выше; просторный и современный офис - можно работать в Технопарке или в центре города; ДМС, пожалуй, лучший на рынке: для сотрудников бесплатный, для членов семьи - Яндекс компенсирует 80% стоимости страхового полиса; компенсацию питания в ближайших к офису кафе и ресторанах; беспроцентную ссуду на покупку или ремонт квартиры; частичную компенсацию обучения иностранному языку; поездки на специализированные конференции в качестве как слушателей, так и докладчиков; сильную команду специалистов, с которой можно расти. ";955;0.0;Android;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;60;Разработчик мобильных приложений Android (Стажер);4.0;5.0;Центр финансовых технологий;2019-12-11T13:25:19+0300;"Focus Start — это предложение группы компаний ЦФТ для активных и целеустремленных людей, желающих развиваться в ИТ. Если ты в будущем видишь себя разработчиком под Android, но пока не хватает нужных скиллов, мы поможем тебе сделать первый шаг в карьере. Подай заявку на подготовку к работе и получи возможность абсолютно бесплатно прокачаться, а в случае успешной подготовки стать сотрудником компании! Во время подготовки ты познакомишься с архитектурными особенностями операционной системы Android. Узнаешь различные механизмы сохранения данных, разберешь типичные ошибки и стандартные приёмы программирования под Android. Научишься конструировать эффективные приложения для данной платформы в обстановке, приближенной к «боевой» Минимальные требования к знаниям и навыкам для отклика:  язык программирования Java; объектно-ориентированное программирование, алгоритмы и структуры данных; Твоя цель подготовки - это работа в ЦФТ!  Место проведения: г. Новосибирск, Академгородок, ул. Мусы Джалиля Время проведения подготовки:  будние дни — с 19.00 до 22.00 выходные дни — гибкое расписание  Продолжительность подготовки – 2 месяца. Если ты хочешь профессионально развиваться в ИТ, мы ждем твою заявку на участие в курсе – набор уже открыт!  ";Focus Start — это предложение группы компаний ЦФТ для активных и целеустремленных людей, желающих развиваться в ИТ. Минимальные требования к знаниям...;Во время подготовки ты познакомишься с архитектурными особенностями операционной системы Android. Узнаешь различные механизмы сохранения данных, разберешь типичные ошибки и...;Android;;960;0.034482758620689655;Android;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;65;Android Developer;4.0;5.0;Технологика;2019-12-12T05:05:06+0300;В команду мобильной разработки требуется Android разработчик (Java). В число проектов входят такие крупные проекты как:  Система для мониторинга и управления автомобилем Система для поддержки рекрутинга атлетов в спортивные команды Uber-like сервис предоставления услуг  Вам предстоит:  участие в проектировании и создании архитектуры разработка (как UI, так и логики) взаимодействие с Android командой и смежными командами (iOS + Backend)  Необходимые навыки и опыт:  опыт разработки под Android не менее 2-х лет знание и понимание принципов и шаблонов объектно-ориентированного дизайна знание стандартных библиотек и фрэймворков опыт работы с SQL Lite и Google Services (Location, Bluetooth) опыт работы с Git базовые знания HTML, XML, JavaScript, JSON, SQL  Плюсом будут:  опыт работы по Agile опыт командной разработки знание популярных библиотек (EventBus, Dagger2, Retrofit, RxJava) знакомство с Gradle опыт использования кроссплатформенных фрэймворков, в частности React Native опыт разработки под другие мобильные платформы  Технологика – компания, специализирующаяся на разработке бизнес-приложений для западного и российского рынков с использованием передовых технологий. Мы работаем с такими компаниями, как Microsoft, IBM, American Airlines, Delta Airllines, Samsung, Philip Morris, БКС, МДМ Банк, ЕВРАЗ, ММК, Алроса. Мы предлагаем:  гибкий график работы возможность профессионального и карьерного роста просторный офис и рабочая обстановка, способствующие спокойной, творческой работе обучение и сертификация за счет Компании четырехнедельный оплачиваемый отпуск, оплата больничных и другие гарантии согласно ТК РФ ДМС оплата занятий спортом ;Опыт разработки под Android не менее 2-х лет. Знание и понимание принципов и шаблонов объектно-ориентированного дизайна. ;Система для мониторинга и управления автомобилем. Система для поддержки рекрутинга атлетов в спортивные команды. Uber-like сервис предоставления услуг. ;" Java; Android SDK; Kotlin; ООП; Android";  гибкий график работы возможность профессионального и карьерного роста просторный офис и рабочая обстановка, способствующие спокойной, творческой работе обучение и сертификация за счет Компании четырехнедельный оплачиваемый отпуск, оплата больничных и другие гарантии согласно ТК РФ ДМС оплата занятий спортом ;965;0.0;Android;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;70;Android-разработчик (junior);4.0;5.0;Электронный город (ООО Новотелеком);2019-12-11T14:06:19+0300;"Привет, мы команда проекта Умный дом. Давай мы опишем один день из жизни нашего пользователя: Знакомься, его зовут Виталий. Виталий просыпается утром, вкусно завтракает и садится в машину. Нажимает кнопку в приложении, открывается шлагбаум и Виталий уезжает на работу. Сделав важную задачу, Виталий довольный идёт на обед. За обедом коллега Света пытается вспомнить, выключен ли у неё утюг. Виталий открывает приложение и видит, что дверь закрыта, утюг выключен, а 30 минут назад приходила уборщица и навела порядок. После работы Виталий приезжает домой и наш домофон автоматом открывает ему дверь. Через час приезжает курьер с вкусной и полезной едой на следующий день, ему достаточно позвонить и Виталий открывает ему шлагбаум, а затем и домофон. При этом Виталий видит в приложении машину курьера и самого курьера, когда тот звонит в домофон. Виталий живёт в комфортной и безопасной среде.   Наш стек технологий:  Весь код написан на Kotlin - Clean Architecture Для сети используем Retrofit/OkHttp/Stomp В основном MVVM, хотя ещё есть части приложения с MVP Для DI используем Koin 2 Приложение построено на реактивном подходе Rx + LiveData - обёртки  Основные задачи:  писать понятный, тестируемый код и участвовать в code review; работать вместе с дизайнерами и QA-инженерами быстро изучать и применять новые технологии оценивать задачи и разбивать их на меньшие по объему отвечать на вопрос: как понять, что эта фича работала вчера    Условия:  современный стек технологий интересный проект и сложные задачи достойная заработная плата по итогам собеседования, 100% white; оплата билетов на конференции профессиональная команда коллег возможность профессионального и карьерного развития в Компании классный офис в 2 минутах ходьбы от ТРЦ Аура, 10 минут до метро Площадь Ленина 30 метров до Extreme Fitness а кроме того: полноценная кухня и корпоративные футбол, йога и бассейн    Немного технических требований: 1. Нам важно, чтобы у тебя уже был опыт разработки мобильных приложений под Android от 2х лет, не обязательно в компании 2. Знать основные вещи в Android  чем Activity отличается от Fragment зачем нужны Service и нужны ли они знать основной lifecycle activity/fragment какие есть способы работы с поворотом телефона как работать с сетевыми запросами, слова Retrofit/OkHttp не должны быть открытием что-то знать про реактивный подход RxJava2/RxKotlin    Будет круто, если ты слышал такие слова и примерно знаешь что они значат  MVP MVVM RxJava2 DI (Dagger2/Tothpick/Koin/Kodein) CleanArchitecture TDD Espresso/UI Automator JUnit Clean Code    Мы работаем для того, чтобы Виталий жил в комфортной среде и был счастлив, если для тебя важно счастье Виталия, будем рады видеть тебя в нашей команде P.S. Будет круто, если ты пришлёшь вместе с откликом ссылки на какие-то свои проекты - Habr, StackOverflow, Github, Gitlab, Play Market  ";Чем Activity отличается от Fragment. Зачем нужны Service и нужны ли они. Знать основной lifecycle activity/fragment. Какие есть способы...;Писать понятный, тестируемый код и участвовать в code review. Работать вместе с дизайнерами и QA-инженерами. Быстро изучать и применять...;" Java; Android SDK; Kotlin; ООП; Android";"  современный стек технологий интересный проект и сложные задачи достойная заработная плата по итогам собеседования, 100% white; оплата билетов на конференции профессиональная команда коллег возможность профессионального и карьерного развития в Компании классный офис в 2 минутах ходьбы от ТРЦ Аура, 10 минут до метро Площадь Ленина 30 метров до Extreme Fitness а кроме того: полноценная кухня и корпоративные футбол, йога и бассейн    Немного технических требований: 1. Нам важно, чтобы у тебя уже был опыт разработки мобильных приложений под Android от 2х лет, не обязательно в компании 2. Знать основные вещи в Android  чем Activity отличается от Fragment зачем нужны Service и нужны ли они знать основной lifecycle activity/fragment какие есть способы работы с поворотом телефона как работать с сетевыми запросами, слова Retrofit/OkHttp не должны быть открытием что-то знать про реактивный подход RxJava2/RxKotlin    Будет круто, если ты слышал такие слова и примерно знаешь что они значат  MVP MVVM RxJava2 DI (Dagger2/Tothpick/Koin/Kodein) CleanArchitecture TDD Espresso/UI Automator JUnit Clean Code    Мы работаем для того, чтобы Виталий жил в комфортной среде и был счастлив, если для тебя важно счастье Виталия, будем рады видеть тебя в нашей команде P.S. Будет круто, если ты пришлёшь вместе с откликом ссылки на какие-то свои проекты - Habr, StackOverflow, Github, Gitlab, Play Market  ";970;0.034482758620689655;Android;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
