;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; Java; Android SDK; Kotlin; ООП; Android;Android;Java;Android SDK;Git; C++; SQL; Мобильность; kotlin;Разработка программного обеспечения для Android. Участие в проектах федерального масштаба на всех стадиях разработки (от проектирования до конечной реализации).;Руководство командой <highlighttext>разработчиков</highlighttext>. Организация процессов разработки, публикации и сопровождения мобильных приложений для Android. Участие в проектах федерального масштаба на всех...;Разрабатывать мобильные приложения под Android и улучшать уже существующие. Писать много новых фич, принимать участие в рефакторинге существующего кода и...;Разработка, поддержка и усовершенствование приложения АТИ-Поиск и грузы. Оценка времени и сложности реализации. Выбор оптимального пути решения. ;+ завершенные проекты.;Написание кода с комментариями.;Аккуратизм и идеализм в вопросах интерфейсов. Участие в разработке open-source проектов компании и активная работа с сообществом. ;Другие навыки
17;8;Junior Android/IOS Developer;1.0;2.0;Marlerino Group;2019-12-12T11:49:10+0300;Мы - быстрорастущий рекламный стартап с широким профилем проектов, как собственных, так и клиентских. Сейчас мы ищем в наш дружный коллектив смышленого Middle Android-разработчика, с желанием покорять Google Play. Задачи интересные и неординарные. Обязанности:• Написание качественного кода• Оценка и структурная декомпозиция работ• Помощь в планировании работ• Взаимодействие с дизайнерами, менеджерами проектов и продуктов, разработчиками Требования:• Опыт разработки приложений для Android и IOS• Широкие знания Java и SWIFT и желание их расширить• Знание особенностей разработки под Android (версии 5 и выше) и IOS (начиная с 8 версии)• Знание и понимание MVP, OOP и паттернов проектирования• Опыт разработки пользовательских интерфейсов и анимации• Опыт работы с Git• Готовность и возможность понимания и работы с чужим кодом Будет плюсом:• Знание Android Studio / Unity и Gradle• Знание XCode• Опыт разработки не только мобильных приложений• Результаты работы, размещенные в Google Play или App Store Мы предлагаем: Гибкий графикДостойную з/п от 45k чистымиПрофессиональный и личностный ростДружелюбный коллектив; Гибкий графикДостойную з/п от 45k чистымиПрофессиональный и личностный ростДружелюбный коллектив;Опыт разработки приложений для Android и IOS. Широкие знания Java и SWIFT и желание их расширить. Знание особенностей разработки под...;Помощь в планировании работ. Взаимодействие с дизайнерами, менеджерами проектов и продуктов, <highlighttext>разработчиками</highlighttext>. Результаты работы, размещенные в Google Play или App...;;408;0.0;Android;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18;31;Android разработчик;4.0;5.0;Spectrum;2019-12-12T09:43:36+0300;"Spectrum – это компания, которая объединяет 4 федеральных сервиса по проверке: автомобилей (avtocod.ru), физических лиц (checkperson.ru), контрагентов (xfirm.ru) и объектов недвижимости (egrnreestr.ru). Нашими клиентами являются Яндекс, Mail group, АльфаСтрахование, Газпромнефть, ВСК, Кардиф, Согласие и многие другие. В нашей команде уже более 100 человек :) Аудитория наших мобильных приложений постоянно растет и насчитывает уже более 100 000 пользователей ежемесячно. Поэтому мы хотим усилить нашу мобильную разработку и находимся в поисках единомышленников, которые помогут нам сделать наши приложения лучше :) Задачи, которые ты будешь у нас решать:  Разработка Android-приложений для сервисов компании; Участие в разработке архитектуры приложений.  Стек, который мы используем:  Java/Kotlin, MVP, RxJava 2, Dagger 2, Retrofit 2, Room, Clean Architecture.  Будет очень круто, если у тебя есть:  Знание ООП, паттернов проектирования; Знание классических алгоритмов и структур данных, понимание SOLID; Опыт работы с git.  Со своей стороны предлагаем:  Официальное трудоустройство, белую заработную плату; Работу в составе слаженной и грамотной команды над крупным проектом, реальную возможность влиять на развитие продукта; Гибкое начало рабочего дня, офис в центре города; Пересмотр заработной платы по мере твоего развития в компании; Оплату посещения конференций и профильных курсов; Современное железо и любые необходимые сервисы; Отсутствие бюрократии и внятные ТЗ; Английский за счет компании; Unlimited coffee with cookies :)   ";;Знание ООП, паттернов проектирования. Знание классических алгоритмов и структур данных, понимание SOLID. Опыт работы с git.;Разработка Android-приложений для сервисов компании. Участие в разработке архитектуры приложений. Java/Kotlin. MVP. RxJava 2. Dagger 2. Retrofit 2. ;"Java; Android; Android SDK; Kotlin";431;0.0;Android;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
19;43;Android developer;2.0;5.0;Сайтсофт;2019-12-12T09:58:02+0300;"Наши основные направления деятельности: создание и поддержка интернет-проектов государственных организаций и крупного бизнеса, разработка мобильных приложений, продвижение в социальных сетях. Коллектив компании состоит из более 150 высококвалифицированных специалистов, работающих в офисах Москвы, Екатеринбурга и Новосибирска. Приглашаем в нашу команду программиста Android. От вас потребуется:  глубокое знание компьютерных технологий, включая алгоритмы, сети, архитектурные шаблоны и шаблоны проектирования; опыт разработки на Java; знание Android SDK; умение искать информацию и находить решения; желание решать нетривиальные задачи.  Дополнительными преимуществами будут опыт разработки под другие мобильные платформы и знания любых других языков программирования. Наш стек: MVP/MVVM/Clean Architecture, Android architecture components, RxJava 2, Moxy, Retrofit 2, Realm.  Если вы чего-то не знаете, но есть желание узнать, то давайте встречаться!  В сферу ваших задач будет входить:  разработка приложений для Android; разработка архитектуры приложений; участие в планировании и организации процесса разработки; участие в анализе требований; изучение новых технологий и повышение уровня собственных знаний.  Со своей стороны предлагаем:  современный офис на Белинского, 86; гибкий рабочий график с началом работы с 8:00 до 12:00; полностью белая заработная плата. Уровень оклада обсуждается индивидуально в зависимости от профессиональных компетенций; ежегодный пересмотр заработной платы по результатам работы; возможности для профессионального и карьерного развития; качественное планирование вашей работы. Вы будете знать, чем вы будете заниматься через день, неделю, месяц; работа над востребованными продуктами, которыми пользуются миллионы граждан нашей страны.  Среди наших проектов:   Интернет-портал МВД России   Интернет-портал МЧС России   ФССП России   и множество других  ";;Глубокое знание компьютерных технологий, включая алгоритмы, сети, архитектурные шаблоны и шаблоны проектирования. Опыт разработки на Java. Знание Android SDK. ;Разработка приложений для Android. Разработка архитектуры приложений. Участие в планировании и организации процесса разработки. Участие в анализе требований. ;"Java; Android SDK; SQLite; ООП; Android; JavaScript";443;0.0;Android;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
20;69;Разработчик Android-приложений;2.0;5.0;Яндекс;2019-12-11T16:27:43+0300;"Наша команда работает над приложением, которое называется просто — Яндекс. Это приложение — визитная карточка компании на мобильных устройствах, оно создаёт актуальную картину дня. На одном экране собраны поисковая строка, погода, пробки, биржевые котировки, киноафиша, ссылки на другие сервисы. А ещё у нас есть определитель номера, Алиса, настройка умного дома и много других полезных фич.   Вы нам подходите, если у вас есть:  опыт программирования от двух лет; опыт параллельного и многопоточного программирования; знание классических алгоритмов и структур данных; опыт проектирования архитектуры приложений и применения паттернов.    Кроме того, приветствуется:  опыт программирования мобильных приложений; знание распределённых систем контроля версий (Git); опыт работы в команде.    Вам предстоит: Писать код, участвовать в обсуждении архитектуры приложения, взаимодействовать со смежными командами, дорабатывать и улучшать продукт. Если вы не занимались мобильной разработкой для Android либо разрабатывали для других платформ, но хотите изучить Android, то мы вам поможем.";;Опыт программирования от двух лет. Опыт параллельного и многопоточного программирования. Знание классических алгоритмов и структур данных. Опыт проектирования архитектуры приложений...;Писать код, участвовать в обсуждении архитектуры приложения, взаимодействовать со смежными командами, дорабатывать и улучшать продукт.;"Java; Kotlin; Android";469;0.034482758620689655;Android;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
21;25;Senior/Middle Android разработчик;2.0;5.0;Тинькофф;2019-12-10T08:05:10+0300;"Привет! Мы ищем талантливых Android разработчиков в центр разработки, который мы открыли в Екатеринбурге год назад! Мы - команда талантливых и амбициозных профессионалов, уделяющая особое внимание мобильным платформам. Созданные нами продукты возглавляют рейтинги авторитетных аналитических агентств. Растущая аудитория пользователей и ежегодные награды требуют от нас постоянного развития. У нас много идей и нам нужны профессионалы, способные воплотить их в жизнь. Обязанности:  Разработка приложений по техническому описанию и дизайнам; Планирование и оценка задач; Формирование архитектуры приложения; Работа с командой: распределение задач, консультирование, код-ревью; Взаимодействие с отделом тестирования.  Требования:  Опыт Android разработки от 1 года (Java/Kotlin); Опыт создания клиент-серверных приложений; Наличие завершённых проектов в магазинах приложений; Английский язык на уровне понимания технической литературы; Уверенное знание Java Core, Android SDK, support-package; Знание SQL; Знание основных технологий и протоколов передачи данных; Знание ООП и паттернов проектирования;  Существенный плюс:  Знание гайдлайнов и основных принципов material дизайна; Опыт разработки серверных приложений; Знание принципов Agile, CI, CD, TDD; Опыт создания приложений с использованием MVP и unit-тестов; Опыт использования RxJava, RxAndroid; Опыт работы с веб-сокетами. Опыт разработки приложений на Kotlin.  От нас:  Премия по итогам работы за год; Ежегодный пересмотр заработной платы; Гибкий рабочий график с началом работы с 8:00 до 11:00; ДМС (+ стоматология); Компенсация обедов; Оплата конференций, курсов; Компенсация 50% на спорт; Специальные условия на продукты Tinkoff.ru; Комфортабельный офис в БЦ Палладиум. ";;Опыт Android разработки от 1 года (Java/Kotlin). Опыт создания клиент-серверных приложений. Наличие завершённых проектов в магазинах приложений. ;Разработка приложений по техническому описанию и дизайнам. Планирование и оценка задач. Формирование архитектуры приложения. Работа с командой: распределение задач, консультирование...;;525;0.06896551724137931;Android;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
22;27;Android разработчик (middle);2.0;5.0;Восточный Ветер;2019-12-10T09:34:03+0300;"Расширяем команду, занимающуюся разработкой и развитием продукта компании Polyphone Polyphone представляет собой мессенджер, аналогичный WhatsApp и Viber. Интегрируется с инфраструктурой оператора связи для обмена вызовами и сообщениями из приложения с обычными GSM-абонентами, не имеющими установленного приложения. Позволяет совершать платные действия, расходуя средства со своего мобильного счета. Работает по домашним тарифам везде в мире, где есть доступ в интернет. Продукт имеет коммерческие установки. Задачи: ​  Выбор используемых технологий; Выполнение доработок приложения согласно Roadmap  Профессиональные требования:  отличное знание Java / Kotlin; знание Android API 16+; опыт работы с GIT; опыт применения CI в разработке; Наличие проектов с вашим участием в Google Play  Будет плюсом:  Понимание основ языка C++ на уровне вызова методов сторонней библиотеки из java-кода  Личностные качества:  ответственность; инициативность; умение работать в команде  Условия:  возможности для профессионального роста; участие в конференциях Mobius и AppsConf участие в международных проектах; оформление по ТК РФ со 100% белой заработной платой; охраняемая авто и вело-парковка; кофемашина, чай и т.д.; индивидуальный уровень зарплаты, который обсуждается и зависит от реальных знаний кандидата ";"  возможности для профессионального роста; участие в конференциях Mobius и AppsConf участие в международных проектах; оформление по ТК РФ со 100% белой заработной платой; охраняемая авто и вело-парковка; кофемашина, чай и т.д.; индивидуальный уровень зарплаты, который обсуждается и зависит от реальных знаний кандидата ";Отличное знание Java / Kotlin. Знание Android API 16+. Опыт работы с GIT. Опыт применения CI в разработке. ;Выбор используемых технологий. Выполнение доработок приложения согласно Roadmap.;"Java; Android; Git; SQLite; Kotlin";527;0.06896551724137931;Android;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
23;66;Android -разработчик;2.0;5.0;КБ «Уральский банк реконструкции и развития» (УБРиР);2019-12-09T08:40:35+0300;"Динамичная команда, которая ежедневно совершенствует себя, свои услуги и продукты, ищет android -разработчика. Нам нужен человек, который:  Владеет языками программирования: Kotlin + Java; Android SDK с версии 21, RxJava, retrofit, dagger, glide; Знает, понимает, использует ООП, SOLID принципы, паттерны проектирования; Знает основы БД и работы с сетью;  Ваша работа:  Разработка нового функционала мобильного банка для физических лиц.  Мы предлагаем:  Профессиональный рост: HR-департамент разрабатывает и проводит обучающие программы для сотрудников. Кроме того, мы часто организуем профессиональные конференции и митапы, обмениваемся опытом с другими командами разработки; Все «белое»: официальную заработную плату дважды в месяц, полугодовую премию по результатам работы, полное соблюдение ТК РФ; Креативный офис в центре Екатеринбурга: кроме комфортного рабочего пространства у нас есть зоны для отдыха с приставками, настольными играми и т.д.; ДМС, оплату спортивных занятий, детского садика. Наши сотрудники имеют возможность оформить льготные кредиты и ипотеку; Увлекательную корпоративную жизнь: конкурсы, спортивные мероприятия и многое другое; Режим работы: пятидневную рабочую неделю с 8:30 до 17:30 (может корректироваться по согласованию с руководителем).  УБРиР – динамичный федеральный банк для современных людей. Основан в 1990 году. Головной офис находится в Екатеринбурге, а, значит, у наших сотрудников есть возможность решать интересные задачи федерального уровня без релокации. Согласно рейтингу журнала Forbes УБРиР включен в топ-10 лучших российских кредитных организаций по уровню доверия к банку, предлагаемым условиям обслуживания, цифровым услугам и финансовым консультациям. ЦБ РФ включил УБРиР в перечень кредитных организаций, признанных значимыми на рынке платёжных услуг. Мы ценим своих сотрудников и помогаем им реализовать свой потенциал и построить успешную карьеру. В 2018 году 20% сотрудников банка выросли по карьерной лестнице. Нам важно собрать сильную и успешную команду единомышленников, которым интересно вместе двигаться к общей цели. И, как отмечают сотрудники, у нас это получается.";"  Профессиональный рост: HR-департамент разрабатывает и проводит обучающие программы для сотрудников. Кроме того, мы часто организуем профессиональные конференции и митапы, обмениваемся опытом с другими командами разработки; Все «белое»: официальную заработную плату дважды в месяц, полугодовую премию по результатам работы, полное соблюдение ТК РФ; Креативный офис в центре Екатеринбурга: кроме комфортного рабочего пространства у нас есть зоны для отдыха с приставками, настольными играми и т.д.; ДМС, оплату спортивных занятий, детского садика. Наши сотрудники имеют возможность оформить льготные кредиты и ипотеку; Увлекательную корпоративную жизнь: конкурсы, спортивные мероприятия и многое другое; Режим работы: пятидневную рабочую неделю с 8:30 до 17:30 (может корректироваться по согласованию с руководителем).  УБРиР – динамичный федеральный банк для современных людей. Основан в 1990 году. Головной офис находится в Екатеринбурге, а, значит, у наших сотрудников есть возможность решать интересные задачи федерального уровня без релокации. Согласно рейтингу журнала Forbes УБРиР включен в топ-10 лучших российских кредитных организаций по уровню доверия к банку, предлагаемым условиям обслуживания, цифровым услугам и финансовым консультациям. ЦБ РФ включил УБРиР в перечень кредитных организаций, признанных значимыми на рынке платёжных услуг. Мы ценим своих сотрудников и помогаем им реализовать свой потенциал и построить успешную карьеру. В 2018 году 20% сотрудников банка выросли по карьерной лестнице. Нам важно собрать сильную и успешную команду единомышленников, которым интересно вместе двигаться к общей цели. И, как отмечают сотрудники, у нас это получается.";Владеет языками программирования: Kotlin + Java. Android SDK с версии 21, RxJava, retrofit, dagger, glide. Знает, понимает, использует ООП, SOLID...;Разработка нового функционала мобильного банка для физических лиц.;"Android SDK; Java; Android; Java SE; ООП";566;0.10344827586206896;Android;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
24;67;Android разработчик;2.0;6.0;Сервис заказа такси Максим;2019-12-09T14:27:46+0300;"Максим ищет разработчиков в Екатеринбурге, Челябинске, Тюмени, Кургане и Набережных Челнах. Кто мы: - IT-компания, предоставляющая облачные решения в сфере такси. К нашим сервисам подключено большое количество компаний, среди которых как мелкие региональные игроки, так и компании с мировым именем, с сотнями городов и десятками стран присутствия. Что у нас есть: - сложный высоконагруженный сервис с миллионами пользователей по всему миру и более 7 миллионов установок в Google Play. Мы хотим найти человека, который: - знает ООП и структуры данных, понимает принципы SOLID; - имеет опыт разработки на Java или Kotlin для Android; - знает Android SDK, понимает архитектуру Android; - имеет опыт работы с Android Studio, Gradle; - знаком с принципами Material Design; - имеет опыт работы с системами контроля версий Git; - работал с SQL базами данных. Будем большим плюсом, если: - есть опубликованные Android-приложения (Google Play); - есть опыт коммерческой разработки под Android. Что мы предлагаем: - множество интересных задач, в решении которых вы можете принять полноправное участие; - дружелюбный коллектив профессионалов; - корпоративное обучение; - поездки на it-конференции; - комфортное рабочее место; - компенсацию питания; - бесплатные корпоративные мероприятия (Новый Год, командные выезды и движухи); - уровень заработной платы, который зависит от технических знаний и навыков (регулярные пересмотры при повышении результатов и качества работы).";;Мы хотим найти человека, который: - знает ООП и структуры данных, понимает принципы SOLID. - имеет опыт разработки на Java или Kotlin...;" Java; Android SDK; Kotlin; ООП; Android";;567;0.10344827586206896;Android;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;95;Android Framework Developer (Point-Of-Sale, Telephony);2.0;5.0;MERA;2019-12-09T17:00:17+0300;"Разработка POS-решений на платформе Android (OS and Framework, power consumption). Новый и долгосрочный проект по развитию и поддержке популярной POS-системы от одного из лидеров в этой области. Команда MERA интегрируется в команду партнера и будет участвовать в функциональном развитии продукта. С помощью нашего POS-решения ежедневно тысячи магазинов обслуживают своих покупателей по всему миру. В процессе разработки привлекаются новейшие технологии, позволяющие принимать бесконтактные платежи, работать в режиме офлайн и интегрироваться с многочисленными сторонними программными и аппаратными системами. В связи с открытием проекта мы ищем опытного Android Framework/OS специалиста. Вы станете частью команды MERA, ведущей разработку и поддержку устройств POS в сотрудничестве с лидером по предоставлению POS (Point-Of-Sale) решений на рынках Северной Америки, Европы и Азии. Мы предлагаем работу в долгосрочном и стабильном проекте, интересные задачи, возможность профессионального и карьерного роста. Возможна релокация Нижний Новгород, Казань или удаленный формат работы. Ваши задачи:  Кастомизация Android framework и ОС  Необходимые навыки:  знание архитектуры и всех уровней Android, особенно Framework/API и OS опыт разработки под Android от 3-х лет (OS, Framework/API); глубокое знание Java и C++ опыт работы с устройствами, телефонией, донглами навык эффективной работы с системой контроля версий (Git) опыт использования практик: unit testing, code review, continuous integration  Будет плюсом:  oпыт работы в Point of Sale или Payment processing опыт принятия архитектурных решений и рефакторинга существующего кода портфолио работ или ссылки на реализованные приложения  Знание иностранных языков:  письменный английский на уровне свободного чтения и написания документации, переписки с заказчиком разговорный английский на уровне не ниже Intermediate для общения с заказчиком и участия в митингах  Мы предлагаем:  Работу в одной из крупнейших IT-компаний в проектах с мировыми лидерами telecom, automotive, финансовой и других отраслей Конкурентоспособное вознаграждение и социальный пакет, включая дополнительное медицинское страхование Комфортные условия труда и современную инфраструктуру (офис в центре города, места для отдыха, кухня) Гибкий график, демократичный стиль управления, дружную команду Льготное кредитование в крупнейших банках Поддержку здорового образа жизни: льготное членство в фитнес-клубах, участие в спортивных мероприятиях Гибкую систему материального поощрения и материальной помощи Возможности профессионального обучения и развития  Помощь при переезде и бонус за релокацию!";  Работу в одной из крупнейших IT-компаний в проектах с мировыми лидерами telecom, automotive, финансовой и других отраслей Конкурентоспособное вознаграждение и социальный пакет, включая дополнительное медицинское страхование Комфортные условия труда и современную инфраструктуру (офис в центре города, места для отдыха, кухня) Гибкий график, демократичный стиль управления, дружную команду Льготное кредитование в крупнейших банках Поддержку здорового образа жизни: льготное членство в фитнес-клубах, участие в спортивных мероприятиях Гибкую систему материального поощрения и материальной помощи Возможности профессионального обучения и развития  Помощь при переезде и бонус за релокацию!;Знание архитектуры и всех уровней Android, особенно Framework/API и OS. Опыт разработки под Android от 3-х лет (OS...;Кастомизация Android framework и ОС.;"Android framework; Java; C++";595;0.10344827586206896;Android;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
26;77;Android разработчик;2.0;5.0;Сбербанк;2019-12-02T13:58:07+0300;"Главное о Сбербанке: Сотни тысяч наших сотрудников одновременно создают тот эффект, который ощущает почти каждый взрослый житель России, открывая приложение или заходя в отделение банка. Масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении и с любым уровнем амбиций. Наша новая цель — создать вокруг клиентов дружелюбную и надежную платформу сервисов, открывающую новый опыт потребления финансовых (и не только) услуг. У нас огромные возможности, большое желание меняться. Мы готовы принять талантливых и энергичных коллег для воплощения всех наших планов.   Приглашаем Android разработчика на новый проект Корпоративно - инвестиционного бизнеса. Команда будет заниматься разработкой внутренней платформы Сбербанка, которая обеспечивает сопровождение и мониторинг деятельности застройщиков, а также дольщиков. Данная система предназначена для: сбора, анализа и отслеживания операций по кредитуемым объектам.   Вам предстоит:• Проектирование модулей ПО• Участие в командной разработке, тестировании, оптимизации новых и существующих мобильных приложений на платформе Android• Участие в формирование DevOps-практик   Команда ожидает, что Вы:• Знаете React Native, Android Studio, Gradle, эмуляторы, ASDK , Robotium• Имеете опыт коммерческой разработки Android-приложений не менее года;• Имеете хорошее знание Java 8+ (Core)• Имеете опыт работы с git• Имеете опыт параллельного и многопоточного программирования;• Имеете опыт разработки сетевых приложений как на уровне сокетов, так и на уровне HTTP• Умеете разбираться и работать с чужим кодом.• Последний год вы работали в аналогичной должности.   Будет плюсом:• опыт работы в Agile• знакомство с инструментарием создания и проведения тестов• опыт работы с bug tracking system• опыт работы в команде • знание GraphQL   Мы предлагаем: Условия работы: бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода; Уровень заработной платы, который зависит от ваших технических знаний и навыков, состоит из оклада и годового премирования; Заботу о здоровье: корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей; Знания: индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора; Корпоративные мероприятия: Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год; Особые условия для сотрудников: льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка.   Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем рады увидеть вас в команде!";Знаете React Native, Android Studio, Gradle, эмуляторы, ASDK , Robotium. Имеете опыт коммерческой разработки Android-приложений не менее года. ;Проектирование модулей ПО. Участие в командной разработке, тестировании, оптимизации новых и существующих мобильных приложений на платформе Android. Участие в формирование...;"Java 8+ (Core); React Native; Android Studio; Gradle; Git; Agile";" Условия работы: бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода; Уровень заработной платы, который зависит от ваших технических знаний и навыков, состоит из оклада и годового премирования; Заботу о здоровье: корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей; Знания: индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора; Корпоративные мероприятия: Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год; Особые условия для сотрудников: льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка.   Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем рады увидеть вас в команде!";677;0.3448275862068966;Android;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
