;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;JavaScript; CSS; Git; JavaScript; HTML; HTML5; CSS3; React; ООП; AngularJS; jQuery; Node.js; REST; Ajax; Redux;Python; Linux; Java; MySQL; SQL;Другие навыки
23;94;JavaScript разработчик;3.0;3.0;CookieSide;2019-12-11T23:54:06+0300;Требуется разработчик на на JavaScript на частичную удалённую занятость. Нагрузка — несколько часов в день, в зависимости от ваших умений и желания (в том числе, желания развиваться). Основной проект - разработка и поддержка нескольких плагинов для Jira. Много тонкостей и хитростей! Требования:  Отличное!!! знание JS. Опыт работы с ООП на JS. Умение/готовность разбираться в чужом коде и документациях. Знание базовых алгоритмов и структур данных, умение решать алгоритмические задачи. Опыт работы с HTML5 / CSS3 / SCSS. Опыт работы с GIT. Знание английского языка (минимум - чтение документации). Готовность и умение спокойно общаться с заказчиком (мы прикроем, если что).  Будет плюсом:  Опыт работы с Jira. Написание тестов. Практический опыт работы с HTML5, CSS3 пре- и постпроцессорами. Умение работать с REST API. Опыт работы с шаблонизаторами типа Mustache  Условия:  Оплата почасовая, 500-700 рублей/час, в зависимости от навыков, умений и приносимой пользы. Работа в любое удобное время. ИП или готовность оформить! ;"Отличное!!! знание JS. Опыт работы с &quot;ООП&quot; на JS. Умение/готовность разбираться в чужом коде и документациях. Знание базовых алгоритмов...";;"JavaScript; Git; Atlassian Jira; HTML5; CSS3";  Оплата почасовая, 500-700 рублей/час, в зависимости от навыков, умений и приносимой пользы. Работа в любое удобное время. ИП или готовность оформить! ;94;0.0;Web;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
24;96;Веб-разработчик;2.0;4.0;Serenity;2019-12-09T15:30:08+0300;"  Обязанности:  проектирование и программирование функционала; разработка новых и поддержка текущих проектов на различных CMS; интеграции со сторонними сервисами и учетными системами (платежные шлюзы, amoCRM и т.д.).  Требования:  уверенное владение PHP 5 и 7 версий; уверенное знание MySQL; опыт работы с CMS системами; опыт работы с Git; опыт настройки VPS; ООП + Laravel; умение работать с чужим кодом; знание английского на уровне чтения документации; умение работать в команде.  Будет преимуществом:  навыки использования HTML/CSS/JavaScript; знакомство с Vue.js.  Условия:   работа в дружной команде профессионалов и интересные проекты;   доступ к корпоративной библиотеке и возможность заказывать любые профессиональные книги;   все условия для крутого роста;   приятная атмосфера: любим вместе проводить время и играть в покер по пятницам.  ";Уверенное владение PHP 5 и 7 версий. Уверенное знание MySQL. Опыт работы с CMS системами. Опыт работы с Git. ;Проектирование и программирование функционала. Разработка новых и поддержка текущих проектов на различных CMS. Интеграции со сторонними сервисами и учетными системами...;"PHP; MySQL; Git; CMS Wordpress; 1С-Битрикс; ООП";"   работа в дружной команде профессионалов и интересные проекты;   доступ к корпоративной библиотеке и возможность заказывать любые профессиональные книги;   все условия для крутого роста;   приятная атмосфера: любим вместе проводить время и играть в покер по пятницам.  ";96;0.10344827586206896;Web;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
25;99;Frontend-разработчик;4.0;3.0;Яркий фотомаркет;2019-12-11T12:48:32+0300;"Яркий фотомаркет - это крупнейшая сеть фотомагазинов в России. Первый магазин по продаже фотоуслуг и фототехники “Яркий Мир” был открыт в Санкт-Петербурге в 1995 году. После ребрендинга компания получила новое имя Яркий фотомаркет. На сегодняшний день наша сеть состоит из более чем 30 магазинов. Помимо этого, мы продаём фототовары через наш интернет-магазин. Мы постоянно развиваемся, но в то же время бережно сохраняем накопленные за годы работы традиции. Коллектив компании Яркий фотомаркет рад пригласить Вас в свою профессиональную команду. Обязанности:  Разработка Frontend-части web-приложений компании разработка интерфейсов создание макетов (Adobe Photoshop) верстка (CSS/CSS3, HTML/HTML5, Bootstrap) программирование интерфейсов с использованием React.js/Next.js, SSR, Typescript тестирование Адекватная оценка задач Написание качественного кода    Требования:  Опыт разработки пользовательских интерфейсов Опыт кроссбраузерной и адаптивной верстки Понимание принципов REST API Знание принципов оптимизации клиентской части web-приложений Опыт разработки на React.js (от 3х лет), Next.js, SPA, SSR, Typescript, Node.js Экспертные знания JS, CSS/CSS3, HTML/HTML5; Работа с Git Умение работать в команде Опыт написания тестов    Условия:  Официальное оформление; График работы 5/2 с 10.00 до 19.00; Работа в 10 минутах от ст.м. Горьковская.   ";Опыт разработки пользовательских интерфейсов. Опыт кроссбраузерной и адаптивной верстки. Понимание принципов REST API. Знание принципов оптимизации клиентской части web-приложений. ;Разработка Frontend-части web-приложений компании. Разработка интерфейсов. Создание макетов (Adobe Photoshop). Верстка (CSS/CSS3, HTML/HTML5, Bootstrap). ;"CSS3; HTML5; CSS; JavaScript; Bootstrap";"  Официальное оформление; График работы 5/2 с 10.00 до 19.00; Работа в 10 минутах от ст.м. Горьковская.   ";99;0.034482758620689655;Web;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
26;6;Frontend Vue разработчик;2.0;3.0;ВитаСофт;2019-12-10T17:23:17+0300;"Обязанности:  Разработка SPA приложений. Чтение, понимание и анализ кода уже существующих модулей и приложений. Участие в проектировании и моделирование разрабатываемых модулей и приложений. Решение вопросов UI и UX. Взаимодействие и совместная разработка с командой frontend разработчиков. Взаимодействие с backend разработчиками.  Требования:  Наличие опыта работы с Vue.js является обязательным требованием (мы рассмотрим кандидатов с разным уровнем подготовки и квалификации).   Уверенное знание HTML, JavaScript, CSS Практические навыки CSS и HTML.   Навыки работы с системой контроля версий (git). Знания сетевых технологий, понимание работы клиент-серверных приложений и Web-приложений в частности. Умение работать в команде и вести коллективную разработку.  Условия:  Работа в молодом дружном коллективе; Официальное трудоустройство согласно ТК РФ; Заработная плата в зависимости от квалификации от 50 000 руб.; Регулярные бонусы; Широкие возможности для повышения личного мастерства и профессионального роста; Испытательный срок: 2-3 месяца; По окончании испытательного срока ДМС; Оплата культурных/спортивных коллективных мероприятий. ";"  Работа в молодом дружном коллективе; Официальное трудоустройство согласно ТК РФ; Заработная плата в зависимости от квалификации от 50 000 руб.; Регулярные бонусы; Широкие возможности для повышения личного мастерства и профессионального роста; Испытательный срок: 2-3 месяца; По окончании испытательного срока ДМС; Оплата культурных/спортивных коллективных мероприятий. ";Наличие опыта работы с Vue.js является обязательным требованием (мы рассмотрим кандидатов с разным уровнем подготовки и квалификации). Уверенное знание HTML...;...модулей и приложений. Решение вопросов UI и UX. Взаимодействие и совместная разработка с командой frontend <highlighttext>разработчиков</highlighttext>. Взаимодействие с backend <highlighttext>разработчиками</highlighttext>.;"Git; JavaScript; Web Application Development; CSS3; HTML5; Vue";106;0.034482758620689655;Web;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;8;Backend разработчик (Ruby On Rails);4.0;3.0;Яркий фотомаркет;2019-12-11T18:42:43+0300;"Яркий фотомаркет - это крупнейшая сеть фотомагазинов в России. Первый магазин по продаже фотоуслуг и фототехники “Яркий Мир” был открыт в Санкт-Петербурге в 1995 году. После ребрендинга компания получила новое имя Яркий фотомаркет. На сегодняшний день наша сеть состоит из более чем 30 магазинов. Помимо этого, мы продаём фототовары через наш интернет-магазин. Мы постоянно развиваемся, но в то же время бережно сохраняем накопленные за годы работы традиции. Коллектив компании Яркий фотомаркет рад пригласить Вас в свою профессиональную команду. Обязанности:  Разработка, поддержка и развитие web-продуктов Компании на платформе Ruby on Rails Оптимизация производительности, поиск «узких» мест, рефакторинг кода Интеграция с внешними информационными системами Написание тестов Установка и поддержка продуктов на хостинге Работа в команде    Требования:  Уверенное знание ООП Опыт разработки на Ruby On Rails от 3 лет Опыт разработки REST API Опыт работы с SQL и noSQL базами данных Опыт написания тестов (RSpec) Желательно: опыт работы с Linux (Centos), Nginx, опыт развертывания приложений в Docker Знание или способность освоить технологический стек наших продуктов: PostgreSQL, Redis, Sidekiq, Sphinx, Haml/Slim, React.js/Jquery Английский язык - на уровне, необходимом для чтения документации Уверенное владение Git Будет плюсом: примеры реализованных проектов, профиль на Github    Условия:  Официальное оформление; График работы 5/2 с 10.00 до 19.00; Работа в 10 минутах от ст.м. Горьковская. ";"  Официальное оформление; График работы 5/2 с 10.00 до 19.00; Работа в 10 минутах от ст.м. Горьковская. ";Уверенное знание ООП. Опыт разработки на Ruby On Rails от 3 лет. Опыт разработки REST API. Опыт работы с SQL...;Разработка, поддержка и развитие web-продуктов Компании на платформе Ruby on Rails. Оптимизация производительности, поиск «узких» мест, рефакторинг кода. ;"Ruby On Rails; PostgreSQL; Ruby; Git; Redis";108;0.0;Web;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
28;13;Frontend-разработчик;3.0;3.0;КриптоЮниверс;2019-12-11T14:14:05+0300;"КриптоЮниверс – молодая и амбициозная компания, развивающая свои проекты в сфере криптовалют. Основные направления нашей деятельности: продажа оборудования для майнинга (мы лидеры этого рынка), услуг майнинг-центра (одного из крупнейших в РФ), строительство единственного в своем роде Евразийского майнинг-пула (совместно с РАКИБ), услуги облачного майнинга, франшизы (офисы продаж), 2 Центра обработки данных, собственные IT-продукты. Мы ищем самостоятельного Frontend-разработчика, умеющего создавать интерфейсы с нуля, под задачи текущих и новых проектов по созданию web-сервисов. ОБЯЗАННОСТИ: - разработка Single Page Application на React;- работа в команде с верстальщиками и back-end разработчиками;- работа с API наших сервисов; ТРЕБОВАНИЯ:- знание React native- знания JS, CSS/CSS3, HTML/HTML5 работа s json;- обязательный опыт разработки проектов на React или другом SPA фреймворке; Мы предлагаем:  Интересные масштабные задачи, смелые проекты Площадку для реализации ваших амбиций в крипто индустрии Офис в БЦ «Акватория», возможна частично удаленная работа Карьерный рост. Конкурентоспособная оплата труда. Обсуждается индивидуально с каждым кандидатом. Гибкое начало рабочего дня Соблюдение ТК РФ и всех принятых договоренностей предложения о работе ";  Интересные масштабные задачи, смелые проекты Площадку для реализации ваших амбиций в крипто индустрии Офис в БЦ «Акватория», возможна частично удаленная работа Карьерный рост. Конкурентоспособная оплата труда. Обсуждается индивидуально с каждым кандидатом. Гибкое начало рабочего дня Соблюдение ТК РФ и всех принятых договоренностей предложения о работе ;знание React native. - знания JS, CSS/CSS3, HTML/HTML5 работа s json. - обязательный опыт разработки проектов на React...;разработка Single Page Application на React. - работа в команде с верстальщиками и back-end <highlighttext>разработчиками</highlighttext>. - работа с API наших сервисов.;;113;0.034482758620689655;Web;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
29;17;Frontend-разработчик;3.0;6.0;УМНЫЙ ПОИСК;2019-12-11T15:58:01+0300;"Мы создаем сервис единого окна для покупки квартиры. Мы ведем пользователя от подбора квартиры по 97 параметрам, организации просмотра объекта до онлайн процессинга сделки. Для достижения этой цели мы ставим перед собой амбициозные задачи, такие как:  робот-помощник с распознаванием речи; автоматизация процессинга сделки от записи на просмотр до получения ипотеки и покупки квартиры.  Мы ищем сильного и талантливого разработчика, который усилит нашу команду и поможет быстрее достичь поставленных целей. Задачи:  Разрабатывать SPA-приложение на React; Разрабатывать мобильное приложение на React Native;  Требования:  Опыт веб-разработки от 3 лет; Опыт работы с ReactJS не менее года; Знание и опыт работы с React Native; Умение оценивать объем и сроки работ, и выполнять их вовремя; Уметь работать в команде, общаться и решать возникшие вопросы, а не умалчивать их; Уметь получать удовольствие от работы; Любить и изучать новые технологии. У нас используются ES6, Styled Components, webpack для сборки, ReactJS/Redux, Flow;  Будет плюсом:  Понимание NodeJS и SSR; Опыт написания тестов; Живой акк на github;  Будет круто, если при отклике пришлете:  любой файл с примером JS-кода; любой файл с примером стилей; краткий рассказ о своих проектах и что в них делали именно вы;  Условия:  Полностью белая з/п, официальное трудоустройство по ТК РФ; Размер з/п обсуждается с успешными кандидатами; ДМС; офис рядом с торговым центром «Охта-Молл», метро Новочеркасская или Ладожская (бесплатная парковка, развозка от метро); ";"  Полностью белая з/п, официальное трудоустройство по ТК РФ; Размер з/п обсуждается с успешными кандидатами; ДМС; офис рядом с торговым центром «Охта-Молл», метро Новочеркасская или Ладожская (бесплатная парковка, развозка от метро); ";Опыт веб-разработки от 3 лет. Опыт работы с ReactJS не менее года. Знание и опыт работы с React Native. ;Робот-помощник с распознаванием речи. Автоматизация процессинга сделки от записи на просмотр до получения ипотеки и покупки квартиры. ;"JavaScript; ReactJS; Git";117;0.034482758620689655;Web;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
30;22;Senior Node.js Developer (Back-end);0.0;0.0;TeamDirector;2019-12-12T11:47:01+0300;TeamDirector is an American company that develops next-generation computer-assisted dispatch (CAD) applications for all industries. Our team of engineers use the latest in cutting-edge technology to push the envelope on getting the right person to the right place in as little time possible.This job is Full-time, REMOTE. Mission:- Take ownership of large-scale project and deliver solutions- Writing clean, well designed, testable, efficient code- Investigate current solutions and new solutions Requirements:- 2+ years experience with JavaScript (ES6, Design Patterns, OOP)- 2+ years hands-on experience in Node.js- Strong proficiency with JavaScript- Knowledge of Node.js and main frameworks for microservices- Integration of multiple data sources and databases into one system- Understanding fundamental design principles behind scalable applications- Knowledge of relational databases and document-oriented databases- Implementing unit tests/integration tests- Proficient knowledge of git- Technical English level: Intermediate and upper. No verbal skills required- Good communication skills Will be a plus:- Knowledge of containers and Docker- Understanding AWS services;;2+ years experience with JavaScript (ES6, Design Patterns, OOP). - 2+ years hands-on experience in Node.js. - ;Take ownership of large-scale project and deliver solutions. - Writing clean, well designed, testable, efficient code. - Investigate current solutions and...;"JavaScript; Английский язык; Data Analysis; Time management; Business English";122;0.0;Web;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
31;26;Junior JavaScript Developer;0.0;0.0;Developer Soft;2019-12-10T16:14:54+0300;О компанииМы – команда профессионалов, с 1998 года занимающаяся разработкой UI-компонентов и библиотек для платформ .NET, HTML/JavaScript, VCL, пакетов для анализа и графического представления данных, создания отчетов, и других продуктов, незаменимых как для программистов-одиночек так и для крупных IT-компаний. О вакансии Ищем разработчиков в команду TestCafe - фреймворка для автоматизации тестирования веб-приложений. Мы не требуем от Вас знания конкретных ЯП и фреймворков, но ищем кандидатов, знакомых с основными алгоритмами и структурами данных, способных решать непростые задачи и неравнодушных к веб-технологиям. Вас ждет интересная и сложная работа. Требования к кандидату  Знание основных алгоритмов и структур данных, умение применять это знание на практике Уверенное владение хотя бы одним языком программирования высокого уровня Желание работать в команде (мы не ищем одиночек) Хорошее знание английского языка  Будет большим плюсом хорошее знание JavaScript/HTML/CSS и других веб-технологий.   Условия работыРабота в соответствии с ТК, полностью белая зп, система бонусов, компенсация оплаты занятий спортом, ДМС, уютный офис;;Знание основных алгоритмов и структур данных, умение применять это знание на практике. Уверенное владение хотя бы одним языком программирования высокого...;"JavaScript; CSS; Git; JavaScript; HTML";;126;0.06896551724137931;Web;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;36;Senior Frontend разработчик;7.0;3.0;Dialog;2019-12-11T10:38:24+0300;"Привет! Мы разрабатываем современное решение для эффективных коммуникаций в крупных компаниях, небольших командах и сообществах. Платформа dialog сочетает в себе привычные функции мессенджеров, высокий уровень безопасности и инструменты для автоматизации рутинных задач. В нашей компании dialog стал основным средством коммуникации. Мы пользуемся продуктом, который разрабатываем, и ежедневно улучшаем его.В нашу быстро растущую команду требуется Senior Frontend разработчик для разработки клиентской части месседжинг платформы. Технологии:  JavaScript; Flow; React (обязательно); Redux; RxJS.  Будет плюсом:  опыт работы с GWT; Node.js; опыт работы с VoIP, WebRTC (у нас есть аудио-видео звонки); самостоятельность и инициативность, не ждать, что за вас решат проблемы, а предлагать решения; быстрая смекалка и «гибкость» в решении проблем; хорошая ориентация в функционале современного месседжинга.  Что предлагаем мы:  белая зарплата и годовые премии; гибкий график; участие в разработке open-source проектов компании и активная работа с сообществом; ДМС (после прохождения испытательного срока); возможность корпоративного обучения; техника Apple для работы; супер-адекватная и профессиональная команда; возможность оказывать влияние на продукт: обсуждать задачи не только с точки зрения методов реализации, но и с точки зрения рациональности и необходимости разрабатываемых фич, вносить свои идеи.  Несколько слов о себе всегда, как огромный плюс! :)";;Технологии: JavaScript. React (обязательно). Будет плюсом: Опыт работы с GWT. Самостоятельность и инициативность, не ждать, что за вас решат проблемы...;Flow. Участие в разработке open-source проектов компании и активная работа с сообществом. Возможность оказывать влияние на продукт: обсуждать задачи...;"JavaScript; React; Redux; Flow; Node.js; Rx";136;0.034482758620689655;Web;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
33;37;Frontend-разработчик;5.0;3.0;JUG Ru Group;2019-12-10T16:34:12+0300;"JUG Ru Group — крупнейший в России организатор конференций для разработчиков. Сейчас мы делаем более 15 конференций в год, среди которых Java-конференции Joker и JPoint, JavaScript-конференция HolyJS и Devops-конференция DevOops. Наша IT команда сама разрабатывает конференционную IT-инфраструктуру, состоящую из нескольких десятков различных сервисов, в частности продукты, помогающие нам общаться с участниками конференций — Личный Кабинет и CRM, инструменты планирования и составлений расписаний, сайты конференций, различные сервисы для редактирования контента и работы со спикерами конференций. Фокусным продуктом для нас является Личный кабинет участника и партнера конференции. Через личный кабинет участник сможет:  Заполнять формы обратной связи Видеть историю посещения конференций Оперативно получать доступ к материалам конференции Формировать собственный план посещения докладов конференции Удобно оплачивать участие в конференциях Хранить в едином месте чеки, счета и другую финансовую информацию Общаться с технической поддержкой  Чем предстоит заниматься:  Разрабатывать с нуля и дорабатывать UI на Angular или VueJS Проектировать интерфейсы и выбирать лучшее решение Продумывать архитектуру смежных решений в части логирования и инфраструктуры Активно предлагать и участвовать в выборе оптимального и эффективного клиентского пути    Технологии, которые мы используем:  Angular 6, VueJS Elastic (APM, Heartbeat, Filebeat, Search, Kibana) Unit-тестирование; PostgreSQL и MySQL Gitlab (git, CI/CD); Atlassian (JIRA, Confluence);  Требования:  Опыт 2+ лет; Уверенные знания JavaScript; Знание TypeScript и умение писать на нём; Понимание современных frontend подходов и принципов работы современных фреймворков для построения SPA; Понимание модели клиент сервер; Базовое понимание HTTP; Английский на уровне чтения технической документации; Умение верстать интерфейсы из готовых компонентов;  Желательно:  Знание Angular на уровне уверенного пользования; Понимание основных принципов работы бэкенда; Желание участвовать в построении и улучшении процессов.  Персональные качества:  Вы умеете самостоятельно работать над задачами, искать, находить и использовать новую информацию.  Пара слов про нас и наши процессы:  Наш отдел разработки сейчас состоит из нескольких небольших команд, общей численностью около десяти человек Мы работаем по гибкой методологии разработки У нас мало Legacy, поэтому мы довольно свободны в выборе технологий. Если у вас есть какая-то любимая библиотека и хорошие аргументы в её пользу, вы без проблем сможете ее использовать Команды разработки очень плотно взаимодействуют с конечными пользователями и заказчиками продукта и получают быструю обратную связь по результатам Конечными пользователями и заказчиками являются: маркетинг, программный отдел, отдел продаж, партнерский отдел и отдел развития конференций.  Что мы предлагаем:  Гибкое начало рабочего дня (9-11); Корпоративное обучение (хард и софт скиллс, английский, поездки на конференции и всё остальное, что нужно будет по работе); Соцпакет: ДМС, полная компенсация больничных, обеды за счет компании; Удобный офис в трёх (со светофором — в четырёх) минутах от метро «Василеостровская» (в офисе есть все, что нужно — кухни с кофе-машинами и печеньками, кондиционер в каждом кабинете и т.п.). Кабинеты на 4-5 человек, никаких опенспейсов! Удобное рабочее место с хорошим оборудованием (MacBook Pro + 4K-мониторы к нему). ";;Опыт 2+ лет. Уверенные знания JavaScript. Знание TypeScript и умение писать на нём. Понимание современных frontend подходов и принципов...;Заполнять формы обратной связи. Видеть историю посещения конференций. Оперативно получать доступ к материалам конференции. Формировать собственный план посещения докладов конференции. ;"JavaScript; Mac Os; HTTP; AngularJS; typescript";137;0.06896551724137931;Web;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
34;38;Junior backend developer (Node.js);3.0;3.0;the_covert;2019-12-11T14:51:35+0300;"Мы - одна из лидирующих компаний на международном ИТ рынке, создающая собственные продукты уже более 10 лет. Наша цель - построить экосистему нового уровня, которая совершит сдвиг в текущей парадигме. Наши ценности - это интеллект, ответственность и глобальные цели. В один из наших ключевых проектов мы ищем Junior backend разработчика. Задачи на позиции:  Обеспечение развития системы в плане удовлетворения нефункциональныхтребований: повышение масштабируемости, производительности,отказоустойчивости, доступности и тп; Развитие инструментов мониторинга и обработки внештатных ситуаций; Расследование возникающих в процессе эксплуатации проблем;  Требования:  Хороший теоретический бэкграунд (операционные системы, базовыеалгоритмы и структуры данных) и широкий технический кругозор; Опыт работы и знание Node.js; Опыт работы с SQL; Навыки работы с git; Умение работать в команде: слушать, проявлять терпение, договариваться,помогать другим;  Условия:   Комфортный офис;   Гибкий график работы;   Работа с современным стеком технологий;   Возможность работать с технически уникальными продуктами;   Крутая команда;   Уникальная атмосфера, в которой каждый сотрудник будет понятым и услышанным;   Возможность расти и развиваться внутри компании;   100% оплачиваемые больничные, отпуск 28 календарных дней;   Lifetime opportunity!  ";"   Комфортный офис;   Гибкий график работы;   Работа с современным стеком технологий;   Возможность работать с технически уникальными продуктами;   Крутая команда;   Уникальная атмосфера, в которой каждый сотрудник будет понятым и услышанным;   Возможность расти и развиваться внутри компании;   100% оплачиваемые больничные, отпуск 28 календарных дней;   Lifetime opportunity!  ";Хороший теоретический бэкграунд (операционные системы, базовые. Алгоритмы и структуры данных) и широкий технический кругозор. Опыт работы и знание Node.js. ;Обеспечение развития системы в плане удовлетворения нефункциональных. Требований: повышение масштабируемости, производительности. Отказоустойчивости, доступности и тп. Развитие инструментов мониторинга и обработки...;"Git; SQL; Linux; Node.js";138;0.034482758620689655;Web;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
35;39;Backend разработчик;2.0;3.0;МиАТел;2019-12-12T14:48:36+0300;  Обязательные знания и навыки:  Опыт работы с Git Опыт разработки на PHP, GoLang, Lua и т.п. Уверенное знание Linux / FreeBSD и т.п. Хорошие знания баз данных PostgreSQL, MySQL Понимание NoSQL решений (Redis, Memcached) Уверенное владение JavaScript (ES5, ES6, Babel) Понимание работы сетевых протоколов (HTTP, TCP/IP, UDP) Опыт работы в команде Знание английского языка (письмо, чтение тех. литературы)    Будет плюсом:  Знания в области стека технологий WebRTC Навыки проектирования баз данных Знакомство с IP-телефонией, опыт работы с Asterisk / FreeSWITCH / Kamailio / OpenSIPS  Условия:  Оформление по ТК РФ Полностью белая зарплата Дружный коллектив, корпоративы Кофе, чай и плюшки включены.   ;  Оформление по ТК РФ Полностью белая зарплата Дружный коллектив, корпоративы Кофе, чай и плюшки включены.   ;Обязательные знания и навыки: Опыт работы с Git. Опыт разработки на PHP, GoLang, Lua и т.п. Уверенное знание Linux...;"JavaScript; CSS; Git; JavaScript; HTML";"PHP; GoLang; PostgreSQL; HTML; CSS; JavaScript; Git";139;0.0;Web;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;43;Frontend-разработчик;1.0;3.0;Банк Жилищных Решений;2019-12-11T09:40:37+0300;"Обязанности:  Адаптивная и кроссбраузерная вёрстка страниц для внутренних проектов компании на основе PSD макетов; Написание JS кода для поддержки клиентской части внутренних проектов; Выполнение правок по верстке на сайтах; Оптимизация кода; Вносить свои предложения по улучшению; Взаимодействовать с дизайнером, ведущим программистом и работать в команде.  Требования:  Опыт работы от 3-х лет. Знание: HTML, CSS, Bootstrap, Ajax; Кроссбраузерная, адаптивная, валидная верстка, с высокой скоростью загрузки; JavaScript как нативный, так и JQuery и плагины; Понимание формата Json; Ответственное отношение к работе; Обязательно наличие портфолио (отправляйте ссылки на живые проекты в сопроводительном письме);  Будет плюсом опыт работы с Yii2 в качестве Frontend разработчика. Условия:  Частичная занятость на 2-3 дня в неделю (в офисе). Наш офис в центре Санкт-Петербурга, 5 минут пешком от метро. ";  Частичная занятость на 2-3 дня в неделю (в офисе). Наш офис в центре Санкт-Петербурга, 5 минут пешком от метро. ;Опыт работы от 3-х лет. Знание: HTML, CSS, Bootstrap, Ajax. Кроссбраузерная, адаптивная, валидная верстка, с высокой скоростью загрузки. ;Выполнение правок по верстке на сайтах. Оптимизация кода. Вносить свои предложения по улучшению. Взаимодействовать с дизайнером, ведущим <highlighttext>программистом</highlighttext> и работать...;"HTML; JavaScript; HTML5; PHP5; PHP; CSS; Bootstrap; jQuery; Кроссбраузерная верстка; Ajax; JSON API";143;0.034482758620689655;Web;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
