;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;JavaScript; CSS; Git; JavaScript; HTML; HTML5; CSS3; React; ООП; AngularJS; jQuery; Node.js; REST; Ajax; Redux;Python; Linux; Java; MySQL; SQL;Другие навыки
126;11;Middle frontend - разработчик (Javascript / React);3.0;4.0;Тинькофф;2019-12-10T08:05:10+0300;"Привет! Tinkoff.ru ищет талантливых разработчиков в команду Travel. Перед вами будут стоять интересные и сложные задачи, такие как внедрение кросс-продаж на этапе покупки авиабилета, создание много-функционального приложения для путешественников all included. Разработка и внедрение мобильного web-приложения (PWA, web-view), разработка offline стратегий взаимодействия с пользователем.  О команде: Travel - это экосистема путешествий на базе платформы Tinkoff.ru.Мы разрабатываем all included сервис для путешественников, в котором можно покупать авиа и ж/д билеты, забронировать отель или машину, подобрать себе туры онлайн. Мы уже год успешно продаем авиабилеты сами как агент и сотрудничаем с Booking, One Two Trip, RentalCars, Travalata.В наших ближайших планах: внедрение усовершенствованной онлайн службы поддержки клиентов Travel, продажа дополнительных услуг на этапе продажи (страховки, багаж, места в самолете), свое мобильное и PWA приложение, продажа авиабилетов за мили, регистрация на рейс. Редизайн (или полностью своя реализация) разделов Ж/Д, отелей и аренды авто. Мы амбициозный стартап, внутри сформировавшейся и быстро-развивающейся экосистемы Tinkoff.ru. Уже сейчас мы активно тесним лидеров рынка авиаиндустрии сервисом для путешествий, используя самые передовые технологии IT и нашу любовь к клиентам!   Обязанности:  Участие в проектировании архитектуры с использованием нашей платформы; Изучение новых технологий и внедрение их в проект; Непрерывно обучаться, совершенствовать свои знания и навыки;  Требования:  Отличное знание JavaScript; Опыт разработки сложных веб-приложений; Желание работать с React на крупном проекте со сложной бизнес-логикой, разрабатывать новые фичи, внедрять новую архитектуру, оптимизировать, писать UNIT и UI тесты. Опыт разработки RIA/SPA на JS; Опыт работы с React/Redux и разработки universal/isomorphic приложений; Опыт использования TypeScript; Знание JS библиотек, таких как: RxJS, Ramda и подобных;  Условия:  Интересные и нетривиальные задачи; Комфортные условия труда, хорошо оборудованное рабочее место; Отличный дружный коллектив профессионалов, у которых есть чему поучиться; Белая заработная плата, размер которой обсуждаем индивидуально на собеседовании; Добровольное медицинское страхование (ДМС); Компенсация обедов, такси; Компенсация 50% на спорт; Скидка 30% на КАСКО в СК Тинькофф; Поездки на конференции и обучающие курсы; Современный офис в БЦ Палладиум. ";"  Интересные и нетривиальные задачи; Комфортные условия труда, хорошо оборудованное рабочее место; Отличный дружный коллектив профессионалов, у которых есть чему поучиться; Белая заработная плата, размер которой обсуждаем индивидуально на собеседовании; Добровольное медицинское страхование (ДМС); Компенсация обедов, такси; Компенсация 50% на спорт; Скидка 30% на КАСКО в СК Тинькофф; Поездки на конференции и обучающие курсы; Современный офис в БЦ Палладиум. ";Непрерывно обучаться, совершенствовать свои знания и навыки. Требования: Отличное знание JavaScript. Опыт разработки сложных веб-приложений. Желание работать с React...;В наших ближайших планах: внедрение усовершенствованной онлайн службы поддержки клиентов Travel, продажа дополнительных услуг на этапе продажи (страховки, багаж, места...;"JavaScript; React";511;0.06896551724137931;Web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
127;15;Разработчик Python (Back-end);3.0;4.0;Айдеко;2019-12-10T08:51:17+0300;"Компания «Айдеко» - ведущий разработчик программного обеспечения в области информационной безопасности и сетевых технологий. Наши продукты IDECO UTM - шлюз безопасности; система контентной фильтрации IDECO SELECTA; IDECO MESH - позволяет использовать интернет в любой точке покрытия Wi-Fi без потери качества сигнала. Нам нужен разработчик в команду разработки продукта Ideco UTM - это система предотвращения вторжений, контентная фильтрация, контроль приложений (DPI), антивирусная проверка трафика, система отчетов и многое другое. В основном разработка ведется на Python3, но также есть задачи на C, GoLang и Bash. Языки программирования: Python3, C, GoLang, Bash. Обязанности:  Разработка бекендов и сервисов, в основном на Python; Участие в проектировании архитектуры и рефакторинге; Работа в scrum-команде по разработке серийного ПО;  Требования:  Опыт работы с ОС Linux (sed, awk, curl и т.д.); Уверенные знания Python3 asyncio; Опыт работы с aiohttp; Умение работать с git и docker; Умение писать простой и понятный код; Понимание устройства сетей;  Дополнительными плюсами кандидата будут:  Базовые навыки администрирования Linux и сетей; Опыт работы с Python3 aiohttp; Опыт работы на C/C++, Golang, Bash; Опыт работы и понимание etcd;      Условия:  Конкурентная заработная плата (готовы обсуждать индивидуально, будет зависеть от скиллов), официальное трудоустройство, гуманный график работы; Бесплатное обучение английскому языку с преподавателем (в офисе); Чай, кофе, плюшки и сладости на оборудованной кухне, просторный современный офис. ";"  Конкурентная заработная плата (готовы обсуждать индивидуально, будет зависеть от скиллов), официальное трудоустройство, гуманный график работы; Бесплатное обучение английскому языку с преподавателем (в офисе); Чай, кофе, плюшки и сладости на оборудованной кухне, просторный современный офис. ";Опыт работы с ОС Linux (sed, awk, curl и т.д.). Уверенные знания Python3 asyncio. Опыт работы с aiohttp. ;Разработка бекендов и сервисов, в основном на Python. Участие в проектировании архитектуры и рефакторинге. Работа в scrum-команде по разработке...;"Разработка ПО; Linux; Python";515;0.06896551724137931;Web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
128;18;Senior backend developer;4.0;8.0;Сима-ленд;2019-12-10T11:29:58+0300;Требования  Знание PHP / golang, реляционная БД, Elasticsearch, Linux, Git. Умение оптимизировать SQL-запросы, код. Опыт проведения code review. Понимание continuous integration. Опыт модульного и функционального тестирования. Способность писать чистый код и разбираться в чужом. Опыт обучения коллег. Опыт планирования работ (по времени, железу и т. д.). Уверенное знание парадигм, паттернов (DDD, ES + CQRS), микросервисной архитектуры. Английский не ниже уровня А2. Владение контейнеризацией, оркестрацией.  Будет плюсом  Опыт управления командой.    Обязанности   Разработка и поддержка внутренних и внешних сервисов.   Качественное написание кода.   Участие в разработке архитектуры проекта, выборе технологий, библиотек и фреймворков.     Условия  Офис на выбор: головной на Черняховского или IT-офис в центре. Участие в конференциях HighLoad++, Dump, FOSDEM, HollyJS и других. Возможность выбрать время начала рабочего дня (8-11). Официальное трудоустройство. ;;Знание PHP / golang, реляционная БД, Elasticsearch, Linux, Git. Умение оптимизировать SQL-запросы, код. Опыт проведения code review. Понимание continuous integration. ;Разработка и поддержка внутренних и внешних сервисов. Качественное написание кода. Участие в разработке архитектуры проекта, выборе технологий, библиотек и фреймворков.;"Git; Linux; SQL; ООП; PHP; Golang; SOLID; Elasticsearch";518;0.06896551724137931;Web;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
129;34;Senior frontend-разработчик;4.0;6.0;Кадровый холдинг ПРОФИЛЬ;2019-12-09T12:59:39+0300;"Крупнейшая туристическая организация находится в поисках Senior frontend-разработчика Требования:   опыт разработки на React, Redux от 1 года;   хорошее владение нативным JavaScript, понимание его особенностей и преимуществ;   владение и понимание на хорошем уровне ES2015+;   опыт работы с Git;   умение и опыт работы в команде квалифицированных специалистов   Желательно:    опыт в технологии React Native;   понимание специфики работы с SPA;   NodeJS;   опыт тестирования ( понимание принципов и подходов);   готовые проекты для рассмотрения   Условия:   полный рабочий день (начало рабочего дня - по согласованию с кандидатом, с 8 до 11.00);   комфортабельный офис;   работа в команде профессионалов;   интересные задачи;   работа над созданием инновационного IT-продукта;   IT-конференции, митапы, повышение квалификации за счет компании;   оплата туров на льготных условиях  ";"   полный рабочий день (начало рабочего дня - по согласованию с кандидатом, с 8 до 11.00);   комфортабельный офис;   работа в команде профессионалов;   интересные задачи;   работа над созданием инновационного IT-продукта;   IT-конференции, митапы, повышение квалификации за счет компании;   оплата туров на льготных условиях  ";Опыт разработки на React, Redux от 1 года. Хорошее владение нативным JavaScript, понимание его особенностей и преимуществ. Владение и понимание...;Крупнейшая туристическая организация находится в поисках Senior frontend-<highlighttext>разработчика</highlighttext>. Готовые проекты для рассмотрения. Работа над созданием инновационного IT-продукта.;"JavaScript; Git; Node.js";534;0.10344827586206896;Web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
130;44;Программист Frontend (Vue.js);2.0;3.0;Сайтсофт;2019-12-09T08:10:28+0300;"Наши основные направления деятельности: создание и поддержка интернет-проектов государственных организаций и крупного бизнеса, разработка мобильных приложений, продвижение в социальных сетях. Коллектив компании состоит из более 150 высококвалифицированных специалистов, работающих в офисах Москвы, Екатеринбурга и Новосибирска. С чем работать?  Высоконагруженные порталы (более 1 млн посетителей в сутки); информационные системы (программно-аппаратные комплексы, API для сервисов, видеотрансляции, внутренние корпоративные порталы); системы документооборота и медиахранилищ;  Frontend-разработка у нас живет отдельно. Используются:  ES6, VueJS, webpack / grunt / gulp LESS / SASS / Stylus Git; Webpack; Node JS, Express; Unit тестирование; Docker;  Требования:  опыт разработки на фреймворке Vue; чистый читабельный код; умение читать документацию и разбираться в новых технологиях. Опыт разработки клиентских приложений на JavaScript; Опыт написания Unit тестов; Опыт коммерческой разработки.  Желательно:  опыт работы командной разработки;  Со своей стороны предлагаем:  современный офис на Белинского 86; гибкий рабочий график с началом работы с 8:00 до 12:00; полностью белая заработная плата. Уровень окладной части обсуждается индивидуально в зависимости от профессиональных компетенций; ежегодная солидная премия по итогам работы; ежегодный пересмотр заработной платы по результатам работы; возможности для профессионального и карьерного развития; качественное планирование вашей работы. Вы будете знать, чем вы будете заниматься через день, неделю, месяц; работа над востребованными продуктами, которыми пользуются миллионы граждан нашей страны.  Среди наших проектов:   Интернет-портал МВД России   Интернет-портал МЧС России   ФССП России   и множество других  ";;Опыт разработки на фреймворке Vue. Чистый читабельный код. Умение читать документацию и разбираться в новых технологиях. Опыт разработки клиентских приложений...;Высоконагруженные порталы (более 1 млн посетителей в сутки). Информационные системы (программно-аппаратные комплексы, API для сервисов, видеотрансляции, внутренние корпоративные порталы). ;"vue.js; HTML5; CSS3; JavaScript; Git";544;0.10344827586206896;Web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
131;46;Frontend-разработчик/Ведущий Frontend разработчик - Группа разработки цифровых продуктов;3.0;4.0;Deloitte;2019-12-09T17:33:48+0300;"Что ты будешь делать в этой роли: Присоединившись к нашей команде, ты будешь участвовать в разработке цифровых продуктов, главным образом B2B-платформ, для крупных компаний. Тебе предстоит руководить командной разработчиков, обучать младших сотрудников и выступать для них наставником. Также мы ожидаем, что ты будешь принимать активное участие в совершенствовании процессов разработки пользовательских интерфейсов. О департаменте: Ты готов к динамичному профессиональному росту и самореализации? У нас есть все необходимые ресурсы, чтобы помочь тебе в этом. Куда бы ни привел тебя профессиональный путь, знание процессов и технологий управления проектами, а также умение эффективно взаимодействовать с клиентами и коллегами помогут тебе в достижении карьерных целей. Построй карьеру вместе с «Делойтом» ― у нас есть все условия для развития настоящих профессионалов и будущих лидеров! Обязанности:  участие в разработке цифровых продуктов для крупных компаний, преимущественно B2B-платформ; руководство командой разработчиков; совершенствование процессов разработки пользовательских интерфейсов; обучение и поддержка профессионального и личного развития младших сотрудников.  Требования к кандидатам:  умение легко и успешно применять в работе ES6-7, TypeScript, CSS3/SCSS, HTML5; опыт работы с JavaScript-фреймворками React и/или Angular (навыки работы в Angular CLI) — версиями после AngularJs; умение правильно пользоваться инструментом RxJs; опыт участия в проектировании архитектуры фронтенд-решений; опыт разработки UI/UX-компонентов; наличие представления об ООП; умение работать с HTTP и REST API; опыт разработки кросс-браузерных адаптивных веб-приложений; навыки работы с СКВ Git; хорошее владение инструментами Npm, Yarn, Webpack; готовность к командировкам  Дополнительными преимуществами будет являться:  опыт применения различных методологий тестирования фронтенд-решений; опыт работы с Node.Js; знание современных UI-библиотек компонентов; знание английского языка; опыт работы в scrum-команде.  Что мы предлагаем:  достойное вознаграждение и прозрачную систему карьерного и профессионального развития; комплексную программу страхования сотрудников; обучение и развитие, поддержку в получении сертификатов профессиональной квалификации; программы поощрения сотрудников; возможность работать по гибком графику; комплексную программу корпоративных скидок; компенсацию расходов на мобильную связь. ";;Умение легко и успешно применять в работе ES6-7, TypeScript, CSS3/SCSS, HTML5. Опыт работы с JavaScript...;Участие в разработке цифровых продуктов для крупных компаний, преимущественно B2B-платформ. Руководство командой <highlighttext>разработчиков</highlighttext>. Совершенствование процессов разработки пользовательских...;"AngularJS; JavaScript; Node.js; Git; Scrum";546;0.06896551724137931;Web;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
132;47;Back-end разработчик на Oracle;3.0;4.0;Сбербанк;2019-12-09T08:23:46+0300;"Главное о Сбербанке: Сотни тысяч наших сотрудников одновременно создают тот эффект, который ощущает почти каждый взрослый житель России, открывая приложение или заходя в отделение банка. Масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении и с любым уровнем амбиций.Наша новая цель — создать вокруг клиентов дружелюбную и надежную платформу сервисов, открывающую новый опыт потребления финансовых (и не только) услуг. У нас огромные возможности, большое желание меняться. Мы готовы принять талантливых и энергичных коллег для воплощения всех наших планов. Мы – продуктовая команда Сбербанка, отвечающая за аналитический сервис для корпоративных клиентов по всей стране. Нашим сервисом пользуются 25 000 человек, и он ежедневно помогает своим пользователям проводить клиентскую и конкурентную аналитику, получать нужные данные и принимать верные стратегические решения.  Корпоративно-инвестиционный бизнес запускает новый проект по разработке системы, которая должна обеспечить работу с данными в облаке данных. У Вас есть возможность создать полезный продукт, который существенно облегчит работу другим сотрудникам банка. Команда собирается с нуля. Спеши присоединиться! Вам предстоит:-Создание back-end на Oracle-Разработка алгоритмов по системным требованиям-Рефакторинг существующего кода-Создание витрин, перенос витрин в другие системы с помощью ETL (Informatica) Команда ожидает, что вы:-Имеете опыт работы разработчиком баз данных от 1 года-Имеете глубокие знания SQL и опыт промышленной разработки на PL/SQL-Умеете писать с нуля чистый и эффективный код, который решает продуктовые задачи и понятен другим разработчикамБудет преимуществом:-Опыт работы с Oracle APEX, либо знание HTML, CSS, JavaScript (включая библиотеку JQuery);-Опыт проектирования БД  Мы предлагаем:Условия работы: бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода;Уровень заработной платы, который зависит от ваших технических знаний и навыков, состоит из оклада, ежеквартальной премии и годового премирования;Заботу о здоровье: корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей;Знания: индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора;Корпоративные мероприятия: Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год;Особые условия для сотрудников: льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка. Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем рады увидеть вас в команде!";"Условия работы: бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода;Уровень заработной платы, который зависит от ваших технических знаний и навыков, состоит из оклада, ежеквартальной премии и годового премирования;Заботу о здоровье: корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей;Знания: индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора;Корпоративные мероприятия: Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год;Особые условия для сотрудников: льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка. Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем рады увидеть вас в команде!";Умеете писать с нуля чистый и эффективный код, который решает продуктовые задачи и понятен другим <highlighttext>разработчикам</highlighttext>. Будет преимуществом: -Опыт работы...;Создание back-end на Oracle. -Разработка алгоритмов по системным требованиям. -Рефакторинг существующего кода. -Создание витрин, перенос витрин в другие системы...;;547;0.10344827586206896;Web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
133;52;Frontend-разработчик;3.0;4.0;Прософт-Системы;2019-12-09T09:30:25+0300;"Инженерная компания Прософт-Системы в департамент автоматизации энергосистем приглашает специалиста на должность - Frontend-разработчик. Зона ответственности: поддержка веб-интерфейса в продакшне и разработка новых функций, включающей в себя логику клиентской части + верстка, соблюдение кроссбраузерности. Обязанности:  Разработка клиентской части веб-интерфейса программного комплекса Энергосфера. В сотрудничестве с дизайнерами, аналитиками и другими разработчиками.  Требования:  Уверенное владение JavaScript и TypeScript; Хорошее знание HTML и CSS.  Будет плюсом:  Знание frontend-фреймворков (Angular, React, Vue); Опыт работы с jQuery; Опыт написания тестов для JavaScript-кода; Опыт работы с системами webpack; Опыт применения AJAX и REST API; Опыт работы с системами контроля версий и CI.  Условия:  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются в зависимости от квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента; Место работы: Волгоградская. ";"  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются в зависимости от квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента; Место работы: Волгоградская. ";Уверенное владение JavaScript и TypeScript. Хорошее знание HTML и CSS. Знание frontend-фреймворков (Angular, React, Vue). Опыт работы с jQuery. ;Разработка клиентской части веб-интерфейса программного комплекса Энергосфера. В сотрудничестве с дизайнерами, аналитиками и другими <highlighttext>разработчиками</highlighttext>.;"JavaScript; HTML; Ajax; AngularJS; CSS";552;0.10344827586206896;Web;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
134;54;Старший веб-разработчик;4.0;5.0;Прософт-Системы;2019-12-09T09:30:25+0300;"Инженерная компания Прософт-Системы приглашает Старшего веб-разработчика (fullstack) в группу по разработке системы учета энергоресурсов. Программный комплекс Энергосфера является специализированным продуктом для систем АИИС КУЭ, АСТУЭ и КСУЭР. С помощью данного ПК можно не только систематизировать данные за прошлые периоды, но и получить прогноз потребления энергоресурсов на заданный интервал вперед. А при использовании на тепло-, гидро- или солнечных электростанциях - рассчитать показатели генерации для получения ожидаемых объемов выработки. Энергосфера обладает уникальными особенностями и возможностями. Основные задачи:​​​ Мы ищем опытного веб-разработчика, который займется сопровождением и развитием web-приложения на всех уровнях - от серверной логики до клиентского кода в браузере, от архитектуры до кодирования. Пожелания к кандидату:  Высшее техническое образование; Уверенное владение С#; Общее знание JS, iQuery, HTML, CSS, SQL; Опыт разработки веб-приложений на ASP.Net MVC; Опыт использования ORM и понимание влияния ORM на СУБД; Навыки командной работы, CI.  Будет плюсом:  Опыт руководства группой веб-разработчиков; Навыки работы с библиотеками NHibernate, NUnit, Angular; Умение применять TDD без фанатизма; Знакомство с предметной областью (энергоучет).  Условия:  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются в зависимости от квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента. ";"  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются в зависимости от квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента. ";Навыки командной работы, CI. Будет плюсом: Опыт руководства группой веб-<highlighttext>разработчиков</highlighttext>. Навыки работы с библиотеками NHibernate, NUnit, Angular. ;С помощью данного ПК можно не только систематизировать данные за прошлые периоды, но и получить прогноз потребления энергоресурсов на заданный...;"ASP.NET; JavaScript; C#; .NET Framework; SQL";554;0.10344827586206896;Web;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
135;56;Backend-разработчик;3.0;4.0;Прософт-Системы;2019-12-09T09:30:25+0300;"Инженерная компания Прософт-Системы приглашает на работу специалиста на должность - Backend-разработчик. Зона ответственности: поддержка веб-интерфейса в продакшене и разработка новых функций. Обязанности:  Разработка серверной части многопользовательского веб-интерфейса.  Требования:  Уверенное владение C#, .Net Framework, SQL; Опыт работы с СУБД (MS SQL Server); Опыт разработки веб-приложений.  Будет плюсом:  Знакомство с технологиями ASP.Net MVC (3 и выше); Иметь навыки работы с библиотеками NHibernate, NUnit; Понимание принципов TDD; Плюсом будет знание JavaScript, HTML, CSS; Опыт работы с системами контроля версий и CI.  Условия:  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются с учётом квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента; Место работы: Волгоградская. ";"  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются с учётом квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента; Место работы: Волгоградская. ";Уверенное владение C#, .Net Framework, SQL. Опыт работы с СУБД (MS SQL Server). Опыт разработки веб-приложений. Знакомство с технологиями...;Разработка серверной части многопользовательского веб-интерфейса.;"С#; .NET Framework; MS SQL Server; ASP.NET; MVC";556;0.10344827586206896;Web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
136;58;Frontend-разработчик;3.0;4.0;Абак-Пресс;2019-12-09T08:10:11+0300;Привет! Я Оля, HR-менеджер компании АБАК-ПРЕСС. АБАК-ПРЕСС — это 4 крупных интернет проекта. Всего только 27 лет мы учимся непрерывным изменениям, чтобы быть полезными нашим клиентам в решении завтрашних задач. Сейчас веду поиск Frontend разработчика, в нашу команду. О проекте можно говорить много. Но предлагаю тебе познакомиться с масштабами работы самостоятельно. Вот ссылки на проекты, с которыми тебе предстоит работать: https://www.blizko.ru/ Что нужно делать?  Разработка наиболее сложных задач в рамках своей зоны ответственности, активное участие в формировании архитектуры системы. Декомпозиция больших задач и code review. Предотвращение и быстрое устранение неисправностей, обеспечение отказоустойчивости 365x7x24.  Что тебе потребуется?   Навыки работы с: js / jQuery /AngularJS и/или другой framework/библиотека.  Знание паттернов проектирования и обеспечение высокого качества кода. Умение верстать с использованием последних технологий (SASS, PostCSS, Webpack, BEM и пр.) Опыт работы с реляционными базами данных.  Что тебе понравится? Большая команда, с которой можно обмениваться знаниями, переживаниями и мемами. А также большое и уютное пространство (в центре конечно), где всегда есть возможность уединиться или пообщаться. На работу нужно ходить 5 дней в неделю, но все выходные и праздники твои.;;Навыки работы с: js / jQuery /AngularJS и/или другой framework/библиотека. Знание паттернов проектирования и обеспечение высокого качества кода. ;Разработка наиболее сложных задач в рамках своей зоны ответственности, активное участие в формировании архитектуры системы. Декомпозиция больших задач и code...;"CSS; HTML; Git; jQuery; JavaScript";558;0.10344827586206896;Web;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
