;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;Directum; MS SQL Server; MS SQL; 1С: Предприятие 8; Электронный документооборот;Другие навыки
0;78;"Программист СЭД ""Directum""";1.0;0.0;Водоканал, МУП;2019-11-25T07:23:26+0300;"Обязанности:  администрирование СЭД «DIRECTUM»; прикладная разработка и сопровождение системы электронного документооборота «Directum».  Требования:  опыт администрирования MS SQL Server; опыт разработки и сопровождения систем документооборота предприятия; опыт работы в средах разработки (ISBL, 1С); знание основ построения бизнес-процессов предприятий.  Условия:  работа в крупной ресурсоснабжающей компании; официальное трудоустройство с 1-го дня (полностью белая заработная плата); стабильная высокая заработная плата и регулярные премии; регулярное обучение и участие в конференциях; полный рабочий день в комфортном офисе в центре города; работа в молодом коллективе; чай, кофе в любое время в обеденной зоне для сотрудников и пионер-лагерь для детей. ";Опыт администрирования MS SQL Server. Опыт разработки и сопровождения систем документооборота предприятия. Опыт работы в средах разработки (ISBL, 1С). ;Администрирование СЭД «DIRECTUM». Прикладная разработка и сопровождение системы электронного документооборота «Directum».;"Directum; MS SQL Server; MS SQL; 1С: Предприятие 8; Электронный документооборот";"  работа в крупной ресурсоснабжающей компании; официальное трудоустройство с 1-го дня (полностью белая заработная плата); стабильная высокая заработная плата и регулярные премии; регулярное обучение и участие в конференциях; полный рабочий день в комфортном офисе в центре города; работа в молодом коллективе; чай, кофе в любое время в обеденной зоне для сотрудников и пионер-лагерь для детей. ";778;0.5862068965517241;СЭД;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0
