;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; Java;Java; Spring Framework; Git; SQL; Apache Maven; Hibernate ORM; JUnit; PostgreSQL; Atlassian Jira; ООП;Spring Framework; Java SE; JavaScript; Java EE; Linux; Docker;JavaScript; MySQL; REST;Другие навыки
16;30;Middle Java/Kotlin Developer;4.0;5.0;Spectrum;2019-12-12T09:43:13+0300;"Spectrum – это компания, которая объединяет 4 федеральных сервиса по проверке: автомобилей (https://avtocod.ru), физических лиц (https://checkperson.ru), контрагентов (https://xfirm.ru) и объектов недвижимости (https://egrnreestr.ru). Нашими клиентами являются Яндекс, Mail group, АльфаСтрахование, Газпромнефть, ВСК, Кардиф, Согласие и многие другие. В нашей команде уже более 100 человек, и мы будем рады единомышленникам, которым интересно изучить kotlin и перейти на него, а также принять участие в реализации highload-проектов и помочь миллионам пользователей :) Что мы любим и используем:  Kotlin; Ktor; Spring Boot 2.+; Cassandra 3.5; Elasticsearch 6.+; BigData; работу в формате agile, по TDD; code review; положительно относимся к освоению других новых технологий;  Мы будем рады видеть тебя в нашей команде, если ты:  Владеешь любым из данных языков программирования Java/ С#/ С++/kotlin и тебе интересно перейти на kotlin; Понимаешь концепцию ООП и REST; Знаешь и используешь Git, Maven или Gradle; Знаком с инструментами тестирования ПО (junit, mocks); Знаешь SQL, умеешь писать запросы, реализовывать простые схемы хранения.  Твоим преимуществом будет:  Готовность предоставить примеры кода.  Со своей стороны предлагаем:  Официальное трудоустройство, белую заработную плату; Работу в составе слаженной и грамотной команды над крупным проектом; Гибкое начало рабочего дня, офис в центре города, парковку; Пересмотр заработной платы по мере твоего развития в компании; Оплату посещения конференций и профильных курсов; Современное железо и любые необходимые сервисы; Митапы и обучение в команде; Английский за счет компании; Unlimited coffee with cookies ";;Понимаешь концепцию ООП и REST. Знаешь и используешь Git, Maven или Gradle. Готовность предоставить примеры кода. Unlimited coffee with cookies.;Code review. Положительно относимся к освоению других новых технологий. Знаком с инструментами тестирования ПО (junit, mocks).;"Java; C#; C++; REST; Kotlin; Ktor; Git; ООП; Cassandra";430;0.0;Java;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
17;36;Senior Java/Kotlin Developer;5.0;6.0;Spectrum;2019-12-12T09:43:16+0300;"Spectrum – это компания, которая объединяет 4 федеральных сервиса по проверке: автомобилей (https://avtocod.ru), физических лиц (https://checkperson.ru), контрагентов (https://xfirm.ru) и объектов недвижимости (https://egrnreestr.ru). Нашими клиентами являются Яндекс, Mail group, АльфаСтрахование, Газпромнефть, ВСК, Кардиф, Согласие и многие другие. В нашей команде уже более 100 человек, и мы будем рады единомышленникам, которым интересно изучить kotlin и перейти на него, а также принять участие в реализации highload-проектов и помочь миллионам пользователей :) Что мы любим и используем:  Kotlin; Ktor; Spring Boot 2.+; Cassandra 3.5; Elasticsearch 6.+; BigData; работу в формате agile, по TDD; code review; положительно относимся к освоению других новых технологий;  Мы будем рады видеть тебя в нашей команде, если ты:  Владеешь любым из данных языков программирования Java/ С++/ C#/ kotlin и тебе интересно перейти на kotlin; Понимаешь концепцию ООП и REST; Знаешь и используешь Git, Maven или Gradle; Знаком с инструментами тестирования ПО (junit, mocks); Знаешь SQL, умеешь писать запросы, реализовывать простые схемы хранения.  Владеешь какими-либо из перечисленных инструментов для работы с большими данными: Cassandra, ElasticSearch, MongoDB, Solr, Spark, Flink, Hadoop;   Умеешь ставить и декомпозировать задачи по SMART, обсуждать задачи с заказчиками.   Твоим преимуществом будет:  Готовность предоставить примеры кода.  Со своей стороны предлагаем:  Официальное трудоустройство, белую заработную плату; Работу в составе слаженной и грамотной команды над крупным проектом; Гибкое начало рабочего дня, офис в центре города, парковку; Пересмотр заработной платы по мере твоего развития в компании; Возможность стать тимлидом для одной из команд; Оплату посещения конференций и профильных курсов; Современное железо и любые необходимые сервисы; Митапы и обучение в команде; Английский за счет компании; Unlimited coffee with cookies ";;Понимаешь концепцию ООП и REST. Знаешь и используешь Git, Maven или Gradle. Готовность предоставить примеры кода. Unlimited coffee with cookies.;Code review. Положительно относимся к освоению других новых технологий. Знаком с инструментами тестирования ПО (junit, mocks).;"Java; Git; Kotlin; C#; C++; REST; Cassandra; ООП; ElasticSearch; Ktor";436;0.0;Java;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18;41;Java-разработчик;3.0;4.0;InfiNet Wireless;2019-12-12T12:25:53+0300;"Высокотехнологичная компания-экспортер систем широкополосного беспроводного доступа InfiNet Wireless приглашает к сотрудничеству java -разработчика. О компании: InfiNet Wireless — российский разработчик и производитель систем широкополосного беспроводного доступа (ШБД) операторского класса, предназначенных для организации доступа к сети интернет, организации корпоративных и промышленных компьютерных сетей, передачи голоса в телефонии и видеопотоков в системах видеонаблюдения по протоколу IP. Подробная информация на сайте: https://infinet.ru/ Задачи, которые необходимо решить java -разработчику:  техническое проектирование и кодирование программного обеспечения; первичное тестирование разработанного продукта; исправление дефектов программного обеспечения; определение принципов построения системы, технических аспектов проекта, реализация выбранных подходов, каркаса приложения.  Зоны ответственности:  выбор стека технологий исходя из внешних ограничений и требований декомпозиция системы на набор отдельных компонентов/сервисов/служб. определений принципов и технологий взаимодействия между компонентами и системами. планирование каркаса приложения и структур классов. выявление потенциальных технических рисков участие в развертывании системы на production контурах, запуск и настройка определение способов реализации Continues Integration и Continues Delivery (инструментарий, техники), подготовка контуров для разработки/тестирования/демонстраций.  Мы предлагаем:  присоединиться к небольшой, сплоченной и очень сильной команде; регулярные ежеквартальные премии; оформление в соответствии с ТК, полностью официальная заработная плата, оплачиваемый отпуск (возможность отдыхать в любое удобное время года) ДМС (после испытательного срока); отсутствие бюрократии и формальностей; гибкий график, отсутствие обязательного расписания; обучение за счет компании (как внутреннего, так и внешнего); комфортный, современный офис в бизнес центре (имеется кафе, фитнесс-клуб, парковка); чай, кофе, сладости и полдники за счет компании.  Что мы ожидаем от кандидата:  владение языком программирования Java; умение работать в профильной интегрированной среде разработчика (Eclipse IDE); знание языка SQL и опыт работы с СУБД (желательно PostgreSQL); умение формировать запросы к системам управления базами данных (СУБД); понимание принципов работы реляционных СУБД;серверов приложений; опыт использования и администрирования Linux; знакомство с принципами построения высоконагруженных, масштабируемых и отказоустойчивых систем; способность исследовать новые технологии и принимать архитектурные решения; опыт работы от 3 лет в роли разработчика на JAVA; с системами учета версий, автоматической сборки и непрерывной интеграции (SVN, JIRA).   ";"  присоединиться к небольшой, сплоченной и очень сильной команде; регулярные ежеквартальные премии; оформление в соответствии с ТК, полностью официальная заработная плата, оплачиваемый отпуск (возможность отдыхать в любое удобное время года) ДМС (после испытательного срока); отсутствие бюрократии и формальностей; гибкий график, отсутствие обязательного расписания; обучение за счет компании (как внутреннего, так и внешнего); комфортный, современный офис в бизнес центре (имеется кафе, фитнесс-клуб, парковка); чай, кофе, сладости и полдники за счет компании.  Что мы ожидаем от кандидата:  владение языком программирования Java; умение работать в профильной интегрированной среде разработчика (Eclipse IDE); знание языка SQL и опыт работы с СУБД (желательно PostgreSQL); умение формировать запросы к системам управления базами данных (СУБД); понимание принципов работы реляционных СУБД;серверов приложений; опыт использования и администрирования Linux; знакомство с принципами построения высоконагруженных, масштабируемых и отказоустойчивых систем; способность исследовать новые технологии и принимать архитектурные решения; опыт работы от 3 лет в роли разработчика на JAVA; с системами учета версий, автоматической сборки и непрерывной интеграции (SVN, JIRA).   ";Владение языком программирования Java. Умение работать в профильной интегрированной среде <highlighttext>разработчика</highlighttext> (Eclipse IDE). Знание языка SQL и опыт работы с...;Техническое проектирование и кодирование программного обеспечения. Первичное тестирование разработанного продукта. Исправление дефектов программного обеспечения. Определение принципов построения системы, технических аспектов...;;441;0.0;Java;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
19;61;Java-разработчик;3.0;4.0;КБ Пойдём!;2019-12-11T17:15:35+0300;"Требуется Java-разработчик.Задачи: автоматизация внутренних процессов банка в рамках разных проектов, а также поддержка и развитие уже внедренного функционала:  Кассовые операции; Открытие и ведение счетов/клиентов/договоров; Реализация в ПО логики новых, уникальных продуктов; Работа с заявками на кредитование; Управление просроченной задолженностью; Интеграционные проекты с внешними организациями; Интеграция собственных приложений; Формирование отчетности.  Обязанности:  Разработка высоконагруженных приложений Банка; Доработка и рефакторинг имеющегося функционала систем; Поддержка существующего функционала приложений (поиск проблем и их устранение на основании заявок пользователей);  Требования:  уверенное знание Java; уверенное знание принципов ООП; уверенное знание принципов работы СУБД, понятия план запроса; базовые знания HTML, CSS; понимание базовых алгоритмов, структур данных и шаблонов проектирования; опыт работы с системами автоматизации процесса разработки.  Будет большим плюсом:  опыт работы с Oracle DB/ PLSQL; знание JavaScript; опыт работы со Spring; опыт работы с Maven; опыт работы с GIT;  Условия: От нас:- Много интересных задач- Высоконагруженные системы, обслуживающие сотни тысяч клиентов и тысячи сотрудников- Динамичное развитие компании и подразделения- Профессиональные коллеги и распределенная команда разработки в 3х городах (Екатеринбург, Москва, Новосибирск)- Адекватное руководство- Своевременная белая з/п- Дополнительная финансовая и не только мотивация для тех, кто вкладывает в работу душу, и это приносит пользу компании. Удобный для работы офис (Екатеринбург, Московская 195, 12 этаж бизнес-центра) От Вас:- Профессионализм- Уверенные знания предмета своей работы- Понимание лучших практик и подходов к разработке, тестированию, рефакторингу приложений- Стремление постоянно развиваться самому и развивать коллег- Уважение и здоровые рабочие отношения со всеми сотрудниками компании- Готовность решать задачи, а не объяснять невозможность их решения  "; От нас:- Много интересных задач- Высоконагруженные системы, обслуживающие сотни тысяч клиентов и тысячи сотрудников- Динамичное развитие компании и подразделения- Профессиональные коллеги и распределенная команда разработки в 3х городах (Екатеринбург, Москва, Новосибирск)- Адекватное руководство- Своевременная белая з/п- Дополнительная финансовая и не только мотивация для тех, кто вкладывает в работу душу, и это приносит пользу компании. Удобный для работы офис (Екатеринбург, Московская 195, 12 этаж бизнес-центра) От Вас:- Профессионализм- Уверенные знания предмета своей работы- Понимание лучших практик и подходов к разработке, тестированию, рефакторингу приложений- Стремление постоянно развиваться самому и развивать коллег- Уважение и здоровые рабочие отношения со всеми сотрудниками компании- Готовность решать задачи, а не объяснять невозможность их решения  ;"Уверенное знание Java. Уверенное знание принципов ООП. Уверенное знание принципов работы СУБД, понятия &quot;план запроса&quot;. Базовые знания HTML, CSS. ";Задачи: автоматизация внутренних процессов банка в рамках разных проектов, а также поддержка и развитие уже внедренного функционала: Кассовые операции. ;"Java; JavaScript; MySQL; Apache Maven; Hibernate ORM";461;0.0;Java;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
20;62;Разработчик JAVA;5.0;4.0;WIT Recruitment;2019-12-11T13:59:16+0300;Открыта позиция Java разработчика уровня middle или выше для успешного проекта в сфере автобизнеса. Продукт - собственное решение управления процессами для компаний по продаже автомобилей. В своем сегменте компания-разработчик является лидером, сейчас стартует разработка облачного решения продукта с нуля, и под это открыта новая позиция. Стек: JAVA 8, Spring (Spring Security, Spring Boot, Spring data) Hibernate, PostgreSQL, JPA, JUnit. В работе используется: Git, Docker, RESTful API. Условия:  Официальное трудоустройство Пятидневная рабочая неделя, с 9 до 18 часов Официальная белая заработная плата, полностью оплачиваемый отпуск и больничный Опытная команда, способная многому научить и принять новый опыт, понятные задачи, комфортные условия в офисе. ;  Официальное трудоустройство Пятидневная рабочая неделя, с 9 до 18 часов Официальная белая заработная плата, полностью оплачиваемый отпуск и больничный Опытная команда, способная многому научить и принять новый опыт, понятные задачи, комфортные условия в офисе. ;Стек: JAVA 8, Spring (Spring Security, Spring Boot, Spring data) Hibernate, PostgreSQL, JPA, JUnit. Опытная команда, способная многому научить и...;" Java;Java; Spring Framework; Git; SQL";"PostgreSQL; Spring Framework; Hibernate ORM; Java";462;0.034482758620689655;Java;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;68;Инженер-программист Java / Scala;3.0;4.0;Сервис-Газификация;2019-12-11T12:13:21+0300;Обязанности:  Разработка программного обеспечения Разработка WEB систем с применением языков Java / Scala  Требования:  Образование: среднее, высшее, не полное высшее Опыт разработки приложений на Java, С#, С++ Уровень квалификации: Middle, Senior Знание HTML, CSS 3.0 Опыт использование СУБД PostgreSQL Желательно знание Linux  Условия:  Трудоустройство согласно ТК РФ График работы: Свободный график, по договоренности Уровень з/п (оклад, премия): 80 т.р. – 130 т.р. Развитие в различных направлениях фронтэнда и бэкэнда Оплата дополнительного обучения и семинаров Участие в конференциях   ;  Трудоустройство согласно ТК РФ График работы: Свободный график, по договоренности Уровень з/п (оклад, премия): 80 т.р. – 130 т.р. Развитие в различных направлениях фронтэнда и бэкэнда Оплата дополнительного обучения и семинаров Участие в конференциях   ;Образование: среднее, высшее, не полное высшее. Опыт разработки приложений на Java, С#, С++. Уровень квалификации: Middle, Senior. Знание HTML, CSS...;Разработка программного обеспечения. Разработка WEB систем с применением языков Java / Scala.;"PostgreSQL; Java; CSS; HTML; Linux";468;0.034482758620689655;Java;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
22;93;Java-программист;2.0;4.0;Центр Информационных Технологий;2019-12-10T08:03:41+0300;"Компания Центр Информационных Технологий приглашает java-программистов для разработки информационных систем Мы рассматриваем как опытных кандидатов, так и начинающих карьеру специалистов, с возможностью работать по гибкому графику. Мы ожидаем от кандидата:  Знание Java; Опыт работы с СУБД; Умение анализировать ранее разработанный код.  Будет плюсом:  Знание Spring Framework, Hibernate ORM; Опыт разработки web приложений (HTML, CSS, JavaScript); Опыт работы с СУБД  Мы предлагаем:  Достойная заработная плата; Работа в команде профессионалов высокого уровня, условия для профессионального и личного развития; Оформление по ТК РФ. ";"  Достойная заработная плата; Работа в команде профессионалов высокого уровня, условия для профессионального и личного развития; Оформление по ТК РФ. ";Знание Java. Опыт работы с СУБД. Умение анализировать ранее разработанный код. Будет плюсом: Знание Spring Framework, Hibernate ORM. ;" Java;Java; Spring Framework; Git; SQL";"Java; HTML; CSS; Spring Framework; PostgreSQL; Hibernate ORM; СУБД";493;0.06896551724137931;Java;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;29;Ведущий Java разработчик;3.0;4.0;Центр Информационных Технологий;2019-12-10T08:03:54+0300;"Центр Информационных Технологий — российская инжиниринговая компания, создающая эксклюзивные ИТ-решения и услуги для межведомственного электронного взаимодействия на национальном и международном уровнях. Сейчас мы сфокусировались на разработке амбициозного высокотехнологичного проекта, в котором предлагаем и Вам применить свои умения в следующих областях: - математические модели анализа; - самообучающиеся модели прогнозирования; - инструментарии сбора, обработки и хранения данных; - визуализации данных на геоплатформе. Задачи Планирование и координация работы проектной команды; Разработка аналитической информационной системы. Требования Высшее техническое образование, желательно в сфере информационных технологий; Опыт работы в области разработки информационных систем от 5 лет; Опыт управления командами разработчиков; Знания и умения применять на практике шаблоны проектирования и интеграции корпоративных приложений; Глубокие знания Java, Java SE, Java EE; Опыт использования в реальных проектах Sping Framework, Hibernate ORM. Будет плюсом Знание продуктов Pentaho.";;Опыт работы в области разработки информационных систем от 5 лет. Опыт управления командами <highlighttext>разработчиков</highlighttext>. Знания и умения применять на практике...;математические модели анализа. - самообучающиеся модели прогнозирования. - инструментарии сбора, обработки и хранения данных. - визуализации данных на геоплатформе. Задачи. Планирование и координация...;"Hibernate ORM; Java; Java SE; SQL; Atlassian Jira; Java EE; Sping Framework; Pentaho";529;0.06896551724137931;Java;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
24;33;Java разработчик интеграционных решений;3.0;4.0;Центр Информационных Технологий;2019-12-10T08:03:56+0300;"Центр Информационных Технологий — российская инжиниринговая компания, создающая эксклюзивные ИТ-решения и услуги для межведомственного электронного взаимодействия на национальном и международном уровнях. Сейчас мы сфокусировались на разработке амбициозного высокотехнологичного проекта, в котором предлагаем и Вам применить свои умения в следующих областях: - математические модели анализа; - самообучающиеся модели прогнозирования; - инструментарии сбора, обработки и хранения данных; - визуализации данных на геоплатформе. Задачи Разработка новых и доработка существующих компонентов интеграционной шины. Требования Высшее техническое образование, желательно в сфере информационных технологий; Опыт работы в области разработки информационных систем от 3 лет; Опыт управления командами разработчиков; Знания и умения применять на практике шаблоны проектирования и интеграции корпоративных приложений; Глубокие знания Java, Java SE, Java EE; Опыт работы с XML-ориентированными топологиями - WebSeivices (SOAP), WSDL/XSD, XML. Будет плюсом Знание платформы JBossFuse (Elasticsearch, Zookeeper, Apache Kafka, Apache Camel, Apache Active MQ, Apache CXF).";;Опыт работы в области разработки информационных систем от 3 лет. Опыт управления командами <highlighttext>разработчиков</highlighttext>. Знания и умения применять на практике...;математические модели анализа. - самообучающиеся модели прогнозирования. - инструментарии сбора, обработки и хранения данных. - визуализации данных на геоплатформе. Задачи. Разработка новых и...;"XML; Java; Java SE; JSP; SQL; Java EE; WebSeivices (SOAP); WSDL/XSD; JBossFuse; Elasticsearch; Zookeeper; Apache Kafka; Apache Camel; Apache Active MQ; Apache CXF";533;0.06896551724137931;Java;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
25;42;Java to Scala developer;3.0;4.0;Тинькофф;2019-12-10T08:04:58+0300;"Привет! Мы открыли центр разработки в Екатеринбурге и ищем Scala-разработчиков! Мы будем разрабатывать высоконагруженное API компании, на котором работают многие внешние продукты компании Tinkoff. API имеет много интеграций с внутренними API и сторонними сервисами. У тебя появится опыт разработки сложного распределенного продукта, развернутого на 2 ДЦ. Компания Tinkoff собрала внутри себя самое большое сообщество Scala разработчиков в России (более 60 профессионалов) и накопила уникальный опыт запуска бекендов на этом стеке технологий. Нам нужны сотрудники с живым умом и гибкой логикой, которые хотят изучать язык – Scala. Мы понимаем и верим, что если ты освоил один из языков: Java или С# /.NET, то ты можешь легко освоить Scala. Наша команда готова подсказывать тебе и направить на истинный путь!   От тебя требуется:   Продакшн опыт разработки приложений на Java или С# /.NET; Опыт решения задач интеграции с другими системами; Опыт работы с реляционными и документоориентированными СУБД; Убежденность в важности тестов, кодревью и командной работы; Нацеленность на результат; Желание создавать лучшие в России fintech-продукты.    Большим преимуществом для тебя будет:   Пройденные курсы на Coursera по направлению Scala; Любой опыт разработки на Scala;    От нас:   Интересные и нетривиальные задачи; Комфортные условия труда, хорошо оборудованное рабочее место; Отличный дружный коллектив профессионалов, у которых есть чему поучиться; Белая заработная плата, размер которой обсуждаем индивидуально на собеседовании; Добровольное медицинское страхование (ДМС); Компенсация на выбор: обедов, парковочного места; Компенсация 50% на спорт; Скидка 30% на КАСКО в СК Тинькофф; Поездки на конференции и обучающие курсы; Современный офис в БЦ Палладиум. ";;Продакшн опыт разработки приложений на Java или С# /.NET. Опыт решения задач интеграции с другими системами. Опыт работы с реляционными...;" Java;Java; Spring Framework; Git; SQL";;542;0.06896551724137931;Java;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;51;Программист Java;3.0;4.0;Решение;2019-12-09T07:12:59+0300;Региональная Компания открывает конкурс на должность Java-программист. ЧЕМ ВЫ БУДЕТЕ ЗАНИМАТЬСЯ:  Разработка программного обеспечения на базе Java и Web-технологий Проектирование программного обеспечения Участие в проектах по внедрению программного продукта Самостоятельное принятие технических решений в рамках проекта или части проекта  ЧТО МЫ ХОТИМ ОТ ВАС:  Готовность изучать новые техники и технологии Знание Java (в том числе, понимание принципов написания и структурирования кода на этом языке) и опыт работы в web-ориентированных проектах МЫ ГОТОВЫ ВАМ ПРЕДЛОЖИТЬ:  Официальное трудоустройство   Работа в молодом‚ быстроразвивающимся, профессиональном коллективе   Пятидневная рабочая неделя (СБ-ВС-выходные дни)   Рабочий день 09.00-18.00   Полная поддержка руководства на всех этапах работы   Работа в центре города   Для нас важна мобильность, умение организовать работу, способность работать в режиме многозадачности.  ;;Самостоятельное принятие технических решений в рамках проекта или части проекта. ЧТО МЫ ХОТИМ ОТ ВАС: Готовность изучать новые техники и...;Разработка программного обеспечения на базе Java и Web-технологий. Проектирование программного обеспечения. Участие в проектах по внедрению программного продукта.;;551;0.10344827586206896;Java;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27;63;Ведущий Java-разработчик (Senior JAVA developer);5.0;4.0;Центр Информационных Технологий;2019-12-10T08:04:08+0300;"ЦИТ — российская инжиниринговая компания, создающая уникальные ИТ-продукты и решения для межведомственного электронного взаимодействия на национальном и международном уровнях. Наша компания является проектировщиком инфраструктурных решений и разработчиком высокотехнологичных программных продуктов. Мы создаем удобные, понятные и безопасные продукты для государства, бизнеса и людей. В связи с увеличением портфеля проектов Центр Информационных Технологий приглашает на работу ведущего Java-разработчика (Senior Java developer). Мы ищем инициативного и ответственного сотрудника, который способен организовать работу команды разработчиков для достижения необходимого результата. В Ваши обязанности будет входить:  Организация работы команды разработчиков; Проектирование архитектуры разрабатываемых систем и контроль ее соблюдения; Контроль качества кода, соблюдения корпоративных стандартов, проведение code-review; Организация и участие в мероприятиях по повышению квалификации сотрудников (проведение семинаров, обучения, участие в конференциях).  От Вас мы ожидаем:  Знание языка Java и навыки работы с платформой JVM (опыт разработки не менее 3-х лет); Знание базовых enterprise-технологий (JPA, Hibernate, Spring, JMS и др.); Знание XML и принципов работы с ним; Навык работы с серверами приложений (Jetty, Tomcat, WAS и др); Знание SQL, опыт проектирования баз данных различного назначения (транзакционные, хранилища и т.п.); Знание технологий разработки web-приложений; Знание принципов организации сетевого взаимодействия (RMI, WS, REST и т.д.); Знанием базовых паттернов интеграции и разработки распределённых приложений (SOA, ESB и др.); Знание принципов тестирования ПО; Опыт организации работы команды разработчиков (от 3-х человек); Знание и умение применять различные методологии разработки (RUP, Agile и др.); Знание продуктов поддержки коллективной разработки.  Приветствуется:  Знание и опыт работы с продуктами линейки IBM WebSphere или Oracle Fusion Middleware; Знание паттернов разработки промышленного ПО (кластеризация, отказоустойчивость и т.п.); Опыт разработки на JavaScript, использования js-фрэймворков (ExtJS, AngularJS, JQuery и т.д.); Знание и опыт разработки на других языках программирования (Groovy, Clojure, Scala, Ruby, и др.); Опыт развертывания и настройки приложений на различных операционных системах (Windows Server, Linux и др.); Хорошее владение техническим английским языком.  В свою очередь, мы предлагаем:  Возможность реализовать свой опыт при разработке сложных информационных промышленных систем федерального и межгосударственного уровня; Очень интересные и сложные технические и организационные задачи; Возможность определять архитектуру разрабатываемых систем; Перспективы профессионального роста и карьерного роста; Работа в дружном коллективе профессионалов; Достойная награда за подвиги; Условия труда в соответствии с ТК.  Если Вы считаете, что у Вас еще недостаточно опыта для позиции Ведущего Java-разработчика (Senior Java developer), но Вы хотите развиваться в этом направлении, то предлагаем рассмотреть вакансию Java-разработчика. Отправляйте нам резюме – мы готовы к диалогу!";;Знание принципов тестирования ПО. Опыт организации работы команды <highlighttext>разработчиков</highlighttext> (от 3-х человек). Знание и умение применять различные методологии разработки...;Организация работы команды <highlighttext>разработчиков</highlighttext>. Проектирование архитектуры разрабатываемых систем и контроль ее соблюдения. Контроль качества кода, соблюдения корпоративных стандартов, проведение code...;"Java; JVM; JPA; Hibernate; Spring; JMS; Jetty; Tomcat; WAS; RMI; WS; REST; SOA; ESB; RUP; Agile; IBM WebSphere; Oracle Fusion Middleware; ExtJS; AngularJS; jQuery; Groovy; Clojure; SCALA; Ruby; Windows Server; Linux";563;0.06896551724137931;Java;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
