;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;JavaScript; CSS; JavaScript; Git; HTML; React; CSS3; HTML5; AngularJS; Node.js; ООП; Redux; jQuery; REST; TypeScript; Ajax; Angular; Bootstrap; Sass;HTML5;Другие навыки
38;71;Frontend-разработчик;2.0;3.0;Mygento eCommerce Solutions;2019-12-12T02:40:18+0300;Мы занимаемся разработкой и развитием высоконагруженных eCommerce проектов на платформе Мagento. Обладаем экспертным уровнем знаний в построении высоконагруженных проектов, входим в TOP 5 разработчиков Magento в России и ТОП 30 рейтинга разработчиков интернет-магазинов сегмента Премиум по версии CMS Magazine. В нашем активе свыше 150 проектов для клиентов из России, Европы и СНГ и более 30 готовых модулей для Magento. Мы поддерживаем проекты с посещаемостью до 230 000 чел в день и до 2 Гбит в секунду, а среди наших клиентов такие бренды как British American Tobacco, Loreal, Nespresso, Dolce Gusto, ELC-russia, Pandora Russia, AAG Estate, Yandex, Mail.ru, Детский Мир и многие другие. Сегодня в нашей команде 30 человек, 10 из которых являются сертифицированными Magento разработчиками. Мы постоянно развиваемся, вкладываем в развитие нашей команды и помогаем в получении сертификации Magento. В разработке в рамках базовой технологической платформы мы используем: Bootstrap v3, HTML5, CSS 3, PHP 7, Ruby, ReactJS, jQuery, Xml-Rpc, SOAP, Gulp, WebPack, NetBeans, PHPStorm. В качестве серверного программного обеспечения используем Puppet, Docker, Varnish, Redis, Percona, Terraform и Kubernetes. В работе придется иметь дело с:   Версткой адаптивных макетов из PSD  Sketch Разработкой frontend на vanilla js / jquery / nodejs / react Работой в Jira и Confluence  От кандидатов мы ожидаем:   Профессиональные знания адаптивной и кроссбраузерной верстки. Отличное знание JS Знание английского (уровень чтения технической документации). Внимание к деталям Собранность и пунктуальность Способность работать в режиме согласованных сроков  Будем плюсом опыт работы с:  Сomposer BEM / BEMJSON Git и linux (mint/debian) Docker  Мы предлагаем:   Пн-Пт с 10 до 19. Офис в 5 минутах от м. Чернышевская Оформление по ТК РФ. Обучение, изучение новых технологий. Крутые проекты, задачи, клиентов. Молодой дружный коллектив    Дополнительные инструкции:  На собеседовании мы предложим вам пройти теоретический тест (10-15мин.) и выполнить небольшое тестовое задание (45-60 мин.) ;   Пн-Пт с 10 до 19. Офис в 5 минутах от м. Чернышевская Оформление по ТК РФ. Обучение, изучение новых технологий. Крутые проекты, задачи, клиентов. Молодой дружный коллектив    Дополнительные инструкции:  На собеседовании мы предложим вам пройти теоретический тест (10-15мин.) и выполнить небольшое тестовое задание (45-60 мин.) ;Профессиональные знания адаптивной и кроссбраузерной верстки. Отличное знание JS. Знание английского (уровень чтения технической документации). Внимание к деталям. ;"Версткой адаптивных макетов из PSD &amp; Sketch. Разработкой frontend на vanilla js / jquery / nodejs / react. Работой в Jira и Confluence.";"jQuery; Git; Node.js; JavaScript; CSS3";271;0.0;Frontend;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
39;76;Frontend-разработчик;3.0;3.0;МультиКарта;2019-12-05T09:42:04+0300;"Обязанности:  Разработка веб-интерфейсов программных продуктов  Требования:  Знание Vue/React, понимание принципов SPA(Single page application); Знание ECMAScript6 (modules/promises/classes); Опыт валидной и адаптивной верстки, работы с препроцессорами CSS; Обучаемость; Умение работать в команде, следовать стандартам; Умение брать ответственность, соблюдать сроки;  Будет плюсом:  Фреймворки компонентов (Vuetify/Vue Material); CSS flex/grid, кроссбраузерная верстка; Базовые навыки UI/UX; Здоровый перфекционизм  Условия:  Достойный уровень заработной платы: оклад+премии Соблюдение трудового Кодекса РФ Медицинское обслуживание сотрудников (программа ДМС) Льготные программы кредитования для сотрудников Компании Офис м. Балтийская/Нарвская ";  Достойный уровень заработной платы: оклад+премии Соблюдение трудового Кодекса РФ Медицинское обслуживание сотрудников (программа ДМС) Льготные программы кредитования для сотрудников Компании Офис м. Балтийская/Нарвская ;Знание Vue/React, понимание принципов SPA(Single page application). Знание ECMAScript6 (modules/promises/classes). Опыт валидной и адаптивной верстки...;Разработка веб-интерфейсов программных продуктов.;;276;0.2413793103448276;Frontend;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
40;83;Middle Frontend Developer (Javascript, Typescript);4.0;5.0;РОССИННО;2019-12-11T13:16:51+0300;SAYMON - это современная российская высокопроизводительная платформа для решения задач мониторинга, контроля и аналитики процессов и элементов, их обеспечивающих. SAYMON успешно используется во многих известных компаниях в сфере IoT, мониторинга сетевой инфраструктуры, ЦОДов, производственных и охранных систем. Наш стек технологий: фронтенд - Javascript/Typescript, Angular, Backbone, бэкенд - NodeJS, COMEDY, хранение и передача данных - OpenTSDB, Redis, MongoDB, Kafka. В проекте SAYMON используется открытый пул задач и обязательный код-ревью. Каждая задача, перед тем как попасть в релиз, проходит обязательное тестирование. Сейчас мы ищем Frontend разработчика, чтобы усилить нашу команду!   Что предстоит делать:   Разрабатывать новый функционал WebUI   Дорабатывать и оптимизировать производительность кода во фронтенде   Улучшать покрытие интеграционными и юнит-тестами   Разрабатывать современные клиентские web-приложения     Ждем от тебя:   Опыт разработки на Javascript/Typescript от 2-х лет   Опыт разработки frontend-компонентов и их оптимизации   Опыт работы с библиотекой Backbone или желание изучить её   Знание принципов REST   Знание современных технологий адаптивной верстки   Опыт работы с Git   Умение писать чистый код и следовать правилам оформления, принятым в компании     Будет плюсом:  Опыт разработки backend-сервисов на NodeJS Знание фреймворка Angular и сопутствующих технологий Наличие проектов с открытым исходным кодом в свободном доступе    От нас:   Динамичные и амбициозные проекты в команде опытных разработчиков   Дружелюбная и непринужденная атмосфера   Возможности развития и роста, в перспективе - ведение собственных проектов   Гибкий график работы, гибкое начало дня   Регулярный пересмотр зарплаты по мере роста квалификации   Конференции и профильное обучение - за счет компании   Корпоративные спортивные мероприятия (волейбол, керлинг, лыжи и не только)   В офисе турник, пинг-понг, дартс, настольные игры   Удобная локация - 3 мин. от м.Петроградская, пр.Медиков   Первое общение через zoom или skype   Иногородним соискателям - помощь в релокации  ;;Опыт разработки на Javascript/Typescript от 2-х лет. Опыт разработки frontend-компонентов и их оптимизации. Опыт работы с библиотекой...;Разрабатывать новый функционал WebUI. Дорабатывать и оптимизировать производительность кода во фронтенде. Улучшать покрытие интеграционными и юнит-тестами. Разрабатывать современные клиентские...;"JavaScript; REST; Git; Node.js; Angular; Backbone; TypeScript";283;0.034482758620689655;Frontend;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
41;90;Middle Frontend разработчик React;3.0;5.0;MobiShop;2019-12-11T14:36:06+0300;"Известная компания, создающая Мобильную b2b платформу для управления продажами, дистрибьюцией и торговым маркетингом, в поисках Middle Frontend разработчика. Вас ждет работа над полезным и долгоиграющим проектом с уютной продуктовой командой. Мы ищем профессионала для: – разработки клиентской части web-приложений (PWA); – доработки, оптимизация и поддержка существующего кода; – анализ и декомпозиция функциональных требований на конкретные задачи, оценка сроков реализации.   Что для это нужно уметь: – знания и опыт работы с React.js, Javascript (ES6+),Typescript, HTML5, CSS3; – знание redux, redux saga, next.js (edited) ; – знание принципов ООП, шаблонов проектирования; – умение писать понятный и логичный код; – опыт работы с системами контроля версий (Git) и багтрекинг системами. Опыт работы с системами непрерывной интеграции (Gitlab CI); – ВАЖНО! амбициозность, порядочность, внимательность, аккуратность, умение четко и ясно излагать свои мысли.   Круто, если вы: – знаете системы сборок (Gulp, Webpack); – имеете опыт разработки коммерческих проектов; – есть желание осваивать новые технологии, совершенствовать свои профессиональные навыки; – есть опыт разработки серверной стороны Web-приложения.  ";;знания и опыт работы с React.js, Javascript (ES6+),Typescript, HTML5, CSS3. – знание redux, redux saga, next.js...;Известная компания, создающая Мобильную b2b платформу для управления продажами, дистрибьюцией и торговым маркетингом, в поисках Middle Frontend <highlighttext>разработчика</highlighttext>. ;"frontend; JavaScript; TypeScript; HTML5; CSS3; React";290;0.034482758620689655;Frontend;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
42;91;HTML-верстальщик / Frontend - разработчик;2.0;2.0;Диджитал Веб;2019-12-11T11:37:33+0300;"Нам требуется профессиональный сотрудник, имеющий опыт в данной сфере. Рассматриваются только резюме с портфолио!!!!! Обязанности:  Верстка адаптивных сайтов (по .psd), без использования фреймворков типа bootstrap;  Требования:   Знание HTML/HTML5, CSS/CSS3; Знание Javascript на уровне jQuery; Опыт валидной, кроссбраузерной и адаптивной верстки; Знание 1С Битрикс (желательно, будет преимуществом) Внимательность к мелочам, аккуратность, ответственность, умение работать в команде; Желание учиться и развиваться Перспективы роста до FULL STACK разработчика!   Условия:  Стабильная, успешная, активно развивающаяся компания (входим в тор - 3 авторов на bitrix marketplace / 1 место по Санкт-Петербургу по продажам 1C-Bitrix / 3 место по России) золотой партнер Битрикс; призер конкурсов Рейтинг Рунета Сложные и интересные задачи, реальная возможность быстро профессионально расти и быстро сформировать отличное портфолио; Официальное трудоустройство, социальные гарантии, ДМС (мед. страховка) после испытательного срока При стаже работы в компании предоставляются дополнительные дни к отпуску и надбавки к окладу; Отпуск 28 дней, пятидневка, режим работы с 10.00 до 19.00 (можно скорректировать); Комфортный, стильный офис в пешей доступности от метро Парк Победы (зеленая парковая зона, современная техника, своя кухня, чай, кофе, печенье). Заработная плата устанавливается по результатам собеседования в зависимости от опыта и квалификации соискателя Отличный коллектив, демократичная обстановка, вменяемое руководство; у нас по домашнему тепло и уютно и мы по настоящему рады каждому новому члену нашей команды     ";"  Стабильная, успешная, активно развивающаяся компания (входим в тор - 3 авторов на bitrix marketplace / 1 место по Санкт-Петербургу по продажам 1C-Bitrix / 3 место по России) золотой партнер Битрикс; призер конкурсов Рейтинг Рунета Сложные и интересные задачи, реальная возможность быстро профессионально расти и быстро сформировать отличное портфолио; Официальное трудоустройство, социальные гарантии, ДМС (мед. страховка) после испытательного срока При стаже работы в компании предоставляются дополнительные дни к отпуску и надбавки к окладу; Отпуск 28 дней, пятидневка, режим работы с 10.00 до 19.00 (можно скорректировать); Комфортный, стильный офис в пешей доступности от метро Парк Победы (зеленая парковая зона, современная техника, своя кухня, чай, кофе, печенье). Заработная плата устанавливается по результатам собеседования в зависимости от опыта и квалификации соискателя Отличный коллектив, демократичная обстановка, вменяемое руководство; у нас по домашнему тепло и уютно и мы по настоящему рады каждому новому члену нашей команды     ";Внимательность к мелочам, аккуратность, ответственность, умение работать в команде. Желание учиться и развиваться. Перспективы роста до FULL STACK <highlighttext>разработчика</highlighttext>!;Верстка адаптивных сайтов (по .psd), без использования фреймворков типа bootstrap.;"HTML; CSS; CSS3; JavaScript; Adobe Photoshop; Ajax";291;0.034482758620689655;Frontend;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
43;92;Frontend-разработчик (VUE);2.0;4.0;ИНДИНС;2019-12-09T17:00:10+0300;"Для вас есть много интересных задач и проектов. Предстоит собирать интерфейсы из имеющихся компонентов, создавать новые компоненты на Vue. Задачи по верстке и сборке сайтов SPA с SSR. Обязанности:  Верстка дизайна из Figma; Сборка интерфейсов индивидуальных CRM, ERP; Командная работа.  Требования:  Знание Vue/React, понимание принципов SPA(Single page application); Знание ECMAScript6 (modules/promises/classes); Опыт валидной и адаптивной верстки, работы с препроцессорами CSS; Обучаемость; Умение работать в команде, следовать стандартам; Умение брать ответственность, соблюдать сроки;  Будет плюсом:  Понимание принципов RESTfull; Опыт работы с Node.js, менеджерами пакетов; Разработка SSR приложений; WebSocket (socket.io); Фреймворки компонентов (Vuetify/Vue Material); Знание Vuex; CSS flex/grid, кроссбраузерная верстка, CSS анимации; Опыт работы с Nuxt; Базовые навыки UI/UX; Здоровый перфекционизм; PHP;  Условия:  Оформление по ТК РФ; Гибкий график, приятный коридор опозданий; Современное рабочее место, 2 монитора, ОС на выбор; Beanbag, кофе, чай, пицца; Удобный офис в бизнес центре, в центре города, в 5 минутах от метро; Команда профессионалов; Отпуска в удобное время, отгулы. ";"  Оформление по ТК РФ; Гибкий график, приятный коридор опозданий; Современное рабочее место, 2 монитора, ОС на выбор; Beanbag, кофе, чай, пицца; Удобный офис в бизнес центре, в центре города, в 5 минутах от метро; Команда профессионалов; Отпуска в удобное время, отгулы. ";Знание Vue/React, понимание принципов SPA(Single page application). Знание ECMAScript6 (modules/promises/classes). Опыт валидной и адаптивной верстки...;Верстка дизайна из Figma. Сборка интерфейсов индивидуальных CRM, ERP. Командная работа.;"HTML; jQuery; Git; CSS3; VUE; Node.js; SSR; JavaScript";292;0.06896551724137931;Frontend;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
44;99;JavaScript разработчик на внешние проекты (Angular);3.0;3.0;Litota Labs;2019-12-12T11:34:45+0300;ГК Litota Labs - группа компаний, которая успешно создает и внедряет уникальные ИТ-решения более 12 лет. Мы ищем опытного JavaScript разработчика, который сможет присоединиться к нашей команде и будет заниматься разработкой и поддержкой проектов по заказной разработке ПО. Мы ценим время наших сотрудников: путешествуя или живя в любой точке мира мы добиваемся успеха, имея лишь большое желание и стабильный доступ к интернету. Мы предлагаем возможность удаленной работы в молодой проактивной команде разработчиков, и обеспечим всем, что необходимо для успешного решения задач. Мы поручим:   Разработку новой функциональности в проектах заказной разработки ПО.   Рефакторинг и оптимизация существующей функциональности.   Исправление найденных дефектов.   Написание модульных и интеграционных тестов.   Помощь отделу системного администрирования/devops в разворачивании программных продуктов.   Помощь отделу тестирования в тестировании продуктов.   Для выполнения задач необходимы:   Отличные знания JavaScript.   Опыт работы с Angular 5+.   Умение верстать и знания flexbox, gridlayout.   Опыт работы с системой сборки Webpack.   Понимание принципов работы клиент-серверных приложений (опыт работы с REST API).   Знание методологии БЭМ.   Базовые знания по UX/UI.   Английский язык (минимум, на уровне чтения проф. литературы).   Будет плюсом:   Опыт работы с другими фреймворками - React, Vue.   Знание основных подходов и техник написания модульных и интеграционных тестов.   Мы предлагаем:   Удаленную работу - возможность распоряжаться своим временем с наибольшей эффективностью, но при этом чувствовать свою причастность к делу и команде. Возможность работать в часовых поясах от GMT+2 до GMT+6. Оформление по ТК РФ (full time).   Применяемые технологии: JavaScript, Angular 5+, Webpack.   Интересные проекты - возможность реализовать свой потенциал в создании новых, интересных проектов, повышая свои skills и обмениваясь знаниями с коллегами.   Понятная система грейдов, которая позволяет определить достижения и результаты сотрудника, скорректировать текущие цели и направление дальнейшего развития.   Возможность профессионального развития до руководителя группы разработки.   Прокаченные коллеги - всегда можно получить мастер-классы от опытных сотрудников.   Корпоративная жизнь - мы заботимся о комфорте внутри компании, поэтому ценим дружественное общение и хорошее чувство юмора.  ;   Удаленную работу - возможность распоряжаться своим временем с наибольшей эффективностью, но при этом чувствовать свою причастность к делу и команде. Возможность работать в часовых поясах от GMT+2 до GMT+6. Оформление по ТК РФ (full time).   Применяемые технологии: JavaScript, Angular 5+, Webpack.   Интересные проекты - возможность реализовать свой потенциал в создании новых, интересных проектов, повышая свои skills и обмениваясь знаниями с коллегами.   Понятная система грейдов, которая позволяет определить достижения и результаты сотрудника, скорректировать текущие цели и направление дальнейшего развития.   Возможность профессионального развития до руководителя группы разработки.   Прокаченные коллеги - всегда можно получить мастер-классы от опытных сотрудников.   Корпоративная жизнь - мы заботимся о комфорте внутри компании, поэтому ценим дружественное общение и хорошее чувство юмора.  ;Отличные знания JavaScript. Опыт работы с Angular 5+. Умение верстать и знания flexbox, gridlayout. Опыт работы с системой сборки...;Разработку новой функциональности в проектах заказной разработки ПО. Рефакторинг и оптимизация существующей функциональности. Исправление найденных дефектов. Написание модульных и интеграционных...;"JavaScript; SQL; ООП; REST; Angular";299;0.0;Frontend;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
45;1;Разработчик JavaScript (gamedev);3.0;3.0;Студия Кефир;2019-12-09T20:29:19+0300;Студия Кефир — российский разработчик компьютерных игр, известный своими хитами Last Day on Earth, Grim Soul, Тюряга, Метро 2033 с общей аудиторией более 220 миллионов игроков. Сейчас мы ищем Разработчика в студию в Петербурге, которому предстоит портировать успешный проект с Flash на html5 Вы — наш человек, если у вас есть:   Отличное знание JavaScript/TypeScript/HTML5   Опыт разработки игр на PixiJS   Опыт верстки UI интерфейсов в Unity   Опыт разработки игр с использованием Flash/AS3   Большой игровой опыт, энтузиазм и интерес к играм   Будет большим плюсом:   Опыт разработки серверной части игр с использованием PHP/MySQL/MongoDB   Задачи, которые ждут вас:   Погрузиться во внутреннее устройство проекта студии   Портирование кода из Flash/AS3 в JavaScript/PixiJS   Экспорт имеющихся интерфейсов из Flash с последующим импортом в Unity и PixiJS   Верстка интерфейсов в Unity с последующим экспортом в PixiJS   Почему мы – идеальное место работы:   Возможность стать частью неравнодушной и творческой команды   Разнообразные и интересные задачи с заметным вкладом в проект   Лояльный график работы, подходящий и совам и жаворонкам   Оформление полностью по ТК РФ   Вкусные обеды   Комфортный офис-лофт в центре Петербурга  ;;Отличное знание JavaScript/TypeScript/HTML5. Опыт разработки игр на PixiJS. Опыт верстки UI интерфейсов в Unity. Опыт разработки игр...;Погрузиться во внутреннее устройство проекта студии. Портирование кода из Flash/AS3 в JavaScript/PixiJS. Экспорт имеющихся интерфейсов из Flash...;"AS3; JavaScript; PixiJS; Unity; Flash; Flash Actionscript; Flash MySQL; MySQL; PHP; MongoDB";301;0.06896551724137931;Frontend;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
46;5;Frontend-разработчик на ReactJS;3.0;3.0;Loyalty Labs;2019-12-12T12:33:52+0300;Ищем удаленного разработчика ReactJS Проект: разработка веб интерфейса для админки мобильного приложения. Работа в паре с java разработчиком     Будет плюсом знание VueJS, т.к. есть несколько проектов на перспективу на VueJS     Зарплата сдельная договорная    ;;Будет плюсом знание VueJS, т.к. есть несколько проектов на перспективу на VueJS.;Проект: разработка веб интерфейса для админки мобильного приложения. Работа в паре с java <highlighttext>разработчиком</highlighttext>.;"HTML5; CSS3; JavaScript; ReactJS; VueJS";305;0.0;Frontend;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
47;7;JavaScript / Node.js разработчик;3.0;3.0;Яндекс.Деньги, НКО;2019-12-10T16:57:26+0300;"Яндекс.Деньги ищут человека, который будет работать с фронтендом и бэкендом сайта и заниматься реализацией различных платёжных возможностей сервиса с использованием клиентского и серверного JavaScript. В его руках будет полное управление работой системы — от запросов к серверу до подготовки интерфейса в браузере. Для этого обязательны профессиональные качества:  уверенное знание JavaScript, умение писать код самостоятельно и разбираться в чужом; опыт разработки на Node.js; отличное знание HTML и CSS, а также особенностей их отображения в различных браузерах; умение тестировать результат своей работы; опыт рефакторинга; понимание принципов работы систем контроля версий.  Дополнительным плюсом будет:  опыт работы с библиотеками React и Redux; знакомство с методологией БЭМ; опыт работы с компонентными js-фреймворками; знакомство с Unix-системами на уровне продвинутого пользователя и умение автоматизировать рутинные операции.  У нас:  используются современные, надежные решения и технологии: ES2015+, Node.js, React, Redux, Styled-components, Recompose, БЭМ, Flow, Express, Koa2, TypeScript, Mocha, Jest; автоматизированный релизный цикл, CI/CD; автоматизированное тестирование (unit, функциональное, нагрузочное); независимые тестовые стенды команд; высоконагруженные Node.js-приложения; микросервисная архитектура.  Мы предлагаем:  Всё по правилам: оформляем по договору, вовремя перечисляем зарплату; Обучение за наш счёт: участвуйте в курсах, тренингах, митапах за счёт компании или выступайте сами при нашей поддержке; Английский в офисе: приглашаем для вас преподавателей и компенсируем половину стоимости ДМС со стоматологией: плюс страховка за границей и для экстремальных видов спорта Вкусную еду: каждый месяц начисляем деньги для обедов. Всегда под рукой овощи, фрукты и сладкое Хорошую форму: в офисе есть тренажеры и танцзал, проводятся групповые тренировки. ";"  Всё по правилам: оформляем по договору, вовремя перечисляем зарплату; Обучение за наш счёт: участвуйте в курсах, тренингах, митапах за счёт компании или выступайте сами при нашей поддержке; Английский в офисе: приглашаем для вас преподавателей и компенсируем половину стоимости ДМС со стоматологией: плюс страховка за границей и для экстремальных видов спорта Вкусную еду: каждый месяц начисляем деньги для обедов. Всегда под рукой овощи, фрукты и сладкое Хорошую форму: в офисе есть тренажеры и танцзал, проводятся групповые тренировки. ";Для этого обязательны профессиональные качества: Уверенное знание JavaScript, умение писать код самостоятельно и разбираться в чужом. Опыт разработки на Node.js. ;Яндекс.Деньги ищут человека, который будет работать с фронтендом и бэкендом сайта и заниматься реализацией различных платёжных возможностей сервиса с использованием...;"JavaScript; BEM; Node.js; CSS; HTML";307;0.034482758620689655;Frontend;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
48;9;Frontend-developer (React JS material-ui);4.0;4.0;Foach;2019-12-10T11:47:03+0300;Foach - команда разработчиков кастомных ERP систем под клиента приглашает на постоянную занятость Frontend-разработчика  для сотрудничества с партнёром ORANGE SPUTNIK, для работы над проектом questpair.com на React material UI. Владение английским - разговорный + чтение документации React native будет плюсом. Мы предлагаем:  Свободный график работы ЗП от 100 - 130 К Индексация заработной платы каждые полгода Офис в БЦ Заневский каскад у метро Ладожская  Иностранный клиент, много английского.   Хороший коллектив, печеньки   Если вы хотите уйти от фриланса и мелкого бизнеса веб-студий в сторону большей стабильности и профессионализма, но сохранить свободу и индивидуальность, возможно, нам по пути. Приветствуется здоровый перфекционизм: желание сделать всё хорошо, но без ущерба для экономики проекта и собственного здоровья. Мы умеем самообучаться, развиваться и живем в гармонии со своей работой.;  Свободный график работы ЗП от 100 - 130 К Индексация заработной платы каждые полгода Офис в БЦ Заневский каскад у метро Ладожская  Иностранный клиент, много английского.   Хороший коллектив, печеньки   Если вы хотите уйти от фриланса и мелкого бизнеса веб-студий в сторону большей стабильности и профессионализма, но сохранить свободу и индивидуальность, возможно, нам по пути. Приветствуется здоровый перфекционизм: желание сделать всё хорошо, но без ущерба для экономики проекта и собственного здоровья. Мы умеем самообучаться, развиваться и живем в гармонии со своей работой.;Владение английским - разговорный + чтение документации. React native будет плюсом.;Frontend-<highlighttext>разработчика</highlighttext> для сотрудничества с партнёром ORANGE SPUTNIK, для работы над проектом questpair.com. На React material UI.;"Английский язык; ReactJS";309;0.06896551724137931;Frontend;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
49;10;Frontend-разработчик;3.0;3.0;Pushapp;2019-12-10T19:33:12+0300;"Привет! Мы - команда MakeApp, которая входит в компанию Mobile Media. Наша команда разрабатывает маркетинговые веб инструменты, которые позволяют улучшить KPI мобильных приложений и продвигать их в App Store и Google Play. Сейчас мы работаем над созданием нового веб-инструмента, который позволит нам выдавать задания пользователям интернета - freelance биржа. В нашу команду нам нужен мастерский frontend разработчик, который поможет нам с версткой и интеграцией фронтовой части с бэком. Мы будем очень рады если к нашей команде присоединится коммуникабельный специалист, который способен работать самостоятельно, умеет предлагать оптимальные решения и понимает современные принципы разработки проектов. Задачи:  создавать реактивное веб-приложение; писать код на реактивном фреймворке; верстать по Figma; интегрироваться с бекендом на PHP (Laravel); тестировать приложение на ошибки и производительность.  Будет плюсом:  знание технологий для бекенд-разработки (PHP/.Net Core) (для лучшего понимания нюансов взаимодействия с бекендом); опыт написания тестов для фронтенда.  Наши ожидания:  знание одного из популярных JS-фреймворков (React/ VueJS/ Angular); webpack, es6+, опыт работы со средствами управления состоянием JS-приложения (Redux или аналоги); минимум одно законченное работающее веб-приложение, которое можно посмотреть на собеседовании (в идеале - с исходным кодом); способность работать совместно с командой бекенд-разработчиков; брать ответственность за продукт, а не только за свою часть;  Мы предлагаем:  У нас вы встретите не только профессионалов, но и хороших, веселых людей;  7 часовой рабочий день с гибким началом (10 или 11) + 5 free days;   комфортный офис в 5 минутах ходьбы от метро «Новочеркасская»;   дружный коллектив и поддержку в адаптации;   мягкая зона отдыха, кофе и книги в вашем распоряжении;   внутренние митапы от отделов, всегда интересно и познавательно :)   поиграть с ребятами в кикер или бильярд, настолки, PS4;   корпоративные праздники, мини-вечеринки с пиццей, поиграть в мафию;  и, конечно же, классика: кофе, чай, капучино, снеки, фрукты, сладости; ";"  У нас вы встретите не только профессионалов, но и хороших, веселых людей;  7 часовой рабочий день с гибким началом (10 или 11) + 5 free days;   комфортный офис в 5 минутах ходьбы от метро «Новочеркасская»;   дружный коллектив и поддержку в адаптации;   мягкая зона отдыха, кофе и книги в вашем распоряжении;   внутренние митапы от отделов, всегда интересно и познавательно :)   поиграть с ребятами в кикер или бильярд, настолки, PS4;   корпоративные праздники, мини-вечеринки с пиццей, поиграть в мафию;  и, конечно же, классика: кофе, чай, капучино, снеки, фрукты, сладости; ";...идеале - с исходным кодом). Способность работать совместно с командой бекенд-<highlighttext>разработчиков</highlighttext>. Брать ответственность за продукт, а не только за свою...;Создавать реактивное веб-приложение. Писать код на реактивном фреймворке. Верстать по Figma. Интегрироваться с бекендом на PHP (Laravel). ;"AngularJS; Git; Figma; React; VueJS; Redux";310;0.034482758620689655;Frontend;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
