;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; MySQL; Git;PHP; JavaScript; PHP; Yii; HTML; ООП; Laravel; Symfony; PostgreSQL; PHP5; CSS; jQuery; Linux; Ajax; AngularJS; MVC; SQL; HTML5;Другие навыки
59;91;Senior PHP разработчик;3.0;4.0;РобоФинанс;2019-12-09T09:31:12+0300;"Robofinance - разработчик fintech-продуктов, решений и технологий международного сервиса онлайн-кредитования. Наши проекты действуют в 8 странах мира (Россия, Казахстан, Испания, Латвия, Филиппины, Индонезия, Вьетнам, Индия). Мы быстро растем и заинтересованы в высокопрофессиональных сотрудниках. На данный момент у нас открыта позиция Senior PHP developer. Задачи:  Разработка нового функционала; Проектирование архитектурных модулей системы; Интеграция с различными сервисами.  Наши ожидания от кандидата:  Продвинутый уровень PHP, MySQL, JS, HTML, CSS, VCS (Git) PostgreSQL, plsql; Знание и применение на практике паттернов программирования; Опыт работы с PHP-фреймворками, понимание принципов их работы; Опыт построения архитектуры приложения; Уверенный пользователь *nix-систем; Знание английского языка на уровне чтения технической документации. Уверенное знание английского языка будет преимуществом; Более 3 лет работы по специальности.  Пара слов о том, как мы работаем:  Используем современный стек технологий; PHP7, PostgreSQL 9.6, RabbitMQ, Elastic Search, Log Stash, Kibana, Phantomjs, WebRTC, Gatling, Yandex.Tank, GitLab CI, Jenkins; Даем возможность разрабатывать и внедрять собственные фичи; Помогаем совершенствовать разговорный английский.  Что мы предлагаем:  Опыт работы в международной IT-компании; Официальное трудоустройство в соответствии с ТК РФ, “белая” заработная плата; Рост дохода по результатам работы; Комфортный график (начало рабочего дня с 09:00 до 11:00); Корпоративные занятия английским языком и возможность использовать язык в работе (наши коллеги в других странах говорят на английском); Возможность посещать профильные внешние конференции, а также внутренние мероприятия по обмену опытом; Рабочее место г. Екатеринбурге. Для кандидатов с переездом предлагаем релокационный пакет. ";;Продвинутый уровень PHP, MySQL, JS, HTML, CSS, VCS (Git) PostgreSQL, plsql. Знание и применение на практике паттернов программирования. ;Разработка нового функционала. Проектирование архитектурных модулей системы. Интеграция с различными сервисами.;"Git; MySQL; JavaScript; PHP5; PostgreSQL";591;0.10344827586206896;PHP;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
60;18;PHP-разработчик (на symfony);3.0;4.0;Boxberry;2019-12-05T16:27:47+0300;"Boxberry работает на российском рынке с 2010 года как служба доставки для интернет-магазинов и других компаний дистанционной торговли. На данный момент:  клиентами Boxberry являются более 5000 интернет-магазинов, в числе которых ТОП-200 Российского и Западного рынка e-commerce; территория присутствия - более 3000 отделений, в 550 городах России и зарубежья; ежедневно компания обрабатывает и выдает в среднем 30 000 посылок; Boxberry входит в тройку лидеров рынка услуг по доставке товаров дистанционной торговли; в направлении доставки для интернет-магазинов Boxberry выполняет как доставку по России, так и международную доставку.  Boxberry разрабатывают ПО, в котором работают одновременно сотни внутренних пользователей и внешние веб-клиенты (сайт, личный кабинет, апи и все дружит с 1С через веб-сервисы). Команда разработки Боксберри РФ приглашает веб-разработчика для реализации различных проектов, в том числе с возможностью УДАЛЕННОЙ работы О задачах:  Оптимизация, развитие и поддержка существующего программного кода; Разработка новых и поддержка существующих сервисов, развитие функционала нашего сайта ; Интеграция со сторонними сервисами (сайты интернет-магазинов, логистические программки и сервисы и др.). Участие в написании и обсуждении функциональных требований по продуктам    Мы ожидаем, что вы:  Обладаете уверенными знаниями PHP 7 (ООП), JavaScript (ES 6 +); Имеете опыт оптимизации сложных SQL запросов (MySQL, MariaDB); Знаете и имеете опыт работы в GitLab; Имеете опыт работы с API; Работали с PHP фрейм-ворком Symphony; Хорошо знаете JS фреймворки jQuery, VUE, всякие реакты и прочие ангуляры; Обладаете знаниями верстки (адаптивной), CSS3, HTML5; Умеете быстро разбираться в чужом коде и оперативно решать задачи; Любите оставлять комментарии в коде и покрывать его автотестами.    Условия:  Комфортный офис в БК Квартал Екатеринбург или УДАЛЕНКА Трудоустройство по ТК РФ (больничные, отпуска и прочий соц.пакет) Дружный коллектив и адекватное руководство (группа веб-разработки состоит из 7 специалистов) График работы: пятидневная рабочая неделя, 8-часовой рабочий день; Возможна УДАЛЕННАЯ работа; Поездки на ИТ-конференции (в том числе спикером, ну если хотите), митапы, учебные курсы за счет компании,; Частичная компенсация ДМС, спорта после испытательного срока, а так же печеньки, кофе, подарки для детей на НГ и прочее ДО окончания испытательного срока). ";Обладаете уверенными знаниями PHP 7 (ООП), JavaScript (ES 6 +). Имеете опыт оптимизации сложных SQL запросов (MySQL, MariaDB). ;Оптимизация, развитие и поддержка существующего программного кода. Разработка новых и поддержка существующих сервисов, развитие функционала нашего сайта . Интеграция со сторонними...;" MySQL; Git;PHP; JavaScript; PHP";"  Комфортный офис в БК Квартал Екатеринбург или УДАЛЕНКА Трудоустройство по ТК РФ (больничные, отпуска и прочий соц.пакет) Дружный коллектив и адекватное руководство (группа веб-разработки состоит из 7 специалистов) График работы: пятидневная рабочая неделя, 8-часовой рабочий день; Возможна УДАЛЕННАЯ работа; Поездки на ИТ-конференции (в том числе спикером, ну если хотите), митапы, учебные курсы за счет компании,; Частичная компенсация ДМС, спорта после испытательного срока, а так же печеньки, кофе, подарки для детей на НГ и прочее ДО окончания испытательного срока). ";618;0.2413793103448276;PHP;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61;29;PHP-разработчик (Backend);2.0;4.0;Авто-Траст;2019-12-06T08:05:15+0300;Компания Авто-Траст (в ТОП-5 по УРФО) Набирает команду в новый интересный и высоконагруженный проект «b2b online-платформа по продаже автотоваров и сопровождению автомагазинов и автосервисов». В связи с расширением IT отдела группы интернет-проектов Компания Авто-Траст приглашает на постоянную работу PHP-разработчика (Backend). Обязанности:  Участие в разработке нового функционала. Разработка собственных API (REST/JSON/XML). Интеграция с внешними сервисами и внутренними учетными системами. Рефакторинг и оптимизация существующего кода. Разработка автотестов и тестирование разработанных решений.  Требования:  Образование средне-специальное/высшее. Опыт работы от 2-х лет. Уверенное владение PHP 7.х (ООП, MVC, паттерны), HTML, Ajax, JavaScript, jQuery, REST, JSON, XML, Git. Хорошее знание SQL и MySQL (понимание индексов, связей, ключей, тригеров, кэширования). Опыт работы с фреймворком Yii2. Умение писать чистый, структурированный, поддерживаемый код. Любить решать и уметь находить быстрые решения сложных задач. Опыт разработки e-commerce проектов. Наличие подтвержденных успешно завершенных проектов.  Условия:  место работы - г. Березовский, ул. Уральская (30-40 мин. от центра города). Официальное трудоустройство, своевременная оплата труда без задержек. Гибкий график Корпоративные скидки в магазинах торговой сети и автосервисах. Позавтракать и пообедать можно в собственной уютной и просторной столовой с панорамными окнами, действует программа компенсации питания. Доставка служебным транспортом с 3-х точек г. Екатеринбурга (пл. 1905г, с Уралмаша, с ЖБИ).  2JSON APIRESTHTMLAjaxGitMySQLJavaScriptjQuerySQLCMS WordpressXML  ;Образование средне-специальное/высшее. Опыт работы от 2-х лет. Уверенное владение PHP 7.х (ООП, MVC, паттерны), HTML, Ajax...;Участие в разработке нового функционала. Разработка собственных API (REST/JSON/XML). Интеграция с внешними сервисами и внутренними учетными системами. ;"Git; JavaScript; MySQL; jQuery; ООП; PHP; Yii; 2JSON";  место работы - г. Березовский, ул. Уральская (30-40 мин. от центра города). Официальное трудоустройство, своевременная оплата труда без задержек. Гибкий график Корпоративные скидки в магазинах торговой сети и автосервисах. Позавтракать и пообедать можно в собственной уютной и просторной столовой с панорамными окнами, действует программа компенсации питания. Доставка служебным транспортом с 3-х точек г. Екатеринбурга (пл. 1905г, с Уралмаша, с ЖБИ).  2JSON APIRESTHTMLAjaxGitMySQLJavaScriptjQuerySQLCMS WordpressXML  ;629;0.20689655172413793;PHP;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
62;44;Senior PHP developer;4.0;4.0;Шарп Девелоперс;2019-12-04T17:34:39+0300;"Мы:  Быстро растущая команда единомышленников и высококлассных профессионалов. Разрабатываем много и успешно, создаем разнообразные высокотехнологичные web- и мобильные приложения Используем только самые последние технологии Работаем с передовыми зарубежными компаниями Нам нужны единомышленники и помощники, в связи с взрывным ростом компании. Вам нужны единомышленники и друзья, интересная работа, хорошая заработная плата, интересный досуг    Подробности:  Веб и серверное программирование на PHP стеке. Обязателен опыт программирования на объектно-ориентированных фреймворках Laravel или Symfony. Желателен опыт code review команды программистов.  Стек: PHP5; PHP7; Symfony, Laravel, mySQL, Doctrine, работа на хайлоаде, опыт работы с микросервисами.   Необходимо знание английского языка на уровне понимания техспецификаций. Письменный и разговорный английский – большое преимущество.  Умение в сжатые сроки осваивать и применять новые технологии. Аналитический склад ума. Объектно-ориентированный подход.    Условия:  Полный день, возможна удаленная работа. В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячее питание. Кофе, чай, плюшки, теннис без ограничений. Корпоративное обучение английскому языку в офисе и удаленно. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам прохождения технического собеседования и возможного тестового задания.    Присоединяйтесь!";"Желателен опыт code review команды <highlighttext>программистов</highlighttext>. Стек: PHP5; PHP7; Symfony, Laravel, mySQL, Doctrine, работа на хайлоаде, опыт работы...";;"PHP; PHP5; MySQL; Laravel; Symfony";  Полный день, возможна удаленная работа. В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячее питание. Кофе, чай, плюшки, теннис без ограничений. Корпоративное обучение английскому языку в офисе и удаленно. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам прохождения технического собеседования и возможного тестового задания.    Присоединяйтесь!;644;0.2413793103448276;PHP;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;51;PHP-разработчик;3.0;4.0;КБ «Уральский банк реконструкции и развития» (УБРиР);2019-12-04T11:41:36+0300;"Динамичная команда, которая ежедневно совершенствует себя, свои услуги и продукты, ищет php-разработчика. Нам нужен человек, который:  Имеет опыт разработки на PHP (мы пишем на PHP7); Знаком с технологиями Frontend (html, css, JS, JQuery, ajax); Знает SQL; Готов применять TDD, SOLID и другие страшные аббревиатуры; Имеет высшее образование. Желательно техническое; Желает узнавать новое и становиться лучше.  Ваша работа:  Думать и проектировать; Писать тесты для своего кода; Писать код; Удалять код.  Мы предлагаем:  Профессиональный рост: HR-департамент разрабатывает и проводит обучающие программы для сотрудников. Кроме того, мы часто организуем профессиональные конференции и митапы, обмениваемся опытом с другими командами разработки; Все «белое»: официальную заработную плату дважды в месяц, полугодовую премию по результатам работы, полное соблюдение ТК РФ; Креативный офис в центре Екатеринбурга: кроме комфортного рабочего пространства у нас есть зоны для отдыха с приставками, настольными играми и т.д.; ДМС, оплату спортивных занятий, детского садика. Наши сотрудники имеют возможность оформить льготные кредиты и ипотеку; Увлекательную корпоративную жизнь: конкурсы, спортивные мероприятия и многое другое.  УБРиР – динамичный федеральный банк для современных людей. Основан в 1990 году. Головной офис находится в Екатеринбурге, а, значит, у наших сотрудников есть возможность решать интересные задачи федерального уровня без релокации. Согласно рейтингу журнала Forbes УБРиР включен в топ-10 лучших российских кредитных организаций по уровню доверия к банку, предлагаемым условиям обслуживания, цифровым услугам и финансовым консультациям. ЦБ РФ включил УБРиР в перечень кредитных организаций, признанных значимыми на рынке платёжных услуг. Мы ценим своих сотрудников и помогаем им реализовать свой потенциал и построить успешную карьеру. В 2018 году 20% сотрудников банка выросли по карьерной лестнице. Нам важно собрать сильную и успешную команду единомышленников, которым интересно вместе двигаться к общей цели. И, как отмечают сотрудники, у нас это получается.";Знаком с технологиями Frontend (html, css, JS, JQuery, ajax). Писать код. Удалять код.;Думать и проектировать. Писать тесты для своего кода. Профессиональный рост: HR-департамент разрабатывает и проводит обучающие программы для сотрудников. ;" MySQL; Git;PHP; JavaScript; PHP";"  Профессиональный рост: HR-департамент разрабатывает и проводит обучающие программы для сотрудников. Кроме того, мы часто организуем профессиональные конференции и митапы, обмениваемся опытом с другими командами разработки; Все «белое»: официальную заработную плату дважды в месяц, полугодовую премию по результатам работы, полное соблюдение ТК РФ; Креативный офис в центре Екатеринбурга: кроме комфортного рабочего пространства у нас есть зоны для отдыха с приставками, настольными играми и т.д.; ДМС, оплату спортивных занятий, детского садика. Наши сотрудники имеют возможность оформить льготные кредиты и ипотеку; Увлекательную корпоративную жизнь: конкурсы, спортивные мероприятия и многое другое.  УБРиР – динамичный федеральный банк для современных людей. Основан в 1990 году. Головной офис находится в Екатеринбурге, а, значит, у наших сотрудников есть возможность решать интересные задачи федерального уровня без релокации. Согласно рейтингу журнала Forbes УБРиР включен в топ-10 лучших российских кредитных организаций по уровню доверия к банку, предлагаемым условиям обслуживания, цифровым услугам и финансовым консультациям. ЦБ РФ включил УБРиР в перечень кредитных организаций, признанных значимыми на рынке платёжных услуг. Мы ценим своих сотрудников и помогаем им реализовать свой потенциал и построить успешную карьеру. В 2018 году 20% сотрудников банка выросли по карьерной лестнице. Нам важно собрать сильную и успешную команду единомышленников, которым интересно вместе двигаться к общей цели. И, как отмечают сотрудники, у нас это получается.";651;0.27586206896551724;PHP;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;71;PHP-разработчик;1.0;3.0;НАГ;2019-12-03T08:41:08+0300;НАГ — ведущий российский разработчик и поставщик оборудования и решений для отрасли телекоммуникаций, промышленности и бизнеса. С 2003 года мы создаем сети передачи данных и системы безопасности, строим дата-центры. Мы предлагаем собственные продукты и решения “под ключ”: - Сети передачи данных и корпоративные сети- Решения для мобильных операторов- Оптические транспортные сети (DWDM)- Решения для ЦОД и построение модульных дата-центров- Облачные решения и сетевая безопасность- Решения для голосовой связи и унифицированные коммуникации Штат компании насчитывает более 400 сотрудников. Офисы НАГ работают в Екатеринбурге, Москве, Новосибирске, Ростове-на-Дону, Санкт-Петербурге. Логистические центры располагаются в Екатеринбурге, Москве, Вашингтоне (США) и Шанхае (Китай). Мы вошли в рейтинги: ТОП-50 самых прибыльных IT компаний России, ТОП-100 крупнейших ИТ-компании России, ТОП-20 быстрорастущих IT компаний, ТОП-30 крупнейших поставщиков IT для операторов связи, а также в ТОП-100 лучших работодателей России. Компания НАГ активно растет, и сейчас нашей дружной команде нужен опытный PHP Backend-разработчик Нам нужен специалист:  Обладающий знаниями PHP (5, 7), HTML, CSS С опытом работы с хотя бы с одним из фреймворков - symfony, yii, laravel Умеющий писать SQL-запросы (Мы работаем с MySQL и PostgreSQL) Способный разбираться в чужом коде (Да, у нас командная разработка) Знающий GIT С навыками работы с JavaScript (У нас - jQuery, React/Redux)  Что необходимо делать:  Сопровождение и совершенствование текущих проектов компании Участие в разработке новых проектов Разработка разнообразных проектов от web-сайтов до CRM-систем  Мы предлагаем:  Работу в стабильной компании с развитой корпоративной культурой Официальное трудоустройство по ТК РФ, 100% белая зарплата Работу в дружной профессиональной команде Современно оборудованные рабочие места, передовое ПО, комфортные условия для отдыха Гибкий начало рабочего дня в период с 8:00 до 9:00 пн.-пт. 8-ми часовой рабочий день  Если Вы видите себя в роли нашего коллеги, присылайте резюме.;Обладающий знаниями PHP (5, 7), HTML, CSS. С опытом работы с хотя бы с одним из фреймворков - symfony, yii, laravel. ;Сопровождение и совершенствование текущих проектов компании. Участие в разработке новых проектов. Разработка разнообразных проектов от web-сайтов до CRM-систем.;" MySQL; Git;PHP; JavaScript; PHP";  Работу в стабильной компании с развитой корпоративной культурой Официальное трудоустройство по ТК РФ, 100% белая зарплата Работу в дружной профессиональной команде Современно оборудованные рабочие места, передовое ПО, комфортные условия для отдыха Гибкий начало рабочего дня в период с 8:00 до 9:00 пн.-пт. 8-ми часовой рабочий день  Если Вы видите себя в роли нашего коллеги, присылайте резюме.;671;0.3103448275862069;PHP;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65;91;Middle/senior Backend developer (PHP);3.0;4.0;ARTOX;2019-12-12T11:48:20+0300;Ищем в команду разработки Минского офиса middle/senior backend (с возможностью релокации из других стран)! У нас есть классные бенефиты, ведь мы:  постоянно развиваем своих сотрудников и организовываем бесплатные курсы по английскому языку планируем профессиональное и карьерное развитие (“карьерный лифт”) предоставляем возможность приобретения техники в личное пользование с полной или частичной компенсацией расходов организовываем тимбилдинги и яркие корпоративные праздники обустроили зоны отдыха, где можно сжечь на тренажерах калории или покататься на качелях — в общем, устроить самый настоящий chill out! открыли собственное корпоративное кафе в офисе дарим подарки на Дни Рождения и годовщины работы в компании при релокации сотрудника из другой страны первое время оплачиваем ему жилье а еще у нас есть программа лояльности для сотрудников (ты можешь ходить по скидкам в разные заведения наших клиентов).    В обязанности входят только backend-задачи, а именно:  проектирование архитектуры создание микросервисов работа с БД построение кеша и API поддержка существующего кода    С чем мы работаем: Микросервисы, Php 7 (Laravel), Redis, MySQL, Postgres, RabbitMQ, Elasticsearch, Docker, Ansible, Continuous Integration, Delivery и Deployment.   Нам нужен специалист, который:  владеет шаблонами проектирования и следует SOLID-принципам уверенно знает Php 7.х имеет опыт использования популярных фреймворков: Yii, Laravel или Symfony знает особенности работы NoSQL, RDBMS готов развиваться, ищет сложные, но интересные задачи и заинтересован показать свой личный лучший результат в работе умеет объективно оценивать свои силы, четко расставлять приоритеты и нуждается в минимальном контроле со стороны    Работа в ARTOX - это:  рост и развитие: 9 проектов Relax, 103 и Dom в Беларуси, Украине, России и Казахстане, над которыми мы постоянно работаем команда профессионалов, не лишенных юмора и душевности сложные, но интересные задачи в плотном темпе, которые не дают заскучать и скиснуть возможность влиять на работу команды, предлагать и воплощать в жизнь свои идеи, ощущать реальную пользу и нереальное удовлетворение от своей работы! экстракомфортные условия: высокая оплата труда, дизайнерский офис возле метро (Парк Челюскинцев), новая техника, спорт- и релакс-зоны, собственное корпоративное кафе Облепиха драйв и веселье: топовые корпоративы и незабываемые праздники в офисе с фотозонами, ведущими и крутыми развлечениями, тимбилдинги  ЖДЕМ ВАС В НАШЕЙ КОМАНДЕ!;Владеет шаблонами проектирования и следует SOLID-принципам. Уверенно знает Php 7.х. Имеет опыт использования популярных фреймворков: Yii, Laravel или...;Проектирование архитектуры. Создание микросервисов. Работа с БД. Построение кеша и API. Поддержка существующего кода.;"Redis; MySQL; PostgreSQL; RDBMS; NoSQL; RabbitMQ";;691;0.0;PHP;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
66;22;PHP-разработчик;3.0;4.0;Vigrom Corp.;2019-11-29T11:57:21+0300;"Vigrom сегодня – международная компания, разрабатывающая и поддерживающая онлайн-игры, приложения под мобильные устройства. Уже более 9 лет мы даем возможность почувствовать эмоции, ставить амбициозные цели, играть и побеждать.На сегодняшний день в офисах компании и удаленно работает более 150 сотрудников из России, Латвии и Кипра. Мы ищем классного специалиста в сложный и масштабный проект. Стек наших технологий: PHP 7, PostgreSQL 10, Memcache, PHPUnit, Docker, Webpack, Gitlab CI. Твоими задачами будет:   Работа над новым функционалом, непрерывные улучшения и оптимизации текущего;   Коммуникация с командами мобильной разработки и разработки игр. Поиски оптимальных вариантов реализации (архитектура, API, сервисы);   Unit- и API-тестирование;   Проведение Code review;   Участие в технологическом развитии проекта (выбор новых технологий и подходов к разработке);   Обеспечение качества кода на всех этапах разработки.   Отлично, если у тебя есть:   Опыт разработки веб-приложений и сервисов от 2х лет;   Уверенное владение PHP, SQL;   Понимание ООП и принципов SOLID;   Применение модульного тестирования.   Большим плюсом будет:   Опыт работы в долгосрочных проектах;   Опыт работы с PostgreSQL;   Знание дополнительных языков - JavaScript, Python.   Главные причины работать у нас:   Возможность удаленной работы;   Предоставление всей необходимой для работы техники;   Высокая заработная плата + бонусы за результат;   Профессиональное обучение за счет компании;   Посещение профильных конференций и митапов;   Сильная команда разработчиков, где можно серьезно прокачать свои скиллы;   Возможность карьерного роста;   Корпоративные мероприятия, открытое общение с коллегами как в сети, так и в реальном мире.    ";Опыт разработки веб-приложений и сервисов от 2х лет. Уверенное владение PHP, SQL. Понимание ООП и принципов SOLID. ;Работа над новым функционалом, непрерывные улучшения и оптимизации текущего. Коммуникация с командами мобильной разработки и разработки игр. Поиски оптимальных вариантов...;"PHP; PostgreSQL; ООП; Symfony; Yii; Unit Testing; Memcached";;722;0.4482758620689655;PHP;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
67;39;PHP-разработчик;3.0;3.0;R-брокер;2019-11-26T12:06:40+0300;Для работы над крупным проектом требуется PHP-разработчик. Удаленная работа. ФУЛТАЙМ!   Обязанности:  Думать Проектировать Программировать Тестировать свои творения  Требования:  PHP (ООП) Понимание шаблонов проектирования Написание технической документации jQuery (работа с элементами, атрибутами, стилями, ajax) MySQL (CRUD и объединение таблиц обязательно) fireBug (html, сеть, отладка js) Любая IDE: NetBeans,Eclipse phpStorm Умение работать с GIT Пользоваться отладчиком и использовать трассировку (Xdebug) Опыт работы с Yii 1/2 или другими PHP-фреймворками. Внимание! Требуется именно разработчик, а не кодер!  Условия:,  График работы с 10 до 19 Заработная плата от 80 т.р и выше Молодой коллектив, пока небольшой. По результатам работы возможна оплата участия в различных конференциях. ;Пользоваться отладчиком и использовать трассировку (Xdebug). Опыт работы с Yii 1/2 или другими PHP-фреймворками. Внимание! Требуется именно <highlighttext>разработчик</highlighttext>...;Думать. Проектировать. Программировать. Тестировать свои творения.;" MySQL; Git;PHP; JavaScript; PHP";,  График работы с 10 до 19 Заработная плата от 80 т.р и выше Молодой коллектив, пока небольшой. По результатам работы возможна оплата участия в различных конференциях. ;739;0.5517241379310345;PHP;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;77;PHP программист;3.0;4.0;ИНСИС;2019-11-27T12:43:30+0300;"Компания Инсис - крупнейший оператор связи Свердловской области. Мы предоставляем доступ в интернет, цифровое ТВ, видеонаблюдение, телефонию, облачные сервисы, хостинг и многое другое из мира ИТ и телекома. Приглашаем PHP-разработчика на внутренний проект - биллинг. Это большая система, где собрана информация о тарифах, клиентах, сотрудниках, технологиях и текущих проектах в компании. Пользователи системы - сотрудники компании, которые работают в системе каждый день. Продукт очень живой :) Наш стэк: - PHP, AngularJS - PostgreSQL (подойдет владение любым SQL языком) - GitLab Нам интересны кандидаты, которые: Могут разобраться в чужом коде, имеют опыт разработки на PHP и опыт работы с любыми реляционными базами данных, опыт командной работы (мы используем git, code review, CI); В работе очень поможет такой опыт (если его нет, не страшно): - Опыт интеграции сторонних API, платежных систем, опыт разработки финансовых сервисов; - Опыт разработки клиентской части (HTML/CSS/JS); - Опыт работы с Linux, владение командной строкой; - Опыт работы с Docker; Условия и бонусы от нас: - Официальное оформление, все гарантии ТК РФ - Доход: фиксированный оклад. Обсуждается индивидуально в зависимости от скиллов; - График: 5/2, начало рабочего дня с 08:00 до 10:00 (8-ми часовой рабочий день); - Офис: Северный переулок, 2а (район улиц Челюскинцев-Московская); - Бесплатный домашний интернет от компании, бассейн; - Корпоративные мероприятия, обучение;";GitLab. Могут разобраться в чужом коде, имеют опыт разработки на PHP и опыт работы с любыми реляционными базами данных, опыт...;;"PHP; PostgreSQL; MySQL; Git; SQL; Node.js; AngularJS; VueJS; OSS/BSS; code review; MR; NoSQL; HTML; CSS";;777;0.5172413793103449;PHP;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0
