;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; MySQL; Git;PHP; JavaScript; PHP; Yii; HTML; ООП; Laravel; Symfony; PostgreSQL; PHP5; CSS; jQuery; Linux; Ajax; AngularJS; MVC; SQL; HTML5;Другие навыки
32;53;Программист PHP;1.0;4.0;ЭКБ ТЕСТ;2019-12-10T10:50:38+0300;"Мы предлагаем: Постоянную проектную работу удаленно, корректную постановку технических задач, тестирование, оперативную обратную связь. Основной функционал будет связан с доработкой внутренних web сервисов. Должностные обязанности:  Разработка, поддержка существующих web-проектов и их модернизация. Автоматизация процессов компании.  Требования:  Знание, понимание, опыт работы с кодом в рамках ООП; PSR; Опыт работы с Symfony; Опыт работы с ORM Паттерны проектирования; DOCTRINE; MySQL REST API JS минимально работа с системой контроля версий GIT или SVN;;  Желательно:  Опыт разработки web-проектов; Образование: высшее; Практический опыт работы - не менее 1 года.   ";" Постоянную проектную работу удаленно, корректную постановку технических задач, тестирование, оперативную обратную связь. Основной функционал будет связан с доработкой внутренних web сервисов. Должностные обязанности:  Разработка, поддержка существующих web-проектов и их модернизация. Автоматизация процессов компании.  Требования:  Знание, понимание, опыт работы с кодом в рамках ООП; PSR; Опыт работы с Symfony; Опыт работы с ORM Паттерны проектирования; DOCTRINE; MySQL REST API JS минимально работа с системой контроля версий GIT или SVN;;  Желательно:  Опыт разработки web-проектов; Образование: высшее; Практический опыт работы - не менее 1 года.   ";Знание, понимание, опыт работы с кодом в рамках ООП. PSR. Опыт работы с Symfony. Опыт работы с ORM. Паттерны проектирования. ;Постоянную проектную работу удаленно, корректную постановку технических задач, тестирование, оперативную обратную связь. Основной функционал будет связан с доработкой внутренних web...;;253;0.06896551724137931;PHP;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
33;57;Ведущий Go/PHP- разработчик;5.0;4.0;Nethouse;2019-12-10T15:54:19+0300;Nethouse - ведущая российская платформа для создания сайтов с более чем миллионом пользователей. Среди наших партнеров Яндекс.Касса, Mail.Ru Group, Альфа-банк. Для еще более активного развития мы хотим усилить команду опытным и талантливым разработчиком. Доверим участие в принятии ключевых решений, разработке архитектуры проекта и увеличении функционала сервиса. Приходите к нам. Создавать сервис, который изменил рынок создания сайтов и не останавливается на достигнутом. Получать бесценный опыт. Делать работу, которой восхищаются десятки тысяч человек. Что нужно:  Опыт коммерческой разработки от 4 лет. Обязательно: Go, PHP. Желательно: gRPC, NodeJS, GraphQL, Docker, RabbitMQ, MySQL, Redis, Memcache, Jest, Zend Framework, Symfony, PHPUnit, Webpack, React Native, Kafka, jMeter, Nginx,Openresty, Sphinx, Elastic Search, Android, Objective-C, Java, Lua, Gomega, Silex, React. Ответственность, умение инициировать процессы и доводить их до результата.    У нас все круто:  Белая заработная плата обсуждается на собеседовании Рост дохода при прокачке hard and soft skills Официальное оформление Гибкий график работы Адекватное руководство, нацеленное на результат, а не шашечки Отсутствие бюрократии и возможность развиваться профессионально: в управленческой и технической ветке Благодарим финансово в самый главный праздник в году У нас классная оборудованная кухня: чай, кофе, молоко, печеньки, фрукты Бизнес-центр прямо у ст. м. Старая Деревня. ;;Опыт коммерческой разработки от 4 лет. Обязательно: Go, PHP. Ответственность, умение инициировать процессы и доводить их до результата.;Для еще более активного развития мы хотим усилить команду опытным и талантливым <highlighttext>разработчиком</highlighttext>. Доверим участие в принятии ключевых решений, разработке...;"PHP; PHP7; TDD; Golang";257;0.06896551724137931;PHP;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
34;58;Junior/Middle PHP backend developer;2.0;2.0;Новые Решения;2019-12-10T11:41:33+0300;"Мы ищем в свою дружную команду новых backend-разработчиков. Мы бы хотели работать с вами вместе, если вы: - уверенно владеете PHP7 и MySQL, знакомы с Apache и его конфигурированием, - владеете HTML/CSS и базовыми познания в JavaScript, - имеете крепкое общее представление об основном стеке технологий и протоколов, на которых построен и работает Веб. - имеете развитые логику и навыки алгоритмизации, - имеете коммерческой разработки хотя бы от полугода, - можете без особых затруднений читать документацию и гуглить на английском языке, - знаете принципы ООП и умеете использовать их в своём коде, - стремитесь писать надёжный и поддерживаемый код. Необязательно, но будет большим плюсом, если вы: - умеете пользоваться Git, - знакомы с юнит-тестированием и имеете навыки его применения, - имеете опыт работы использования различных современных ORM, CMS или фреймворков из мира PHP, - знаете другие языки программирования - например тот же самый JS на продвинутом для backenda уровне. А в перспективе будет здорово, если вы имели опыт работы с NodeJS и C++/Qt; - знакомы и работали с отличными от MySQL СУБД ( Postgress / Mongo / etc. ), - знакомы и работали с различными актуальными технологиями контейнеризации и развёртывания, масштабирования, кеширования, повышения производительности или отказоустойчивости приложений - например, с Docker, RabbitMQ, Redis или Memcached. Мы создаём и развиваем сайты, игры, мобильные и веб-приложения, устройства и различные системы для комплексной автоматизации и оптимизации бизнеса, при этом как исполняем заказы на разработку, так и имеем собственные коммерческие проекты. В ваши рабочие обязанности в основном будет входить написание бизнес-логики работы и взаимодействия различных систем и приложений, и реализация API для подключения к ней фронтенда. Код нужно будет покрывать тестами и документировать при разработке нового функционала. Условия: Стать частью команды, которая разрабатывает ПО для автоматизации бизнеса; Возможна постоянная работа в перспективе    ";" Стать частью команды, которая разрабатывает ПО для автоматизации бизнеса; Возможна постоянная работа в перспективе    ";уверенно владеете PHP7 и MySQL, знакомы с Apache и его конфигурированием. - владеете HTML/CSS и базовыми познания в JavaScript. - ;Мы создаём и развиваем сайты, игры, мобильные и веб-приложения, устройства и различные системы для комплексной автоматизации и оптимизации бизнеса...;;258;0.06896551724137931;PHP;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
35;59;PHP-программист;3.0;4.0;We Make Fab;2019-12-09T17:48:08+0300;"Обязанности:  Проектирование и разработка WEB сервиса Разработка API Нужно будет писать новую версию портала практически с нуля  Требования:  Опыт коммерческой разработки на одном из php фреймворков (преимущественно Symfony) от 2х лет; Обязательное условие - умение писать нативно без готовых библиотек; Опыт работы с базами данных (MySQL\PostgreSQL); Умение документировать свой собственный код; Умение настроить и развернуть GIT с нуля; Умение брать ответственность, соблюдать сроки; Умение продумать и предложить решение задачи за рамками ТЗ; Умение разбираться в чужом коде и сопровождать его;  Станет плюсом:  Опыт работы с большими нагрузками и крупными проектами; Опыт администрирования Unix систем; Опыт frontend разработки; Знания одного из JS фреймворков (VueJS, Vuex, React, Angular); Знания протоколов HTTP2, Websocket и различных REST API; Опыт разработки SPA (Single Page Application) веб-приложений будет плюсом;  Условия:  работа в офисе в центре города с 10.00 до 19.00; адекватная заработная плата с возможностью роста; молодой коллектив, состоящий из профессионалов; интересные проекты, позволяющие расти профессионально; оплачиваемый отпуск 2 раза в году.  Окончательная заработная плата обсуждается с успешным кандидатом.";"  работа в офисе в центре города с 10.00 до 19.00; адекватная заработная плата с возможностью роста; молодой коллектив, состоящий из профессионалов; интересные проекты, позволяющие расти профессионально; оплачиваемый отпуск 2 раза в году.  Окончательная заработная плата обсуждается с успешным кандидатом.";Опыт коммерческой разработки на одном из php фреймворков (преимущественно Symfony) от 2х лет. Обязательное условие - умение писать нативно без...;Проектирование и разработка WEB сервиса. Разработка API. Нужно будет писать новую версию портала практически с нуля.;"AngularJS; MySQL; Git; JavaScript; PostgreSQL";259;0.06896551724137931;PHP;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
36;65;[api] Веб-разработчик / backend-программист (PHP);3.0;4.0;НаПоправку.ру;2019-12-09T20:51:21+0300;"НаПоправку — медицинский онлайн-сервис. Мы хотим сделать болезнь меньшим стрессом в жизни человека. Нам важно, что НаПоправку каждый день помогает тысячам людей решать проблемы со здоровьем. Сейчас наш фокус — поиск врача и удобная запись на приём. Впереди — мобильное приложение, электронная медицинская карта и другие онлайн-сервисы, которые сделают медицину проще. Мы ищем в команду талантливого backend разработчика, который хочет быстро учиться и участвовать в разработке интересного и полезного продукта. У нас есть несколько проектов. Один из них - интеграционная шина (REST API), эта вакансия про него. Наш стек  PHP 7+ MySQL / Redis Laravel Slack Docker Jira / Confluence Github PhpStorm  Это вакансия для вас, если вы:   Имеете опыт работы с Laravel и MySQL;   Имеете опыт работы с Redis (кеш + очереди);   Имеет опыт разработки REST API;   Имеет опыт работы с SOAP;   Умеете пользоваться POSTMANом;   Дебажите с помощью xDebug.   Задачи  Разработка новых интеграций с МИС (медицинская информационная система) Поддержка и развитие существующих интеграций Разработка и внедрение полноценной системы мониторинга за работой интеграций и API в целом Повышение стабильности работы API Внедрение Swagger Внедрение автотестов (unit + end2end) Внедрение CI/CD  Работа с фронтендом не планируется, кроме вывода технических данных в понятном и удобном виде) Почему Вам надо идти к нам:   Социально значимый проект, о котором можно с гордостью рассказать даже бабушке;   Много интересных и нестандартных технических задач;   У нас есть чему и у кого поучиться;   Быстрый профессиональный рост - границы роста ограничиваются только вашими способностями;   Молодая, веселая и динамичная команда единомышленников.   Мы за здоровый баланс между жизнью и работой. Завершить работу вовремя и пойти домой к семье - всегда в приоритете. Тем не менее, мы все работаем на результат - поэтому спринты должны заканчиваться к запланированному сроку. Вы всегда сами можете принять взвешенное решение, стоит ли сегодня задержаться, чтобы успеть в срок. Приятные мелочи   Белая зарплата, размер обсуждается с успешным кандидатом;   Оплачиваемое профессиональное развитие – книги, онлайн курсы, семинары и конференции;   Фрукты, снеки, чай и кофе; возможность заказа ужина в офис и корпоративного такси для тех, кто задерживается на работе;   Гибкое начало рабочего дня;   Веселые корпоративы.  ";;Имеете опыт работы с Laravel и MySQL. Имеете опыт работы с Redis (кеш + очереди). Имеет опыт разработки REST API. ;Разработка новых интеграций с МИС (медицинская информационная система). Поддержка и развитие существующих интеграций. Разработка и внедрение полноценной системы мониторинга за...;"ООП; PHP; MySQL; Laravel; Git; Jetbrains Phpstorm; REST; SOAP";265;0.06896551724137931;PHP;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
37;70;Senior PHP Developer;6.0;4.0;APPNESS;2019-12-11T12:56:19+0300;"Appness - это креативная лаборатория для запуска мобильной рекламы в Facebook, Google, Snapchat, Instagram и других крупных источниках трафика. Сейчас мы расширяем команду разработки для решения сложных и интересных задач. В данный момент у нас открыта вакансия «Senior PHP Developer» с опытом разработки и поддержки сложных продуктов. Ежедневные задачи:  Активное развитие функционала продукта; Реализация и внедрение нового функционала; Поддержка и доработка существующего функционала; Оптимизация, повышение производительности и отказоустойчивости фоновых задач; Обработка и систематизация статистических данных; Участие в выстраивании процесса Continuous Integration; Обеспечение бесперебойной работы продукта.  Вы нам подходите, если у вас:  Опыт работы на бэкенде – от 3 лет; Уверенное знание PHP 7; Умение работать с Frameworkами (Lumen, Laravel, Symfony); Опыт работы с VCS (Git); Опыт работы с реляционными базами данных (PostgreSQL); Опыт работы с NoSQL баз данных (MongoDB); Опыт работы с очередями (на базе Redis); Понимание RestAPI; Высокая мотивированность на результат.  Вашим преимуществом будет:  Умение работать с Linux (командной строкой); Знание основных паттернов проектирования; Опыт работы по Git Flow; Любовь к чистоте кода и понимание ООП; Знание JavaScript, HTML5, CSS (на базовом уровне); Понимание Unit-тестирования; Умение решать задачи в сжатые сроки; Высшее образование в области IT / высшей математики.  Работа в Appness – это:  Оформление согласно ТК РФ; Оплачиваемый отпуск 28 дней/Больничный; Стабильная и достойная белая заработная плата; Возможность профессионального и личностного роста; Позитивная атмосфера в офисе и дружный коллектив; Плавающее начало рабочего дня с 10 до 12 часов; ДМС, компенсация расходов на фитнес/спорт; Для лучшей работоспособности и хорошего настроения в офисе всегда есть фрукты, овощи и прочие плюшки, а также комната для занятий спортом.   ";;"Опыт работы на бэкенде – от 3 лет. Уверенное знание PHP 7. Умение работать с Framework&#39;ами (Lumen, Laravel, Symfony). ";Активное развитие функционала продукта. Реализация и внедрение нового функционала. Поддержка и доработка существующего функционала. Оптимизация, повышение производительности и отказоустойчивости фоновых...;"PostgreSQL; Symfony; Lumen; Laravel; PHP7; CSS; HTML5; Java; C/C++; MongoDB";270;0.034482758620689655;PHP;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
38;72;PHP-программист;4.0;4.0;ВАШАКОМНАТА.РФ;2019-12-09T18:57:03+0300;"В нашу стремительно развивающуюся компанию требуется профильный специалист. Обязанности:  программирование и поддержка интернет-магазина; программирование и поддержка расширений для системы управления контентом (плагинов, модулей, компонентов)  Требования:  опыт работы от 3-х лет; отличные знания PHP (object, MVC технология); MySQL (оптимизация запросов для HighLoad); JavaScript (преимущественно jQuery); Навыки разработки шлюзов RestAPI; обладать навыками командной работы и контроля версий (mercurial, git); HTML и CSS  Система управления контентом:  Joomla 2.5 - 3 (на уровне написания плагинов и модулей используя API CMS) Joomshopping (глубокое знание компонента, умение дописывать новые контроллеры, модели, шаблоны, плагины на фронт и админ.панель CMS)  Условия:  Оформление по ТК РФ График работы - 5/2 Молодой дружный коллектив ";  Оформление по ТК РФ График работы - 5/2 Молодой дружный коллектив ;Опыт работы от 3-х лет. Отличные знания PHP (object, MVC технология). MySQL (оптимизация запросов для HighLoad). JavaScript (преимущественно jQuery). ;Программирование и поддержка интернет-магазина. Программирование и поддержка расширений для системы управления контентом (плагинов, модулей, компонентов). Joomla 2.5 - 3...;"Adobe Photoshop; Google Analytics; Веб-аналитика; Интернет-реклама; Маркетинговый анализ; Яндекс.Метрика; E-Mail Marketing; HTML; Копирайтинг";272;0.06896551724137931;PHP;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
39;74;PHP Разработчик, full stack developer PHP;3.0;4.0;YAMI YAMI;2019-12-09T18:34:30+0300;"Привет, коллега! Тебе предстоит разработать аналитическую систему, которая будет собирать данные из нескольких уже имеющихся у нас систем учета и на их основе делать отчеты разного формата. Сейчас проект в нулевой стадии поэтому у тебя есть возможность стоять у истоков проектирования архитектуры, для старта нам не хватает только тебя! Мы предлагаем:   График работы 5/2,   Офис в престижном районе на Севере города с сауной и барбекью:)   Скидки на продукцию компании;   Официальное трудоустройство по ТК РФ,   Стабильная выплата з/платы (2 раза в месяц).   ​​​​​​​Вам предстоит:  Проектирование архитектуры системы Написание кода системы Взаимодействие со сторонними API (сбор данных из нескольких систем учета) Покрытие кода тестами Тестирование и отладка системы  Требования:  Аналитический склад ума; Ответственность; Любознательность; Высшее профильное образование; Опыт разработки с использованием фреймворка Laravel, phalcon или Yii2;  Знание MySQL и Postgres;   Опыт разработки ERP, CRM, CMS, аналитических систем;   Преимуществом будет знание или желание изучать Go (golang).  ";"   График работы 5/2,   Офис в престижном районе на Севере города с сауной и барбекью:)   Скидки на продукцию компании;   Официальное трудоустройство по ТК РФ,   Стабильная выплата з/платы (2 раза в месяц).   ​​​​​​​Вам предстоит:  Проектирование архитектуры системы Написание кода системы Взаимодействие со сторонними API (сбор данных из нескольких систем учета) Покрытие кода тестами Тестирование и отладка системы  Требования:  Аналитический склад ума; Ответственность; Любознательность; Высшее профильное образование; Опыт разработки с использованием фреймворка Laravel, phalcon или Yii2;  Знание MySQL и Postgres;   Опыт разработки ERP, CRM, CMS, аналитических систем;   Преимуществом будет знание или желание изучать Go (golang).  ";Аналитический склад ума. Ответственность. Любознательность. Высшее профильное образование. Опыт разработки с использованием фреймворка Laravel, phalcon или Yii2. ;Проектирование архитектуры системы. Написание кода системы. Взаимодействие со сторонними API (сбор данных из нескольких систем учета). Покрытие кода тестами. ;"Веб-программирование; MySQL; PHP; PostgreSQL; Yii2; GO; Laravel";274;0.06896551724137931;PHP;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
40;82;Middle/ Senior PHP-программист (reports);2.0;4.0;Egamings, филиал г. Псков;2019-12-10T11:46:54+0300;"Компания eGamings (г. Рига, Латвия) возобновляет набор PHP-разработчиков для удаленной работы (уровень Middle, Senior). Компания eGamings (www.egamings.com, www.softgamings.com) является одним из самых инновационных в мире разработчиков игровых платформ и поставщиком надежных, готовых к эксплуатации игровых систем. Мы предлагаем решения White label, игры топовых игорных провайдеров через единую интеграцию, лицензирование, банковские и другие услуги, а также готовые решения под ключ. С 2008 года мы занимаем лидирующие позиции в сфере разработки онлайн казино. Мы гордимся тем, что предлагаем нашим клиентам продукт максимально высокого качества и устанавливаем долгосрочные взаимовыгодные партнерские отношения с лучшими и самыми солидными операторами в мире. Head-office нашей компании находится в Риге (Латвия). Открыты филиалы в г. Пскове и в других городах России. Требования:    Знания PHP 7+, JavaScript, HTML5, CSS3 технологий, ООП (уровень Middle, Senior); Хорошее знание SQL-подобных СУБД (желательно MySQL, но подойдёт и MSSQL, PostgreSQL), опыт оптимизации запросов и баз данных; Основы Debian/Ubuntu Linux на уровне пользователя; Плюсом будет знание Twitter Bootstrap, Redis, принципов работы с колоночными базами данных; Опыт работы с GIT    Обязанности:    Поддержка и написание новых модулей для внутренних web-приложений компании;  Условия:    Полный рабочий день, работа в современном офисе, Испытательный срок 2-3 месяца; Заработная плата от 70`000 до 130000 рублей (в зависимости от уровня программиста);    Собеседование:    Письменный тест вопросы (php, sql -основные html, css, js - дополнительные); Небольшое тестовое задание; Собеседование с руководителем;  Резюме обязательно. Сопроводительное письмо с перечислением проектов, умений, навыков будет преимуществом.   В нашей компании вы найдете: Официальное трудоустройство и социальные гарантии Сплочённую и сильную команду, в которой можно быстро вырасти Поддержку в реализации идей и поощрение инициативности Адекватное руководство Свободный режим работы Нормированную 40-часовую рабочую неделю  ";"    Полный рабочий день, работа в современном офисе, Испытательный срок 2-3 месяца; Заработная плата от 70`000 до 130000 рублей (в зависимости от уровня программиста);    Собеседование:    Письменный тест вопросы (php, sql -основные html, css, js - дополнительные); Небольшое тестовое задание; Собеседование с руководителем;  Резюме обязательно. Сопроводительное письмо с перечислением проектов, умений, навыков будет преимуществом.   В нашей компании вы найдете: Официальное трудоустройство и социальные гарантии Сплочённую и сильную команду, в которой можно быстро вырасти Поддержку в реализации идей и поощрение инициативности Адекватное руководство Свободный режим работы Нормированную 40-часовую рабочую неделю  ";Знания PHP 7+, JavaScript, HTML5, CSS3 технологий, ООП (уровень Middle, Senior). Хорошее знание SQL-подобных СУБД (желательно...;Поддержка и написание новых модулей для внутренних web-приложений компании. Письменный тест вопросы (php, sql -основные html, css, js - дополнительные). ;"PHP; MySQL; PHP5; HTML5; JavaScript; Git; ООП; MS SQL; PostgreSQL; СУБД; Redis";282;0.06896551724137931;PHP;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
41;87;PHP Developer;3.0;7.0;Ю.Би.Си;2019-12-11T22:49:45+0300;"Привет! Наша растущая компания работает на международном рынке (Россия, Европа, Северная Америка, Индия), где занимается разработкой широкого спектра продуктов - от мобильных и Web-приложений до проектов дополненной реальности и Big Data. Среди наших главных клиентов такие компании, как Google и Oracle. Мы создаем качественные продукты с нуля, и также доводим и перерабатываем готовые решения, начиная с планирования и дизайна и заканчивая поддержкой. Нам требуются ответственные работники с чётким, конструктивным видением производственного процесса, способные к командной работе над сложными проектами, обладающие стремлением к изучению новых технологий. Для особо успешных кандидатов возможны зарубежные командировки в США, Индию, Европу и помощь при оформлении рабочей визы для работы в нашей компании в офисах за границей.   Наши преимущества:  Работа в международной компании и долгосрочные проекты Индивидуальный подход, возможность профессионального развития и карьерного роста Возможность зарубежных командировок в Европу и США, и помощь с оформлением визы. Официальное трудоустройство в соответствии с ТК РФ Полностью «белая» заработная плата и социальный пакет    Наши требования:  Высшее образование; Владение письменным и разговорным Английским (для участия в переговорах и написания документации); Уверенное владение PHP, Разбираетесь в Symfony или Laravel; JSON API, MySQL или PostgreSQ, HTML, XHTML, CSS, имеете представление о Jquery, JS Умение проектировать и писать понятный, сопровождаемый код и способность разобраться и работать с чужим кодом; Знание основных алгоритмов и понимание скорости их работы; Понимание принципов ООП и многопоточности (multi-threading); Коммуникабельность; Способность мыслить критически и находить нестандартные решения;    Также, определёнными плюсами будут:  опыт работы или знание Google Cloud Platform опыт работы с Git Web  Data Analytics   ";;Нам требуются ответственные работники с чётким, конструктивным видением производственного процесса, способные к командной работе над сложными проектами, обладающие стремлением к...;" MySQL; Git;PHP; JavaScript; PHP";"PHP; Git; ООП; PHP5; SQL; Управление проектами; JavaScript; HTML; Atlassian Jira; Databases; Business English; Английский язык; Github; JSON API; jQuery; Node.js; CSS; HTML5; XHTML";287;0.0;PHP;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;0;PHP-разработчик;2.0;4.0;Mygento eCommerce Solutions;2019-12-11T18:00:51+0300;"Мы занимаемся разработкой и развитием высоконагруженных eCommerce проектов на платформе Мagento. Обладаем экспертным уровнем знаний в построении highload проектов, входим в TOP 5 разработчиков Magento в России и ТОП 30 рейтинга разработчиков интернет-магазинов сегмента Премиум по версии CMS Magazine. В нашем активе свыше 150 проектов для клиентов из России, Европы и СНГ и более 30 готовых модулей для Magento. Мы поддерживаем проекты с посещаемостью до 230 000 чел в день и до 2 Гбит в секунду, а среди наших клиентов такие бренды как British American Tobacco, Loreal, Nespresso, Dolce Gusto, ELC-Russia, Pandora Russia, AAG Estate, Yandex, Mail.ru, Детский Мир и многие другие. Сегодня в нашей команде 30 человек, 10 из которых являются сертифицированными Magento разработчиками. Мы постоянно развиваемся, вкладываем в развитие нашей команды и помогаем в получении сертификации Magento. В разработке в рамках базовой технологической платформы компании мы используем: Bootstrap v3, HTML5, CSS 3, PHP 7, Ruby, React/Redux, jQuery, Xml-Rpc, SOAP, Gulp, WebPack, NetBeans, PHPStorm. В качестве серверного программного обеспечения используем Puppet, Docker, Varnish, Redis, PerconaDB, Terraform и Kubernetes.   В работе придется иметь дело с:  Программированием на фреймворке Symfony. Разработкой интеграций со сторонними системами (сервисы оплаты, доставки, ERP, SAP, PIM) Работой с другими группами разработки по решению технических задач. Работой в JIRA и внутренними системами тестирования.  От кандидатов мы ожидаем:  Опыт работы с PHP и Symfony не менее двух лет; Отличные знания MVC, MySQL; Опыт работы с Git; Понимание принципа Continuous Integration; Выполнение задач в срок.  Будет плюсом опыт работы с:  Swoole; ClickHouse; NodeJS; Деплоерами mina/capistrano/jenkins.    Мы предлагаем:  Пн-Пт с 10 до 19. Офис в 5 минутах от м. Чернышевская Оформление по ТК РФ. Обучение, изучение новых технологий. Крутые проекты, задачи, клиентов. Молодой дружный коллектив. Прохождение сертификационных тестов.    Дополнительные инструкции:  На собеседовании мы предложим вам пройти теоретический тест (10-15мин.) и выполнить небольшое тестовое задание (45-60 мин.). Возможно, мы сможем сделать вам оффер сразу на собеседовании. ";  Пн-Пт с 10 до 19. Офис в 5 минутах от м. Чернышевская Оформление по ТК РФ. Обучение, изучение новых технологий. Крутые проекты, задачи, клиентов. Молодой дружный коллектив. Прохождение сертификационных тестов.    Дополнительные инструкции:  На собеседовании мы предложим вам пройти теоретический тест (10-15мин.) и выполнить небольшое тестовое задание (45-60 мин.). Возможно, мы сможем сделать вам оффер сразу на собеседовании. ;Опыт работы с PHP и Symfony не менее двух лет. Отличные знания MVC, MySQL. Опыт работы с Git. ;Программированием на фреймворке Symfony. Разработкой интеграций со сторонними системами (сервисы оплаты, доставки, ERP, SAP, PIM). Работой с другими группами разработки...;"PHP; Git; MySQL; Symfony";300;0.0;PHP;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
43;2;Backend Developer (PHP Laravel);3.0;4.0;Региональный Информационно-Вычислительный Центр Пулково;2019-12-10T17:23:57+0300;Обязанности:  Разработка новых модулей систем и развитие существующих коммерческих решений для транспорта. Проектирование архитектуры и создание микросервисов. Поддержка высокого качества кода. Работа в составе команды.  Требования:  Опыт коммерческой разработки от 2-х лет Практические навыки PHP 7+, SQL. Понимание принципов ООП, SOLID. Уверенное знание фреймворка Laravel 5+. Базовые знания HTML, CSS3, JS. Опыт работы с системой контроля версий Git.  Условия:  Интересная работа в крупной стабильной компании, входящей в Топ-10 Российских отраслевых IT предприятий. Уютный офис с кухней, душем и комнатой отдыха. График работы 5/2, начало рабочего дня плавающее: 08:00-10:00. Официальное оформление, оплачиваемый отпуск, больничный. Работа в команде высококвалифицированных специалистов. Интересные и разнообразные задачи. ;  Интересная работа в крупной стабильной компании, входящей в Топ-10 Российских отраслевых IT предприятий. Уютный офис с кухней, душем и комнатой отдыха. График работы 5/2, начало рабочего дня плавающее: 08:00-10:00. Официальное оформление, оплачиваемый отпуск, больничный. Работа в команде высококвалифицированных специалистов. Интересные и разнообразные задачи. ;Опыт коммерческой разработки от 2-х лет. Практические навыки PHP 7+, SQL. Понимание принципов ООП, SOLID. Уверенное знание фреймворка...;Разработка новых модулей систем и развитие существующих коммерческих решений для транспорта. Проектирование архитектуры и создание микросервисов. Поддержка высокого качества кода. ;"PHP; Laravel; SQL";302;0.034482758620689655;PHP;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
