;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;Python; Git; ООП; SQL; HTML5; REST; Java; Linux; Django Framework; TDD; PostgreSQL; JavaScript; HTML; CSS; CSS3; vue; Ajax;PostgreSQL; Redis; gRPC;Другие навыки
10;14;Backend-разработчик (Scala);4.0;4.0;Жилищная Экосистема ВТБ;2019-12-10T17:14:49+0300;"Жилищная Экосистема ВТБ — это IT-стартап на стыке рынков недвижимости и финтеха. Мы команда профессионалов с абсолютно разным бэкграундом из крупнейших IT компаний, российских и международных банков.В нашу команду открыта вакансия backend-разработчика. Мы строим высоконагруженную систему на базе микросервисной архитектуры с использованием современного и актуального стека:  Backend: Java, Scala, Kafka, ElasticSearch, Akka, Akka Streams, gRPC Docker, Prometheus  Наша цель — создать жилищную экосистему, которая станет сервисом номер один на рынке недвижимости. Это платформа, которая поможет тысячам жителей России легко пройти путь от выбора нового жилья до заселения в отремонтированную квартиру. Требования:  опыт работы с Akka и Scala; чистый код, покрытие тестами; гибкость в подходах и готовность к экспериментам; умение доводить начатое до релиза.  Условия:  белая конкурентная ЗП, официальное оформление; возможность влиять на разработку и сразу видеть результат своей работы; ДМС, льготная ипотека, компенсация фитнеса, парковка; гибкий график работы; комфортный офис с хорошей инфраструктурой в окрестностях. ";"  белая конкурентная ЗП, официальное оформление; возможность влиять на разработку и сразу видеть результат своей работы; ДМС, льготная ипотека, компенсация фитнеса, парковка; гибкий график работы; комфортный офис с хорошей инфраструктурой в окрестностях. ";Опыт работы с Akka и Scala. Чистый код, покрытие тестами. Гибкость в подходах и готовность к экспериментам. Умение доводить начатое...;"Python; Git; ООП; SQL; HTML5";"SCALA; Java";314;0.034482758620689655;Backend;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;11;Middle backend Developer / Программист Python;2.0;5.0;Ceramic3d;2019-12-12T08:17:02+0300;"Компания Ceramic3D - ведущий разработчик CAD-программ в сфере дизайна интерьера. Собственный фотореалистичный визуализатор реального времени с высоким качеством изображений создан нами без использования сторонних библиотек. Компания Ceramic3D за 15 лет работы вышла в лидеры в своем сегменте на рынке программного обеспечения России, СНГ и стран ближнего зарубежья. Программами Ceramic3D пользуются более 435 000 клиентов. Для создания нового крупного интернет проекта приглашаем в команду веб разработчиков Middle backend Developer   ОБЯЗАННОСТИ:  Разработка backend Рефакторить текущий код Писать тесты Работать в команде Делать качественный продукт    СТЕК ТЕХНОЛОГИЙ:  Python 3.6 Django Celery PostgreSQL REST framework    ТРЕБОВАНИЯ:  Уверенное знание Python PostgreSQL, SQL и принципы проектирования СУБД Ответственный подход к решению поставленных задач Опыт работ от 2 лет    БУДЕТ ПЛЮСОМ:  опыт работы с Docker опыт администрирования серверов    УСЛОВИЯ:  высокая заработная плата (уровень заработной платы обсуждается индивидуально по результатам собеседования); оформление по ТК РФ; комфортабельный офис с чаем, кофе работа над интересными прогрессивными проектами; адекватное руководство, теплая позитивная атмосфера, дружная команда единомышленников рабочий день с 10.00 до 19.00; район работы - Юго-Запад ";;Уверенное знание Python. PostgreSQL, SQL и принципы проектирования СУБД. Ответственный подход к решению поставленных задач. Опыт работ от 2 лет. ;Разработка backend. Рефакторить текущий код. Писать тесты. Работать в команде. Делать качественный продукт.;"backend; Python; Django Framework; Celery; PostgreSQL; REST";411;0.0;Backend;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
12;58;Разработчик на Python, back-end;3.0;5.0;Электронные платформы;2019-12-11T09:17:52+0300;Проектная команда образовательного стартапа ищет разработчика на Python, идеально, если ты знаешь свой уровень (middle, senior, junior), готовы обучать студента-джуниора, если есть общая база по питону и за плечами участие в любых коммерческих проектах.Требуется опыт в разработке на питоне.О нас:Мы – молодая уютная небольшая команда разработки из 8-ми человек, занимаемся развитием дистанционного обучения в образовательных учреждениях и корпорациях (наши клиенты – крупнейшие ВУЗы страны: ВШЭ, МФТИ, МИФИ,Университет Лобачевского, ТГУ, и т.д., несколько подразделений Сбербанка, школа Летово, иностранные партнеры).Офис в центре города, в БЦ Манхэттен, просторный офис с террасой и кальяном, чай и плюшки всегда в наличии.Команда компании «Экзамус» ищет Backend-разработчик на Python - уверенный middle или senior. Нам нужен напарник в построении архитектуры и разработке.Так как компания небольшая, возможен свободный график работы, отпустим по делам без бюрократии ☺️ Кого мы ищем: Минимальные требования это:Иметь опыт коммерческой разработкиУмение писать Unit тесты на свой кодТехническое образование, особенно приветствуем матмех и радиофакЗнание Django, Django Rest Framework и Celery Желательно уметь:Работать с DockerПисать сервисы на AsyncioПользоваться командной строкой Linux/UNIX Наше предложение:Белая зарплатаКомфортный офис в центре городаГибкий график работыОбучение и посещение конференций за счет компанииПолис ДМС Зарплата достойная, обсуждается персонально с учетом пожеланий на собеседовании, исходя из уровня компетенций.;;Иметь опыт коммерческой разработки. Умение писать Unit тесты на свой код. Техническое образование, особенно приветствуем матмех и радиофак. ;Работать с Docker. Писать сервисы на Asyncio.;"Python; Django Framework; Linux; PostgreSQL; Unix";458;0.034482758620689655;Backend;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
13;86;Web-программист (back-end);2.0;3.0;Строительный Двор;2019-12-10T14:44:10+0300;"Строительный Двор - крупнейший поставщик строительных и отделочных материалов с 1993 года!16 городов, 54 розничных магазинов, более 2 000 сотрудников.У нас микросервисная архитектура и agile подход к разработке,нет менеджеров и начальников, у нас есть самоорганизованные команды!Открытость экспериментам и новым инструментам! Мы любим web и у нас всегда есть интересные задачи!Тебе предстоит решать следующие задачи:  разработка бизнес-систем (автоматизация бизнес-процессов); оптимизация сервисов под высокие нагрузки; проектирование и реализация веб и API-сервисов; работа над веб-сервисами: доработка существующих и написание новых; написание unit и интеграционных тестов; отладка, рефакторинг и документация кода.  Опыт и навыки, на которые мы рассчитываем:  опыт в разработке на python от 1 года; опыт веб-разработки бэкендов на коммерческих сайтах; уверенное знание: python, ООП‚ PostgreSQL; аналитический склад ума; умение разбираться в чужом коде и работать с ним; умение работать в команде; высокая самостоятельность в ходе решения технических проблем.  Будет идеально:  опыт работы с Django; опыт создания rest api‚ pytest, celery, rabbitMQ; широкий ИТ-кругозор, знание технологий, программных продуктов.  Условия:  официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска за каждый год работы в компании.  Стань частью нашей команды !Мы ждём твоё резюме!  ";"  официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска за каждый год работы в компании.  Стань частью нашей команды !Мы ждём твоё резюме!  ";Опыт в разработке на python от 1 года. Опыт веб-разработки бэкендов на коммерческих сайтах. Уверенное знание: python, ООП‚ PostgreSQL. ;Разработка бизнес-систем (автоматизация бизнес-процессов). Оптимизация сервисов под высокие нагрузки. Проектирование и реализация веб и API-сервисов. ;Python;486;0.06896551724137931;Backend;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14;15;Разработчик Python (Back-end);3.0;5.0;Айдеко;2019-12-10T08:51:17+0300;"Компания «Айдеко» - ведущий разработчик программного обеспечения в области информационной безопасности и сетевых технологий. Наши продукты IDECO UTM - шлюз безопасности; система контентной фильтрации IDECO SELECTA; IDECO MESH - позволяет использовать интернет в любой точке покрытия Wi-Fi без потери качества сигнала. Нам нужен разработчик в команду разработки продукта Ideco UTM - это система предотвращения вторжений, контентная фильтрация, контроль приложений (DPI), антивирусная проверка трафика, система отчетов и многое другое. В основном разработка ведется на Python3, но также есть задачи на C, GoLang и Bash. Языки программирования: Python3, C, GoLang, Bash. Обязанности:  Разработка бекендов и сервисов, в основном на Python; Участие в проектировании архитектуры и рефакторинге; Работа в scrum-команде по разработке серийного ПО;  Требования:  Опыт работы с ОС Linux (sed, awk, curl и т.д.); Уверенные знания Python3 asyncio; Опыт работы с aiohttp; Умение работать с git и docker; Умение писать простой и понятный код; Понимание устройства сетей;  Дополнительными плюсами кандидата будут:  Базовые навыки администрирования Linux и сетей; Опыт работы с Python3 aiohttp; Опыт работы на C/C++, Golang, Bash; Опыт работы и понимание etcd;      Условия:  Конкурентная заработная плата (готовы обсуждать индивидуально, будет зависеть от скиллов), официальное трудоустройство, гуманный график работы; Бесплатное обучение английскому языку с преподавателем (в офисе); Чай, кофе, плюшки и сладости на оборудованной кухне, просторный современный офис. ";"  Конкурентная заработная плата (готовы обсуждать индивидуально, будет зависеть от скиллов), официальное трудоустройство, гуманный график работы; Бесплатное обучение английскому языку с преподавателем (в офисе); Чай, кофе, плюшки и сладости на оборудованной кухне, просторный современный офис. ";Опыт работы с ОС Linux (sed, awk, curl и т.д.). Уверенные знания Python3 asyncio. Опыт работы с aiohttp. ;Разработка бекендов и сервисов, в основном на Python. Участие в проектировании архитектуры и рефакторинге. Работа в scrum-команде по разработке...;"Разработка ПО; Linux; Python";515;0.06896551724137931;Backend;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
15;18;Senior backend developer;4.0;8.0;Сима-ленд;2019-12-10T11:29:58+0300;Требования  Знание PHP / golang, реляционная БД, Elasticsearch, Linux, Git. Умение оптимизировать SQL-запросы, код. Опыт проведения code review. Понимание continuous integration. Опыт модульного и функционального тестирования. Способность писать чистый код и разбираться в чужом. Опыт обучения коллег. Опыт планирования работ (по времени, железу и т. д.). Уверенное знание парадигм, паттернов (DDD, ES + CQRS), микросервисной архитектуры. Английский не ниже уровня А2. Владение контейнеризацией, оркестрацией.  Будет плюсом  Опыт управления командой.    Обязанности   Разработка и поддержка внутренних и внешних сервисов.   Качественное написание кода.   Участие в разработке архитектуры проекта, выборе технологий, библиотек и фреймворков.     Условия  Офис на выбор: головной на Черняховского или IT-офис в центре. Участие в конференциях HighLoad++, Dump, FOSDEM, HollyJS и других. Возможность выбрать время начала рабочего дня (8-11). Официальное трудоустройство. ;;Знание PHP / golang, реляционная БД, Elasticsearch, Linux, Git. Умение оптимизировать SQL-запросы, код. Опыт проведения code review. Понимание continuous integration. ;Разработка и поддержка внутренних и внешних сервисов. Качественное написание кода. Участие в разработке архитектуры проекта, выборе технологий, библиотек и фреймворков.;"Git; Linux; SQL; ООП; PHP; Golang; SOLID; Elasticsearch";518;0.06896551724137931;Backend;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
16;47;Back-end разработчик на Oracle;3.0;5.0;Сбербанк;2019-12-09T08:23:46+0300;"Главное о Сбербанке: Сотни тысяч наших сотрудников одновременно создают тот эффект, который ощущает почти каждый взрослый житель России, открывая приложение или заходя в отделение банка. Масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении и с любым уровнем амбиций.Наша новая цель — создать вокруг клиентов дружелюбную и надежную платформу сервисов, открывающую новый опыт потребления финансовых (и не только) услуг. У нас огромные возможности, большое желание меняться. Мы готовы принять талантливых и энергичных коллег для воплощения всех наших планов. Мы – продуктовая команда Сбербанка, отвечающая за аналитический сервис для корпоративных клиентов по всей стране. Нашим сервисом пользуются 25 000 человек, и он ежедневно помогает своим пользователям проводить клиентскую и конкурентную аналитику, получать нужные данные и принимать верные стратегические решения.  Корпоративно-инвестиционный бизнес запускает новый проект по разработке системы, которая должна обеспечить работу с данными в облаке данных. У Вас есть возможность создать полезный продукт, который существенно облегчит работу другим сотрудникам банка. Команда собирается с нуля. Спеши присоединиться! Вам предстоит:-Создание back-end на Oracle-Разработка алгоритмов по системным требованиям-Рефакторинг существующего кода-Создание витрин, перенос витрин в другие системы с помощью ETL (Informatica) Команда ожидает, что вы:-Имеете опыт работы разработчиком баз данных от 1 года-Имеете глубокие знания SQL и опыт промышленной разработки на PL/SQL-Умеете писать с нуля чистый и эффективный код, который решает продуктовые задачи и понятен другим разработчикамБудет преимуществом:-Опыт работы с Oracle APEX, либо знание HTML, CSS, JavaScript (включая библиотеку JQuery);-Опыт проектирования БД  Мы предлагаем:Условия работы: бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода;Уровень заработной платы, который зависит от ваших технических знаний и навыков, состоит из оклада, ежеквартальной премии и годового премирования;Заботу о здоровье: корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей;Знания: индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора;Корпоративные мероприятия: Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год;Особые условия для сотрудников: льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка. Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем рады увидеть вас в команде!";"Условия работы: бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода;Уровень заработной платы, который зависит от ваших технических знаний и навыков, состоит из оклада, ежеквартальной премии и годового премирования;Заботу о здоровье: корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей;Знания: индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора;Корпоративные мероприятия: Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год;Особые условия для сотрудников: льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка. Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем рады увидеть вас в команде!";Умеете писать с нуля чистый и эффективный код, который решает продуктовые задачи и понятен другим <highlighttext>разработчикам</highlighttext>. Будет преимуществом: -Опыт работы...;Создание back-end на Oracle. -Разработка алгоритмов по системным требованиям. -Рефакторинг существующего кода. -Создание витрин, перенос витрин в другие системы...;;547;0.10344827586206896;Backend;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
17;56;Backend-разработчик;3.0;5.0;Прософт-Системы;2019-12-09T09:30:25+0300;"Инженерная компания Прософт-Системы приглашает на работу специалиста на должность - Backend-разработчик. Зона ответственности: поддержка веб-интерфейса в продакшене и разработка новых функций. Обязанности:  Разработка серверной части многопользовательского веб-интерфейса.  Требования:  Уверенное владение C#, .Net Framework, SQL; Опыт работы с СУБД (MS SQL Server); Опыт разработки веб-приложений.  Будет плюсом:  Знакомство с технологиями ASP.Net MVC (3 и выше); Иметь навыки работы с библиотеками NHibernate, NUnit; Понимание принципов TDD; Плюсом будет знание JavaScript, HTML, CSS; Опыт работы с системами контроля версий и CI.  Условия:  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются с учётом квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента; Место работы: Волгоградская. ";"  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются с учётом квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента; Место работы: Волгоградская. ";Уверенное владение C#, .Net Framework, SQL. Опыт работы с СУБД (MS SQL Server). Опыт разработки веб-приложений. Знакомство с технологиями...;Разработка серверной части многопользовательского веб-интерфейса.;"С#; .NET Framework; MS SQL Server; ASP.NET; MVC";556;0.10344827586206896;Backend;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18;74;Backend-разработчик;2.0;3.0;Мой Стенд;2019-12-09T12:48:14+0300;"Компания MYSTAND работает на рынке IT c 2010 года. Помогаем компаниям диджитализироваться. Анализируем, перестраиваем, автоматизируем их бизнес-процессы. Создаём сложные веб-сервисы и мобильные приложения. Воплощаем в жизнь амбициозные проекты и приглашаем присоединиться к нам специалистов, способных предлагать свои идеи, аргументировать и реализовывать их. Мы ценим свободу, занимаемся развитием сотрудников и обеспечиваем комфортные условия для каждого. С момента основания, мы не боимся сложностей и работаем над амбициозными и интересными проектами, в которые верим сами. Сайт - mystand.io Портфолио - www.behance.net/MyStand   Для работы понадобится:   Опыт продакшн-разработки от 1 года;   Опыт разработки на Node.js, NestJS, TypeScript/JavaScript;   Знание принципов REST;   Опыт с системами контроля версий (Git, BitBucket);   Умение работать с реляционными БД (MySQL, PostgreSQL);   Желание развиваться и работать в команде.     Будет плюсом, если у тебя есть:   Знание базовых алгоритмов и их вычислительной сложности;   Знание основных шаблонов проектирования;   Умение обращаться с Docker-ом;   Опыт работы с CI.     Что мы любим и используем:   TypeScript/JavaScript   NodeJS   NestJS   TypeStack   Sequelize   Ruby on Rails   Docker, Docker Compose   RabbitMQ   PostgreSQL, MongoDB     Задачи, которые предстоит решать:   Реализовывать бизнес логику приложений;   Создавать микросервисы и их интеграцию с приложениями;   Проводить код-ревью, участвовать в технических обсуждениях.     Мы предлагаем:   Работу с интересными и сложными проектами;   Уровень заработной платы (зависит от твоих навыков и знаний и определяется по итогам собеседования);   Демократичную корпоративную культуру и гибкий график;   Трудоустройство по ТК РФ, полный рабочий день;   Внутренние профессиональные сообщества, митапы и обмен опытом между командами;   Просторный и уютный офис с зонами релакса, кухней, настольным теннисом и кикером;   Хороший кофе в хорошей компании каждый день (а также фрукты, конфеты, печенье и отличный китайский чай). Приятный коллектив, который всегда поможет, поддержит и поделится опытом;   Удобное расположение.    ";"   Работу с интересными и сложными проектами;   Уровень заработной платы (зависит от твоих навыков и знаний и определяется по итогам собеседования);   Демократичную корпоративную культуру и гибкий график;   Трудоустройство по ТК РФ, полный рабочий день;   Внутренние профессиональные сообщества, митапы и обмен опытом между командами;   Просторный и уютный офис с зонами релакса, кухней, настольным теннисом и кикером;   Хороший кофе в хорошей компании каждый день (а также фрукты, конфеты, печенье и отличный китайский чай). Приятный коллектив, который всегда поможет, поддержит и поделится опытом;   Удобное расположение.    ";Опыт продакшн-разработки от 1 года. Опыт разработки на Node.js, NestJS, TypeScript/JavaScript. Знание принципов REST. Опыт с системами контроля...;Реализовывать бизнес логику приложений. Создавать микросервисы и их интеграцию с приложениями. Проводить код-ревью, участвовать в технических обсуждениях.;"Backend; Node.js; PostgreSQL; SQL; Scrum; Ruby On Rails";574;0.10344827586206896;Backend;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
19;52;Fullstack/Backend developer (Middle, Senior);4.0;5.0;Удобные Решения;2019-12-04T12:56:38+0300;"Мы – компания «Удобные решения». Мы являемся разработчиками программных продуктов, мобильных приложений и сервисной компанией. Наша миссия – создавать для людей уютный быт. Мы растем и развиваемся уже более шести лет, с 2018 года являемся частью финской компании YIT. У нас есть два крутых продукта: • OICO мобильный бытовой помощник, который помогает людям просто и быстро решать свои ежедневные задачи, связанные с домом, а управляющим компаниям развиваться и увеличивать доход; • и Диспетчер 24 - контактный центр и электронные сервисы для управляющих компаний. В настоящее время мы ищем талантливого разработчика для решения интереснейших задач стоящих перед нашей молодой и дружной командой. Задачи, которые предстоит выполнять:  поддержка и модификация backend-приложений на Node.js + PostgreSQL; интеграция с внешними системами.  Мы ожидаем от вас:  уверенное знание ООП, Node.js (JavaScript ES6+); опыт работы с реляционными СУБД: PostgreSQL (pl\pgsql), MySQL; умение разбираться в чужом коде и писать читабельный код; опыт создания API по принципу RESTful; уверенное знание GIT; примеры работ (портфолио); плюсом будет опыт в тестировании.  Мы предлагаем:  конкурентоспособную заработную плату по результатам собеседования, мы рассматриваем ожидания успешных кандидатов; 100% белую заработную плату, с выплатами 2 раза в месяц; официальное трудоустройство по ТК РФ, полный соц пакет; уютный офис в центре города: ул. Розы Люксембург 69/2; молодой и дружелюбный коллектив, поддержку коллег и обучение за счет компании.  Что будет, после того, как мы получим Ваш отклик:  организационный телефонный разговор с HR; знакомство с кем-то из нашей команды разработчиков hangout; тестовое задание на дом (на 1-2 дня, в удобное время); личная встреча с нашим CEO и TeamLead и решение в течение одного-двух дней. ";Уверенное знание ООП, Node.js (JavaScript ES6+). Опыт работы с реляционными СУБД: PostgreSQL (pl\pgsql), MySQL. Умение разбираться в...;Поддержка и модификация backend-приложений на Node.js + PostgreSQL. Интеграция с внешними системами.;"Python; Git; ООП; SQL; HTML5";"  конкурентоспособную заработную плату по результатам собеседования, мы рассматриваем ожидания успешных кандидатов; 100% белую заработную плату, с выплатами 2 раза в месяц; официальное трудоустройство по ТК РФ, полный соц пакет; уютный офис в центре города: ул. Розы Люксембург 69/2; молодой и дружелюбный коллектив, поддержку коллег и обучение за счет компании.  Что будет, после того, как мы получим Ваш отклик:  организационный телефонный разговор с HR; знакомство с кем-то из нашей команды разработчиков hangout; тестовое задание на дом (на 1-2 дня, в удобное время); личная встреча с нашим CEO и TeamLead и решение в течение одного-двух дней. ";652;0.27586206896551724;Backend;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;67;Back-end разработчик центральной банковской системы;3.0;5.0;Альфа-Банк;2019-11-27T07:51:41+0300;"Над чем ты будешь работать Альфа-Банк ищет разработчика в команду разработки центральной банковской системы. Команда занимается развитием центральной банковской системы. Перед нами стоит большая задача сделать банковские процессы проще и эффективнее, а для этого мы стремимся постоянно развивать экспертизу и применять современные технологии в повседневной работе. Развитие и поиск новых решений - это наше ежедневное увлекательное занятие. Команда Мы работаем по SCRUM и стремимся к кросс-функциональности. Каждый член команды задействован во всех этапах разработки продукта от планирования до внедрения. У нас нет одиночек, команда полностью и целиком отвечает за успешность продукта.   Особенности Наша техническая платформа позволяет вести разработку на различных языках, например, C/C++ или RPGLE, и успешно комбинировать их для достижения наилучшего результата. Основное направление разработки - это back-end и интеграционные решения с другими системами, но иногда приходится почувствовать себя UI-дизайнером. Если ты вдруг не знаешь RPGLE или базу данных DB2, не беспокойся - мы подготовили специальную программу обучения. Наставник поможет тебе освоить ее и как можно быстрее влиться в рабочий процесс. Чего мы ждем от тебя  Желания развиваться и изучать новое - нового будет много Желания работать в команде над сложными задачами, не боятся брать на себя ответственность Опыт разработки на языке C/C++, Java, Python, Delphi и т.д. Опыт работы хотя бы с одной системой контроля версий (Git, SVN, и т.д.) Понимания принципов работы реляционных СУБД, умение формировать запросы к ним, знание языка SQL Знания принципов и шаблонов проектирования  Очень хорошо, если ты  Понимаешь, что разработчик - это не кодер Работаешь с БД на уровне проектирования схемы и оптимизации выполняемых запросов Владеешь английским для чтения профессиональной литературы Готов делиться знаниями с другими Знаешь, что такое DevOps, Continuous integration и Continuous delivery Имеешь опыт работы таких системах, как Jira, Confluence, Bitbucket, Jenkins и Artifactory Умеешь обосновать свою точку зрения  Бонусы для тебя  Достойная заработная плата Работа в позитивном сплоченном коллективе ДМС и страхование жизни Льготные условия на услуги Банка и компаний–партнеров Лояльный dress-code  Условия:  Официальное оформление ; Годовая премия в соответствии с правилами премирования сотрудников банка по итогам оценки результативности за год; Добровольное медицинское страхование; Адрес ул. Горького м. Динамо ";Над чем ты будешь работать. Особенности. Желания развиваться и изучать новое - нового будет много. Желания работать в команде над сложными...;Команда. Мы работаем по SCRUM и стремимся к кросс-функциональности. Каждый член команды задействован во всех этапах разработки продукта от...;"Python; Git; ООП; SQL; HTML5";"  Официальное оформление ; Годовая премия в соответствии с правилами премирования сотрудников банка по итогам оценки результативности за год; Добровольное медицинское страхование; Адрес ул. Горького м. Динамо ";767;0.5172413793103449;Backend;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
